candidate_id,route,route_name,top_pair_count,bottom_pair_count,top_termination_nm,bottom_termination_nm,cavity_thickness_nm,mdc_m,mdc_sio2_nm,mdc_tio2_nm,cap_thickness_nm,target_wavelength_nm,te_tm_angle_grid_deg,spectral_FWHM_proxy_nm,angular_FWHM_proxy_deg,peak_abs_angle_proxy_deg,normal_cone_energy_proxy,eta5_proxy,eta10_proxy,eta20_proxy,normal_offaxis_proxy,offaxis_20_60_penalty,offaxis_30_40_lobe_penalty,faroffaxis_45_55_lobe_penalty,broad_40_60_faroffaxis_penalty,TE_TM_mismatch_risk,D5_like_risk_flag,E1_0236_like_risk_flag,source_position_status,hard_pass,hard_fail_reasons,relaxed_target_score
F0_0130,A,high_top_DBR_RCLED,7,10,120,0,255,n/a,n/a,n/a,120,453,0:0.5:60,6.58,20.615,2.461736,0.912669,0.270225,0.539745,0.810745,2.246542,0.299485,0.189904,0.2607,0.280135,0.250469,low,low,requires_tri_point_FDTD,True,none,2.21107
F0_0131,A,high_top_DBR_RCLED,7,10,120,60,255,n/a,n/a,n/a,120,453,0:0.5:60,6.58,20.615,2.461736,0.912669,0.270225,0.539745,0.810745,2.246542,0.299485,0.189904,0.2607,0.280135,0.250469,low,low,requires_tri_point_FDTD,True,none,2.21107
F0_0132,A,high_top_DBR_RCLED,7,10,120,120,255,n/a,n/a,n/a,120,453,0:0.5:60,6.58,20.615,2.461736,0.912669,0.270225,0.539745,0.810745,2.246542,0.299485,0.189904,0.2607,0.280135,0.250469,low,low,requires_tri_point_FDTD,True,none,2.21107
F0_0587,A,high_top_DBR_RCLED,7,12,0,0,230,n/a,n/a,n/a,0,453,0:0.5:60,6.58,20.965,2.484586,0.920971,0.271771,0.542288,0.813288,2.224742,0.302927,0.186939,0.2705,0.285749,0.270257,low,low,requires_tri_point_FDTD,True,none,2.112026
F0_0588,A,high_top_DBR_RCLED,7,12,0,60,230,n/a,n/a,n/a,0,453,0:0.5:60,6.58,20.965,2.484586,0.920971,0.271771,0.542288,0.813288,2.224742,0.302927,0.186939,0.2705,0.285749,0.270257,low,low,requires_tri_point_FDTD,True,none,2.112026
F0_0589,A,high_top_DBR_RCLED,7,12,0,120,230,n/a,n/a,n/a,0,453,0:0.5:60,6.58,20.965,2.484586,0.920971,0.271771,0.542288,0.813288,2.224742,0.302927,0.186939,0.2705,0.285749,0.270257,low,low,requires_tri_point_FDTD,True,none,2.112026
F0_0590,A,high_top_DBR_RCLED,7,12,40,0,230,n/a,n/a,n/a,40,453,0:0.5:60,6.58,20.965,2.484586,0.920971,0.271771,0.542288,0.813288,2.224742,0.302927,0.186939,0.2705,0.285749,0.270257,low,low,requires_tri_point_FDTD,True,none,2.112026
F0_0591,A,high_top_DBR_RCLED,7,12,40,60,230,n/a,n/a,n/a,40,453,0:0.5:60,6.58,20.965,2.484586,0.920971,0.271771,0.542288,0.813288,2.224742,0.302927,0.186939,0.2705,0.285749,0.270257,low,low,requires_tri_point_FDTD,True,none,2.112026
F0_0592,A,high_top_DBR_RCLED,7,12,40,120,230,n/a,n/a,n/a,40,453,0:0.5:60,6.58,20.965,2.484586,0.920971,0.271771,0.542288,0.813288,2.224742,0.302927,0.186939,0.2705,0.285749,0.270257,low,low,requires_tri_point_FDTD,True,none,2.112026
F0_0593,A,high_top_DBR_RCLED,7,12,80,0,230,n/a,n/a,n/a,80,453,0:0.5:60,6.58,20.965,2.484586,0.920971,0.271771,0.542288,0.813288,2.224742,0.302927,0.186939,0.2705,0.285749,0.270257,low,low,requires_tri_point_FDTD,True,none,2.112026
F0_0594,A,high_top_DBR_RCLED,7,12,80,60,230,n/a,n/a,n/a,80,453,0:0.5:60,6.58,20.965,2.484586,0.920971,0.271771,0.542288,0.813288,2.224742,0.302927,0.186939,0.2705,0.285749,0.270257,low,low,requires_tri_point_FDTD,True,none,2.112026
F0_0595,A,high_top_DBR_RCLED,7,12,80,120,230,n/a,n/a,n/a,80,453,0:0.5:60,6.58,20.965,2.484586,0.920971,0.271771,0.542288,0.813288,2.224742,0.302927,0.186939,0.2705,0.285749,0.270257,low,low,requires_tri_point_FDTD,True,none,2.112026
F0_0596,A,high_top_DBR_RCLED,7,12,120,0,230,n/a,n/a,n/a,120,453,0:0.5:60,6.58,20.965,2.484586,0.920971,0.271771,0.542288,0.813288,2.224742,0.302927,0.186939,0.2705,0.285749,0.270257,low,low,requires_tri_point_FDTD,True,none,2.112026
F0_0597,A,high_top_DBR_RCLED,7,12,120,60,230,n/a,n/a,n/a,120,453,0:0.5:60,6.58,20.965,2.484586,0.920971,0.271771,0.542288,0.813288,2.224742,0.302927,0.186939,0.2705,0.285749,0.270257,low,low,requires_tri_point_FDTD,True,none,2.112026
F0_0598,A,high_top_DBR_RCLED,7,12,120,120,230,n/a,n/a,n/a,120,453,0:0.5:60,6.58,20.965,2.484586,0.920971,0.271771,0.542288,0.813288,2.224742,0.302927,0.186939,0.2705,0.285749,0.270257,low,low,requires_tri_point_FDTD,True,none,2.112026
F0_0360,A,high_top_DBR_RCLED,7,11,0,0,255,n/a,n/a,n/a,0,453,0:0.5:60,6.58,20.79,2.598991,0.912669,0.269539,0.539059,0.810059,2.217881,0.302985,0.189904,0.2656,0.283565,0.260844,low,low,requires_tri_point_FDTD,True,none,2.097269
F0_0361,A,high_top_DBR_RCLED,7,11,0,60,255,n/a,n/a,n/a,0,453,0:0.5:60,6.58,20.79,2.598991,0.912669,0.269539,0.539059,0.810059,2.217881,0.302985,0.189904,0.2656,0.283565,0.260844,low,low,requires_tri_point_FDTD,True,none,2.097269
F0_0362,A,high_top_DBR_RCLED,7,11,0,120,255,n/a,n/a,n/a,0,453,0:0.5:60,6.58,20.79,2.598991,0.912669,0.269539,0.539059,0.810059,2.217881,0.302985,0.189904,0.2656,0.283565,0.260844,low,low,requires_tri_point_FDTD,True,none,2.097269
F0_0363,A,high_top_DBR_RCLED,7,11,40,0,255,n/a,n/a,n/a,40,453,0:0.5:60,6.58,20.79,2.598991,0.912669,0.269539,0.539059,0.810059,2.217881,0.302985,0.189904,0.2656,0.283565,0.260844,low,low,requires_tri_point_FDTD,True,none,2.097269
F0_0364,A,high_top_DBR_RCLED,7,11,40,60,255,n/a,n/a,n/a,40,453,0:0.5:60,6.58,20.79,2.598991,0.912669,0.269539,0.539059,0.810059,2.217881,0.302985,0.189904,0.2656,0.283565,0.260844,low,low,requires_tri_point_FDTD,True,none,2.097269
F0_0365,A,high_top_DBR_RCLED,7,11,40,120,255,n/a,n/a,n/a,40,453,0:0.5:60,6.58,20.79,2.598991,0.912669,0.269539,0.539059,0.810059,2.217881,0.302985,0.189904,0.2656,0.283565,0.260844,low,low,requires_tri_point_FDTD,True,none,2.097269
F0_0366,A,high_top_DBR_RCLED,7,11,80,0,255,n/a,n/a,n/a,80,453,0:0.5:60,6.58,20.79,2.598991,0.912669,0.269539,0.539059,0.810059,2.217881,0.302985,0.189904,0.2656,0.283565,0.260844,low,low,requires_tri_point_FDTD,True,none,2.097269
F0_0367,A,high_top_DBR_RCLED,7,11,80,60,255,n/a,n/a,n/a,80,453,0:0.5:60,6.58,20.79,2.598991,0.912669,0.269539,0.539059,0.810059,2.217881,0.302985,0.189904,0.2656,0.283565,0.260844,low,low,requires_tri_point_FDTD,True,none,2.097269
F0_0368,A,high_top_DBR_RCLED,7,11,80,120,255,n/a,n/a,n/a,80,453,0:0.5:60,6.58,20.79,2.598991,0.912669,0.269539,0.539059,0.810059,2.217881,0.302985,0.189904,0.2656,0.283565,0.260844,low,low,requires_tri_point_FDTD,True,none,2.097269
F0_0369,A,high_top_DBR_RCLED,7,11,120,0,255,n/a,n/a,n/a,120,453,0:0.5:60,6.58,20.79,2.598991,0.912669,0.269539,0.539059,0.810059,2.217881,0.302985,0.189904,0.2656,0.283565,0.260844,low,low,requires_tri_point_FDTD,True,none,2.097269
F0_0370,A,high_top_DBR_RCLED,7,11,120,60,255,n/a,n/a,n/a,120,453,0:0.5:60,6.58,20.79,2.598991,0.912669,0.269539,0.539059,0.810059,2.217881,0.302985,0.189904,0.2656,0.283565,0.260844,low,low,requires_tri_point_FDTD,True,none,2.097269
F0_0371,A,high_top_DBR_RCLED,7,11,120,120,255,n/a,n/a,n/a,120,453,0:0.5:60,6.58,20.79,2.598991,0.912669,0.269539,0.539059,0.810059,2.217881,0.302985,0.189904,0.2656,0.283565,0.260844,low,low,requires_tri_point_FDTD,True,none,2.097269
F0_0061,A,high_top_DBR_RCLED,6,10,0,0,230,n/a,n/a,n/a,0,453,0:0.5:60,6.74,21.72,2.445112,0.906571,0.269089,0.537877,0.800877,2.217544,0.304427,0.190939,0.2606,0.297819,0.26515,low,low,requires_tri_point_FDTD,True,none,2.015934
F0_0062,A,high_top_DBR_RCLED,6,10,0,60,230,n/a,n/a,n/a,0,453,0:0.5:60,6.74,21.72,2.445112,0.906571,0.269089,0.537877,0.800877,2.217544,0.304427,0.190939,0.2606,0.297819,0.26515,low,low,requires_tri_point_FDTD,True,none,2.015934
F0_0063,A,high_top_DBR_RCLED,6,10,0,120,230,n/a,n/a,n/a,0,453,0:0.5:60,6.74,21.72,2.445112,0.906571,0.269089,0.537877,0.800877,2.217544,0.304427,0.190939,0.2606,0.297819,0.26515,low,low,requires_tri_point_FDTD,True,none,2.015934
F0_0064,A,high_top_DBR_RCLED,6,10,40,0,230,n/a,n/a,n/a,40,453,0:0.5:60,6.74,21.72,2.445112,0.906571,0.269089,0.537877,0.800877,2.217544,0.304427,0.190939,0.2606,0.297819,0.26515,low,low,requires_tri_point_FDTD,True,none,2.015934
F0_0065,A,high_top_DBR_RCLED,6,10,40,60,230,n/a,n/a,n/a,40,453,0:0.5:60,6.74,21.72,2.445112,0.906571,0.269089,0.537877,0.800877,2.217544,0.304427,0.190939,0.2606,0.297819,0.26515,low,low,requires_tri_point_FDTD,True,none,2.015934
F0_0066,A,high_top_DBR_RCLED,6,10,40,120,230,n/a,n/a,n/a,40,453,0:0.5:60,6.74,21.72,2.445112,0.906571,0.269089,0.537877,0.800877,2.217544,0.304427,0.190939,0.2606,0.297819,0.26515,low,low,requires_tri_point_FDTD,True,none,2.015934
F0_0067,A,high_top_DBR_RCLED,6,10,80,0,230,n/a,n/a,n/a,80,453,0:0.5:60,6.74,21.72,2.445112,0.906571,0.269089,0.537877,0.800877,2.217544,0.304427,0.190939,0.2606,0.297819,0.26515,low,low,requires_tri_point_FDTD,True,none,2.015934
F0_0068,A,high_top_DBR_RCLED,6,10,80,60,230,n/a,n/a,n/a,80,453,0:0.5:60,6.74,21.72,2.445112,0.906571,0.269089,0.537877,0.800877,2.217544,0.304427,0.190939,0.2606,0.297819,0.26515,low,low,requires_tri_point_FDTD,True,none,2.015934
F0_0069,A,high_top_DBR_RCLED,6,10,80,120,230,n/a,n/a,n/a,80,453,0:0.5:60,6.74,21.72,2.445112,0.906571,0.269089,0.537877,0.800877,2.217544,0.304427,0.190939,0.2606,0.297819,0.26515,low,low,requires_tri_point_FDTD,True,none,2.015934
F0_0070,A,high_top_DBR_RCLED,6,10,120,0,230,n/a,n/a,n/a,120,453,0:0.5:60,6.74,21.72,2.445112,0.906571,0.269089,0.537877,0.800877,2.217544,0.304427,0.190939,0.2606,0.297819,0.26515,low,low,requires_tri_point_FDTD,True,none,2.015934
F0_0071,A,high_top_DBR_RCLED,6,10,120,60,230,n/a,n/a,n/a,120,453,0:0.5:60,6.74,21.72,2.445112,0.906571,0.269089,0.537877,0.800877,2.217544,0.304427,0.190939,0.2606,0.297819,0.26515,low,low,requires_tri_point_FDTD,True,none,2.015934
F0_0072,A,high_top_DBR_RCLED,6,10,120,120,230,n/a,n/a,n/a,120,453,0:0.5:60,6.74,21.72,2.445112,0.906571,0.269089,0.537877,0.800877,2.217544,0.304427,0.190939,0.2606,0.297819,0.26515,low,low,requires_tri_point_FDTD,True,none,2.015934
F0_0599,A,high_top_DBR_RCLED,7,12,0,0,255,n/a,n/a,n/a,0,453,0:0.5:60,6.58,20.965,2.721798,0.912669,0.268925,0.538445,0.809445,2.189941,0.306485,0.189904,0.2705,0.286995,0.270257,low,low,requires_tri_point_FDTD,True,none,1.988087
F0_0600,A,high_top_DBR_RCLED,7,12,0,60,255,n/a,n/a,n/a,0,453,0:0.5:60,6.58,20.965,2.721798,0.912669,0.268925,0.538445,0.809445,2.189941,0.306485,0.189904,0.2705,0.286995,0.270257,low,low,requires_tri_point_FDTD,True,none,1.988087
F0_0601,A,high_top_DBR_RCLED,7,12,0,120,255,n/a,n/a,n/a,0,453,0:0.5:60,6.58,20.965,2.721798,0.912669,0.268925,0.538445,0.809445,2.189941,0.306485,0.189904,0.2705,0.286995,0.270257,low,low,requires_tri_point_FDTD,True,none,1.988087
F0_0602,A,high_top_DBR_RCLED,7,12,40,0,255,n/a,n/a,n/a,40,453,0:0.5:60,6.58,20.965,2.721798,0.912669,0.268925,0.538445,0.809445,2.189941,0.306485,0.189904,0.2705,0.286995,0.270257,low,low,requires_tri_point_FDTD,True,none,1.988087
F0_0603,A,high_top_DBR_RCLED,7,12,40,60,255,n/a,n/a,n/a,40,453,0:0.5:60,6.58,20.965,2.721798,0.912669,0.268925,0.538445,0.809445,2.189941,0.306485,0.189904,0.2705,0.286995,0.270257,low,low,requires_tri_point_FDTD,True,none,1.988087
F0_0604,A,high_top_DBR_RCLED,7,12,40,120,255,n/a,n/a,n/a,40,453,0:0.5:60,6.58,20.965,2.721798,0.912669,0.268925,0.538445,0.809445,2.189941,0.306485,0.189904,0.2705,0.286995,0.270257,low,low,requires_tri_point_FDTD,True,none,1.988087
F0_0605,A,high_top_DBR_RCLED,7,12,80,0,255,n/a,n/a,n/a,80,453,0:0.5:60,6.58,20.965,2.721798,0.912669,0.268925,0.538445,0.809445,2.189941,0.306485,0.189904,0.2705,0.286995,0.270257,low,low,requires_tri_point_FDTD,True,none,1.988087
F0_0606,A,high_top_DBR_RCLED,7,12,80,60,255,n/a,n/a,n/a,80,453,0:0.5:60,6.58,20.965,2.721798,0.912669,0.268925,0.538445,0.809445,2.189941,0.306485,0.189904,0.2705,0.286995,0.270257,low,low,requires_tri_point_FDTD,True,none,1.988087
F0_0607,A,high_top_DBR_RCLED,7,12,80,120,255,n/a,n/a,n/a,80,453,0:0.5:60,6.58,20.965,2.721798,0.912669,0.268925,0.538445,0.809445,2.189941,0.306485,0.189904,0.2705,0.286995,0.270257,low,low,requires_tri_point_FDTD,True,none,1.988087
F0_0608,A,high_top_DBR_RCLED,7,12,120,0,255,n/a,n/a,n/a,120,453,0:0.5:60,6.58,20.965,2.721798,0.912669,0.268925,0.538445,0.809445,2.189941,0.306485,0.189904,0.2705,0.286995,0.270257,low,low,requires_tri_point_FDTD,True,none,1.988087
F0_0609,A,high_top_DBR_RCLED,7,12,120,60,255,n/a,n/a,n/a,120,453,0:0.5:60,6.58,20.965,2.721798,0.912669,0.268925,0.538445,0.809445,2.189941,0.306485,0.189904,0.2705,0.286995,0.270257,low,low,requires_tri_point_FDTD,True,none,1.988087
F0_0610,A,high_top_DBR_RCLED,7,12,120,120,255,n/a,n/a,n/a,120,453,0:0.5:60,6.58,20.965,2.721798,0.912669,0.268925,0.538445,0.809445,2.189941,0.306485,0.189904,0.2705,0.286995,0.270257,low,low,requires_tri_point_FDTD,True,none,1.988087
F0_0193,A,high_top_DBR_RCLED,9,10,0,0,205,n/a,n/a,n/a,0,453,0:0.5:60,6.26,18.405,3.745964,0.883518,0.257974,0.523996,0.810996,2.128908,0.307321,0.202601,0.2609,0.250967,0.225751,low,low,requires_tri_point_FDTD,True,none,1.964172
F0_0194,A,high_top_DBR_RCLED,9,10,0,60,205,n/a,n/a,n/a,0,453,0:0.5:60,6.26,18.405,3.745964,0.883518,0.257974,0.523996,0.810996,2.128908,0.307321,0.202601,0.2609,0.250967,0.225751,low,low,requires_tri_point_FDTD,True,none,1.964172
F0_0195,A,high_top_DBR_RCLED,9,10,40,0,205,n/a,n/a,n/a,40,453,0:0.5:60,6.26,18.405,3.745964,0.883518,0.257974,0.523996,0.810996,2.128908,0.307321,0.202601,0.2609,0.250967,0.225751,low,low,requires_tri_point_FDTD,True,none,1.964172
F0_0196,A,high_top_DBR_RCLED,9,10,40,60,205,n/a,n/a,n/a,40,453,0:0.5:60,6.26,18.405,3.745964,0.883518,0.257974,0.523996,0.810996,2.128908,0.307321,0.202601,0.2609,0.250967,0.225751,low,low,requires_tri_point_FDTD,True,none,1.964172
F0_0197,A,high_top_DBR_RCLED,9,10,40,120,205,n/a,n/a,n/a,40,453,0:0.5:60,6.26,18.405,3.745964,0.883518,0.257974,0.523996,0.810996,2.128908,0.307321,0.202601,0.2609,0.250967,0.225751,low,low,requires_tri_point_FDTD,True,none,1.964172
F0_0198,A,high_top_DBR_RCLED,9,10,80,0,205,n/a,n/a,n/a,80,453,0:0.5:60,6.26,18.405,3.745964,0.883518,0.257974,0.523996,0.810996,2.128908,0.307321,0.202601,0.2609,0.250967,0.225751,low,low,requires_tri_point_FDTD,True,none,1.964172
F0_0199,A,high_top_DBR_RCLED,9,10,80,60,205,n/a,n/a,n/a,80,453,0:0.5:60,6.26,18.405,3.745964,0.883518,0.257974,0.523996,0.810996,2.128908,0.307321,0.202601,0.2609,0.250967,0.225751,low,low,requires_tri_point_FDTD,True,none,1.964172
F0_0200,A,high_top_DBR_RCLED,9,10,80,120,205,n/a,n/a,n/a,80,453,0:0.5:60,6.26,18.405,3.745964,0.883518,0.257974,0.523996,0.810996,2.128908,0.307321,0.202601,0.2609,0.250967,0.225751,low,low,requires_tri_point_FDTD,True,none,1.964172
F0_0201,A,high_top_DBR_RCLED,9,10,120,0,205,n/a,n/a,n/a,120,453,0:0.5:60,6.26,18.405,3.745964,0.883518,0.257974,0.523996,0.810996,2.128908,0.307321,0.202601,0.2609,0.250967,0.225751,low,low,requires_tri_point_FDTD,True,none,1.964172
F0_0202,A,high_top_DBR_RCLED,9,10,120,60,205,n/a,n/a,n/a,120,453,0:0.5:60,6.26,18.405,3.745964,0.883518,0.257974,0.523996,0.810996,2.128908,0.307321,0.202601,0.2609,0.250967,0.225751,low,low,requires_tri_point_FDTD,True,none,1.964172
F0_0203,A,high_top_DBR_RCLED,9,10,120,120,205,n/a,n/a,n/a,120,453,0:0.5:60,6.26,18.405,3.745964,0.883518,0.257974,0.523996,0.810996,2.128908,0.307321,0.202601,0.2609,0.250967,0.225751,low,low,requires_tri_point_FDTD,True,none,1.964172
F0_0300,A,high_top_DBR_RCLED,6,11,0,0,230,n/a,n/a,n/a,0,453,0:0.5:60,6.74,21.895,2.577465,0.906571,0.268427,0.537215,0.800215,2.189428,0.307927,0.190939,0.2655,0.301249,0.275199,low,low,requires_tri_point_FDTD,True,none,1.904301
F0_0301,A,high_top_DBR_RCLED,6,11,0,60,230,n/a,n/a,n/a,0,453,0:0.5:60,6.74,21.895,2.577465,0.906571,0.268427,0.537215,0.800215,2.189428,0.307927,0.190939,0.2655,0.301249,0.275199,low,low,requires_tri_point_FDTD,True,none,1.904301
F0_0302,A,high_top_DBR_RCLED,6,11,0,120,230,n/a,n/a,n/a,0,453,0:0.5:60,6.74,21.895,2.577465,0.906571,0.268427,0.537215,0.800215,2.189428,0.307927,0.190939,0.2655,0.301249,0.275199,low,low,requires_tri_point_FDTD,True,none,1.904301
F0_0303,A,high_top_DBR_RCLED,6,11,40,0,230,n/a,n/a,n/a,40,453,0:0.5:60,6.74,21.895,2.577465,0.906571,0.268427,0.537215,0.800215,2.189428,0.307927,0.190939,0.2655,0.301249,0.275199,low,low,requires_tri_point_FDTD,True,none,1.904301
F0_0304,A,high_top_DBR_RCLED,6,11,40,60,230,n/a,n/a,n/a,40,453,0:0.5:60,6.74,21.895,2.577465,0.906571,0.268427,0.537215,0.800215,2.189428,0.307927,0.190939,0.2655,0.301249,0.275199,low,low,requires_tri_point_FDTD,True,none,1.904301
F0_0305,A,high_top_DBR_RCLED,6,11,40,120,230,n/a,n/a,n/a,40,453,0:0.5:60,6.74,21.895,2.577465,0.906571,0.268427,0.537215,0.800215,2.189428,0.307927,0.190939,0.2655,0.301249,0.275199,low,low,requires_tri_point_FDTD,True,none,1.904301
F0_0306,A,high_top_DBR_RCLED,6,11,80,0,230,n/a,n/a,n/a,80,453,0:0.5:60,6.74,21.895,2.577465,0.906571,0.268427,0.537215,0.800215,2.189428,0.307927,0.190939,0.2655,0.301249,0.275199,low,low,requires_tri_point_FDTD,True,none,1.904301
F0_0307,A,high_top_DBR_RCLED,6,11,80,60,230,n/a,n/a,n/a,80,453,0:0.5:60,6.74,21.895,2.577465,0.906571,0.268427,0.537215,0.800215,2.189428,0.307927,0.190939,0.2655,0.301249,0.275199,low,low,requires_tri_point_FDTD,True,none,1.904301
F0_0308,A,high_top_DBR_RCLED,6,11,80,120,230,n/a,n/a,n/a,80,453,0:0.5:60,6.74,21.895,2.577465,0.906571,0.268427,0.537215,0.800215,2.189428,0.307927,0.190939,0.2655,0.301249,0.275199,low,low,requires_tri_point_FDTD,True,none,1.904301
F0_0309,A,high_top_DBR_RCLED,6,11,120,0,230,n/a,n/a,n/a,120,453,0:0.5:60,6.74,21.895,2.577465,0.906571,0.268427,0.537215,0.800215,2.189428,0.307927,0.190939,0.2655,0.301249,0.275199,low,low,requires_tri_point_FDTD,True,none,1.904301
F0_0310,A,high_top_DBR_RCLED,6,11,120,60,230,n/a,n/a,n/a,120,453,0:0.5:60,6.74,21.895,2.577465,0.906571,0.268427,0.537215,0.800215,2.189428,0.307927,0.190939,0.2655,0.301249,0.275199,low,low,requires_tri_point_FDTD,True,none,1.904301
F0_0311,A,high_top_DBR_RCLED,6,11,120,120,230,n/a,n/a,n/a,120,453,0:0.5:60,6.74,21.895,2.577465,0.906571,0.268427,0.537215,0.800215,2.189428,0.307927,0.190939,0.2655,0.301249,0.275199,low,low,requires_tri_point_FDTD,True,none,1.904301
F0_0073,A,high_top_DBR_RCLED,6,10,0,0,255,n/a,n/a,n/a,0,453,0:0.5:60,6.74,21.72,2.682324,0.898269,0.266242,0.534034,0.797034,2.182357,0.307985,0.193904,0.2606,0.299065,0.26515,low,low,requires_tri_point_FDTD,True,none,1.891221
F0_0074,A,high_top_DBR_RCLED,6,10,0,60,255,n/a,n/a,n/a,0,453,0:0.5:60,6.74,21.72,2.682324,0.898269,0.266242,0.534034,0.797034,2.182357,0.307985,0.193904,0.2606,0.299065,0.26515,low,low,requires_tri_point_FDTD,True,none,1.891221
F0_0075,A,high_top_DBR_RCLED,6,10,0,120,255,n/a,n/a,n/a,0,453,0:0.5:60,6.74,21.72,2.682324,0.898269,0.266242,0.534034,0.797034,2.182357,0.307985,0.193904,0.2606,0.299065,0.26515,low,low,requires_tri_point_FDTD,True,none,1.891221
F0_0076,A,high_top_DBR_RCLED,6,10,40,0,255,n/a,n/a,n/a,40,453,0:0.5:60,6.74,21.72,2.682324,0.898269,0.266242,0.534034,0.797034,2.182357,0.307985,0.193904,0.2606,0.299065,0.26515,low,low,requires_tri_point_FDTD,True,none,1.891221
F0_0077,A,high_top_DBR_RCLED,6,10,40,60,255,n/a,n/a,n/a,40,453,0:0.5:60,6.74,21.72,2.682324,0.898269,0.266242,0.534034,0.797034,2.182357,0.307985,0.193904,0.2606,0.299065,0.26515,low,low,requires_tri_point_FDTD,True,none,1.891221
F0_0078,A,high_top_DBR_RCLED,6,10,40,120,255,n/a,n/a,n/a,40,453,0:0.5:60,6.74,21.72,2.682324,0.898269,0.266242,0.534034,0.797034,2.182357,0.307985,0.193904,0.2606,0.299065,0.26515,low,low,requires_tri_point_FDTD,True,none,1.891221
F0_0079,A,high_top_DBR_RCLED,6,10,80,0,255,n/a,n/a,n/a,80,453,0:0.5:60,6.74,21.72,2.682324,0.898269,0.266242,0.534034,0.797034,2.182357,0.307985,0.193904,0.2606,0.299065,0.26515,low,low,requires_tri_point_FDTD,True,none,1.891221
F0_0080,A,high_top_DBR_RCLED,6,10,80,60,255,n/a,n/a,n/a,80,453,0:0.5:60,6.74,21.72,2.682324,0.898269,0.266242,0.534034,0.797034,2.182357,0.307985,0.193904,0.2606,0.299065,0.26515,low,low,requires_tri_point_FDTD,True,none,1.891221
F0_0081,A,high_top_DBR_RCLED,6,10,80,120,255,n/a,n/a,n/a,80,453,0:0.5:60,6.74,21.72,2.682324,0.898269,0.266242,0.534034,0.797034,2.182357,0.307985,0.193904,0.2606,0.299065,0.26515,low,low,requires_tri_point_FDTD,True,none,1.891221
F0_0082,A,high_top_DBR_RCLED,6,10,120,0,255,n/a,n/a,n/a,120,453,0:0.5:60,6.74,21.72,2.682324,0.898269,0.266242,0.534034,0.797034,2.182357,0.307985,0.193904,0.2606,0.299065,0.26515,low,low,requires_tri_point_FDTD,True,none,1.891221
F0_0083,A,high_top_DBR_RCLED,6,10,120,60,255,n/a,n/a,n/a,120,453,0:0.5:60,6.74,21.72,2.682324,0.898269,0.266242,0.534034,0.797034,2.182357,0.307985,0.193904,0.2606,0.299065,0.26515,low,low,requires_tri_point_FDTD,True,none,1.891221
F0_0084,A,high_top_DBR_RCLED,6,10,120,120,255,n/a,n/a,n/a,120,453,0:0.5:60,6.74,21.72,2.682324,0.898269,0.266242,0.534034,0.797034,2.182357,0.307985,0.193904,0.2606,0.299065,0.26515,low,low,requires_tri_point_FDTD,True,none,1.891221
F0_0432,A,high_top_DBR_RCLED,9,11,0,0,205,n/a,n/a,n/a,0,453,0:0.5:60,6.26,18.58,3.88807,0.883518,0.257263,0.523285,0.810285,2.102313,0.310821,0.202601,0.2658,0.254397,0.23645,low,low,requires_tri_point_FDTD,True,none,1.85344
F0_0433,A,high_top_DBR_RCLED,9,11,0,60,205,n/a,n/a,n/a,0,453,0:0.5:60,6.26,18.58,3.88807,0.883518,0.257263,0.523285,0.810285,2.102313,0.310821,0.202601,0.2658,0.254397,0.23645,low,low,requires_tri_point_FDTD,True,none,1.85344
F0_0434,A,high_top_DBR_RCLED,9,11,40,0,205,n/a,n/a,n/a,40,453,0:0.5:60,6.26,18.58,3.88807,0.883518,0.257263,0.523285,0.810285,2.102313,0.310821,0.202601,0.2658,0.254397,0.23645,low,low,requires_tri_point_FDTD,True,none,1.85344
F0_0435,A,high_top_DBR_RCLED,9,11,40,60,205,n/a,n/a,n/a,40,453,0:0.5:60,6.26,18.58,3.88807,0.883518,0.257263,0.523285,0.810285,2.102313,0.310821,0.202601,0.2658,0.254397,0.23645,low,low,requires_tri_point_FDTD,True,none,1.85344
F0_0436,A,high_top_DBR_RCLED,9,11,40,120,205,n/a,n/a,n/a,40,453,0:0.5:60,6.26,18.58,3.88807,0.883518,0.257263,0.523285,0.810285,2.102313,0.310821,0.202601,0.2658,0.254397,0.23645,low,low,requires_tri_point_FDTD,True,none,1.85344
F0_0437,A,high_top_DBR_RCLED,9,11,80,0,205,n/a,n/a,n/a,80,453,0:0.5:60,6.26,18.58,3.88807,0.883518,0.257263,0.523285,0.810285,2.102313,0.310821,0.202601,0.2658,0.254397,0.23645,low,low,requires_tri_point_FDTD,True,none,1.85344
F0_0438,A,high_top_DBR_RCLED,9,11,80,60,205,n/a,n/a,n/a,80,453,0:0.5:60,6.26,18.58,3.88807,0.883518,0.257263,0.523285,0.810285,2.102313,0.310821,0.202601,0.2658,0.254397,0.23645,low,low,requires_tri_point_FDTD,True,none,1.85344
F0_0439,A,high_top_DBR_RCLED,9,11,80,120,205,n/a,n/a,n/a,80,453,0:0.5:60,6.26,18.58,3.88807,0.883518,0.257263,0.523285,0.810285,2.102313,0.310821,0.202601,0.2658,0.254397,0.23645,low,low,requires_tri_point_FDTD,True,none,1.85344
