candidate_id,route,route_name,top_pair_count,bottom_pair_count,top_termination_nm,bottom_termination_nm,cavity_thickness_nm,mdc_m,mdc_sio2_nm,mdc_tio2_nm,cap_thickness_nm,target_wavelength_nm,te_tm_angle_grid_deg
F0_0249,A,high_top_DBR_RCLED,5,11,120,0,205,n/a,n/a,n/a,120,453,0:0.5:60
F0_0250,A,high_top_DBR_RCLED,5,11,120,60,205,n/a,n/a,n/a,120,453,0:0.5:60
F0_0251,A,high_top_DBR_RCLED,5,11,120,120,205,n/a,n/a,n/a,120,453,0:0.5:60
F0_0252,A,high_top_DBR_RCLED,5,11,0,0,230,n/a,n/a,n/a,0,453,0:0.5:60
F0_0253,A,high_top_DBR_RCLED,5,11,0,60,230,n/a,n/a,n/a,0,453,0:0.5:60
F0_0254,A,high_top_DBR_RCLED,5,11,0,120,230,n/a,n/a,n/a,0,453,0:0.5:60
F0_0255,A,high_top_DBR_RCLED,5,11,40,0,230,n/a,n/a,n/a,40,453,0:0.5:60
F0_0256,A,high_top_DBR_RCLED,5,11,40,60,230,n/a,n/a,n/a,40,453,0:0.5:60
F0_0257,A,high_top_DBR_RCLED,5,11,40,120,230,n/a,n/a,n/a,40,453,0:0.5:60
F0_0258,A,high_top_DBR_RCLED,5,11,80,0,230,n/a,n/a,n/a,80,453,0:0.5:60
F0_0259,A,high_top_DBR_RCLED,5,11,80,60,230,n/a,n/a,n/a,80,453,0:0.5:60
F0_0260,A,high_top_DBR_RCLED,5,11,80,120,230,n/a,n/a,n/a,80,453,0:0.5:60
F0_0261,A,high_top_DBR_RCLED,5,11,120,0,230,n/a,n/a,n/a,120,453,0:0.5:60
F0_0262,A,high_top_DBR_RCLED,5,11,120,60,230,n/a,n/a,n/a,120,453,0:0.5:60
F0_0263,A,high_top_DBR_RCLED,5,11,120,120,230,n/a,n/a,n/a,120,453,0:0.5:60
F0_0264,A,high_top_DBR_RCLED,5,11,0,0,255,n/a,n/a,n/a,0,453,0:0.5:60
F0_0265,A,high_top_DBR_RCLED,5,11,0,60,255,n/a,n/a,n/a,0,453,0:0.5:60
F0_0266,A,high_top_DBR_RCLED,5,11,0,120,255,n/a,n/a,n/a,0,453,0:0.5:60
F0_0267,A,high_top_DBR_RCLED,5,11,40,0,255,n/a,n/a,n/a,40,453,0:0.5:60
F0_0268,A,high_top_DBR_RCLED,5,11,40,60,255,n/a,n/a,n/a,40,453,0:0.5:60
F0_0269,A,high_top_DBR_RCLED,5,11,40,120,255,n/a,n/a,n/a,40,453,0:0.5:60
F0_0270,A,high_top_DBR_RCLED,5,11,80,0,255,n/a,n/a,n/a,80,453,0:0.5:60
F0_0271,A,high_top_DBR_RCLED,5,11,80,60,255,n/a,n/a,n/a,80,453,0:0.5:60
F0_0272,A,high_top_DBR_RCLED,5,11,80,120,255,n/a,n/a,n/a,80,453,0:0.5:60
F0_0273,A,high_top_DBR_RCLED,5,11,120,0,255,n/a,n/a,n/a,120,453,0:0.5:60
F0_0274,A,high_top_DBR_RCLED,5,11,120,60,255,n/a,n/a,n/a,120,453,0:0.5:60
F0_0275,A,high_top_DBR_RCLED,5,11,120,120,255,n/a,n/a,n/a,120,453,0:0.5:60
F0_0276,A,high_top_DBR_RCLED,5,11,0,0,280,n/a,n/a,n/a,0,453,0:0.5:60
F0_0277,A,high_top_DBR_RCLED,5,11,0,60,280,n/a,n/a,n/a,0,453,0:0.5:60
F0_0278,A,high_top_DBR_RCLED,5,11,0,120,280,n/a,n/a,n/a,0,453,0:0.5:60
F0_0279,A,high_top_DBR_RCLED,5,11,40,0,280,n/a,n/a,n/a,40,453,0:0.5:60
F0_0280,A,high_top_DBR_RCLED,5,11,40,60,280,n/a,n/a,n/a,40,453,0:0.5:60
F0_0281,A,high_top_DBR_RCLED,5,11,40,120,280,n/a,n/a,n/a,40,453,0:0.5:60
F0_0282,A,high_top_DBR_RCLED,5,11,80,0,280,n/a,n/a,n/a,80,453,0:0.5:60
F0_0283,A,high_top_DBR_RCLED,5,11,80,60,280,n/a,n/a,n/a,80,453,0:0.5:60
F0_0284,A,high_top_DBR_RCLED,5,11,80,120,280,n/a,n/a,n/a,80,453,0:0.5:60
F0_0285,A,high_top_DBR_RCLED,5,11,120,0,280,n/a,n/a,n/a,120,453,0:0.5:60
F0_0286,A,high_top_DBR_RCLED,5,11,120,60,280,n/a,n/a,n/a,120,453,0:0.5:60
F0_0287,A,high_top_DBR_RCLED,5,11,120,120,280,n/a,n/a,n/a,120,453,0:0.5:60
F0_0288,A,high_top_DBR_RCLED,6,11,0,0,205,n/a,n/a,n/a,0,453,0:0.5:60
F0_0289,A,high_top_DBR_RCLED,6,11,0,60,205,n/a,n/a,n/a,0,453,0:0.5:60
F0_0290,A,high_top_DBR_RCLED,6,11,0,120,205,n/a,n/a,n/a,0,453,0:0.5:60
F0_0291,A,high_top_DBR_RCLED,6,11,40,0,205,n/a,n/a,n/a,40,453,0:0.5:60
F0_0292,A,high_top_DBR_RCLED,6,11,40,60,205,n/a,n/a,n/a,40,453,0:0.5:60
F0_0293,A,high_top_DBR_RCLED,6,11,40,120,205,n/a,n/a,n/a,40,453,0:0.5:60
F0_0294,A,high_top_DBR_RCLED,6,11,80,0,205,n/a,n/a,n/a,80,453,0:0.5:60
F0_0295,A,high_top_DBR_RCLED,6,11,80,60,205,n/a,n/a,n/a,80,453,0:0.5:60
F0_0296,A,high_top_DBR_RCLED,6,11,80,120,205,n/a,n/a,n/a,80,453,0:0.5:60
F0_0297,A,high_top_DBR_RCLED,6,11,120,0,205,n/a,n/a,n/a,120,453,0:0.5:60
F0_0298,A,high_top_DBR_RCLED,6,11,120,60,205,n/a,n/a,n/a,120,453,0:0.5:60
F0_0299,A,high_top_DBR_RCLED,6,11,120,120,205,n/a,n/a,n/a,120,453,0:0.5:60
F0_0300,A,high_top_DBR_RCLED,6,11,0,0,230,n/a,n/a,n/a,0,453,0:0.5:60
F0_0301,A,high_top_DBR_RCLED,6,11,0,60,230,n/a,n/a,n/a,0,453,0:0.5:60
F0_0302,A,high_top_DBR_RCLED,6,11,0,120,230,n/a,n/a,n/a,0,453,0:0.5:60
F0_0303,A,high_top_DBR_RCLED,6,11,40,0,230,n/a,n/a,n/a,40,453,0:0.5:60
F0_0304,A,high_top_DBR_RCLED,6,11,40,60,230,n/a,n/a,n/a,40,453,0:0.5:60
F0_0305,A,high_top_DBR_RCLED,6,11,40,120,230,n/a,n/a,n/a,40,453,0:0.5:60
F0_0306,A,high_top_DBR_RCLED,6,11,80,0,230,n/a,n/a,n/a,80,453,0:0.5:60
F0_0307,A,high_top_DBR_RCLED,6,11,80,60,230,n/a,n/a,n/a,80,453,0:0.5:60
F0_0308,A,high_top_DBR_RCLED,6,11,80,120,230,n/a,n/a,n/a,80,453,0:0.5:60
F0_0309,A,high_top_DBR_RCLED,6,11,120,0,230,n/a,n/a,n/a,120,453,0:0.5:60
F0_0310,A,high_top_DBR_RCLED,6,11,120,60,230,n/a,n/a,n/a,120,453,0:0.5:60
F0_0311,A,high_top_DBR_RCLED,6,11,120,120,230,n/a,n/a,n/a,120,453,0:0.5:60
F0_0312,A,high_top_DBR_RCLED,6,11,0,0,255,n/a,n/a,n/a,0,453,0:0.5:60
F0_0313,A,high_top_DBR_RCLED,6,11,0,60,255,n/a,n/a,n/a,0,453,0:0.5:60
F0_0314,A,high_top_DBR_RCLED,6,11,0,120,255,n/a,n/a,n/a,0,453,0:0.5:60
F0_0315,A,high_top_DBR_RCLED,6,11,40,0,255,n/a,n/a,n/a,40,453,0:0.5:60
F0_0316,A,high_top_DBR_RCLED,6,11,40,60,255,n/a,n/a,n/a,40,453,0:0.5:60
F0_0317,A,high_top_DBR_RCLED,6,11,40,120,255,n/a,n/a,n/a,40,453,0:0.5:60
F0_0318,A,high_top_DBR_RCLED,6,11,80,0,255,n/a,n/a,n/a,80,453,0:0.5:60
F0_0319,A,high_top_DBR_RCLED,6,11,80,60,255,n/a,n/a,n/a,80,453,0:0.5:60
F0_0320,A,high_top_DBR_RCLED,6,11,80,120,255,n/a,n/a,n/a,80,453,0:0.5:60
F0_0321,A,high_top_DBR_RCLED,6,11,120,0,255,n/a,n/a,n/a,120,453,0:0.5:60
F0_0322,A,high_top_DBR_RCLED,6,11,120,60,255,n/a,n/a,n/a,120,453,0:0.5:60
F0_0323,A,high_top_DBR_RCLED,6,11,120,120,255,n/a,n/a,n/a,120,453,0:0.5:60
F0_0324,A,high_top_DBR_RCLED,6,11,0,0,280,n/a,n/a,n/a,0,453,0:0.5:60
F0_0325,A,high_top_DBR_RCLED,6,11,0,60,280,n/a,n/a,n/a,0,453,0:0.5:60
F0_0326,A,high_top_DBR_RCLED,6,11,0,120,280,n/a,n/a,n/a,0,453,0:0.5:60
F0_0327,A,high_top_DBR_RCLED,6,11,40,0,280,n/a,n/a,n/a,40,453,0:0.5:60
F0_0328,A,high_top_DBR_RCLED,6,11,40,60,280,n/a,n/a,n/a,40,453,0:0.5:60
F0_0329,A,high_top_DBR_RCLED,6,11,40,120,280,n/a,n/a,n/a,40,453,0:0.5:60
F0_0330,A,high_top_DBR_RCLED,6,11,80,0,280,n/a,n/a,n/a,80,453,0:0.5:60
F0_0331,A,high_top_DBR_RCLED,6,11,80,60,280,n/a,n/a,n/a,80,453,0:0.5:60
F0_0332,A,high_top_DBR_RCLED,6,11,80,120,280,n/a,n/a,n/a,80,453,0:0.5:60
F0_0333,A,high_top_DBR_RCLED,6,11,120,0,280,n/a,n/a,n/a,120,453,0:0.5:60
F0_0334,A,high_top_DBR_RCLED,6,11,120,60,280,n/a,n/a,n/a,120,453,0:0.5:60
F0_0335,A,high_top_DBR_RCLED,6,11,120,120,280,n/a,n/a,n/a,120,453,0:0.5:60
F0_0336,A,high_top_DBR_RCLED,7,11,0,0,205,n/a,n/a,n/a,0,453,0:0.5:60
F0_0337,A,high_top_DBR_RCLED,7,11,0,60,205,n/a,n/a,n/a,0,453,0:0.5:60
F0_0338,A,high_top_DBR_RCLED,7,11,0,120,205,n/a,n/a,n/a,0,453,0:0.5:60
F0_0339,A,high_top_DBR_RCLED,7,11,40,0,205,n/a,n/a,n/a,40,453,0:0.5:60
F0_0340,A,high_top_DBR_RCLED,7,11,40,60,205,n/a,n/a,n/a,40,453,0:0.5:60
F0_0341,A,high_top_DBR_RCLED,7,11,40,120,205,n/a,n/a,n/a,40,453,0:0.5:60
F0_0342,A,high_top_DBR_RCLED,7,11,80,0,205,n/a,n/a,n/a,80,453,0:0.5:60
F0_0343,A,high_top_DBR_RCLED,7,11,80,60,205,n/a,n/a,n/a,80,453,0:0.5:60
F0_0344,A,high_top_DBR_RCLED,7,11,80,120,205,n/a,n/a,n/a,80,453,0:0.5:60
F0_0345,A,high_top_DBR_RCLED,7,11,120,0,205,n/a,n/a,n/a,120,453,0:0.5:60
F0_0346,A,high_top_DBR_RCLED,7,11,120,60,205,n/a,n/a,n/a,120,453,0:0.5:60
F0_0347,A,high_top_DBR_RCLED,7,11,120,120,205,n/a,n/a,n/a,120,453,0:0.5:60
F0_0348,A,high_top_DBR_RCLED,7,11,0,0,230,n/a,n/a,n/a,0,453,0:0.5:60
F0_0349,A,high_top_DBR_RCLED,7,11,0,60,230,n/a,n/a,n/a,0,453,0:0.5:60
F0_0350,A,high_top_DBR_RCLED,7,11,0,120,230,n/a,n/a,n/a,0,453,0:0.5:60
F0_0351,A,high_top_DBR_RCLED,7,11,40,0,230,n/a,n/a,n/a,40,453,0:0.5:60
F0_0352,A,high_top_DBR_RCLED,7,11,40,60,230,n/a,n/a,n/a,40,453,0:0.5:60
F0_0353,A,high_top_DBR_RCLED,7,11,40,120,230,n/a,n/a,n/a,40,453,0:0.5:60
F0_0354,A,high_top_DBR_RCLED,7,11,80,0,230,n/a,n/a,n/a,80,453,0:0.5:60
F0_0355,A,high_top_DBR_RCLED,7,11,80,60,230,n/a,n/a,n/a,80,453,0:0.5:60
F0_0356,A,high_top_DBR_RCLED,7,11,80,120,230,n/a,n/a,n/a,80,453,0:0.5:60
F0_0357,A,high_top_DBR_RCLED,7,11,120,0,230,n/a,n/a,n/a,120,453,0:0.5:60
F0_0358,A,high_top_DBR_RCLED,7,11,120,60,230,n/a,n/a,n/a,120,453,0:0.5:60
F0_0359,A,high_top_DBR_RCLED,7,11,120,120,230,n/a,n/a,n/a,120,453,0:0.5:60
F0_0360,A,high_top_DBR_RCLED,7,11,0,0,255,n/a,n/a,n/a,0,453,0:0.5:60
F0_0361,A,high_top_DBR_RCLED,7,11,0,60,255,n/a,n/a,n/a,0,453,0:0.5:60
F0_0362,A,high_top_DBR_RCLED,7,11,0,120,255,n/a,n/a,n/a,0,453,0:0.5:60
F0_0363,A,high_top_DBR_RCLED,7,11,40,0,255,n/a,n/a,n/a,40,453,0:0.5:60
F0_0364,A,high_top_DBR_RCLED,7,11,40,60,255,n/a,n/a,n/a,40,453,0:0.5:60
F0_0365,A,high_top_DBR_RCLED,7,11,40,120,255,n/a,n/a,n/a,40,453,0:0.5:60
F0_0366,A,high_top_DBR_RCLED,7,11,80,0,255,n/a,n/a,n/a,80,453,0:0.5:60
F0_0367,A,high_top_DBR_RCLED,7,11,80,60,255,n/a,n/a,n/a,80,453,0:0.5:60
F0_0368,A,high_top_DBR_RCLED,7,11,80,120,255,n/a,n/a,n/a,80,453,0:0.5:60
F0_0369,A,high_top_DBR_RCLED,7,11,120,0,255,n/a,n/a,n/a,120,453,0:0.5:60
F0_0370,A,high_top_DBR_RCLED,7,11,120,60,255,n/a,n/a,n/a,120,453,0:0.5:60
F0_0371,A,high_top_DBR_RCLED,7,11,120,120,255,n/a,n/a,n/a,120,453,0:0.5:60
F0_0372,A,high_top_DBR_RCLED,7,11,0,0,280,n/a,n/a,n/a,0,453,0:0.5:60
F0_0373,A,high_top_DBR_RCLED,7,11,0,60,280,n/a,n/a,n/a,0,453,0:0.5:60
F0_0374,A,high_top_DBR_RCLED,7,11,0,120,280,n/a,n/a,n/a,0,453,0:0.5:60
F0_0375,A,high_top_DBR_RCLED,7,11,40,0,280,n/a,n/a,n/a,40,453,0:0.5:60
F0_0376,A,high_top_DBR_RCLED,7,11,40,60,280,n/a,n/a,n/a,40,453,0:0.5:60
F0_0377,A,high_top_DBR_RCLED,7,11,40,120,280,n/a,n/a,n/a,40,453,0:0.5:60
F0_0378,A,high_top_DBR_RCLED,7,11,80,0,280,n/a,n/a,n/a,80,453,0:0.5:60
F0_0379,A,high_top_DBR_RCLED,7,11,80,60,280,n/a,n/a,n/a,80,453,0:0.5:60
F0_0380,A,high_top_DBR_RCLED,7,11,80,120,280,n/a,n/a,n/a,80,453,0:0.5:60
F0_0381,A,high_top_DBR_RCLED,7,11,120,0,280,n/a,n/a,n/a,120,453,0:0.5:60
F0_0382,A,high_top_DBR_RCLED,7,11,120,60,280,n/a,n/a,n/a,120,453,0:0.5:60
F0_0383,A,high_top_DBR_RCLED,7,11,120,120,280,n/a,n/a,n/a,120,453,0:0.5:60
F0_0384,A,high_top_DBR_RCLED,8,11,0,0,205,n/a,n/a,n/a,0,453,0:0.5:60
F0_0385,A,high_top_DBR_RCLED,8,11,0,60,205,n/a,n/a,n/a,0,453,0:0.5:60
F0_0386,A,high_top_DBR_RCLED,8,11,0,120,205,n/a,n/a,n/a,0,453,0:0.5:60
F0_0387,A,high_top_DBR_RCLED,8,11,40,0,205,n/a,n/a,n/a,40,453,0:0.5:60
F0_0388,A,high_top_DBR_RCLED,8,11,40,60,205,n/a,n/a,n/a,40,453,0:0.5:60
F0_0389,A,high_top_DBR_RCLED,8,11,40,120,205,n/a,n/a,n/a,40,453,0:0.5:60
F0_0390,A,high_top_DBR_RCLED,8,11,80,0,205,n/a,n/a,n/a,80,453,0:0.5:60
F0_0391,A,high_top_DBR_RCLED,8,11,80,60,205,n/a,n/a,n/a,80,453,0:0.5:60
F0_0392,A,high_top_DBR_RCLED,8,11,80,120,205,n/a,n/a,n/a,80,453,0:0.5:60
F0_0393,A,high_top_DBR_RCLED,8,11,120,0,205,n/a,n/a,n/a,120,453,0:0.5:60
F0_0394,A,high_top_DBR_RCLED,8,11,120,60,205,n/a,n/a,n/a,120,453,0:0.5:60
F0_0395,A,high_top_DBR_RCLED,8,11,120,120,205,n/a,n/a,n/a,120,453,0:0.5:60
F0_0396,A,high_top_DBR_RCLED,8,11,0,0,230,n/a,n/a,n/a,0,453,0:0.5:60
F0_0397,A,high_top_DBR_RCLED,8,11,0,60,230,n/a,n/a,n/a,0,453,0:0.5:60
F0_0398,A,high_top_DBR_RCLED,8,11,0,120,230,n/a,n/a,n/a,0,453,0:0.5:60
F0_0399,A,high_top_DBR_RCLED,8,11,40,0,230,n/a,n/a,n/a,40,453,0:0.5:60
F0_0400,A,high_top_DBR_RCLED,8,11,40,60,230,n/a,n/a,n/a,40,453,0:0.5:60
F0_0401,A,high_top_DBR_RCLED,8,11,40,120,230,n/a,n/a,n/a,40,453,0:0.5:60
F0_0402,A,high_top_DBR_RCLED,8,11,80,0,230,n/a,n/a,n/a,80,453,0:0.5:60
F0_0403,A,high_top_DBR_RCLED,8,11,80,60,230,n/a,n/a,n/a,80,453,0:0.5:60
F0_0404,A,high_top_DBR_RCLED,8,11,80,120,230,n/a,n/a,n/a,80,453,0:0.5:60
F0_0405,A,high_top_DBR_RCLED,8,11,120,0,230,n/a,n/a,n/a,120,453,0:0.5:60
F0_0406,A,high_top_DBR_RCLED,8,11,120,60,230,n/a,n/a,n/a,120,453,0:0.5:60
F0_0407,A,high_top_DBR_RCLED,8,11,120,120,230,n/a,n/a,n/a,120,453,0:0.5:60
F0_0408,A,high_top_DBR_RCLED,8,11,0,0,255,n/a,n/a,n/a,0,453,0:0.5:60
F0_0409,A,high_top_DBR_RCLED,8,11,0,60,255,n/a,n/a,n/a,0,453,0:0.5:60
F0_0410,A,high_top_DBR_RCLED,8,11,0,120,255,n/a,n/a,n/a,0,453,0:0.5:60
F0_0411,A,high_top_DBR_RCLED,8,11,40,0,255,n/a,n/a,n/a,40,453,0:0.5:60
F0_0412,A,high_top_DBR_RCLED,8,11,40,60,255,n/a,n/a,n/a,40,453,0:0.5:60
F0_0413,A,high_top_DBR_RCLED,8,11,40,120,255,n/a,n/a,n/a,40,453,0:0.5:60
F0_0414,A,high_top_DBR_RCLED,8,11,80,0,255,n/a,n/a,n/a,80,453,0:0.5:60
F0_0415,A,high_top_DBR_RCLED,8,11,80,60,255,n/a,n/a,n/a,80,453,0:0.5:60
F0_0416,A,high_top_DBR_RCLED,8,11,80,120,255,n/a,n/a,n/a,80,453,0:0.5:60
F0_0417,A,high_top_DBR_RCLED,8,11,120,0,255,n/a,n/a,n/a,120,453,0:0.5:60
F0_0418,A,high_top_DBR_RCLED,8,11,120,60,255,n/a,n/a,n/a,120,453,0:0.5:60
F0_0419,A,high_top_DBR_RCLED,8,11,120,120,255,n/a,n/a,n/a,120,453,0:0.5:60
F0_0420,A,high_top_DBR_RCLED,8,11,0,0,280,n/a,n/a,n/a,0,453,0:0.5:60
F0_0421,A,high_top_DBR_RCLED,8,11,0,60,280,n/a,n/a,n/a,0,453,0:0.5:60
F0_0422,A,high_top_DBR_RCLED,8,11,0,120,280,n/a,n/a,n/a,0,453,0:0.5:60
F0_0423,A,high_top_DBR_RCLED,8,11,40,0,280,n/a,n/a,n/a,40,453,0:0.5:60
F0_0424,A,high_top_DBR_RCLED,8,11,40,60,280,n/a,n/a,n/a,40,453,0:0.5:60
F0_0425,A,high_top_DBR_RCLED,8,11,40,120,280,n/a,n/a,n/a,40,453,0:0.5:60
F0_0426,A,high_top_DBR_RCLED,8,11,80,0,280,n/a,n/a,n/a,80,453,0:0.5:60
F0_0427,A,high_top_DBR_RCLED,8,11,80,60,280,n/a,n/a,n/a,80,453,0:0.5:60
F0_0428,A,high_top_DBR_RCLED,8,11,80,120,280,n/a,n/a,n/a,80,453,0:0.5:60
F0_0429,A,high_top_DBR_RCLED,8,11,120,0,280,n/a,n/a,n/a,120,453,0:0.5:60
F0_0430,A,high_top_DBR_RCLED,8,11,120,60,280,n/a,n/a,n/a,120,453,0:0.5:60
F0_0431,A,high_top_DBR_RCLED,8,11,120,120,280,n/a,n/a,n/a,120,453,0:0.5:60
F0_0432,A,high_top_DBR_RCLED,9,11,0,0,205,n/a,n/a,n/a,0,453,0:0.5:60
F0_0433,A,high_top_DBR_RCLED,9,11,0,60,205,n/a,n/a,n/a,0,453,0:0.5:60
F0_0434,A,high_top_DBR_RCLED,9,11,40,0,205,n/a,n/a,n/a,40,453,0:0.5:60
F0_0435,A,high_top_DBR_RCLED,9,11,40,60,205,n/a,n/a,n/a,40,453,0:0.5:60
F0_0436,A,high_top_DBR_RCLED,9,11,40,120,205,n/a,n/a,n/a,40,453,0:0.5:60
F0_0437,A,high_top_DBR_RCLED,9,11,80,0,205,n/a,n/a,n/a,80,453,0:0.5:60
F0_0438,A,high_top_DBR_RCLED,9,11,80,60,205,n/a,n/a,n/a,80,453,0:0.5:60
F0_0439,A,high_top_DBR_RCLED,9,11,80,120,205,n/a,n/a,n/a,80,453,0:0.5:60
F0_0440,A,high_top_DBR_RCLED,9,11,120,0,205,n/a,n/a,n/a,120,453,0:0.5:60
F0_0441,A,high_top_DBR_RCLED,9,11,120,60,205,n/a,n/a,n/a,120,453,0:0.5:60
F0_0442,A,high_top_DBR_RCLED,9,11,120,120,205,n/a,n/a,n/a,120,453,0:0.5:60
F0_0443,A,high_top_DBR_RCLED,9,11,0,0,230,n/a,n/a,n/a,0,453,0:0.5:60
F0_0444,A,high_top_DBR_RCLED,9,11,0,60,230,n/a,n/a,n/a,0,453,0:0.5:60
F0_0445,A,high_top_DBR_RCLED,9,11,0,120,230,n/a,n/a,n/a,0,453,0:0.5:60
F0_0446,A,high_top_DBR_RCLED,9,11,40,0,230,n/a,n/a,n/a,40,453,0:0.5:60
F0_0447,A,high_top_DBR_RCLED,9,11,40,60,230,n/a,n/a,n/a,40,453,0:0.5:60
F0_0448,A,high_top_DBR_RCLED,9,11,40,120,230,n/a,n/a,n/a,40,453,0:0.5:60
F0_0449,A,high_top_DBR_RCLED,9,11,80,0,230,n/a,n/a,n/a,80,453,0:0.5:60
F0_0450,A,high_top_DBR_RCLED,9,11,80,60,230,n/a,n/a,n/a,80,453,0:0.5:60
F0_0451,A,high_top_DBR_RCLED,9,11,80,120,230,n/a,n/a,n/a,80,453,0:0.5:60
F0_0452,A,high_top_DBR_RCLED,9,11,120,0,230,n/a,n/a,n/a,120,453,0:0.5:60
F0_0453,A,high_top_DBR_RCLED,9,11,120,60,230,n/a,n/a,n/a,120,453,0:0.5:60
F0_0454,A,high_top_DBR_RCLED,9,11,120,120,230,n/a,n/a,n/a,120,453,0:0.5:60
F0_0455,A,high_top_DBR_RCLED,9,11,0,0,255,n/a,n/a,n/a,0,453,0:0.5:60
F0_0456,A,high_top_DBR_RCLED,9,11,0,60,255,n/a,n/a,n/a,0,453,0:0.5:60
F0_0457,A,high_top_DBR_RCLED,9,11,0,120,255,n/a,n/a,n/a,0,453,0:0.5:60
F0_0458,A,high_top_DBR_RCLED,9,11,40,0,255,n/a,n/a,n/a,40,453,0:0.5:60
F0_0459,A,high_top_DBR_RCLED,9,11,40,60,255,n/a,n/a,n/a,40,453,0:0.5:60
F0_0460,A,high_top_DBR_RCLED,9,11,40,120,255,n/a,n/a,n/a,40,453,0:0.5:60
F0_0461,A,high_top_DBR_RCLED,9,11,80,0,255,n/a,n/a,n/a,80,453,0:0.5:60
F0_0462,A,high_top_DBR_RCLED,9,11,80,60,255,n/a,n/a,n/a,80,453,0:0.5:60
F0_0463,A,high_top_DBR_RCLED,9,11,80,120,255,n/a,n/a,n/a,80,453,0:0.5:60
F0_0464,A,high_top_DBR_RCLED,9,11,120,0,255,n/a,n/a,n/a,120,453,0:0.5:60
F0_0465,A,high_top_DBR_RCLED,9,11,120,60,255,n/a,n/a,n/a,120,453,0:0.5:60
F0_0466,A,high_top_DBR_RCLED,9,11,120,120,255,n/a,n/a,n/a,120,453,0:0.5:60
F0_0467,A,high_top_DBR_RCLED,9,11,0,0,280,n/a,n/a,n/a,0,453,0:0.5:60
F0_0468,A,high_top_DBR_RCLED,9,11,0,60,280,n/a,n/a,n/a,0,453,0:0.5:60
F0_0469,A,high_top_DBR_RCLED,9,11,0,120,280,n/a,n/a,n/a,0,453,0:0.5:60
F0_0470,A,high_top_DBR_RCLED,9,11,40,0,280,n/a,n/a,n/a,40,453,0:0.5:60
F0_0471,A,high_top_DBR_RCLED,9,11,40,60,280,n/a,n/a,n/a,40,453,0:0.5:60
F0_0472,A,high_top_DBR_RCLED,9,11,40,120,280,n/a,n/a,n/a,40,453,0:0.5:60
F0_0473,A,high_top_DBR_RCLED,9,11,80,0,280,n/a,n/a,n/a,80,453,0:0.5:60
F0_0474,A,high_top_DBR_RCLED,9,11,80,60,280,n/a,n/a,n/a,80,453,0:0.5:60
F0_0475,A,high_top_DBR_RCLED,9,11,80,120,280,n/a,n/a,n/a,80,453,0:0.5:60
F0_0476,A,high_top_DBR_RCLED,9,11,120,0,280,n/a,n/a,n/a,120,453,0:0.5:60
F0_0477,A,high_top_DBR_RCLED,9,11,120,60,280,n/a,n/a,n/a,120,453,0:0.5:60
F0_0478,A,high_top_DBR_RCLED,9,11,120,120,280,n/a,n/a,n/a,120,453,0:0.5:60
F0_0479,A,high_top_DBR_RCLED,5,12,0,0,205,n/a,n/a,n/a,0,453,0:0.5:60
F0_0480,A,high_top_DBR_RCLED,5,12,0,60,205,n/a,n/a,n/a,0,453,0:0.5:60
F0_0481,A,high_top_DBR_RCLED,5,12,0,120,205,n/a,n/a,n/a,0,453,0:0.5:60
F0_0482,A,high_top_DBR_RCLED,5,12,40,0,205,n/a,n/a,n/a,40,453,0:0.5:60
F0_0483,A,high_top_DBR_RCLED,5,12,40,60,205,n/a,n/a,n/a,40,453,0:0.5:60
F0_0484,A,high_top_DBR_RCLED,5,12,40,120,205,n/a,n/a,n/a,40,453,0:0.5:60
F0_0485,A,high_top_DBR_RCLED,5,12,80,0,205,n/a,n/a,n/a,80,453,0:0.5:60
F0_0486,A,high_top_DBR_RCLED,5,12,80,60,205,n/a,n/a,n/a,80,453,0:0.5:60
F0_0487,A,high_top_DBR_RCLED,5,12,80,120,205,n/a,n/a,n/a,80,453,0:0.5:60
F0_0488,A,high_top_DBR_RCLED,5,12,120,0,205,n/a,n/a,n/a,120,453,0:0.5:60
F0_0489,A,high_top_DBR_RCLED,5,12,120,60,205,n/a,n/a,n/a,120,453,0:0.5:60
F0_0490,A,high_top_DBR_RCLED,5,12,120,120,205,n/a,n/a,n/a,120,453,0:0.5:60
F0_0491,A,high_top_DBR_RCLED,5,12,0,0,230,n/a,n/a,n/a,0,453,0:0.5:60
F0_0492,A,high_top_DBR_RCLED,5,12,0,60,230,n/a,n/a,n/a,0,453,0:0.5:60
F0_0493,A,high_top_DBR_RCLED,5,12,0,120,230,n/a,n/a,n/a,0,453,0:0.5:60
F0_0494,A,high_top_DBR_RCLED,5,12,40,0,230,n/a,n/a,n/a,40,453,0:0.5:60
F0_0495,A,high_top_DBR_RCLED,5,12,40,60,230,n/a,n/a,n/a,40,453,0:0.5:60
F0_0496,A,high_top_DBR_RCLED,5,12,40,120,230,n/a,n/a,n/a,40,453,0:0.5:60
F0_0497,A,high_top_DBR_RCLED,5,12,80,0,230,n/a,n/a,n/a,80,453,0:0.5:60
F0_0498,A,high_top_DBR_RCLED,5,12,80,60,230,n/a,n/a,n/a,80,453,0:0.5:60
F0_0499,A,high_top_DBR_RCLED,5,12,80,120,230,n/a,n/a,n/a,80,453,0:0.5:60
F0_0500,A,high_top_DBR_RCLED,5,12,120,0,230,n/a,n/a,n/a,120,453,0:0.5:60
