shortlist_role,candidate_id,scale_profile,top_pair_count,bottom_pair_count,cavity_spacer_nm,top_termination_nm,bottom_termination_nm,top_high_scale_multiplier,top_low_scale_multiplier,bottom_high_scale_multiplier,bottom_low_scale_multiplier,TE_normal_phase_error_deg,TM_normal_phase_error_deg,TE_phase_margin_deg,TM_phase_margin_deg,TE_30_40_risk_deg,TM_30_40_risk_deg,TE_normal_resonance_nm,TM_normal_resonance_nm,TE_normal_offaxis_ratio,TM_normal_offaxis_ratio,TE_top_outcoupling_proxy,TM_top_outcoupling_proxy,worst_pol_normal_phase_error_deg,worst_pol_phase_margin_deg,max_pol_offaxis_30_40_risk_deg,min_pol_normal_window_response,conservative_normal_offaxis_ratio,min_pol_top_outcoupling_proxy,avg_normal_resonance_nm,combined_accept,failure_mode,score
D5_PRIMARY,D5_BASE_13461,base,10,12,182.0,0.0,113.0,1.0,1.0,1.0,1.0,1.1020865148970096,1.1020865148971113,138.65381730507588,40.970659726280594,131.99943837294626,9.682026956833303,453.0,453.0,133362492198.47302,133362492198.47276,0.13591762014712339,0.1359176201471236,1.1020865148971113,40.970659726280594,9.682026956833303,0.13336249219847277,133362492198.47276,0.13591762014712339,453.0,True,none,533449968802.7034
