batch_id,candidate_id,wavelength_nm,polarization,runtime_sec,result_status,fsp_path
LPML1B2A_BATCH_04,LPML1A4_0270_B240_exploration_B240_H600,450,x,19.904191255569458,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_04\fdtd_tmp\LPML1A4_0270_B240_exploration_B240_H600\LPML1A4_0270_B240_exploration_B240_H600_450_x.fsp
LPML1B2A_BATCH_04,LPML1A4_0270_B240_exploration_B240_H600,450,y,21.791227340698242,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_04\fdtd_tmp\LPML1A4_0270_B240_exploration_B240_H600\LPML1A4_0270_B240_exploration_B240_H600_450_y.fsp
LPML1B2A_BATCH_04,LPML1A4_0270_B240_exploration_B240_H600,450.5,x,21.671065092086792,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_04\fdtd_tmp\LPML1A4_0270_B240_exploration_B240_H600\LPML1A4_0270_B240_exploration_B240_H600_450p5_x.fsp
LPML1B2A_BATCH_04,LPML1A4_0270_B240_exploration_B240_H600,450.5,y,21.821414470672607,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_04\fdtd_tmp\LPML1A4_0270_B240_exploration_B240_H600\LPML1A4_0270_B240_exploration_B240_H600_450p5_y.fsp
LPML1B2A_BATCH_04,LPML1A4_0270_B240_exploration_B240_H600,451,x,21.6838276386261,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_04\fdtd_tmp\LPML1A4_0270_B240_exploration_B240_H600\LPML1A4_0270_B240_exploration_B240_H600_451_x.fsp
LPML1B2A_BATCH_04,LPML1A4_0270_B240_exploration_B240_H600,451,y,21.879772424697876,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_04\fdtd_tmp\LPML1A4_0270_B240_exploration_B240_H600\LPML1A4_0270_B240_exploration_B240_H600_451_y.fsp
LPML1B2A_BATCH_04,LPML1A4_0270_B240_exploration_B240_H600,451.5,x,19.741621255874634,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_04\fdtd_tmp\LPML1A4_0270_B240_exploration_B240_H600\LPML1A4_0270_B240_exploration_B240_H600_451p5_x.fsp
LPML1B2A_BATCH_04,LPML1A4_0270_B240_exploration_B240_H600,451.5,y,19.76004648208618,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_04\fdtd_tmp\LPML1A4_0270_B240_exploration_B240_H600\LPML1A4_0270_B240_exploration_B240_H600_451p5_y.fsp
LPML1B2A_BATCH_04,LPML1A4_0270_B240_exploration_B240_H600,452,x,21.992164134979248,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_04\fdtd_tmp\LPML1A4_0270_B240_exploration_B240_H600\LPML1A4_0270_B240_exploration_B240_H600_452_x.fsp
LPML1B2A_BATCH_04,LPML1A4_0270_B240_exploration_B240_H600,452,y,21.827060222625732,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_04\fdtd_tmp\LPML1A4_0270_B240_exploration_B240_H600\LPML1A4_0270_B240_exploration_B240_H600_452_y.fsp
LPML1B2A_BATCH_04,LPML1A4_0270_B240_exploration_B240_H600,452.5,x,19.997665643692017,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_04\fdtd_tmp\LPML1A4_0270_B240_exploration_B240_H600\LPML1A4_0270_B240_exploration_B240_H600_452p5_x.fsp
LPML1B2A_BATCH_04,LPML1A4_0270_B240_exploration_B240_H600,452.5,y,21.942952871322632,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_04\fdtd_tmp\LPML1A4_0270_B240_exploration_B240_H600\LPML1A4_0270_B240_exploration_B240_H600_452p5_y.fsp
LPML1B2A_BATCH_04,LPML1A4_0270_B240_exploration_B240_H600,453,x,21.846298694610596,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_04\fdtd_tmp\LPML1A4_0270_B240_exploration_B240_H600\LPML1A4_0270_B240_exploration_B240_H600_453_x.fsp
LPML1B2A_BATCH_04,LPML1A4_0270_B240_exploration_B240_H600,453,y,21.8352530002594,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_04\fdtd_tmp\LPML1A4_0270_B240_exploration_B240_H600\LPML1A4_0270_B240_exploration_B240_H600_453_y.fsp
LPML1B2A_BATCH_04,LPML1A4_0270_B240_exploration_B240_H600,453.5,x,20.141702890396118,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_04\fdtd_tmp\LPML1A4_0270_B240_exploration_B240_H600\LPML1A4_0270_B240_exploration_B240_H600_453p5_x.fsp
LPML1B2A_BATCH_04,LPML1A4_0270_B240_exploration_B240_H600,453.5,y,19.860259532928467,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_04\fdtd_tmp\LPML1A4_0270_B240_exploration_B240_H600\LPML1A4_0270_B240_exploration_B240_H600_453p5_y.fsp
LPML1B2A_BATCH_04,LPML1A4_0270_B240_exploration_B240_H600,454,x,21.85526394844055,ok,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml1b2b_36case_pilot\batch_04\fdtd_tmp\LPML1A4_0270_B240_exploration_B240_H600\LPML1A4_0270_B240_exploration_B240_H600_454_x.fsp
