mdc_geometry_hash,test_geometry_id,source_geometry_id,wavelength_grid_reference,wavelength_grid_sha256,ux_theta_grid_reference,joint_profile_shape,predicted_normalized_joint_profile_reference,spectral_marginal_reference,angular_marginal_reference,auxiliary_screening_values_reference,model_ensemble_spread_reference,profile_scope,power_scope,coupling_mode,spectral_marginal,angular_marginal,auxiliary_screening_values,model_ensemble_spread
5d5be66125aaaa84d917e05843ad39df02a8a9c128c2a10228c574c709e63fc2,MDC_V2_TEST_G030,GEO_5d5be66125aaaa84,lambda_420_480_301_v1,f3e2b786901c912240ea0267886d4ea9d9e5c62b78846bf1428dbed3c25a0ac9,farfieldangle_rad_to_degree_theta_v1,301x2000,frozen_test40_prediction_manifest:b3cddef0ad46dfe97766fce08f44537fc2809bbd5badcb3251c0734635237283:row_not_read,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields,RANKING_SCREENING_ONLY,NOT_QUANTITATIVELY_USABLE,SURROGATE_SHAPE_SCREENING_ONLY,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields
3ec14f8a04d043f82ccb80ac66f6797d4f93168208d6403c52672cc52ab5930f,MDC_V2_TEST_G031,GEO_3ec14f8a04d043f8,lambda_420_480_301_v1,f3e2b786901c912240ea0267886d4ea9d9e5c62b78846bf1428dbed3c25a0ac9,farfieldangle_rad_to_degree_theta_v1,301x2000,frozen_test40_prediction_manifest:b3cddef0ad46dfe97766fce08f44537fc2809bbd5badcb3251c0734635237283:row_not_read,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields,RANKING_SCREENING_ONLY,NOT_QUANTITATIVELY_USABLE,SURROGATE_SHAPE_SCREENING_ONLY,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields
d4daf2b5cae8261cb9ce1acb544836bf9f9df2b268ab835821308dc1e85ae01e,MDC_V2_TEST_G032,GEO_d4daf2b5cae8261c,lambda_420_480_301_v1,f3e2b786901c912240ea0267886d4ea9d9e5c62b78846bf1428dbed3c25a0ac9,farfieldangle_rad_to_degree_theta_v1,301x2000,frozen_test40_prediction_manifest:b3cddef0ad46dfe97766fce08f44537fc2809bbd5badcb3251c0734635237283:row_not_read,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields,RANKING_SCREENING_ONLY,NOT_QUANTITATIVELY_USABLE,SURROGATE_SHAPE_SCREENING_ONLY,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields
7835264081221a1efed7bae6ed85704f38f3be681ee017fda5f17c21142687f5,MDC_V2_TEST_G033,GEO_7835264081221a1e,lambda_420_480_301_v1,f3e2b786901c912240ea0267886d4ea9d9e5c62b78846bf1428dbed3c25a0ac9,farfieldangle_rad_to_degree_theta_v1,301x2000,frozen_test40_prediction_manifest:b3cddef0ad46dfe97766fce08f44537fc2809bbd5badcb3251c0734635237283:row_not_read,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields,RANKING_SCREENING_ONLY,NOT_QUANTITATIVELY_USABLE,SURROGATE_SHAPE_SCREENING_ONLY,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields
021945811c7511e1ff2a3778efd1dee180323f76428ba548bd085d888a623c12,MDC_V2_TEST_G034,GEO_021945811c7511e1,lambda_420_480_301_v1,f3e2b786901c912240ea0267886d4ea9d9e5c62b78846bf1428dbed3c25a0ac9,farfieldangle_rad_to_degree_theta_v1,301x2000,frozen_test40_prediction_manifest:b3cddef0ad46dfe97766fce08f44537fc2809bbd5badcb3251c0734635237283:row_not_read,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields,RANKING_SCREENING_ONLY,NOT_QUANTITATIVELY_USABLE,SURROGATE_SHAPE_SCREENING_ONLY,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields
0d9ddc7f80c2a90cd788b074508e75741e9c5d1aa538a5e8209c44324fba43a4,MDC_V2_TEST_G035,GEO_0d9ddc7f80c2a90c,lambda_420_480_301_v1,f3e2b786901c912240ea0267886d4ea9d9e5c62b78846bf1428dbed3c25a0ac9,farfieldangle_rad_to_degree_theta_v1,301x2000,frozen_test40_prediction_manifest:b3cddef0ad46dfe97766fce08f44537fc2809bbd5badcb3251c0734635237283:row_not_read,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields,RANKING_SCREENING_ONLY,NOT_QUANTITATIVELY_USABLE,SURROGATE_SHAPE_SCREENING_ONLY,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields
c7d9fc9da40172062f129531d963918995585d98d9bcf3ca560a16c02d08dab2,MDC_V2_TEST_G036,GEO_c7d9fc9da4017206,lambda_420_480_301_v1,f3e2b786901c912240ea0267886d4ea9d9e5c62b78846bf1428dbed3c25a0ac9,farfieldangle_rad_to_degree_theta_v1,301x2000,frozen_test40_prediction_manifest:b3cddef0ad46dfe97766fce08f44537fc2809bbd5badcb3251c0734635237283:row_not_read,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields,RANKING_SCREENING_ONLY,NOT_QUANTITATIVELY_USABLE,SURROGATE_SHAPE_SCREENING_ONLY,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields
5987cf5b8253ad9908c35e889a00aa7391b9874e72e34fb0a06ab80cdf8facba,MDC_V2_TEST_G037,GEO_5987cf5b8253ad99,lambda_420_480_301_v1,f3e2b786901c912240ea0267886d4ea9d9e5c62b78846bf1428dbed3c25a0ac9,farfieldangle_rad_to_degree_theta_v1,301x2000,frozen_test40_prediction_manifest:b3cddef0ad46dfe97766fce08f44537fc2809bbd5badcb3251c0734635237283:row_not_read,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields,RANKING_SCREENING_ONLY,NOT_QUANTITATIVELY_USABLE,SURROGATE_SHAPE_SCREENING_ONLY,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields
60e5d33b1d0fd0c7277be0501726ec672594c3f46245538c813afb75cb3c76d3,MDC_V2_TEST_G038,GEO_60e5d33b1d0fd0c7,lambda_420_480_301_v1,f3e2b786901c912240ea0267886d4ea9d9e5c62b78846bf1428dbed3c25a0ac9,farfieldangle_rad_to_degree_theta_v1,301x2000,frozen_test40_prediction_manifest:b3cddef0ad46dfe97766fce08f44537fc2809bbd5badcb3251c0734635237283:row_not_read,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields,RANKING_SCREENING_ONLY,NOT_QUANTITATIVELY_USABLE,SURROGATE_SHAPE_SCREENING_ONLY,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields
c3914fe23f4af234787e465e169731aa6e0addbe63cbaa75af0574ac04695b2d,MDC_V2_TEST_G039,GEO_c3914fe23f4af234,lambda_420_480_301_v1,f3e2b786901c912240ea0267886d4ea9d9e5c62b78846bf1428dbed3c25a0ac9,farfieldangle_rad_to_degree_theta_v1,301x2000,frozen_test40_prediction_manifest:b3cddef0ad46dfe97766fce08f44537fc2809bbd5badcb3251c0734635237283:row_not_read,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields,RANKING_SCREENING_ONLY,NOT_QUANTITATIVELY_USABLE,SURROGATE_SHAPE_SCREENING_ONLY,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields
dae61e2d8560a7f2bec09682beec129e9c6ba00e7ed26c1547dda9c3bf12654b,MDC_V2_TEST_G040,GEO_dae61e2d8560a7f2,lambda_420_480_301_v1,f3e2b786901c912240ea0267886d4ea9d9e5c62b78846bf1428dbed3c25a0ac9,farfieldangle_rad_to_degree_theta_v1,301x2000,frozen_test40_prediction_manifest:b3cddef0ad46dfe97766fce08f44537fc2809bbd5badcb3251c0734635237283:row_not_read,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields,RANKING_SCREENING_ONLY,NOT_QUANTITATIVELY_USABLE,SURROGATE_SHAPE_SCREENING_ONLY,final_ensemble_output_schema.geometry_fields.spectral_marginal,final_ensemble_output_schema.geometry_fields.angular_marginal,final_ensemble_output_schema.auxiliary_fields,final_ensemble_output_schema.uncertainty_fields
