anchor_id,candidate_id,canonical_relative_geometry_hash,exact_geometry_hash,geometry_gate,perturbation_axis,perturbation_sign,split_assignment,symmetry_equivalence_hash
LP_H500_D2_B120_J2LM06,LP_H500_D5_J2LM06_J1_side_nmM01,a5343413243c248e89d471d885f813162a7f80f8d4a515ff9aa94c364f431860,975b4f239905320efca7fa19ba1631cf61541a531478db9f42b13284797e24a5,PASS,J1_side_nm,-1,UNASSIGNED,e55bad21522c6c1285839ef888030f972e487b251d6f3c190d83d8bbd6c46ecb
LP_H500_D2_B120_J2LM06,LP_H500_D5_J2LM06_J1_side_nmP01,02abf30c8eefe19f03351c15c6c8f34ed0e1df07904130419328777890b59340,aecdcc403508441e25cb170a0ce77bf967909ed72f7b14507bace01dfd5eff95,PASS,J1_side_nm,1,UNASSIGNED,00d1929f75688697c6d20081fae9476e0a80689b382b46a0cb0c578635b00e18
LP_H500_D2_B120_J2LM06,LP_H500_D5_J2LM06_J2_length_nmM01,ce8a8ea497c4d335050ca56f2715f84a18f61956eae228bba45f4b6291d21f22,917f7c2f0eb67701a0191b2e5f2fbda446acd8a080f48b2a27599b1452f8244a,PASS,J2_length_nm,-1,UNASSIGNED,ab626726775f8cc7fa8896299548768c83e7ce732724683a4a676c7a530f9f17
LP_H500_D2_B120_J2LM06,LP_H500_D5_J2LM06_J2_length_nmP01,44a911f2d3293c9277b73c2d0466baa567687c4539c6997ffa5ab16cc9466106,4a06d30a4d81f9804b78c203247ccf36b3b136e0c197b82ef5d9a89d92c50908,PASS,J2_length_nm,1,UNASSIGNED,39ef5dd28c8c25f8bade778504ecbb9aa056cd2005d03871fb53389568e9d9c7
LP_H500_D2_B120_J2LM06,LP_H500_D5_J2LM06_J2_width_nmM01,41bbb3a972fcc68988e87e86d27a1eda390be210e2edbbb856aa0a5192849397,a1296f448ce92fa09c0590e9d4324b6577a87f6dad5c441766faa4ecb8800a29,PASS,J2_width_nm,-1,UNASSIGNED,bdcbedf2d6fa03f8c01a024c05f2240f49e5578d80297fb22a11c5a0912993f7
LP_H500_D2_B120_J2LM06,LP_H500_D5_J2LM06_J2_width_nmP01,ce0af4ba73af3acb99152d1e2479e0e278caa58007c13afa33f127a3a6e3de15,56dc1195b84b5664e8de17645f0ee16b96d849ccffe8171d8b2b1335ca77c960,PASS,J2_width_nm,1,UNASSIGNED,edf894e1671fe8a7955bf997173b00c5db1c60fd6443fafaf7d3f6da1daafadf
