axis,dJ_d_nm,dTxx_d_nm,dTxy_d_nm,dTyx_d_nm,dTyy_d_nm,minus_id,phase_abs_discrepancy,phase_rad_per_nm_log,phase_rad_per_nm_unwrap,phase_status,plus_id
J1_side_nm,"[[{""real"": -0.07260285552493588, ""imag"": -0.004539558065986993}, {""real"": -4.157972121273383e-09, ""imag"": -1.614836424721756e-09}], [{""real"": -1.4498039873370871e-09, ""imag"": -1.0239718380736935e-09}, {""real"": 0.08531428181381998, ""imag"": -0.13719938075683424}]]",-0.015854350664220418,-6.129089076580569e-18,1.7520717374323764e-17,-0.09592569452174524,LP_H500_D5_J2LM06_J1_side_nmM01,0.00024133039799477396,0.07276286961065269,0.07300420000864746,PASS,LP_H500_D5_J2LM06_J1_side_nmP01
J2_length_nm,"[[{""real"": -0.022884260856566127, ""imag"": 0.004168435481639365}, {""real"": 2.070949210981588e-09, ""imag"": -1.8793660252124436e-10}], [{""real"": -6.346051925718608e-09, ""imag"": -2.757594597714824e-09}, {""real"": -0.0014729705105996638, ""imag"": -0.002163311373673718}]]",0.005827394576498945,1.1082520531384119e-17,-6.997488654922342e-17,8.070858178011592e-05,LP_H500_D5_J2LM06_J2_length_nmM01,1.639406806285687e-05,0.02326922572965064,0.023285619797713496,PASS,LP_H500_D5_J2LM06_J2_length_nmP01
J2_width_nm,"[[{""real"": -0.00852534733469957, ""imag"": 0.004154823883341874}, {""real"": 3.277345367189205e-09, ""imag"": 3.106954673384824e-09}], [{""real"": -1.5608075073513064e-09, ""imag"": -1.7803415260576682e-09}, {""real"": 0.003267495246321833, ""imag"": -0.014525208345238863}]]",0.007282195232607203,1.4311429810321132e-17,2.19992136022988e-17,-0.006751942662249946,LP_H500_D5_J2LM06_J2_width_nmM01,1.0725071472246148e-05,0.008824213334281596,0.00881348826280935,PASS,LP_H500_D5_J2LM06_J2_width_nmP01
