source_stage,case_id,top_flux,bottom_flux,total_outward_flux,top_fraction,interpretation
FMM2C2,homogeneous_air_gaussian_source,0.125,0.125,0.25,0.5,baseline source/slab flux proof
FMM2C2,dielectric_slab_mid_gaussian_source,0.06402400881052017,0.06402400881052017,0.12804801762104034,0.5,baseline source/slab flux proof
FMM2C3,homogeneous_air_reference,0.125,0.125,0.25,0.5,reference case
FMM2C3,single_dielectric_slab_reference,0.06402400881052017,0.06402400881052017,0.12804801762104034,0.5,reference case
FMM2C3,TiO2_SiO2_2pair_DBR_tiny,0.2082606554031372,0.035500410944223404,0.2437610663473606,0.8543639003710496,DBR/slab tiny extraction table
FMM2C3,TiO2_SiO2_4pair_DBR_tiny,0.2738541066646576,0.0047081452794373035,0.2785622519440949,0.9830984088957531,DBR/slab tiny extraction table
FMM2C3,TiO2_SiO2_10pair_DBR_H1J4_like_tiny,0.28316009044647217,4.889697720500408e-06,0.28316498014419267,0.9999827319828956,DBR/slab tiny extraction table
