candidate_id,xline_xdipole_signed_peak_angle_deg,xline_xdipole_peak_abs_angle_deg,xline_xdipole_angular_FWHM_deg,xline_xdipole_eta5,xline_xdipole_eta10,xline_xdipole_eta20,xline_xdipole_eta30,xline_xdipole_I_normal_0_5deg,xline_xdipole_I_offaxis_20_60deg,xline_xdipole_normal_offaxis_ratio,xline_xdipole_total_upward_power_proxy,fast_scout_verdict
R2_4B_OPT_06361,37.358725261340275,37.358725261340275,4.332020696422504,0.10676660246581328,0.18998620474007824,0.3381787941567392,0.5873428456110197,9.679541269141556e-06,7.947971234707716e-05,0.12178631481292115,9.066075950333767e-05,fail
R2_4B_OPT_06176,-9.647365220006636,9.647365220006636,2.009697868501897,0.06568795480269662,0.15339195222981233,0.3298358674374934,0.4816764809753314,6.425942849456664e-06,8.385219710362542e-05,0.07663416191129037,9.782528423602048e-05,fail
