angle_deg,intensity_proxy
-89.99999914622636,2.180870715287188e-08
-87.43680027996089,3.4446651696645446e-08
-86.37478578672372,4.168411777713526e-08
-85.55966694730674,4.8046063360552765e-08
-84.87231698093369,5.3876817888253545e-08
-84.26659730796267,5.926899512655051e-08
-83.7188473002472,6.424359100411698e-08
-83.21501265029943,6.87954140495595e-08
-82.74593696669073,7.290980971420757e-08
-82.30526072729027,7.657029134918093e-08
-81.88835398580235,7.976253335158642e-08
-81.49172179461118,8.247663527373069e-08
-81.11264914981503,8.470843581577397e-08
-80.74897712783695,8.646023375084438e-08
-80.39895542436832,8.774109674054089e-08
-80.06114165487263,8.856685944903327e-08
-79.73433047718744,8.895987443077172e-08
-79.41750240380574,8.89485605660412e-08
-79.10978600479763,8.856678444669538e-08
-78.8104294537864,8.785310538414979e-08
-78.51877874041668,8.684991227987657e-08
-78.23426073431965,8.560247924348492e-08
-77.95636984216819,8.415796591080987e-08
-77.68465736788467,8.25643875523336e-08
-77.41872293538925,8.086957908705385e-08
-77.15820750531542,7.912017594218435e-08
-76.90278763795686,7.736063329587437e-08
-76.65217074095705,7.563230361361379e-08
-76.40609110272075,7.397259056375833e-08
-76.1643065583835,7.241419540827259e-08
-75.92659566925778,7.098446984950303e-08
-75.6927553222919,6.970488710996331e-08
-75.46259867554336,6.859064076345597e-08
-75.2359533905971,6.765037855074198e-08
-75.01266010441917,6.688607612356479e-08
-74.79257110216234,6.62930533831446e-08
-74.57554915954199,6.586013382375323e-08
-74.36146652903307,6.556994506470682e-08
-74.15020404863628,6.53993565583424e-08
-73.94165035557546,6.532004829939098e-08
-73.73570119021143,6.529920223565674e-08
-73.5322587778365,6.5300305996645e-08
-73.33123127795712,6.52840565257275e-08
-73.13253229227459,6.520934923817991e-08
-72.9360804238938,6.503433645422496e-08
-72.74179888138862,6.471753710235236e-08
-72.5496151222685,6.421897809001773e-08
-72.35946053115805,6.350134633900529e-08
-72.17127012864599,6.253112932915793e-08
-71.9849823073061,6.127972113813887e-08
-71.80053859185354,5.97244704589958e-08
-71.6178834207933,5.784964697295086e-08
-71.43696394725384,5.564730279942362e-08
-71.25772985698381,5.311800657939711e-08
-71.08013320173983,5.0271429102754614e-08
-70.90412824650302,4.71267612838008e-08
-70.7296713291473,4.37129477258596e-08
-70.55672073134137,4.0068722083261774e-08
-70.38523655960435,3.6242433897108116e-08
-70.21518063555617,3.2291660501592596e-08
-70.04651639450873,2.8282601903865544e-08
-69.87920879163549,2.4289261148644644e-08
-69.7132242150396,2.0392417489628582e-08
-69.54853040510996,1.6678404590589013e-08
-69.38509637961832,1.3237710846902897e-08
-69.22289236406615,1.0163423623695934e-08
-69.06188972683796,7.549543617471017e-09
-68.90206091876227,5.489199533504045e-09
-68.74337941671942,4.07279670683658e-09
-68.5858196709698,3.386136066198089e-09
-68.4293570559072,3.5085418479962655e-09
-68.27396782396883,4.511037630244788e-09
-68.11962906245793,6.454610514080346e-09
-67.9663186530576,9.388602597542851e-09
-67.8140152338336,1.3349267252589541e-08
-67.66269816354124,1.835852514870419e-08
-67.51234748806844,2.44229515086001e-08
-67.36294390886036,3.1533021803025515e-08
-67.21446875318475,3.966263808642698e-08
-67.06690394610837,4.876895255875869e-08
-66.9202319840658,5.8792498844983585e-08
-66.77443590991125,6.965763506123066e-08
-66.62949928935345,8.127329614367986e-08
-66.48540618868022,9.353404631699784e-08
-66.34214115368837,1.0632141613798879e-07
-66.19968918973962,1.1950550242722566e-07
-66.05803574287006,1.3294680374791697e-07
-65.91716668188604,1.464982590449331e-07
-65.77706828138395,1.6000745273831477e-07
-65.6377272056365,1.7331894607477282e-07
-65.49913049329244,1.862766919545869e-07
-65.36126554283915,1.987264888219685e-07
-65.22412009878309,2.10518428560439e-07
-65.0876822385048,2.2150929367106586e-07
-64.95194035974859,2.3156486030491102e-07
-64.81688316871022,2.4056206592209204e-07
-64.68249966868754,2.48391003386578e-07
-64.5487791492625,2.549567070870705e-07
-64.4157111759837,2.601807010924747e-07
-64.28328558052225,2.640022842853898e-07
-64.15149245127412,2.6637953273951056e-07
-64.02032212438473,2.6729000518270577e-07
-63.88976517517275,2.6673114308146437e-07
-63.75981240993156,2.647203625617731e-07
-63.630454858088555,2.612948409198709e-07
-63.501683764702946,2.565110057566847e-07
-63.37349058328467,2.504437396872831e-07
-63.24586696891765,2.431853180410398e-07
-63.118804771672075,2.3484410090534248e-07
-62.99229603029031,2.255430042190275e-07
-62.866332966133506,2.154177773527567e-07
-62.74090797737537,2.0461511670207703e-07
-62.616013633430946,1.9329064626228025e-07
-62.49164266960896,1.8160679696671465e-07
-62.367787981976925,1.697306167814296e-07
-62.2444426224285,1.5783154320215293e-07
-62.12159979394388,1.4607916894921008e-07
-61.999252846033514,1.3464103036580682e-07
-61.87739527035707,1.2368044636537484e-07
-61.756020696509225,1.13354433818608e-07
-61.63512288796456,1.0381172309591037e-07
-61.51469573817442,9.519089516040946e-08
-61.39473326680869,8.761865921096464e-08
-61.275229616136194,8.12082874682449e-08
-61.15617904753717,7.605822133652051e-08
-61.03757593814228,7.225086090633792e-08
-60.91941477759251,6.985154762482162e-08
-60.801690164914675,6.890774797534097e-08
-60.684396805507426,6.944844418886854e-08
-60.56752950823321,7.148373635549568e-08
-60.45108318261152,7.500465880454618e-08
-60.33505283610929,7.998321225298984e-08
-60.219433571524206,8.637261195247459e-08
-60.104220584457096,9.410775085565947e-08
-59.98940916086991,1.0310587562754222e-07
-59.87499467472562,1.1326747209894995e-07
-59.76097258570651,1.2447735544869085e-07
-59.64733843700814,1.366059589618916e-07
-59.534087853205754,1.4951081360379593e-07
-59.42121653818987,1.6303820883797472e-07
-59.30872027316898,1.7702502308330875e-07
-59.19659491473636,1.913007099362403e-07
-59.084836392998334,2.056894237896444e-07
-58.97344070976207,2.2001226577981388e-07
-58.86240393678012,2.3408962812851345e-07
-58.751722214049956,2.477436119755366e-07
-58.64139174816628,2.608004907935752e-07
-58.531408810723825,2.7309318853226316e-07
-58.42176973676931,2.844637388566064e-07
-58.312470923300324,2.9476568934227894e-07
-58.20350882780943,3.0386641238951836e-07
-58.09487996687213,3.1164928304497926e-07
-57.98658091477663,3.180156830017348e-07
-57.87860830219438,3.228867899000776e-07
-57.770958814889624,3.2620511178232234e-07
-57.663629192466495,3.2793572825278446e-07
-57.55661622715268,3.280672026265035e-07
-57.44991676261811,3.266121331570301e-07
-57.34352769282732,3.2360731632341484e-07
-57.237445960924745,3.19113501103753e-07
-57.13166855815133,3.1321472010470794e-07
-57.026192522791696,3.0601719125309007e-07
-56.92101493915078,2.976477923488735e-07
-56.816132936558745,2.8825211995505634e-07
-56.71154368840345,2.7799215365173774e-07
-56.607244411189534,2.670435563743578e-07
-56.503232363622914,2.5559265113144004e-07
-56.399504845720315,2.438331235818541e-07
-56.29605919794279,2.3196250846477985e-07
-56.192892800352176,2.201785254375689e-07
-56.09000307179042,2.0867533621889524e-07
-55.987387469080225,1.9763979980849477e-07
-55.885043486246964,1.8724780574180818e-07
-55.78296865376096,1.7766076665794443e-07
-55.681160537799265,1.6902235077939264e-07
-55.57961673952677,1.6145553214210532e-07
-55.47833489439563,1.5506003155424393e-07
-55.37731267146262,1.4991021434269355e-07
-55.276547772724015,1.4605350207416407e-07
-55.176037932467004,1.4350934478142069e-07
-55.075780916637626,1.4226878801475273e-07
-54.97577452222446,1.4229465555958923e-07
-54.87601657665749,1.4352235424720976e-07
-54.77650493722212,1.4586129231026162e-07
-54.67723749048727,1.4919688760059133e-07
-54.5782121517477,1.5339312711286898e-07
-54.47942686447983,1.5829562506651818e-07
-54.38087959981064,1.6373511370385126e-07
-54.282568355999494,1.6953128935406938e-07
-54.18449115793227,1.7549692654473144e-07
-54.08664605662754,1.814421653197755e-07
-53.98903112875451,1.8717887169244784e-07
-53.891644476162206,1.9252496850067342e-07
-53.79448422541982,1.9730863394480297e-07
-53.69754852736772,2.0137226779746466e-07
-53.60083555667886,2.0457613062571376e-07
-53.504343511430285,2.06801569220535e-07
-53.40807061268459,2.0795375157563253e-07
-53.31201510408083,2.079638469147986e-07
-53.216175251434755,2.0679060009270653e-07
-53.12054934234811,2.0442126479610822e-07
-53.02513568582671,2.0087187592268188e-07
-52.92993261190705,1.9618685786199244e-07
-52.83493847129136,1.904379816880627e-07
-52.740151634990475,1.837227000437479e-07
-52.645570493974915,1.761619033229659e-07
-52.55119345883336,1.6789715424275452e-07
-52.45701895943875,1.5908746969570353e-07
-52.36304544462159,1.4990572859549525e-07
-52.26927138185027,1.4053479205139692e-07
-52.17569525691843,1.3116342748138257e-07
-52.08231557363882,1.2198213112304613e-07
-51.9891308535438,1.1317894382728129e-07
-51.8961396355923,1.0493535309551256e-07
-51.80334047588273,9.742237018875555e-08
-51.71073194737209,9.079686499817004e-08
-51.61831263960105,8.519823347529012e-08
-51.526081158424454,8.074546306899172e-08
-51.43403612574782,7.753465112652525e-08
-51.342176179268826,7.563701992370525e-08
-51.25049997222457,7.509746023301911e-08
-51.15900617314364,7.59336234464278e-08
-51.067693465603426,7.813557054922141e-08
-50.97656054799229,8.166597496865994e-08
-50.88560613327656,8.646086573355757e-08
-50.7948289487722,9.243088767095731e-08
-50.70422773592103,9.94630466778742e-08
-50.613801250071404,1.0742290053471474e-07
-50.5235482602633,1.1615714931936394e-07
-50.43346754901757,1.2549657423950388e-07
-50.34355791212937,1.352592695889347e-07
-50.253818158465634,1.4525410948304937e-07
-50.16424710976652,1.5528438894715646e-07
-50.07484360045067,1.6515157771255153e-07
-49.985606477424184,1.7465912460740966e-07
-49.89653459989347,1.8361625060485707e-07
-49.80762683918137,1.9184166931316541e-07
-49.71888207854712,1.9916717488615911e-07
-49.63029921300947,2.0544103894329927e-07
-49.54187714917329,2.1053116009401776e-07
-49.45361480505946,2.1432791206432928e-07
-49.36551110993778,2.167466392582886e-07
-49.277565004163215,2.1772975191017224e-07
-49.18977543901511,2.1724837687261663e-07
-49.10214137653926,2.1530352463123055e-07
-49.01466178939312,2.119267384311293e-07
-48.92733566069365,2.0718019753355207e-07
-48.840161983868065,2.0115625366350346e-07
-48.753139762507345,1.9397638770865044e-07
-48.666268010222204,1.8578958269664324e-07
-48.57954575050194,1.7677011898020169e-07
-48.49297201657554,1.671148083142465e-07
-48.406545851275546,1.5703969498014294e-07
-48.320266306904145,1.4677626410577006e-07
-48.23413244510175,1.3656720959838987e-07
-48.14814333671792,1.2666182635099045e-07
-48.06229806168447,1.1731110325850767e-07
-47.9765957088909,1.0876260471045705e-07
-47.89103537606197,1.0125523821143297e-07
-47.805616169637425,9.501401421355469e-08
-47.72033720465376,9.024491072672538e-08
-47.63519760462815,8.71299594305528e-08
-47.55019650144421,8.582267151578947e-08
-47.465333035239944,8.64439200625672e-08
-47.38060635429738,8.907839122194591e-08
-47.29601561493421,9.37717086992996e-08
-47.211559981397315,1.0052832503504421e-07
-47.12723862575797,1.0931025903924333e-07
-47.04305072780886,1.2003674167129282e-07
-46.958995474962926,1.32584812984048e-07
-46.875072062153805,1.4679089089876435e-07
-46.791279691737856,1.624533090651531e-07
-46.70761757339803,1.7933579649525724e-07
-46.624084924049136,1.9717184671309564e-07
-46.540680967744755,2.1566989955300643e-07
-46.45740493558569,2.3451923521116504e-07
-46.37425606562987,2.5339645844895276e-07
-46.29123360280377,2.7197243167962223e-07
-46.20833679881527,2.8991949970521854e-07
-46.12556491206784,3.069188366969076e-07
-46.04291720757627,3.2266773811774273e-07
-45.96039295688358,3.3688667704287073e-07
-45.87799143797939,3.49325945973773e-07
-45.79571193521955,3.597717118593391e-07
-45.71355373924702,3.6805132356288415e-07
-45.63151614691408,3.740377272308839e-07
-45.54959846120565,3.776528655551865e-07
-45.46779999116394,3.788699612622774e-07
-45.386120051814274,3.7771461266941433e-07
