candidate_id,proxy_peak_abs_angle_deg,proxy_angular_FWHM_deg,proxy_normal_offaxis_ratio,proxy_spectral_peak_nm,proxy_spectral_FWHM_nm,fdtd_xline_peak_abs_angle_deg,fdtd_xline_angular_FWHM_deg,fdtd_xline_normal_offaxis_ratio,proxy_agreement
R2_4B_OPT_06361,7.0,12.986,21.030296,452.25,5.462,37.358725261340275,4.332020696422504,0.12178631481292115,contradicts_or_not_passed
R2_4B_OPT_06176,7.0,13.079,19.279846,453.75,4.996,9.647365220006636,2.009697868501897,0.07663416191129037,contradicts_or_not_passed
