R_TE,R_TM,T_TE,T_TM,T_avg,candidate_id,complex_index_reconstruction,defect_material_id,external_air_angle_deg,extrapolation_policy,formal_engineering_baseline,geometry,high_index_material_id,interpolation_axis,interpolation_method,interpolation_source_quantity,legacy_profile,low_index_material_id,material_model,material_policy_id,propagation_direction,result_status,topology,wavelength_nm
0.17769804161965322,0.1776980416196531,0.8223019583803471,0.8223019583803469,0.822301958380347,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,0,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,450.5
0.19103321857611416,0.1910332185761143,0.8089667814238848,0.808966781423885,0.8089667814238849,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,0,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,450.75
0.21046222543522386,0.21046222543522403,0.7895377745647764,0.7895377745647767,0.7895377745647765,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,0,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,451.0
0.23500288917843082,0.2350028891784308,0.7649971108215698,0.7649971108215694,0.7649971108215696,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,0,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,451.25
0.26363840545385464,0.26363840545385486,0.7363615945461448,0.7363615945461439,0.7363615945461444,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,0,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,451.5
0.29526661869964743,0.29526661869964754,0.704733381300353,0.7047333813003533,0.7047333813003531,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,0,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,451.75
0.32883500764689,0.3288350076468899,0.6711649923531107,0.671164992353111,0.6711649923531109,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,0,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,452.0
0.3634001956131228,0.3634001956131228,0.6365998043868782,0.6365998043868771,0.6365998043868777,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,0,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,452.25
0.3981623583985423,0.3981623583985422,0.601837641601458,0.601837641601458,0.601837641601458,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,0,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,452.5
0.43247769456000545,0.43247769456000573,0.5675223054399939,0.5675223054399942,0.567522305439994,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,0,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,452.75
0.46585443391589265,0.46585443391589265,0.5341455660841082,0.5341455660841069,0.5341455660841076,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,0,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,453.0
0.8335095326430736,0.7639729152727353,0.166490467356926,0.23602708472726497,0.20125877604209547,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,20,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,448.0
0.8425522650182367,0.7760851457956311,0.15744773498176343,0.22391485420436877,0.1906812945930661,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,20,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,448.25
0.8508965017448585,0.7873432006218005,0.14910349825514177,0.2126567993782,0.1808801488166709,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,20,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,448.5
0.8586070175505702,0.797815175255857,0.1413929824494298,0.20218482474414323,0.1717889035967865,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,20,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,448.75
0.8657420262206846,0.8075640202585629,0.1342579737793156,0.192435979741437,0.1633469767603763,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,20,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,449.0
0.8723538258350753,0.8166477187278258,0.12764617416492435,0.183352281272174,0.15549922771854918,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,20,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,449.25
0.8784894005858106,0.8251195322278738,0.12151059941418926,0.1748804677721262,0.14819553359315774,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,20,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,449.5
0.8841909740741164,0.8330282861755988,0.11580902592588316,0.16697171382440093,0.14139036987514203,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,20,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,449.75
0.8894965127505506,0.8404186740807081,0.11050348724944992,0.15958132591929178,0.13504240658437083,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,20,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,450.0
0.8944401805363256,0.8473315662901875,0.10555981946367389,0.15266843370981262,0.12911412658674326,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,20,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,450.25
0.8990527470863053,0.8538043135037082,0.10094725291369433,0.14619568649629172,0.12357146970499303,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,20,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,450.5
0.903361952935106,0.8598710386991238,0.09663804706489414,0.14012896130087676,0.11838350418288546,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,20,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,450.75
0.9073807481306592,0.8655446438756597,0.09261925186934082,0.1344553561243401,0.11353730399684045,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,20,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,451.0
0.911138044947576,0.8708629175887298,0.08886195505242428,0.1291370824112702,0.10899951873184724,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,20,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,451.25
0.9146628731280647,0.8758648355542195,0.08533712687193512,0.12413516444578061,0.10473614565885786,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,20,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,451.5
0.9179734208254007,0.8805737145370774,0.08202657917459916,0.11942628546292246,0.1007264323187608,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,20,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,451.75
0.9210861972069493,0.8850109001941743,0.07891380279305064,0.11498909980582611,0.09695145129943838,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,20,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,452.0
0.9240162064081736,0.8891959454877286,0.07598379359182615,0.11080405451227097,0.09339392405204856,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,20,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,452.25
0.9267771021052675,0.8931467733479104,0.07322289789473266,0.10685322665208975,0.09003806227341121,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,20,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,452.5
0.9293813249153347,0.8968798246308889,0.07061867508466531,0.10312017536911088,0.08686942522688809,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,20,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,452.75
0.9318402245974585,0.9004101924659693,0.06815977540254148,0.09958980753403085,0.08387479146828616,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,20,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,453.0
0.5403351008380575,0.5403351008380575,0.4596648991619429,0.45966489916194336,0.45966489916194314,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,0,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,tio2_2p25_sio2_1p47,APCD_SIO2_NATIVE_M1,legacy_constant_index,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,historical_regression_comparison,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,448.0
