R_TE,R_TM,T_TE,T_TM,T_avg,candidate_id,complex_index_reconstruction,defect_material_id,external_air_angle_deg,extrapolation_policy,formal_engineering_baseline,geometry,high_index_material_id,interpolation_axis,interpolation_method,interpolation_source_quantity,legacy_profile,low_index_material_id,material_model,material_policy_id,propagation_direction,result_status,topology,wavelength_nm
0.9741225889299694,0.9741225889299694,0.025877411070030353,0.025877411070030307,0.02587741107003033,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,0,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,430.0
0.9735219056523563,0.9735219056523561,0.026478094347643897,0.026478094347643862,0.02647809434764388,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,0,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,430.25
0.9728974857797978,0.9728974857797983,0.027102514220201813,0.027102514220201827,0.02710251422020182,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,0,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,430.5
0.9722481348009155,0.9722481348009155,0.02775186519908451,0.027751865199084572,0.02775186519908454,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,0,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,430.75
0.9715725829971513,0.971572582997151,0.028427417002849033,0.02842741700284908,0.028427417002849058,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,0,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,431.0
0.9708694798161757,0.9708694798161752,0.029130520183824705,0.029130520183824678,0.02913052018382469,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,0,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,431.25
0.9701373877572179,0.9701373877572175,0.0298626122427824,0.029862612242782402,0.029862612242782402,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,0,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,431.5
0.9693747757203729,0.9693747757203733,0.030625224279626703,0.030625224279626717,0.03062522427962671,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,0,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,431.75
0.9685800117667049,0.9685800117667047,0.03141998823329524,0.03141998823329523,0.03141998823329524,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,0,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,432.0
0.9677513552300971,0.9677513552300971,0.0322486447699031,0.03224864476990314,0.03224864476990312,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,0,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,432.25
0.9668869481152579,0.9668869481152581,0.03311305188474201,0.033113051884742006,0.033113051884742006,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,0,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,432.5
0.9659848057089025,0.9659848057089023,0.0340151942910976,0.034015194291097596,0.0340151942910976,MDC_NATIVE_M1_EXPLICIT_FAB_SEED_N3_L79_H45_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,0,forbidden,False,"{""N"": 3, ""L_nm"": 79, ""H_nm"": 45, ""L_defect_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,GaN -> reverse(stack) -> Air,native_m1_smoke_not_formal_baseline,Air / (L/H)^3 / L_defect / (H/L)^3 / GaN,432.75
