geometry_uid,exact_hash,D_nm,J1_side_nm,J2_length_nm,J2_width_nm,Psi_deg,H_global,wavelength_nm,Re_txx,Im_txx,Re_txy,Im_txy,Re_tyx,Im_tyx,Re_tyy,Im_tyy,phi_txx,projector_error,Txx,Txy,Tyx,Tyy,full_jones_frobenius_norm,full_jones_finite,throughput_x,throughput_y,throughput,x_accepted,y_accepted,full_jones_accepted,source_stage,case_uid_x,case_uid_y,attempt_uid_x,attempt_uid_y,solver_entered,solver_replay,model_fill,ml_eligible,ml_admitted,split
H1C1B_V2_001,9b09f33f512b2331ff106e1054f7daecffbc23911d5740b24567851215d4684b,185.06755523321746,109.0,113.0,106.0,1.5481576989779677,550.0,450.0,-0.32528050959243376,0.9250243841381731,-0.02090238089840622,0.008343345413838526,-0.020748733109560203,0.008226368884572309,0.29605855125921277,0.3597699538390686,109.37398595639968,0.18488965191077245,0.9614775211709197,0.0005065209399166776,0.0004981830706768192,0.21708508545906946,1.0860788694383954,True,0.961975704241597,0.21759160639898617,0.5897836553202915,True,True,True,H1C1B_BROADBAND_ADAPTIVE,H1C1B_V2_001_Px,H1C1B_V2_001_Py,H1C1B_V2_001_Px_attempt_001,H1C1B_V2_001_Py_attempt_001,True,False,NONE,True,False,UNASSIGNED
H1C1B_V2_001,9b09f33f512b2331ff106e1054f7daecffbc23911d5740b24567851215d4684b,185.06755523321746,109.0,113.0,106.0,1.5481576989779677,550.0,450.5,-0.27525676875825394,0.9427739516091893,-0.019490865402902364,0.010786481493563559,-0.019374383127826956,0.010658421656993065,0.26528040212370324,0.28468482717491056,106.27594380624237,0.13644159215764362,0.9645890125800409,0.0004962420171650455,0.0004889686738020847,0.15141914257452238,1.056879068694962,True,0.965077981253843,0.15191538459168744,0.5584966829227652,True,True,True,H1C1B_BROADBAND_ADAPTIVE,H1C1B_V2_001_Px,H1C1B_V2_001_Py,H1C1B_V2_001_Px_attempt_001,H1C1B_V2_001_Py_attempt_001,True,False,NONE,True,False,UNASSIGNED
H1C1B_V2_001,9b09f33f512b2331ff106e1054f7daecffbc23911d5740b24567851215d4684b,185.06755523321746,109.0,113.0,106.0,1.5481576989779677,550.0,451.0,-0.21918532556810819,0.9608530279200411,-0.017391451042670182,0.016238003274849065,-0.017263435938046884,0.016040209105331858,0.21237047109547116,0.16984347712527498,102.85016521519776,0.07174411779308976,0.9712807482075089,0.0005661353197236028,0.0005553145285298195,0.07394802371531614,1.022912616879408,True,0.9718360627360387,0.07451415903503979,0.5231751108855393,True,True,True,H1C1B_BROADBAND_ADAPTIVE,H1C1B_V2_001_Px,H1C1B_V2_001_Py,H1C1B_V2_001_Px_attempt_001,H1C1B_V2_001_Py_attempt_001,True,False,NONE,True,False,UNASSIGNED
H1C1B_V2_001,9b09f33f512b2331ff106e1054f7daecffbc23911d5740b24567851215d4684b,185.06755523321746,109.0,113.0,106.0,1.5481576989779677,550.0,451.5,-0.16071657126220742,0.9788845771482326,-0.016884960611893804,0.021710826964065354,-0.016677911717979815,0.021348251423129655,0.16722740999034388,0.06938316803527553,99.32382990471467,0.03365306337145535,0.9840448316569542,0.0007564619023287924,0.0007339005780978858,0.032779030658689846,1.009115565629661,True,0.9847787322350521,0.03353549256101865,0.5091571123980354,True,True,True,H1C1B_BROADBAND_ADAPTIVE,H1C1B_V2_001_Px,H1C1B_V2_001_Py,H1C1B_V2_001_Px_attempt_001,H1C1B_V2_001_Py_attempt_001,True,False,NONE,True,False,UNASSIGNED
H1C1B_V2_001,9b09f33f512b2331ff106e1054f7daecffbc23911d5740b24567851215d4684b,185.06755523321746,109.0,113.0,106.0,1.5481576989779677,550.0,452.0,-0.09644355478755375,0.9903312785738206,-0.014096641200521924,0.023377394946810008,-0.014526021869119957,0.023967235323283397,0.07374007920844212,0.029140139495648223,95.5622182462323,0.007834047503838426,0.9900574005817183,0.0007452178876353904,0.0007854336803837944,0.006286747011493156,0.9989368344200902,True,0.9908428342621023,0.007031964899128545,0.4989373995806154,True,True,True,H1C1B_BROADBAND_ADAPTIVE,H1C1B_V2_001_Px,H1C1B_V2_001_Py,H1C1B_V2_001_Px_attempt_001,H1C1B_V2_001_Py_attempt_001,True,False,NONE,True,False,UNASSIGNED
H1C1B_V2_001,9b09f33f512b2331ff106e1054f7daecffbc23911d5740b24567851215d4684b,185.06755523321746,109.0,113.0,106.0,1.5481576989779677,550.0,452.5,-0.014862781945716594,0.994807588537121,-0.007618504468588195,0.023317513969280338,-0.008781173883980293,0.026653313361379216,-0.07560593349237808,0.009533833537490695,90.85595579928321,0.007217631177980244,0.9898630404982077,0.0006017480680454818,0.0007875081279205734,0.005807151161174479,0.9985286414797265,True,0.9906505486261283,0.006408899229219964,0.49852972392767414,True,True,True,H1C1B_BROADBAND_ADAPTIVE,H1C1B_V2_001_Px,H1C1B_V2_001_Py,H1C1B_V2_001_Px_attempt_001,H1C1B_V2_001_Py_attempt_001,True,False,NONE,True,False,UNASSIGNED
H1C1B_V2_001,9b09f33f512b2331ff106e1054f7daecffbc23911d5740b24567851215d4684b,185.06755523321746,109.0,113.0,106.0,1.5481576989779677,550.0,453.0,0.09096797107277436,0.9944181396983897,-0.0032274651447357435,0.030221919684445982,-0.003371247893790871,0.030870742987017488,-0.2369109149802683,-0.01319856654419701,84.77321021931652,0.05513823812127605,0.9971426083223032,0.0009237809606735878,0.0009643680849318789,0.05630098379560952,1.0272934055874778,True,0.998106976407235,0.05722476475628309,0.5276658705817591,True,True,True,H1C1B_BROADBAND_ADAPTIVE,H1C1B_V2_001_Px,H1C1B_V2_001_Py,H1C1B_V2_001_Px_attempt_001,H1C1B_V2_001_Py_attempt_001,True,False,NONE,True,False,UNASSIGNED
H1C1B_V2_001,9b09f33f512b2331ff106e1054f7daecffbc23911d5740b24567851215d4684b,185.06755523321746,109.0,113.0,106.0,1.5481576989779677,550.0,453.5,0.23107345678897936,0.9667076733251677,-0.00047964935371259547,0.03170896801403304,-0.0005665520153919516,0.032144978950120175,-0.32159689812295567,0.05477286321765906,76.55675420082412,0.09892891397251025,0.9879186680981673,0.0010056887160174875,0.0010336206528898137,0.10642463142736712,1.0470829044991814,True,0.9889522887510575,0.10743032014338462,0.5481913044472211,True,True,True,H1C1B_BROADBAND_ADAPTIVE,H1C1B_V2_001_Px,H1C1B_V2_001_Py,H1C1B_V2_001_Px_attempt_001,H1C1B_V2_001_Py_attempt_001,True,False,NONE,True,False,UNASSIGNED
H1C1B_V2_001,9b09f33f512b2331ff106e1054f7daecffbc23911d5740b24567851215d4684b,185.06755523321746,109.0,113.0,106.0,1.5481576989779677,550.0,454.0,0.438678932068031,0.8208081462946842,0.006267955481008808,0.024995989413177877,0.006171605618996799,0.025106005416128365,-0.4228076720570688,0.4641830670986217,61.87783211806078,0.3135098231114207,0.8661652184640637,0.0006640867526556088,0.0006684002238710996,0.39423224733140133,1.1232675339259086,True,0.8668336186879348,0.39489633408405694,0.6308649763859959,True,True,True,H1C1B_BROADBAND_ADAPTIVE,H1C1B_V2_001_Px,H1C1B_V2_001_Py,H1C1B_V2_001_Px_attempt_001,H1C1B_V2_001_Py_attempt_001,True,False,NONE,True,False,UNASSIGNED
H1C1B_V2_002,1223fccd0ea879a8b9b0942a1f977ff1fc2bd8e38b439dfb33388a977386db0c,185.06755523321746,109.0,114.0,105.0,1.5481576989779677,550.0,450.0,-0.3411888514986411,0.9168378533140493,-0.01782990629206983,0.007473238495052384,-0.017714819847122778,0.007360032025843902,0.2679416456396973,0.34105817523972576,110.4120720801377,0.16481568451175221,0.957001481656476,0.0003737548519879241,0.0003679849136374629,0.18811340436596063,1.0704469280576512,True,0.9573694665701133,0.18848715921794854,0.5729283128940309,True,True,True,H1C1B_BROADBAND_ADAPTIVE,H1C1B_V2_002_Px,H1C1B_V2_002_Py,H1C1B_V2_002_Px_attempt_001,H1C1B_V2_002_Py_attempt_001,True,False,NONE,True,False,UNASSIGNED
