geometry_uid,exact_hash,major_role,subrole,parent_reference,wavelength_nm,phi_deg,projector_error,projector_margin,Txx,throughput
H1C1B_V2_012,9191ce264313547454e8730bd323ea9ae49244af138113c2fa5b75e1a627857b,SELECTIVITY_FRONTIER,G15_STRICT_NEIGHBOR_PHASE_DIVERSIFICATION,GLOBAL_015,450.5,78.94177404021411,0.048795227846510025,0.13770090916193256,1.0186265811982587,0.5354402180364009
H1C1B_V2_012,9191ce264313547454e8730bd323ea9ae49244af138113c2fa5b75e1a627857b,SELECTIVITY_FRONTIER,G15_STRICT_NEIGHBOR_PHASE_DIVERSIFICATION,GLOBAL_015,451.0,71.48359567067416,0.02543135971234578,0.1610647772960968,0.9199042647989607,0.47195457906763816
H1C1B_V2_012,9191ce264313547454e8730bd323ea9ae49244af138113c2fa5b75e1a627857b,SELECTIVITY_FRONTIER,G15_STRICT_NEIGHBOR_PHASE_DIVERSIFICATION,GLOBAL_015,451.5,43.03761627065967,0.006863076338105456,0.17963306067033713,0.8011869538089408,0.4033617795896684
H1C1B_V2_012,9191ce264313547454e8730bd323ea9ae49244af138113c2fa5b75e1a627857b,SELECTIVITY_FRONTIER,G15_STRICT_NEIGHBOR_PHASE_DIVERSIFICATION,GLOBAL_015,452.0,116.79224581092967,0.0017565551304646876,0.1847395818779779,0.27732758481943237,0.13890779160371922
H1C1B_V2_012,9191ce264313547454e8730bd323ea9ae49244af138113c2fa5b75e1a627857b,SELECTIVITY_FRONTIER,G15_STRICT_NEIGHBOR_PHASE_DIVERSIFICATION,GLOBAL_015,452.5,86.42628827648036,0.014995763390922345,0.17150037361752024,0.8185955629070052,0.4155289553500086
H1C1B_V2_012,9191ce264313547454e8730bd323ea9ae49244af138113c2fa5b75e1a627857b,SELECTIVITY_FRONTIER,G15_STRICT_NEIGHBOR_PHASE_DIVERSIFICATION,GLOBAL_015,453.0,81.48455446058693,0.040946289353619436,0.14554984765482315,0.9371594295192965,0.4885854770780627
H1C1B_V2_012,9191ce264313547454e8730bd323ea9ae49244af138113c2fa5b75e1a627857b,SELECTIVITY_FRONTIER,G15_STRICT_NEIGHBOR_PHASE_DIVERSIFICATION,GLOBAL_015,453.5,77.61373963783063,0.08899591745984015,0.09750021954860244,0.9107136029730837,0.49984057175338537
H1C1B_V2_012,9191ce264313547454e8730bd323ea9ae49244af138113c2fa5b75e1a627857b,SELECTIVITY_FRONTIER,G15_STRICT_NEIGHBOR_PHASE_DIVERSIFICATION,GLOBAL_015,454.0,72.81443513703289,0.14446533210122214,0.04203080490722044,0.9138618090813744,0.5340881225338593
H1C1B_V2_015,6af50bfc327c190ec461a424241496195795522cfecaefde81b65228f40dbbc7,PHASE_GAP_GLOBAL_EXPLORATION,PHASE_GAP_TARGET,,450.0,87.71824309019712,0.12049307386328822,0.06600306314515436,1.02803264674966,0.5844369249400666
H1C1B_V2_015,6af50bfc327c190ec461a424241496195795522cfecaefde81b65228f40dbbc7,PHASE_GAP_GLOBAL_EXPLORATION,PHASE_GAP_TARGET,,450.5,81.53376463994607,0.09878251871698418,0.0877136182914584,0.9131349861277881,0.5066118917421608
H1C1B_V2_015,6af50bfc327c190ec461a424241496195795522cfecaefde81b65228f40dbbc7,PHASE_GAP_GLOBAL_EXPLORATION,PHASE_GAP_TARGET,,451.0,63.330850024753715,0.07008029423619544,0.11641584277224715,0.8948405573462218,0.4811386143340355
H1C1B_V2_015,6af50bfc327c190ec461a424241496195795522cfecaefde81b65228f40dbbc7,PHASE_GAP_GLOBAL_EXPLORATION,PHASE_GAP_TARGET,,451.5,90.08621207042165,0.06865626480281661,0.11783987220562597,0.6020827118057231,0.323233350401101
H1C1B_V2_015,6af50bfc327c190ec461a424241496195795522cfecaefde81b65228f40dbbc7,PHASE_GAP_GLOBAL_EXPLORATION,PHASE_GAP_TARGET,,452.0,57.60439602477868,0.017786676100458587,0.168709460907984,0.9118370671973389,0.46417465789264734
H1C1B_V2_015,6af50bfc327c190ec461a424241496195795522cfecaefde81b65228f40dbbc7,PHASE_GAP_GLOBAL_EXPLORATION,PHASE_GAP_TARGET,,452.5,25.68839374213718,0.021879984859013324,0.16461615214942926,0.3096281877347255,0.15827719653098787
H1C1B_V2_015,6af50bfc327c190ec461a424241496195795522cfecaefde81b65228f40dbbc7,PHASE_GAP_GLOBAL_EXPLORATION,PHASE_GAP_TARGET,,453.0,152.33808435627577,0.043850302369915606,0.14264583463852698,0.11424134159255867,0.05974030106149572
H1C1B_V2_015,6af50bfc327c190ec461a424241496195795522cfecaefde81b65228f40dbbc7,PHASE_GAP_GLOBAL_EXPLORATION,PHASE_GAP_TARGET,,453.5,119.24720016158227,0.04150706507023105,0.14498907193821153,0.49655136813862827,0.2590271404426219
H1C1B_V2_015,6af50bfc327c190ec461a424241496195795522cfecaefde81b65228f40dbbc7,PHASE_GAP_GLOBAL_EXPLORATION,PHASE_GAP_TARGET,,454.0,104.96833613005987,0.07446955612189077,0.11202658088655182,0.7273860178460476,0.392956289367529
