geometry_uid,parent_uid,d_nm,delta_phi_deg,median_delta_phi_deg,max_abs_delta_phi_deg,spectral_spread_deg,sign_consistent
H1E1_A_small_P_GLOBAL_015,GLOBAL_015,2,"[3.492546196355761, 3.0579089936122728, 1.7603408039279884, 6.705396476114288, -3.194007132492686, 4.515233055778197, 3.5642796071261387, 1.7106841944701046, 1.8239984925941144]",3.0579089936122728,6.705396476114288,9.899403608606974,False
H1E1_A_small_N_GLOBAL_015,GLOBAL_015,-2,"[-4.151930928945831, -8.637542757145752, -17.662973187632645, 56.22090784979258, -35.20275029205726, -8.228840796528289, -8.670181934726202, -9.033453646196222, -5.59417298306721]",-8.637542757145752,56.22090784979258,91.42365814184984,False
H1E1_A_large_P_GLOBAL_015,GLOBAL_015,3,"[7.981543771739894, 5.183007311132144, 4.145930567466451, 20.40938870915329, -89.76233122194452, 19.239170057879733, 8.570622414625745, 3.855925442697014, 5.702527968646564]",5.702527968646564,89.76233122194452,110.17171993109781,False
H1E1_B_large_P_H1C1B_V2_012,H1C1B_V2_012,3,"[8.512336097283992, 5.231010349707844, 4.0668687459121315, 21.67890122245433, -88.73373343670852, 19.946405145949825, 9.441673932767117, 4.495413268556888, 5.737637536099328]",5.737637536099328,88.73373343670852,110.41263465916285,False
H1E1_B_large_N_H1C1B_V2_012,H1C1B_V2_012,-3,"[-9.90661133982968, -9.884518899988961, -28.45136517913062, 50.525299005491036, -38.36987508113748, -14.35724389981874, -11.116652825995232, -9.575673600647349, -8.300274154252804]",-9.90661133982968,50.525299005491036,88.89517408662851,False
H1E1_C_large_P_GLOBAL_006,GLOBAL_006,1,"[0.5336801163979885, -0.4221096657733483, 2.340247400684518, 3.450987305162471, -1.0702121020607933, 10.982209138544533, -4.638867614772778, 6.155678919885645, 8.558479210180963]",2.340247400684518,10.982209138544533,15.621076753317311,False
H1E1_C_large_N_GLOBAL_006,GLOBAL_006,-1,"[-1.3362844831118537, -0.16863187199817276, 0.1765991700223708, -3.4900270178338815, -5.701455323337541, 4.83997248617078, -3.0855689449614374, 3.54189974292683, -3.9269404192704656]",-1.3362844831118537,5.701455323337541,10.54142780950832,False
