wavelength_nm,top_W,bottom_W,xminus_W,xplus_W,yminus_W,yplus_W,net_outward_W,sourcepower_W,net_over_sourcepower,max_T_times_sourcepower_vs_power_abs_error_W
400.00000000000006,2.2210285488695626e-17,-2.9726684839411435e-16,-1.1250281954022549e-17,1.1132811006276731e-17,-1.581957008143145e-17,1.6802994046692183e-17,-2.741906098879038e-16,3.691946938625089e-15,-0.0742672130575134,4.930380657631324e-32
401.0000000000001,2.41645320708142e-17,-2.9932094988985453e-16,-1.1877091993917504e-17,1.1791776844804528e-17,-1.617730393922594e-17,1.728508760404248e-17,-2.7413394930333673e-16,3.655257067216554e-15,-0.074997173731501,3.0814879110195774e-33
402.0000000000001,2.5313042181184903e-17,-3.0250478703115966e-16,-1.228561180309583e-17,1.2229715094680684e-17,-1.6986345465847055e-17,1.7939919823714678e-17,-2.762940672005223e-16,3.619021836839957e-15,-0.0763449571892541,3.0814879110195774e-33
403.0000000000001,2.4558254886041066e-17,-3.0271494602106363e-16,-1.1821088761516143e-17,1.1821628375432864e-17,-1.6911286830034487e-17,1.7442947138305696e-17,-2.7762449121283464e-16,3.5832345038196555e-15,-0.07747873908807602,1.5407439555097887e-33
404.00000000000006,2.409959258567857e-17,-3.0238996285877046e-16,-1.0939045392014814e-17,1.0977110928949388e-17,-1.670182360020547e-17,1.709122298261294e-17,-2.7786290535374984e-16,3.5478884408922163e-15,-0.07831782480845802,0.0
405.00000000000017,2.2826451229421867e-17,-3.0168763078883547e-16,-1.0143882429367287e-17,1.0209400669804183e-17,-1.6566760592970076e-17,1.6924469944188768e-17,-2.7843795196775803e-16,3.5129771349154225e-15,-0.07925982472256018,4.930380657631324e-32
406.00000000000006,2.3468856460117338e-17,-3.0199742914956652e-16,-9.787502005770415e-18,9.841776024385951e-18,-1.6491572127132196e-17,1.6683728895741677e-17,-2.782821419022242e-16,3.4784941846279072e-15,-0.08000074950017255,0.0
407.0000000000001,2.4443193443066142e-17,-3.0311850827717384e-16,-1.0039917059049793e-17,1.0089339372024985e-17,-1.666005566609489e-17,1.6820298858565216e-17,-2.784656493286622e-16,3.4444332984580984e-15,-0.08084512754342418,4.930380657631324e-32
408.00000000000006,2.5188514643857616e-17,-3.0433287336496225e-16,-1.0072569702846379e-17,1.0100496767546221e-17,-1.677307354245778e-17,1.7062800062846097e-17,-2.7882670513601647e-16,3.4107882923813796e-15,-0.08174846435318985,0.0
409.0,2.5286048869283734e-17,-3.0746401645252844e-16,-1.0290617843278329e-17,1.0328677651440203e-17,-1.725214380693868e-17,1.7332059090076564e-17,-2.82059992491945e-16,3.3775530878241718e-15,-0.08351015814044502,4.930380657631324e-32
410.00000000000017,2.5131562846243032e-17,-3.1180976713925147e-16,-1.0797571336438755e-17,1.083837084804633e-17,-1.7692669513632182e-17,1.7613620743505634e-17,-2.867164535515274e-16,3.3447217096138784e-15,-0.08572206552413789,3.0814879110195774e-33
411.0,2.4766387285512347e-17,-3.15634592823697e-16,-1.1398898634652965e-17,1.1424347417741609e-17,-1.762832728447174e-17,1.7362351664967508e-17,-2.911087323746002e-16,3.3122882839735953e-15,-0.08788749873708784,0.0
412.0000000000001,2.4782067147069763e-17,-3.1861367251222847e-16,-1.1923308806548893e-17,1.1897705977769084e-17,-1.787130334433148e-17,1.7545649641552557e-17,-2.9418286189671745e-16,3.280247036560372e-15,-0.08968314234198473,3.0814879110195774e-33
413.0000000000001,2.5069091675149507e-17,-3.1921726636481776e-16,-1.2429270085549725e-17,1.2416176105219803e-17,-1.8356581155867324e-17,1.845582380633862e-17,-2.940620260195268e-16,3.248592290546181e-15,-0.09051983127439073,1.5407439555097887e-33
414.00000000000006,2.5282934990064025e-17,-3.1873142413259803e-16,-1.2541359503591475e-17,1.2534574571115296e-17,-1.9155869634036025e-17,1.9476942349778074e-17,-2.9313420135926816e-16,3.217318464740372e-15,-0.09111134150125956,3.0814879110195774e-33
415.0000000000001,2.5775338407838458e-17,-3.1880181316532074e-16,-1.2683961376722726e-17,1.2650763742933399e-17,-1.9317222050744743e-17,1.9480644818233914e-17,-2.928962496237824e-16,3.186420071752719e-15,-0.09192016213438932,3.0814879110195774e-33
416.0,2.5074358223112613e-17,-3.195310084731359e-16,-1.2623823610659396e-17,1.2601322577400154e-17,-1.8807734977438632e-17,1.9060862141306765e-17,-2.9422602411941447e-16,3.1558917161960944e-15,-0.09323070959926828,3.0814879110195774e-33
417.00000000000006,2.3932834103641783e-17,-3.2084944902413575e-16,-1.2550444770480561e-17,1.2525567961322724e-17,-1.8602655750715958e-17,1.909612456592604e-17,-2.964480229144417e-16,3.1257280929277357e-15,-0.09484127029001155,3.0814879110195774e-33
418.00000000000006,2.370760547481184e-17,-3.227489775209391e-16,-1.2962913305205829e-17,1.2915289249364168e-17,-1.8763111954566784e-17,1.9090177110547603e-17,-2.987619309459881e-16,3.0959239853283118e-15,-0.09650170106302058,3.0814879110195774e-33
419.0000000000001,2.3617607134677795e-17,-3.25228750059866e-16,-1.3007790797739587e-17,1.297255558772514e-17,-1.8899029411176805e-17,1.9249932482113055e-17,-3.012954750642664e-16,3.06647426361777e-15,-0.09825468898891182,1.5407439555097887e-33
420.00000000000017,2.3178635956243326e-17,-3.2870862862116365e-16,-1.3021121362065002e-17,1.3010104128661446e-17,-1.8899652802136146e-17,1.9448544670534213e-17,-3.0499211802992576e-16,3.037373883207172e-15,-0.1004130968914119,3.0814879110195774e-33
421.00000000000006,2.1810286920996154e-17,-3.3243971945686575e-16,-1.3094350833612667e-17,1.3137640698663377e-17,-1.8884190027051395e-17,1.9488416547775124e-17,-3.0998191615009516e-16,3.008617883085624e-15,-0.10303133471778052,1.5407439555097887e-33
422.00000000000006,2.030565067604151e-17,-3.3515843217532097e-16,-1.338380960589038e-17,1.3459232711628136e-17,-1.8713650170751296e-17,1.9454629314106057e-17,-3.14036379250187e-16,2.9802013842414774e-15,-0.10537421427650122,4.930380657631324e-32
423.0,1.9000948777708258e-17,-3.38640073527211e-16,-1.3479732680740793e-17,1.3517152350709944e-17,-1.851455768904609e-17,1.9341086279557557e-17,-3.187751764890221e-16,2.952119588117046e-15,-0.10798179645979276,1.5407439555097887e-33
