fsp_path,exists,size_bytes,modified_time,lumapi_available,load_succeeded,load_error,lumerical_version,baseline_status
F:\wc_312\MDC_blue_oujizi.fsp,true,3273677,2026-06-24T19:03:20,true,true,,8.33.3999,still_requires_manual_gui_screenshot_audit
