case_id,candidate_id,wavelength_nm,dipole_orientation,runtime_s,total_upward_power_proxy,incoherent_angular_peak_angle_deg_at_453,incoherent_peak_abs_angle_deg_at_453,incoherent_angular_FWHM_deg_at_453,incoherent_eta5,incoherent_eta10,incoherent_eta20,incoherent_eta30,incoherent_I_normal_0_5deg,incoherent_I_offaxis_20_30deg,incoherent_normal_offaxis_ratio,spectral_FWHM_nm,status,ideal_criteria_pass,acceptable_criteria_pass
R2_2D_R2_1_00223_453_incoherent_x_plus_z_outofplane,R2_1_00223,453.0,x_plus_z_outofplane_incoherent,0.0,0.0006850221285933447,36.07150156714285,36.07150156714285,4.449120195012995,0.07070703742030278,0.12579193254433776,0.19727457521458638,0.2428857504134736,4.843588528018509e-05,0.00012019750836588736,0.4029691292164208,not_extracted_single_wavelength_smoke,extracted,False,False
