angle_deg,intensity_proxy
-89.99999914622636,4.500319433719968e-09
-87.43680027996089,7.820476520200958e-09
-86.37478578672372,9.507200269939188e-09
-85.55966694730674,1.0805930020910332e-08
-84.87231698093369,1.1809855039905894e-08
-84.26659730796267,1.2544493051699762e-08
-83.7188473002472,1.3018508363171277e-08
-83.21501265029943,1.3236774114109893e-08
-82.74593696669073,1.3205319543021633e-08
-82.30526072729027,1.2933679349682334e-08
-81.88835398580235,1.2436183940568557e-08
-81.49172179461118,1.1732727371750474e-08
-81.11264914981503,1.084922842535995e-08
-80.74897712783695,9.817878915192944e-09
-80.39895542436832,8.677221701322958e-09
-80.06114165487263,7.472076901538163e-09
-79.73433047718744,6.253322970109965e-09
-79.41750240380574,5.077533434569381e-09
-79.10978600479763,4.006467431479487e-09
-78.8104294537864,3.1064115194808908e-09
-78.51877874041668,2.447370971184087e-09
-78.23426073431965,2.102110542959053e-09
-77.95636984216819,2.1450474086273984e-09
-77.68465736788467,2.6510023834537354e-09
-77.41872293538925,3.6938196318676557e-09
-77.15820750531542,5.344869608766098e-09
-76.90278763795686,7.671454873374839e-09
-76.65217074095705,1.0735143457896554e-08
-76.40609110272075,1.4590059471757388e-08
-76.1643065583835,1.9281165361865308e-08
-75.92659566925778,2.4842574506836298e-08
-75.6927553222919,3.129593637504602e-08
-75.46259867554336,3.864893910772316e-08
-75.2359533905971,4.689397590247629e-08
-75.01266010441917,5.600702180076588e-08
-74.79257110216234,6.594676629270494e-08
-74.57554915954199,7.665404445657252e-08
-74.36146652903307,8.805160511192154e-08
-74.15020404863628,1.0004424870315787e-07
-73.94165035557546,1.1251936042206835e-07
-73.73570119021143,1.253478555585063e-07
-73.5322587778365,1.383855444299588e-07
-73.33123127795712,1.5147491372634783e-07
-73.13253229227459,1.6444731000421262e-07
-72.9360804238938,1.7712549969826702e-07
-72.74179888138862,1.8932656873720298e-07
-72.5496151222685,2.008651140165392e-07
-72.35946053115805,2.1155666895626945e-07
-72.17127012864599,2.212212965036909e-07
-71.9849823073061,2.2968727555402334e-07
-71.80053859185354,2.3679480113593782e-07
-71.6178834207933,2.423996150780589e-07
-71.43696394725384,2.4637648240768496e-07
-71.25772985698381,2.486224295385168e-07
-71.08013320173983,2.490596634113704e-07
-70.90412824650302,2.4763809611686433e-07
-70.7296713291473,2.4433740703346256e-07
-70.55672073134137,2.3916858396843165e-07
-70.38523655960435,2.3217489593846136e-07
-70.21518063555617,2.2343226275984187e-07
-70.04651639450873,2.1304900017845077e-07
-69.87920879163549,2.0116493346775048e-07
-69.7132242150396,1.879498868497808e-07
-69.54853040510996,1.7360157033650983e-07
-69.38509637961832,1.5834289924367813e-07
-69.22289236406615,1.424187943176101e-07
-69.06188972683796,1.2609252179584156e-07
-68.90206091876227,1.0964164250213555e-07
-68.74337941671942,9.335364702114274e-08
-68.5858196709698,7.752135993834445e-08
-68.4293570559072,6.243819996731161e-08
-68.27396782396883,4.8393384489875846e-08
-68.11962906245793,3.5667166646197906e-08
-67.9663186530576,2.4526190736838317e-08
-67.8140152338336,1.5219047502228142e-08
-67.66269816354124,7.972105040442955e-09
-67.51234748806844,2.9856839648599775e-09
-67.36294390886036,4.3063716904896546e-10
-67.21446875318475,4.4538555138901293e-10
-67.06690394610837,3.1334515522735843e-09
-66.9202319840658,8.561522657575952e-09
-66.77443590991125,1.675806738659762e-08
-66.62949928935345,2.7712516942732433e-08
-66.48540618868022,4.137501685292938e-08
-66.34214115368837,5.765674470532945e-08
-66.19968918973962,7.643078261303171e-08
-66.05803574287006,9.753352633756159e-08
-65.91716668188604,1.2076660710405965e-07
-65.77706828138395,1.4589929699593752e-07
-65.6377272056365,1.7267136435951016e-07
-65.49913049329244,2.007963417823974e-07
-65.36126554283915,2.2996516582017864e-07
-65.22412009878309,2.5985014461452164e-07
-65.0876822385048,2.901092067578281e-07
-64.95194035974859,3.203903821137294e-07
-64.81688316871022,3.5033646272266064e-07
-64.68249966868754,3.795897893614275e-07
-64.5487791492625,4.077971067765013e-07
