case_id,data_mode,prop_axis,monitor_name,P_total_solid_angle_proxy,eta_5deg,eta_10deg,eta_20deg,eta_30deg,x_cut_peak_deg,x_cut_fwhm_deg,y_cut_peak_deg,y_cut_fwhm_deg
dbr_only_xy_incoherent,farfield3d,3,top_field_monitor_zprop,1.697472450878803e-13,0.018377290070533982,0.0902028413035523,0.17390554949247464,0.269083828677212,-1.1536842560038256,13.10273760808429,7.326119901934075,50.02535590554311
no_dbr_xy_incoherent,farfield3d,3,top_field_monitor_zprop,4.0842940799458724e-13,0.009678108337118125,0.040345952001658365,0.15283596764613447,0.3328850409063306,21.661819048393905,91.79909560588848,21.661819048393905,91.79909560588848
