case_id,data_mode,prop_axis,monitor_name,P_total_solid_angle_proxy,eta_5deg,eta_10deg,eta_20deg,eta_30deg,x_cut_peak_deg,x_cut_fwhm_deg,y_cut_peak_deg,y_cut_fwhm_deg,fsp_path
dbr_only_x,farfield3d,3,top_field_monitor_zprop,9.214111264602728e-14,0.007263544203803321,0.07450738712305714,0.1666540912493978,0.2675138656835482,-66.84771475129129,137.77847813575536,8.102220331075529,53.444312273877145,D:\project\blue_apcd_microled_metasurface\outputs\stage10_cp_dbr_1_gan_dbr_only\_saved_fsp\GAN_DBR_ONLY_CENTER_X_T100FS.fsp
dbr_only_y,farfield3d,3,top_field_monitor_zprop,7.760613244185306e-14,0.031572547682334355,0.10883792291593823,0.1825151452782705,0.2709478326224882,-1.1536842560038256,13.10273760808429,5.00532469252386,44.98349209644543,D:\project\blue_apcd_microled_metasurface\outputs\stage10_cp_dbr_1_gan_dbr_only\_saved_fsp\GAN_DBR_ONLY_CENTER_Y_T100FS.fsp
no_dbr_x,farfield3d,3,top_field_monitor_zprop,2.0421470442580996e-13,0.009678108639169323,0.0403459528166213,0.15283596868416646,0.33288503923647095,21.661819048393905,96.31243342736576,21.661819048393905,83.27715075889736,D:\project\blue_apcd_microled_metasurface\outputs\stage10_cp_dbr_0_planar_sanity\_saved_fsp\DBR0_NO_DBR_REFERENCE_CENTER_X_T100FS.fsp
no_dbr_y,farfield3d,3,top_field_monitor_zprop,2.0421470356877733e-13,0.00967810803506692,0.04034595118669539,0.1528359666081025,0.3328850425761901,21.661819048393905,83.27715075889736,21.661819048393905,96.31243342736576,D:\project\blue_apcd_microled_metasurface\outputs\stage10_cp_dbr_0_planar_sanity\_saved_fsp\DBR0_NO_DBR_REFERENCE_CENTER_Y_T100FS.fsp
