comparison,eta_5deg_ratio,eta_10deg_ratio,eta_20deg_ratio,eta_30deg_ratio,x_fwhm_change_deg,y_fwhm_change_deg,narrowed_x,narrowed_y
DBR-only versus no-DBR planar GaN reference,1.898851452204991,2.2357346109925635,1.1378574832275292,0.8083386022531682,-78.6963579978042,-41.773739700345374,True,True
