comparison,scope,wavelength_nm,metric,new,reference,delta
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,471.0,useful_LP_over_S0_pair,0.5100349160368433,0.5115993173794768,-0.0015644013426335812
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,472.0,useful_LP_over_S0_pair,0.5101914844642339,0.5115978154640872,-0.0014063309998533224
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,473.0,useful_LP_over_S0_pair,0.513026242667407,0.5142052959416724,-0.0011790532742653737
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,474.0,useful_LP_over_S0_pair,0.517439495565092,0.5185051376707278,-0.0010656421056358667
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,475.0,useful_LP_over_S0_pair,0.5216067003342724,0.5226730947398853,-0.0010663944056129582
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,476.0,useful_LP_over_S0_pair,0.5286761155714863,0.5299176687070611,-0.0012415531355748355
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,477.0,useful_LP_over_S0_pair,0.5348196963348566,0.5363121202248967,-0.0014924238900401177
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,478.0,useful_LP_over_S0_pair,0.5349483632905246,0.5365703963983125,-0.001622033107787857
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,479.0,useful_LP_over_S0_pair,0.5372683412778096,0.5390229897579988,-0.001754648480189136
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,480.0,useful_LP_over_S0_pair,0.5387377325050048,0.5404621958174818,-0.0017244633124769981
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,481.0,useful_LP_over_S0_pair,0.5379042888638179,0.5394011033819142,-0.0014968145180962455
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,482.0,useful_LP_over_S0_pair,0.5355578396610112,0.5366452557836769,-0.0010874161226657186
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,483.0,useful_LP_over_S0_pair,0.5336876924482864,0.5342455708506415,-0.0005578784023551053
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,484.0,useful_LP_over_S0_pair,0.5332161600462791,0.5331951033441421,2.1056702137034478e-05
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,485.0,useful_LP_over_S0_pair,0.5343745369780106,0.533840478236972,0.0005340587410386233
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,486.0,useful_LP_over_S0_pair,0.5359203291147303,0.5352012099566626,0.0007191191580676604
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,487.0,useful_LP_over_S0_pair,0.5391971030205449,0.5383777816747027,0.0008193213458421722
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,488.0,useful_LP_over_S0_pair,0.5402701540993577,0.5389340900010787,0.0013360640982790217
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,489.0,useful_LP_over_S0_pair,0.5433328671465992,0.5418630466882584,0.0014698204583408758
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,490.0,useful_LP_over_S0_pair,0.5431465043368816,0.5414030071479308,0.0017434971889508377
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,491.0,useful_LP_over_S0_pair,0.5438535392586581,0.5421039218460393,0.001749617412618809
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,492.0,useful_LP_over_S0_pair,0.5428168461227622,0.54108908463278,0.0017277614899821048
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,493.0,useful_LP_over_S0_pair,0.5408972502678253,0.5393526737376025,0.0015445765302227743
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,494.0,useful_LP_over_S0_pair,0.5379527187274058,0.5366731705656607,0.0012795481617451365
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,495.0,useful_LP_over_S0_pair,0.534459532852919,0.5334239912307794,0.0010355416221395908
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,496.0,useful_LP_over_S0_pair,0.5316754268201171,0.5308566749557052,0.0008187518644119374
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,497.0,useful_LP_over_S0_pair,0.5297855410791176,0.5290887215430041,0.0006968195361134466
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,498.0,useful_LP_over_S0_pair,0.5261150424412163,0.5247157221509638,0.0013993202902524704
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,499.0,useful_LP_over_S0_pair,0.5322712730056208,0.5316163833015127,0.000654889704108097
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,500.0,useful_LP_over_S0_pair,0.532908028533881,0.5321553697021608,0.0007526588317201544
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,400.0,normal_5deg_DoLP,0.14210480093050523,0.11594941302486848,0.02615538790563675
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,401.0,normal_5deg_DoLP,0.22382878559348227,0.20236866455578753,0.021460121037694735
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,402.0,normal_5deg_DoLP,0.33840523843812403,0.3133213994072028,0.025083839030921207
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,403.0,normal_5deg_DoLP,0.318934296639047,0.3158545757561061,0.003079720882940895
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,404.0,normal_5deg_DoLP,0.25883621883003666,0.2536847389813301,0.005151479848706564
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,405.0,normal_5deg_DoLP,0.08854986119332052,0.07123252291799224,0.017317338275328276
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,406.0,normal_5deg_DoLP,0.024718698601039226,0.02913860441459663,-0.004419905813557404
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,407.0,normal_5deg_DoLP,0.12152404622770142,0.11581459656694505,0.005709449660756372
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,408.0,normal_5deg_DoLP,0.2112501445942303,0.21894386246525097,-0.007693717871020661
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,409.0,normal_5deg_DoLP,0.2534207062266276,0.2597818627374699,-0.006361156510842292
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,410.0,normal_5deg_DoLP,0.24512616931152048,0.24964272043731348,-0.004516551125792995
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,411.0,normal_5deg_DoLP,0.28138549873555224,0.28417725374732944,-0.002791755011777197
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,412.0,normal_5deg_DoLP,0.38848715184045796,0.3904129289866291,-0.0019257771461711481
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,413.0,normal_5deg_DoLP,0.4305496180261312,0.4278800387167622,0.0026695793093689524
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,414.0,normal_5deg_DoLP,0.3786304590010478,0.387868523868732,-0.009238064867684193
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,415.0,normal_5deg_DoLP,0.3548753891619256,0.37713304692664645,-0.02225765776472083
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,416.0,normal_5deg_DoLP,0.2395867498531191,0.249238413563064,-0.009651663709944913
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,417.0,normal_5deg_DoLP,0.06826434338506725,0.06520206289595336,0.003062280489113889
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,418.0,normal_5deg_DoLP,0.01155726317589763,0.0069526876316702005,0.004604575544227429
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,419.0,normal_5deg_DoLP,0.1682064632593094,0.17735661120975732,-0.009150147950447912
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,420.0,normal_5deg_DoLP,0.3497177072252436,0.37242845911393646,-0.02271075188869287
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,421.0,normal_5deg_DoLP,0.3846153980284129,0.4009887813422147,-0.016373383313801837
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,422.0,normal_5deg_DoLP,0.3824750468021955,0.39073551901063325,-0.00826047220843773
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,423.0,normal_5deg_DoLP,0.37694489708888923,0.3770103013947685,-6.54043058792575e-05
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,424.0,normal_5deg_DoLP,0.3649047264875734,0.35868579189259453,0.006218934594978853
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,425.0,normal_5deg_DoLP,0.35034090891578495,0.33879642317969905,0.011544485736085908
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,426.0,normal_5deg_DoLP,0.3485910448905347,0.3266681246410372,0.02192292024949749
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,427.0,normal_5deg_DoLP,0.3709838990002146,0.3388300933029976,0.032153805697216986
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,428.0,normal_5deg_DoLP,0.2968850675249973,0.25769704025374696,0.03918802727125037
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,429.0,normal_5deg_DoLP,0.17163402740154665,0.13138921040544124,0.04024481699610541
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,430.0,normal_5deg_DoLP,0.0884045806966125,0.06857701998341442,0.019827560713198078
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,431.0,normal_5deg_DoLP,0.09576035082772692,0.10654456967382295,-0.010784218846096025
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,432.0,normal_5deg_DoLP,0.052677624025365195,0.061265007556126856,-0.00858738353076166
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,433.0,normal_5deg_DoLP,0.04301654004499428,0.039952469171295066,0.0030640708736992123
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,434.0,normal_5deg_DoLP,0.24543097031698377,0.2545685363616504,-0.009137566044666617
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,435.0,normal_5deg_DoLP,0.3607622297635137,0.3806530784532028,-0.0198908486896891
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,436.0,normal_5deg_DoLP,0.43200567220145025,0.45038085070116557,-0.018375178499715317
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,437.0,normal_5deg_DoLP,0.5096084510145618,0.5239974009310486,-0.01438894991648687
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,438.0,normal_5deg_DoLP,0.6014465831733062,0.6121746280378303,-0.010728044864524056
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,439.0,normal_5deg_DoLP,0.637373864606022,0.6448354976529477,-0.007461633046925709
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,440.0,normal_5deg_DoLP,0.645874493145239,0.6526421599691851,-0.006767666823946028
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,441.0,normal_5deg_DoLP,0.6187066335025982,0.6241218735699041,-0.005415240067305871
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,442.0,normal_5deg_DoLP,0.5586588393119424,0.560717306031079,-0.0020584667191366757
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,443.0,normal_5deg_DoLP,0.4841800648290079,0.4816310273814706,0.0025490374475372612
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,444.0,normal_5deg_DoLP,0.43801606032455853,0.4286167844666281,0.009399275857930434
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,445.0,normal_5deg_DoLP,0.4033282205570744,0.38487155863234623,0.018456661924728168
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,446.0,normal_5deg_DoLP,0.3313874776331376,0.2964896056769789,0.03489787195615868
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,447.0,normal_5deg_DoLP,0.272007685518208,0.2165451846912622,0.05546250082694579
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,448.0,normal_5deg_DoLP,0.24124528764781464,0.17874121911350582,0.06250406853430882
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,449.0,normal_5deg_DoLP,0.20409097540209414,0.14888491090918277,0.05520606449291138
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,450.0,normal_5deg_DoLP,0.20368996486265184,0.15657188116863333,0.047118083694018514
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,451.0,normal_5deg_DoLP,0.28915430021913324,0.25194732112421797,0.03720697909491527
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,452.0,normal_5deg_DoLP,0.45214362552946846,0.4270636439486978,0.025079981580770683
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,453.0,normal_5deg_DoLP,0.6989985647198712,0.6919995726048583,0.00699899211501287
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,454.0,normal_5deg_DoLP,0.8115475500530742,0.8151374683975362,-0.003589918344461984
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,455.0,normal_5deg_DoLP,0.8377324078936764,0.8475473843762719,-0.009814976482595439
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,456.0,normal_5deg_DoLP,0.8333924425578498,0.8492174028846459,-0.015824960326796034
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,457.0,normal_5deg_DoLP,0.811915889677454,0.8346209580793442,-0.022705068401890238
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,458.0,normal_5deg_DoLP,0.7970608627385943,0.8236099769197321,-0.026549114181137812
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,459.0,normal_5deg_DoLP,0.7883610409928483,0.8148213147585505,-0.026460273765702147
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,460.0,normal_5deg_DoLP,0.7791492877010635,0.8027653407416547,-0.023616053040591223
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,461.0,normal_5deg_DoLP,0.7570375464675841,0.7775028158538879,-0.020465269386303775
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,462.0,normal_5deg_DoLP,0.7377302530629206,0.7550834098960222,-0.01735315683310157
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,463.0,normal_5deg_DoLP,0.7199154188607629,0.7370441685861722,-0.01712874972540923
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,464.0,normal_5deg_DoLP,0.7208887389465473,0.7366809807476048,-0.01579224180105754
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,465.0,normal_5deg_DoLP,0.7300639084472272,0.7431676399058189,-0.013103731458591672
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,466.0,normal_5deg_DoLP,0.728828775622741,0.739386234854271,-0.010557459231530064
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,467.0,normal_5deg_DoLP,0.7016002785930129,0.7098352346000173,-0.008234956007004413
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,468.0,normal_5deg_DoLP,0.6335405097561202,0.6398727744757061,-0.006332264719585923
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,469.0,normal_5deg_DoLP,0.5164250275775261,0.5198063785051052,-0.0033813509275791853
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,470.0,normal_5deg_DoLP,0.4119014521652935,0.4102204992447441,0.0016809529205494278
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,471.0,normal_5deg_DoLP,0.37532513119713395,0.3694117835833108,0.005913347613823172
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,472.0,normal_5deg_DoLP,0.386367827087891,0.3796627205431989,0.006705106544692141
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,473.0,normal_5deg_DoLP,0.37282884009755285,0.36462137258215593,0.008207467515396916
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,474.0,normal_5deg_DoLP,0.2798869442006285,0.2640616717427093,0.015825272457919204
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,475.0,normal_5deg_DoLP,0.2138775133111649,0.18680454203399502,0.02707297127716987
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,476.0,normal_5deg_DoLP,0.23964475261659937,0.20319504341502306,0.03644970920157631
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,477.0,normal_5deg_DoLP,0.222043928828463,0.1738493054627588,0.04819462336570418
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,478.0,normal_5deg_DoLP,0.20355719910551787,0.14948234732907842,0.05407485177643945
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,479.0,normal_5deg_DoLP,0.18027819981026877,0.12910711575768039,0.051171084052588384
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,480.0,normal_5deg_DoLP,0.17599290392622965,0.13838731114989955,0.037605592776330105
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,481.0,normal_5deg_DoLP,0.20489243184190759,0.18520447153671685,0.019687960305190738
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,482.0,normal_5deg_DoLP,0.22583722660017033,0.21527505061424423,0.010562175985926098
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,483.0,normal_5deg_DoLP,0.23218017599010723,0.2255162407837562,0.006663935206351029
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,484.0,normal_5deg_DoLP,0.23627600041651398,0.2317281405690741,0.0045478598474398835
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,485.0,normal_5deg_DoLP,0.25857641251904395,0.2571014387423168,0.0014749737767271731
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,486.0,normal_5deg_DoLP,0.2941670593926615,0.2942313596914198,-6.430029875825749e-05
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,487.0,normal_5deg_DoLP,0.3408047284731747,0.3425533549670125,-0.0017486264938377793
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,488.0,normal_5deg_DoLP,0.29652587519427515,0.2996473786618528,-0.0031215034675776687
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,489.0,normal_5deg_DoLP,0.24839129770047821,0.25026500768793164,-0.0018737099874534258
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,490.0,normal_5deg_DoLP,0.2503272443218686,0.25387833850996516,-0.0035510941880965707
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,491.0,normal_5deg_DoLP,0.4175444218445397,0.42454271428982465,-0.006998292445284937
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,492.0,normal_5deg_DoLP,0.4704896243275075,0.4805312104041088,-0.010041586076601272
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,493.0,normal_5deg_DoLP,0.4492888596132716,0.46296515986963255,-0.013676300256360963
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,494.0,normal_5deg_DoLP,0.3562958848961543,0.37091907831862553,-0.014623193422471203
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,495.0,normal_5deg_DoLP,0.21727180836087484,0.22533288429971338,-0.008061075938838536
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,496.0,normal_5deg_DoLP,0.11138443344913185,0.09633468189132763,0.01504975155780422
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,497.0,normal_5deg_DoLP,0.1474365688000367,0.11706349201140005,0.03037307678863664
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,498.0,normal_5deg_DoLP,0.27457783828550447,0.25180652995957287,0.022771308325931605
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,499.0,normal_5deg_DoLP,0.3396541493830274,0.3135384655202088,0.026115683862818595
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,500.0,normal_5deg_DoLP,0.3004735284483029,0.25895385249175473,0.04151967595654815
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,400.0,normal_10deg_DoLP,0.08443812031918718,0.06770544371499806,0.016732676604189117
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,401.0,normal_10deg_DoLP,0.1285580952418787,0.11833046984498638,0.010227625396892315
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,402.0,normal_10deg_DoLP,0.21290148696482006,0.20739766904452048,0.005503817920299581
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,403.0,normal_10deg_DoLP,0.2602748475949421,0.25683479645876095,0.003440051136181177
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,404.0,normal_10deg_DoLP,0.25411978692222914,0.2512254935131806,0.002894293409048565
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,405.0,normal_10deg_DoLP,0.24320430664990286,0.23570214122161784,0.007502165428285024
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,406.0,normal_10deg_DoLP,0.29666874612906285,0.29465136217608723,0.0020173839529756266
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,407.0,normal_10deg_DoLP,0.3341846922442515,0.3380346232664675,-0.00384993102221598
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,408.0,normal_10deg_DoLP,0.3589396458972579,0.3692728466436685,-0.010333200746410587
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,409.0,normal_10deg_DoLP,0.3847249381908447,0.3918195739482241,-0.007094635757379397
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,410.0,normal_10deg_DoLP,0.4107665639208324,0.4159670971162656,-0.005200533195433232
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,411.0,normal_10deg_DoLP,0.41415836623866437,0.41944288488331155,-0.005284518644647185
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,412.0,normal_10deg_DoLP,0.38304558884065765,0.3884883392760547,-0.005442750435397048
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,413.0,normal_10deg_DoLP,0.34357013341909237,0.34880129130630005,-0.0052311578872076825
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,414.0,normal_10deg_DoLP,0.2836985719939736,0.29814288773904773,-0.014444315745074154
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,415.0,normal_10deg_DoLP,0.2045649464551586,0.22735796184761278,-0.02279301539245418
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,416.0,normal_10deg_DoLP,0.1390354168237455,0.15551358177615024,-0.016478164952404728
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,417.0,normal_10deg_DoLP,0.10277624198859348,0.11028290516189695,-0.007506663173303479
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,418.0,normal_10deg_DoLP,0.09340517221571909,0.09380003370525966,-0.0003948614895405711
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,419.0,normal_10deg_DoLP,0.14468579966337938,0.13773990365794872,0.006945896005430663
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,420.0,normal_10deg_DoLP,0.17627625407960834,0.17455778139665815,0.001718472682950195
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,421.0,normal_10deg_DoLP,0.1556984602682737,0.15960192957787248,-0.003903469309598784
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,422.0,normal_10deg_DoLP,0.1492272670762449,0.15492842738726834,-0.00570116031102344
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,423.0,normal_10deg_DoLP,0.14813873845865977,0.15154946524845064,-0.0034107267897908744
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,424.0,normal_10deg_DoLP,0.1476420885885152,0.14819500206128486,-0.000552913472769645
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,425.0,normal_10deg_DoLP,0.14962152388123642,0.1474753522688719,0.0021461716123645225
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,426.0,normal_10deg_DoLP,0.14261372773863454,0.13520171191986602,0.007412015818768519
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,427.0,normal_10deg_DoLP,0.13957702556156948,0.12621872240055995,0.013358303161009527
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,428.0,normal_10deg_DoLP,0.07015910423934317,0.04992544442846164,0.02023365981088153
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,429.0,normal_10deg_DoLP,0.04018360068792948,0.03944368873354367,0.0007399119543858093
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,430.0,normal_10deg_DoLP,0.04782649143671728,0.038669558209447806,0.009156933227269473
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,431.0,normal_10deg_DoLP,0.06731922960048826,0.0641828129172209,0.0031364166832673623
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,432.0,normal_10deg_DoLP,0.0803972637455987,0.07887933333448632,0.001517930411112381
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,433.0,normal_10deg_DoLP,0.07236189559794141,0.07425622967819435,-0.0018943340802529407
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,434.0,normal_10deg_DoLP,0.011982725037440665,0.01972706449345918,-0.007744339456018514
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,435.0,normal_10deg_DoLP,0.04202560846494551,0.033827697228601766,0.008197911236343745
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,436.0,normal_10deg_DoLP,0.051824607911755215,0.05615778857996539,-0.004333180668210174
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,437.0,normal_10deg_DoLP,0.1060823134883412,0.11031988912845794,-0.004237575640116745
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,438.0,normal_10deg_DoLP,0.1293877192067961,0.13440517476831526,-0.0050174555615191685
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,439.0,normal_10deg_DoLP,0.14164483142775633,0.14403859392004525,-0.0023937624922889256
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,440.0,normal_10deg_DoLP,0.13309061941221,0.13453962796449564,-0.0014490085522856355
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,441.0,normal_10deg_DoLP,0.08257500410566118,0.08276180369823392,-0.00018679959257274226
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,442.0,normal_10deg_DoLP,0.016840113245670283,0.011337273000324482,0.005502840245345801
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,443.0,normal_10deg_DoLP,0.11333705091942589,0.11379403311024298,-0.0004569821908170929
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,444.0,normal_10deg_DoLP,0.1705642030502739,0.17298881330929666,-0.002424610259022769
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,445.0,normal_10deg_DoLP,0.21928723128440222,0.22385437366463234,-0.004567142380230121
IAR-C2-OC80_minus_IAR-C2,diagnostic_400_500_nm,446.0,normal_10deg_DoLP,0.2821852031049671,0.2884668322505036,-0.006281629145536538
