tuple_id,mode,offset_deg,slot_0_candidate_id,slot_60_candidate_id,slot_120_candidate_id,slot_180_candidate_id,slot_240_candidate_id,slot_300_candidate_id,min_worst_ratio,min_worst_Tx,max_worst_matrix_error,max_candidate_phase_span_deg,max_relative_phase_error_deg,rms_relative_phase_error_deg,worst_wavelength_nm,tuple_pass_flag,failed_gates,recommendation
offset_079,global_offset_relabel,79.000000,H500DIMER2C_004_B120_x_pair_swap_G60_O-20,H500DIMER2H_003_B120_y_pair_noswap_G22_O-30,H500DIMER12A_004_B240_x_pair_swap_G90_O-30,H500DIMER12A_005_B240_x_pair_swap_G90_O-26,H500DIMER12D_001_B300_x_pair_swap_G70_O-30,H500DIMER2D_006_B240_x_pair_swap_G80_O-30,3.523155,0.391807,0.532763,138.750059,94.013858,44.171327,449,false,ratio;Tx;matrix_error;relative_phase;rms_phase;candidate_gate,expand_240_300_or_global_search
offset_080,global_offset_relabel,80.000000,H500DIMER2C_004_B120_x_pair_swap_G60_O-20,H500DIMER2H_007_B120_y_pair_noswap_G24_O-30,H500DIMER12A_004_B240_x_pair_swap_G90_O-30,H500DIMER12A_005_B240_x_pair_swap_G90_O-26,H500DIMER12D_001_B300_x_pair_swap_G70_O-30,H500DIMER2D_006_B240_x_pair_swap_G80_O-30,3.523155,0.391807,0.532763,138.750059,95.013858,44.669376,449,false,ratio;Tx;matrix_error;relative_phase;rms_phase;candidate_gate,expand_240_300_or_global_search
offset_081,global_offset_relabel,81.000000,H500DIMER2C_004_B120_x_pair_swap_G60_O-20,H500DIMER2H_001_B120_y_pair_noswap_G20_O-30,H500DIMER12A_004_B240_x_pair_swap_G90_O-30,H500DIMER12A_005_B240_x_pair_swap_G90_O-26,H500DIMER12D_001_B300_x_pair_swap_G70_O-30,H500DIMER2D_006_B240_x_pair_swap_G80_O-30,3.523155,0.391807,0.532763,138.750059,96.013858,45.197133,449,false,ratio;Tx;matrix_error;relative_phase;rms_phase;candidate_gate,expand_240_300_or_global_search
offset_021,global_offset_relabel,21.000000,H500DIMER2C_004_B120_x_pair_swap_G60_O-20,H500DIMER2H_003_B120_y_pair_noswap_G22_O-30,H500DIMER2H_001_B120_y_pair_noswap_G20_O-30,H500DIMER12A_004_B240_x_pair_swap_G90_O-30,H500DIMER12A_005_B240_x_pair_swap_G90_O-26,H500DIMER12D_001_B300_x_pair_swap_G70_O-30,3.523155,0.391807,0.532763,138.750059,102.736201,40.081877,450,false,ratio;Tx;matrix_error;relative_phase;rms_phase;candidate_gate,expand_240_300_or_global_search
offset_141,global_offset_relabel,141.000000,H500DIMER2H_001_B120_y_pair_noswap_G20_O-30,H500DIMER12A_004_B240_x_pair_swap_G90_O-30,H500DIMER12A_005_B240_x_pair_swap_G90_O-26,H500DIMER12D_001_B300_x_pair_swap_G70_O-30,H500DIMER2C_004_B120_x_pair_swap_G60_O-20,H500DIMER2H_003_B120_y_pair_noswap_G22_O-30,3.523155,0.391807,0.532763,138.750059,102.736201,40.081877,450,false,ratio;Tx;matrix_error;relative_phase;rms_phase;candidate_gate,expand_240_300_or_global_search
offset_201,global_offset_relabel,201.000000,H500DIMER12A_004_B240_x_pair_swap_G90_O-30,H500DIMER12A_005_B240_x_pair_swap_G90_O-26,H500DIMER12D_001_B300_x_pair_swap_G70_O-30,H500DIMER2C_004_B120_x_pair_swap_G60_O-20,H500DIMER2H_003_B120_y_pair_noswap_G22_O-30,H500DIMER2H_001_B120_y_pair_noswap_G20_O-30,3.523155,0.391807,0.532763,138.750059,102.736201,40.081877,450,false,ratio;Tx;matrix_error;relative_phase;rms_phase;candidate_gate,expand_240_300_or_global_search
offset_261,global_offset_relabel,261.000000,H500DIMER12A_005_B240_x_pair_swap_G90_O-26,H500DIMER12D_001_B300_x_pair_swap_G70_O-30,H500DIMER2C_004_B120_x_pair_swap_G60_O-20,H500DIMER2H_003_B120_y_pair_noswap_G22_O-30,H500DIMER2H_001_B120_y_pair_noswap_G20_O-30,H500DIMER12A_004_B240_x_pair_swap_G90_O-30,3.523155,0.391807,0.532763,138.750059,102.736201,40.081877,450,false,ratio;Tx;matrix_error;relative_phase;rms_phase;candidate_gate,expand_240_300_or_global_search
offset_321,global_offset_relabel,321.000000,H500DIMER12D_001_B300_x_pair_swap_G70_O-30,H500DIMER2C_004_B120_x_pair_swap_G60_O-20,H500DIMER2H_003_B120_y_pair_noswap_G22_O-30,H500DIMER2H_001_B120_y_pair_noswap_G20_O-30,H500DIMER12A_004_B240_x_pair_swap_G90_O-30,H500DIMER12A_005_B240_x_pair_swap_G90_O-26,3.523155,0.391807,0.532763,138.750059,102.736201,40.081877,450,false,ratio;Tx;matrix_error;relative_phase;rms_phase;candidate_gate,expand_240_300_or_global_search
offset_020,global_offset_relabel,20.000000,H500DIMER2C_004_B120_x_pair_swap_G60_O-20,H500DIMER2H_003_B120_y_pair_noswap_G22_O-30,H500DIMER2H_007_B120_y_pair_noswap_G24_O-30,H500DIMER12A_004_B240_x_pair_swap_G90_O-30,H500DIMER12A_005_B240_x_pair_swap_G90_O-26,H500DIMER12D_001_B300_x_pair_swap_G70_O-30,3.523155,0.391807,0.532763,138.750059,103.736201,40.275161,450,false,ratio;Tx;matrix_error;relative_phase;rms_phase;candidate_gate,expand_240_300_or_global_search
offset_140,global_offset_relabel,140.000000,H500DIMER2H_007_B120_y_pair_noswap_G24_O-30,H500DIMER12A_004_B240_x_pair_swap_G90_O-30,H500DIMER12A_005_B240_x_pair_swap_G90_O-26,H500DIMER12D_001_B300_x_pair_swap_G70_O-30,H500DIMER2C_004_B120_x_pair_swap_G60_O-20,H500DIMER2H_003_B120_y_pair_noswap_G22_O-30,3.523155,0.391807,0.532763,138.750059,103.736201,40.275161,450,false,ratio;Tx;matrix_error;relative_phase;rms_phase;candidate_gate,expand_240_300_or_global_search
offset_200,global_offset_relabel,200.000000,H500DIMER12A_004_B240_x_pair_swap_G90_O-30,H500DIMER12A_005_B240_x_pair_swap_G90_O-26,H500DIMER12D_001_B300_x_pair_swap_G70_O-30,H500DIMER2C_004_B120_x_pair_swap_G60_O-20,H500DIMER2H_003_B120_y_pair_noswap_G22_O-30,H500DIMER2H_007_B120_y_pair_noswap_G24_O-30,3.523155,0.391807,0.532763,138.750059,103.736201,40.275161,450,false,ratio;Tx;matrix_error;relative_phase;rms_phase;candidate_gate,expand_240_300_or_global_search
offset_260,global_offset_relabel,260.000000,H500DIMER12A_005_B240_x_pair_swap_G90_O-26,H500DIMER12D_001_B300_x_pair_swap_G70_O-30,H500DIMER2C_004_B120_x_pair_swap_G60_O-20,H500DIMER2H_003_B120_y_pair_noswap_G22_O-30,H500DIMER2H_007_B120_y_pair_noswap_G24_O-30,H500DIMER12A_004_B240_x_pair_swap_G90_O-30,3.523155,0.391807,0.532763,138.750059,103.736201,40.275161,450,false,ratio;Tx;matrix_error;relative_phase;rms_phase;candidate_gate,expand_240_300_or_global_search
offset_320,global_offset_relabel,320.000000,H500DIMER12D_001_B300_x_pair_swap_G70_O-30,H500DIMER2C_004_B120_x_pair_swap_G60_O-20,H500DIMER2H_003_B120_y_pair_noswap_G22_O-30,H500DIMER2H_007_B120_y_pair_noswap_G24_O-30,H500DIMER12A_004_B240_x_pair_swap_G90_O-30,H500DIMER12A_005_B240_x_pair_swap_G90_O-26,3.523155,0.391807,0.532763,138.750059,103.736201,40.275161,450,false,ratio;Tx;matrix_error;relative_phase;rms_phase;candidate_gate,expand_240_300_or_global_search
offset_019,global_offset_relabel,19.000000,H500DIMER2C_004_B120_x_pair_swap_G60_O-20,H500DIMER2H_003_B120_y_pair_noswap_G22_O-30,H500DIMER2H_007_B120_y_pair_noswap_G24_O-30,H500DIMER12A_004_B240_x_pair_swap_G90_O-30,H500DIMER12A_005_B240_x_pair_swap_G90_O-26,H500DIMER12D_001_B300_x_pair_swap_G70_O-30,3.523155,0.391807,0.532763,138.750059,104.736201,40.507974,450,false,ratio;Tx;matrix_error;relative_phase;rms_phase;candidate_gate,expand_240_300_or_global_search
offset_199,global_offset_relabel,199.000000,H500DIMER12A_004_B240_x_pair_swap_G90_O-30,H500DIMER12A_005_B240_x_pair_swap_G90_O-26,H500DIMER12D_001_B300_x_pair_swap_G70_O-30,H500DIMER2C_004_B120_x_pair_swap_G60_O-20,H500DIMER2H_003_B120_y_pair_noswap_G22_O-30,H500DIMER2H_007_B120_y_pair_noswap_G24_O-30,3.523155,0.391807,0.532763,138.750059,104.736201,40.507974,450,false,ratio;Tx;matrix_error;relative_phase;rms_phase;candidate_gate,expand_240_300_or_global_search
offset_259,global_offset_relabel,259.000000,H500DIMER12A_005_B240_x_pair_swap_G90_O-26,H500DIMER12D_001_B300_x_pair_swap_G70_O-30,H500DIMER2C_004_B120_x_pair_swap_G60_O-20,H500DIMER2H_003_B120_y_pair_noswap_G22_O-30,H500DIMER2H_007_B120_y_pair_noswap_G24_O-30,H500DIMER12A_004_B240_x_pair_swap_G90_O-30,3.523155,0.391807,0.532763,138.750059,104.736201,40.507974,450,false,ratio;Tx;matrix_error;relative_phase;rms_phase;candidate_gate,expand_240_300_or_global_search
offset_319,global_offset_relabel,319.000000,H500DIMER12D_001_B300_x_pair_swap_G70_O-30,H500DIMER2C_004_B120_x_pair_swap_G60_O-20,H500DIMER2H_003_B120_y_pair_noswap_G22_O-30,H500DIMER2H_007_B120_y_pair_noswap_G24_O-30,H500DIMER12A_004_B240_x_pair_swap_G90_O-30,H500DIMER12A_005_B240_x_pair_swap_G90_O-26,3.523155,0.391807,0.532763,138.750059,104.736201,40.507974,450,false,ratio;Tx;matrix_error;relative_phase;rms_phase;candidate_gate,expand_240_300_or_global_search
offset_139,global_offset_relabel,139.000000,H500DIMER2H_003_B120_y_pair_noswap_G22_O-30,H500DIMER12A_004_B240_x_pair_swap_G90_O-30,H500DIMER12A_005_B240_x_pair_swap_G90_O-26,H500DIMER12D_001_B300_x_pair_swap_G70_O-30,H500DIMER2C_004_B120_x_pair_swap_G60_O-20,H500DIMER2H_007_B120_y_pair_noswap_G24_O-30,3.523155,0.391807,0.532763,138.750059,104.736201,40.642672,450,false,ratio;Tx;matrix_error;relative_phase;rms_phase;candidate_gate,expand_240_300_or_global_search
offset_015,global_offset_relabel,15.000000,H500DIMER2C_004_B120_x_pair_swap_G60_O-20,H500DIMER2H_003_B120_y_pair_noswap_G22_O-30,H500DIMER2H_007_B120_y_pair_noswap_G24_O-30,H500DIMER12A_004_B240_x_pair_swap_G90_O-30,H500DIMER12A_005_B240_x_pair_swap_G90_O-26,H500DIMER12D_001_B300_x_pair_swap_G70_O-30,3.523155,0.391807,0.532763,138.750059,108.736201,41.666838,450,false,ratio;Tx;matrix_error;relative_phase;rms_phase;candidate_gate,expand_240_300_or_global_search
offset_195,global_offset_relabel,195.000000,H500DIMER12A_004_B240_x_pair_swap_G90_O-30,H500DIMER12A_005_B240_x_pair_swap_G90_O-26,H500DIMER12D_001_B300_x_pair_swap_G70_O-30,H500DIMER2C_004_B120_x_pair_swap_G60_O-20,H500DIMER2H_003_B120_y_pair_noswap_G22_O-30,H500DIMER2H_007_B120_y_pair_noswap_G24_O-30,3.523155,0.391807,0.532763,138.750059,108.736201,41.666838,450,false,ratio;Tx;matrix_error;relative_phase;rms_phase;candidate_gate,expand_240_300_or_global_search
