candidate_id,source_candidate_id,case_count,complete_451_452_453,worst_ratio,worst_Tx,worst_matrix_error,max_phase_error_deg,nearest_actual_bins,best_pass_level,near_miss,reassignment_flag,failed_gates,score
H600B300HYBRID_001_x_pair_J2J1_G90,H500DIMER12D_008_B300_y_pair_swap_G80_O-30,3,true,11.589234,0.979696,0.293775,105.037257,0;60,fail,false,none,phase,10.103733
H600B300HYBRID_002_x_pair_J2J1_G90,H500DIMER12D_010_B300_diag_pair_swap_G80_O-30,3,true,11.589234,0.979696,0.293775,105.037257,0;60,fail,false,none,phase,10.103733
H600B300HYBRID_003_diag_pair_J2J1_G80,H500DIMER12A_008_B240_x_pair_swap_G90_O-32,3,true,1.059624,0.966140,0.974381,43.917834,240,fail,false,none,ratio;matrix;phase,0.699988
H600B300HYBRID_004_y_pair_J2J1_G80,H500DIMER12A_002_B240_x_pair_swap_G85_O-28,3,true,1.189901,0.948715,0.917313,62.345406,240,fail,false,none,ratio;matrix;phase,0.299656
