candidate_id,source_candidate_id,case_count,complete_451_452_453,worst_ratio,worst_Tx,worst_matrix_error,max_phase_error_deg,nearest_actual_bins,best_pass_level,near_miss,reassignment_flag,failed_gates,score
H600TRUEB300G3_002_diag_pair_J1J2_G100,H500DIMER12D_011_B300_diag_pair_noswap_G80_O-30,3,true,2.357350,0.947046,0.651573,88.009657,0,fail,false,none,ratio;matrix;phase,0.959579
H600TRUEB300G3_001_y_pair_J1J2_G120,H500DIMER12D_009_B300_y_pair_noswap_G80_O-30,3,true,2.096026,0.844321,0.690722,111.951231,60,fail,false,none,ratio;matrix;phase,-0.264591
