candidate_id,source_candidate_id,case_count,complete_451_452_453,worst_ratio,worst_Tx,worst_matrix_error,max_phase_error_deg,nearest_actual_bins,best_pass_level,near_miss,reassignment_flag,failed_gates,score
H600TRUEB300G1_004_diag_pair_J1J2_G80,H500DIMER12D_011_B300_diag_pair_noswap_G80_O-30,3,true,4.458043,0.957913,0.475631,89.940554,0,fail,false,none,ratio;phase,3.200021
H600TRUEB300G1_003_diag_pair_J2J1_G80,H500DIMER12D_010_B300_diag_pair_swap_G80_O-30,3,true,4.457230,0.957854,0.475866,91.289476,0;60,fail,false,none,ratio;phase,3.158388
H600TRUEB300G1_006_diag_pair_J2J1_G60,H500DIMER12D_010_B300_diag_pair_swap_G80_O-30,3,true,1.226767,0.837370,0.919306,102.444247,0;60,fail,false,none,ratio;matrix;phase,-1.091126
H600TRUEB300G1_005_y_pair_J2J1_G100,H500DIMER12D_008_B300_y_pair_swap_G80_O-30,3,true,1.408754,0.253223,0.848676,131.704931,60,fail,false,none,ratio;Tx;matrix;phase,-2.884624
H600TRUEB300G1_001_y_pair_J2J1_G80,H500DIMER12D_008_B300_y_pair_swap_G80_O-30,3,true,0.021413,0.019146,6.834706,142.730973,60,fail,false,none,ratio;Tx;matrix;phase,-11.056930
H600TRUEB300G1_002_y_pair_J1J2_G80,H500DIMER12D_009_B300_y_pair_noswap_G80_O-30,3,true,0.021426,0.019158,6.832523,143.429958,60,fail,false,none,ratio;Tx;matrix;phase,-11.075680
