wavelength_nm,plus1_absolute_efficiency,plus1_blank_normalized
445.0,0.6974731843812688,0.7141090210938954
445.99999999999994,0.7036858189125114,0.7204626263344042
446.99999999999994,0.7200425847464269,0.7372086808768638
448.00000000000006,0.7270858443415236,0.744423591956053
449.0,0.7385910855203325,0.7562020527502906
450.0,0.7459706928105845,0.7637507296687013
450.9999999999999,0.7537874597917144,0.7717499363959818
451.99999999999994,0.7619566363651634,0.7801171777413465
453.00000000000006,0.7670240666743058,0.7853094119348873
453.9999999999999,0.7798852939975718,0.7984754241760054
455.00000000000006,0.8293839042030118,0.8491499509691655
