wavelength_nm,order_n,u_x,air_angle_deg,raw_grating_value,api_normalization,fraction,absolute_efficiency
445.0,-3,-0.767241379310345,-50.10680930186621,0.011945761778151893,transmitted_power_fraction,0.011945761778151893,0.009229307950569343
445.0,-2,-0.5114942528735632,-30.76341252641582,0.0006862057165178548,transmitted_power_fraction,0.0006862057165178548,0.0005301632489246046
445.0,-1,-0.2557471264367816,-14.817860402183731,0.0012204490458390459,transmitted_power_fraction,0.0012204490458390459,0.0009429201997505171
445.0,0,0.0,0.0,0.02243556666930848,transmitted_power_fraction,0.02243556666930848,0.01733374209883264
445.0,1,0.2557471264367816,14.817860402183731,0.902759833336547,transmitted_power_fraction,0.902759833336547,0.6974731843812688
445.0,2,0.5114942528735632,30.76341252641582,0.05587977646230846,transmitted_power_fraction,0.05587977646230846,0.043172773302985544
445.0,3,0.767241379310345,50.10680930186621,0.0050724069913274635,transmitted_power_fraction,0.0050724069913274635,0.003918946907111746
445.99999999999994,-3,-0.7689655172413793,-50.26108387570818,0.011659775764148212,transmitted_power_fraction,0.011659775764148212,0.009057313593151161
445.99999999999994,-2,-0.5126436781609195,-30.840084814858216,0.0007083268405598637,transmitted_power_fraction,0.0007083268405598637,0.0005502282763553083
445.99999999999994,-1,-0.25632183908045975,-14.85192444636312,0.002194519229231086,transmitted_power_fraction,0.002194519229231086,0.0017047024957772307
445.99999999999994,0,0.0,0.0,0.02157726165468533,transmitted_power_fraction,0.02157726165468533,0.016761216445420873
445.99999999999994,1,0.25632183908045975,14.85192444636312,0.905877749792731,transmitted_power_fraction,0.905877749792731,0.7036858189125114
445.99999999999994,2,0.5126436781609195,30.840084814858216,0.05375476067954429,transmitted_power_fraction,0.05375476067954429,0.04175669707958503
445.99999999999994,3,0.7689655172413793,50.26108387570818,0.00422760603910033,transmitted_power_fraction,0.00422760603910033,0.0032840042912462156
446.99999999999994,-3,-0.7706896551724137,-50.415859737580426,0.011840178611892887,transmitted_power_fraction,0.011840178611892887,0.009371482578833057
446.99999999999994,-2,-0.5137931034482758,-30.916818412522304,0.000504184383862507,transmitted_power_fraction,0.000504184383862507,0.0003990611395964224
446.99999999999994,-1,-0.2568965517241379,-14.885993861861795,0.003186758453147019,transmitted_power_fraction,0.003186758453147019,0.0025223142577104935
446.99999999999994,0,0.0,0.0,0.017827187216814002,transmitted_power_fraction,0.017827187216814002,0.014110190387175146
446.99999999999994,1,0.2568965517241379,14.885993861861795,0.9097208195022124,transmitted_power_fraction,0.9097208195022124,0.7200425847464269
446.99999999999994,2,0.5137931034482758,30.916818412522304,0.05316965644013226,transmitted_power_fraction,0.05316965644013226,0.042083698682614606
446.99999999999994,3,0.7706896551724137,50.415859737580426,0.0037512153919388156,transmitted_power_fraction,0.0037512153919388156,0.0029690810288701287
448.00000000000006,-3,-0.7724137931034484,-50.57114294660536,0.011451968057327132,transmitted_power_fraction,0.011451968057327132,0.009123689348864067
448.00000000000006,-2,-0.5149425287356322,-30.993613604678192,0.0005058163657428501,transmitted_power_fraction,0.0005058163657428501,0.00040297976430841395
448.00000000000006,-1,-0.2574712643678161,-14.92006866327333,0.00438662702976049,transmitted_power_fraction,0.00438662702976049,0.003494789900610857
448.00000000000006,0,0.0,0.0,0.016652761627187092,transmitted_power_fraction,0.016652761627187092,0.013267119077399905
448.00000000000006,1,0.2574712643678161,14.92006866327333,0.9126312334790907,transmitted_power_fraction,0.9126312334790907,0.7270858443415236
448.00000000000006,2,0.5149425287356322,30.993613604678192,0.05118756690168997,transmitted_power_fraction,0.05118756690168997,0.04078071617012675
448.00000000000006,3,0.7724137931034484,50.57114294660536,0.003184026539201703,transmitted_power_fraction,0.003184026539201703,0.00253668791921127
449.0,-3,-0.7741379310344828,-50.726939676851345,0.011828594442931753,transmitted_power_fraction,0.011828594442931753,0.009551514919142221
449.0,-2,-0.5160919540229885,-31.070470678185885,0.00038500969364576806,transmitted_power_fraction,0.00038500969364576806,0.0003108928833948988
449.0,-1,-0.25804597701149423,-14.95414886521045,0.005628754839634478,transmitted_power_fraction,0.005628754839634478,0.004545183799000665
449.0,0,0.0,0.0,0.014097085255104896,transmitted_power_fraction,0.014097085255104896,0.011383306848516923
449.0,1,0.25804597701149423,14.95414886521045,0.9146710740383078,transmitted_power_fraction,0.9146710740383078,0.7385910855203325
449.0,2,0.5160919540229885,31.070470678185885,0.05050596576703678,transmitted_power_fraction,0.05050596576703678,0.040783246721067874
449.0,3,0.7741379310344828,50.726939676851345,0.0028835159633384382,transmitted_power_fraction,0.0028835159633384382,0.0023284208344694496
450.0,-3,-0.7758620689655172,-50.883256220421394,0.011323626173961756,transmitted_power_fraction,0.011323626173961756,0.009208891731792583
450.0,-2,-0.5172413793103449,-31.14738992150898,0.0003491832697894209,transmitted_power_fraction,0.0003491832697894209,0.0002839718369931908
450.0,-1,-0.25862068965517243,-14.988234482305128,0.00707673360692513,transmitted_power_fraction,0.00707673360692513,0.005755124074191433
450.0,0,0.0,0.0,0.012884775016308754,transmitted_power_fraction,0.012884775016308754,0.01047848951306206
450.0,1,0.25862068965517243,14.988234482305128,0.9172757708678182,transmitted_power_fraction,0.9172757708678182,0.7459706928105845
450.0,2,0.5172413793103449,31.14738992150898,0.04859377764557125,transmitted_power_fraction,0.04859377764557125,0.03951868688546656
450.0,3,0.7758620689655172,50.883256220421394,0.002496133419625618,transmitted_power_fraction,0.002496133419625618,0.002029970086993719
450.9999999999999,-3,-0.7775862068965518,-51.040098990649035,0.011776577708063847,transmitted_power_fraction,0.011776577708063847,0.009667901321990998
450.9999999999999,-2,-0.5183908045977011,-31.224371624728384,0.00029630499557640533,transmitted_power_fraction,0.00029630499557640533,0.0002432495695658798
450.9999999999999,-1,-0.2591954022988506,-15.022325529208606,0.00838991001202091,transmitted_power_fraction,0.00838991001202091,0.0068876395254507256
450.9999999999999,0,0.0,0.0,0.011345900576811358,transmitted_power_fraction,0.011345900576811358,0.009314339862133593
450.9999999999999,1,0.2591954022988506,15.022325529208606,0.9181968557549415,transmitted_power_fraction,0.9181968557549415,0.7537874597917144
450.9999999999999,2,0.5183908045977011,31.224371624728384,0.047723595744731104,transmitted_power_fraction,0.047723595744731104,0.03917836113582654
450.9999999999999,3,0.7775862068965518,51.040098990649035,0.002270855207854848,transmitted_power_fraction,0.002270855207854848,0.0018642431282083806
451.99999999999994,-3,-0.7793103448275862,-51.197474525406115,0.011263959385321745,transmitted_power_fraction,0.011263959385321745,0.009323981456780366
451.99999999999994,-2,-0.5195402298850574,-31.301416079556272,0.00020794688429085105,transmitted_power_fraction,0.00020794688429085105,0.00017213244710823013
451.99999999999994,-1,-0.2597701149425287,-15.056422020591514,0.010290681251471586,transmitted_power_fraction,0.010290681251471586,0.00851832982382666
451.99999999999994,0,0.0,0.0,0.009931082894958065,transmitted_power_fraction,0.009931082894958065,0.008220664651809975
451.99999999999994,1,0.2597701149425287,15.056422020591514,0.9204918140578561,transmitted_power_fraction,0.9204918140578561,0.7619566363651634
451.99999999999994,2,0.5195402298850574,31.301416079556272,0.04577416494192041,transmitted_power_fraction,0.04577416494192041,0.03789053657937002
451.99999999999994,3,0.7793103448275862,51.197474525406115,0.002040350584181287,transmitted_power_fraction,0.002040350584181287,0.001688943502142599
453.00000000000006,-3,-0.7810344827586206,-51.35538949052732,0.011547394979120877,transmitted_power_fraction,0.011547394979120877,0.00961438826898931
453.00000000000006,-2,-0.5206896551724137,-31.3785235793501,0.00021243051564714252,transmitted_power_fraction,0.00021243051564714252,0.0001768701478823692
453.00000000000006,-1,-0.26034482758620686,-15.0905239711439,0.011481654883636306,transmitted_power_fraction,0.011481654883636306,0.009559652910584065
453.00000000000006,0,0.0,0.0,0.00918916924583676,transmitted_power_fraction,0.00918916924583676,0.007650923966719322
453.00000000000006,1,0.26034482758620686,15.0905239711439,0.921236963660803,transmitted_power_fraction,0.921236963660803,0.7670240666743058
453.00000000000006,2,0.5206896551724137,31.3785235793501,0.04446431707683536,transmitted_power_fraction,0.04446431707683536,0.03702109517039254
453.00000000000006,3,0.7810344827586206,51.35538949052732,0.0018680696381207253,transmitted_power_fraction,0.0018680696381207253,0.001555359182471678
453.9999999999999,-3,-0.7827586206896551,-51.51385068335645,0.011141472849547326,transmitted_power_fraction,0.011141472849547326,0.009403993804313223
453.9999999999999,-2,-0.52183908045977,-31.45569441912687,6.312671149660713e-05,transmitted_power_fraction,6.312671149660713e-05,5.328229147234168e-05
453.9999999999999,-1,-0.260919540229885,-15.124631395575323,0.014741706258659651,transmitted_power_fraction,0.014741706258659651,0.012442781685463906
453.9999999999999,0,0.0,0.0,0.007294839082652854,transmitted_power_fraction,0.007294839082652854,0.006157230957082718
453.9999999999999,1,0.260919540229885,15.124631395575323,0.9239766645581862,transmitted_power_fraction,0.9239766645581862,0.7798852939975718
453.9999999999999,2,0.52183908045977,31.45569441912687,0.04090506593919207,transmitted_power_fraction,0.04090506593919207,0.03452604443341754
453.9999999999999,3,0.7827586206896551,51.51385068335645,0.0018771246002653927,transmitted_power_fraction,0.0018771246002653927,0.0015843926875015364
455.00000000000006,-3,-0.7844827586206898,-51.67286503641983,0.0045626936187333576,transmitted_power_fraction,0.0045626936187333576,0.0039667653281149256
455.00000000000006,-2,-0.5229885057471265,-31.532928895577506,0.0013501510545259573,transmitted_power_fraction,0.0013501510545259573,0.0011738093412237852
