case_id,data_mode,prop_axis,monitor_name,P_total_solid_angle_proxy,eta_5deg,eta_10deg,eta_20deg,eta_30deg,x_cut_peak_deg,x_cut_fwhm_deg,y_cut_peak_deg,y_cut_fwhm_deg,P_total_x,P_total_y,P_total_xy_incoherent
mdc_blue_oujizi_xy_incoherent,farfield3d,3,top_field_monitor_zprop,1.6699452336431372e-13,0.015272191967318292,0.0817690545888586,0.20854817837599826,0.2597368787696172,1.1536842560038256,11.555638110838416,8.102220331075529,31.944026627319605,1.0757014164589352e-13,5.942438171842018e-14,1.6699452336431372e-13
