rank,diameters_nm,phase_fit_RMS_band_max,maximum_phase_error_over_band,maximum_step_drift_peak_to_peak,amplitude_CV_band_max,minimum_T_over_band,all_legacy_engineering_gates_pass
1,"100,115,130,145,155,185",8.089579582214355,13.707109451293945,17.041133880615234,0.006837165914475918,0.9550254940986633,True
2,"110,125,135,150,175,190",7.877202033996582,14.240406036376953,23.090913772583008,0.04973408952355385,0.740563690662384,True
3,"110,125,135,150,175,195",7.593652725219727,10.696797370910645,23.090913772583008,0.049598656594753265,0.740563690662384,True
4,"110,125,135,155,175,195",8.526190757751465,12.7985258102417,23.090913772583008,0.04869336262345314,0.740563690662384,True
5,"125,135,150,175,190,210",7.503439903259277,13.213117599487305,23.423418045043945,0.0683215856552124,0.7140700817108154,True
6,"125,135,150,175,195,210",7.5433478355407715,14.88916015625,23.423418045043945,0.0663515105843544,0.7140700817108154,True
