rank,diameters_nm,phase_fit_RMS_band_max,maximum_phase_error_over_band,maximum_step_drift_peak_to_peak,amplitude_CV_band_max,minimum_T_over_band,all_legacy_engineering_gates_pass
1,"145,150,155,175,185,190",52.7980842590332,83.42379760742188,4.017197132110596,0.009934049099683762,0.9423889517784119,False
2,"130,150,155,175,185,190",40.950927734375,72.84810638427734,4.017197132110596,0.009934346191585064,0.9423889517784119,False
3,"145,150,155,175,190,195",46.67766189575195,74.51548767089844,4.436415672302246,0.014977351762354374,0.909990131855011,False
4,"145,155,175,185,190,195",51.42875671386719,87.68311309814453,4.436415672302246,0.015326113440096378,0.909990131855011,False
5,"145,150,155,185,190,195",46.6197395324707,76.63968658447266,4.436415672302246,0.014455597847700119,0.909990131855011,False
6,"145,150,175,185,190,195",48.98127746582031,84.12138366699219,4.709606647491455,0.015129362232983112,0.909990131855011,False
7,"130,145,150,155,175,185",43.63685989379883,64.08710479736328,4.9455976486206055,0.009979725815355778,0.9423889517784119,False
8,"130,145,150,155,175,190",40.45817184448242,52.33091735839844,4.9455976486206055,0.010104745626449585,0.9423889517784119,False
9,"130,145,155,175,185,190",36.08249282836914,68.79058074951172,4.9455976486206055,0.010142574086785316,0.9423889517784119,False
10,"130,145,150,175,185,190",34.98824691772461,65.22533416748047,4.9455976486206055,0.010472437366843224,0.9423889517784119,False
11,"130,145,150,155,185,190",36.998382568359375,57.49043273925781,4.9455976486206055,0.006623591762036085,0.9550254940986633,False
12,"145,150,155,175,185,195",48.36330032348633,76.89093017578125,5.659634590148926,0.015491873025894165,0.909990131855011,False
13,"125,130,145,155,175,185",27.69693946838379,45.22003936767578,6.3893609046936035,0.00956215150654316,0.9423889517784119,False
14,"125,130,145,150,175,185",29.0786075592041,48.8042106628418,6.3893609046936035,0.010123137384653091,0.9423889517784119,False
15,"125,130,145,150,155,185",36.39944076538086,56.08815383911133,6.3893609046936035,0.006628459319472313,0.9550254940986633,False
16,"125,130,150,155,175,185",30.866687774658203,49.353397369384766,6.3893609046936035,0.009273948147892952,0.9423889517784119,False
17,"150,155,175,185,190,195",56.6524543762207,91.93317413330078,6.762528896331787,0.01462999451905489,0.909990131855011,False
18,"125,130,145,155,175,190",24.202007293701172,42.90373992919922,7.612579822540283,0.009727469645440578,0.9423889517784119,False
19,"125,130,145,150,175,190",26.091880798339844,46.4879150390625,7.612579822540283,0.010264750570058823,0.9423889517784119,False
20,"125,130,145,155,185,190",22.610239028930664,38.91874313354492,7.612579822540283,0.006815376225858927,0.9550254940986633,False
21,"125,130,150,155,175,190",27.405254364013672,38.517181396484375,7.612579822540283,0.009449009783565998,0.9423889517784119,False
22,"125,130,145,150,155,190",34.5526237487793,53.771854400634766,7.612579822540283,0.006459000986069441,0.9550254940986633,False
23,"125,130,150,175,185,190",26.298744201660156,50.60022735595703,7.612579822540283,0.010072254575788975,0.9423889517784119,False
24,"125,130,145,175,185,190",25.25244903564453,46.381282806396484,7.612579822540283,0.010308136232197285,0.9423889517784119,False
25,"125,130,150,155,185,190",25.0557804107666,43.30530548095703,7.612579822540283,0.006272075232118368,0.9550254940986633,False
26,"125,130,145,150,185,190",25.418453216552734,40.932125091552734,7.612579822540283,0.006815961096435785,0.964765727519989,False
27,"125,130,155,175,185,190",29.58429527282715,54.17341613769531,7.612579822540283,0.00950303953140974,0.9423889517784119,False
28,"125,150,155,175,185,190",39.1219482421875,68.66899871826172,7.612579822540283,0.009832210838794708,0.9423889517784119,False
29,"130,145,155,175,185,195",30.820165634155273,54.43045425415039,8.139177322387695,0.015329990535974503,0.909990131855011,False
30,"130,145,155,175,190,195",29.311542510986328,56.752891540527344,8.139177322387695,0.014676116406917572,0.909990131855011,False
31,"130,145,150,175,185,195",29.809226989746094,50.86044692993164,8.139177322387695,0.015153104439377785,0.909990131855011,False
32,"130,145,150,155,175,195",37.216121673583984,48.06915283203125,8.139177322387695,0.014975223690271378,0.909990131855011,False
33,"130,145,150,175,190,195",28.538677215576172,53.182884216308594,8.139177322387695,0.014736603014171124,0.909990131855011,False
34,"130,145,150,155,185,195",32.83747100830078,43.44639587402344,8.139177322387695,0.014447309076786041,0.909990131855011,False
35,"130,150,155,175,185,195",36.17237854003906,58.701072692871094,8.139177322387695,0.014623587019741535,0.909990131855011,False
36,"130,145,155,185,190,195",31.712514877319336,62.18659973144531,8.139177322387695,0.014091345481574535,0.909990131855011,False
37,"130,150,155,175,190,195",34.62596130371094,61.01736831665039,8.139177322387695,0.01380470022559166,0.909990131855011,False
38,"130,145,150,155,190,195",32.23448181152344,45.7626953125,8.139177322387695,0.01359495148062706,0.909990131855011,False
39,"130,150,175,185,190,195",40.74233627319336,73.8644027709961,8.139177322387695,0.014412757940590382,0.909990131855011,False
40,"130,145,175,185,190,195",38.0405387878418,69.6119155883789,8.139177322387695,0.01504958514124155,0.909990131855011,False
41,"130,150,155,185,190,195",36.01247787475586,66.57315826416016,8.139177322387695,0.013129646889865398,0.909990131855011,False
42,"130,145,150,185,190,195",31.59682273864746,58.60242462158203,8.139177322387695,0.014248186722397804,0.909990131855011,False
43,"130,155,175,185,190,195",44.53322982788086,77.44126892089844,8.139177322387695,0.014285406097769737,0.909990131855011,False
44,"125,145,150,155,175,185",39.60161209106445,59.74129867553711,8.802336692810059,0.009877137839794159,0.9423889517784119,False
45,"125,145,150,155,175,190",36.33110427856445,55.81060791015625,8.802336692810059,0.010000676847994328,0.9423889517784119,False
46,"125,145,155,175,185,190",33.62873840332031,64.51557159423828,8.802336692810059,0.01003797072917223,0.9423889517784119,False
47,"125,145,150,175,185,190",31.983993530273438,60.95571517944336,8.802336692810059,0.010356059297919273,0.9423889517784119,False
48,"125,145,150,155,185,190",33.14906311035156,53.371829986572266,8.802336692810059,0.006463997531682253,0.9550254940986633,False
49,"120,130,145,155,175,185",22.480186462402344,41.43718338012695,9.355433464050293,0.009468191303312778,0.9423889517784119,False
50,"120,130,145,150,175,185",23.61924934387207,37.86717224121094,9.355433464050293,0.009997321292757988,0.9423889517784119,False
51,"120,130,145,150,155,185",31.37700653076172,47.50850296020508,9.355433464050293,0.006528599187731743,0.9550254940986633,False
52,"120,125,130,145,155,185",29.117008209228516,56.54692459106445,9.355433464050293,0.006700530648231506,0.9550254940986633,False
53,"120,125,145,155,175,185",21.894550323486328,37.280433654785156,9.355433464050293,0.00939067080616951,0.9423889517784119,False
54,"120,130,150,155,175,185",26.8836727142334,45.71302032470703,9.355433464050293,0.009188944473862648,0.9423889517784119,False
55,"120,125,145,150,175,185",22.41701889038086,34.80990219116211,9.355433464050293,0.009907970204949379,0.9423889517784119,False
56,"120,125,130,150,175,185",24.010986328125,44.876426696777344,9.355433464050293,0.009097862988710403,0.9423889517784119,False
57,"120,125,130,145,175,185",26.293867111206055,49.26298522949219,9.355433464050293,0.009413551539182663,0.9423889517784119,False
58,"120,125,145,150,155,185",29.487390518188477,43.401123046875,9.355433464050293,0.006357567384839058,0.9550254940986633,False
59,"120,125,130,150,155,185",28.228761672973633,52.16036605834961,9.355433464050293,0.005828297231346369,0.9550254940986633,False
60,"120,125,130,145,150,185",33.45954513549805,60.131099700927734,9.355433464050293,0.006928556133061647,0.964765727519989,False
61,"120,125,130,155,175,185",25.010726928710938,41.29225158691406,9.355433464050293,0.008251042105257511,0.9423889517784119,False
62,"120,125,150,155,175,185",27.06797981262207,41.61742401123047,9.355433464050293,0.00911415833979845,0.9423889517784119,False
63,"125,130,145,150,155,175",43.103309631347656,61.85527420043945,9.996073722839355,0.009508767165243626,0.9423889517784119,False
64,"120,125,130,145,150,155",46.450279235839844,72.97083282470703,10.079679489135742,0.006084165535867214,0.9550254940986633,False
65,"120,130,145,155,175,190",18.459041595458984,29.824989318847656,10.578652381896973,0.009628316387534142,0.9423889517784119,False
66,"120,130,145,150,175,190",20.244760513305664,28.39800453186035,10.578652381896973,0.010134262032806873,0.9423889517784119,False
67,"120,125,145,155,175,190",18.26805877685547,28.9094295501709,10.578652381896973,0.009549172595143318,0.9423889517784119,False
68,"120,130,145,155,185,190",17.504955291748047,35.30076217651367,10.578652381896973,0.006556283682584763,0.9550254940986633,False
69,"120,130,150,155,175,190",23.190258026123047,34.13153076171875,10.578652381896973,0.009358582086861134,0.9423889517784119,False
70,"120,125,145,150,175,190",19.325563430786133,32.49360275268555,10.578652381896973,0.010043364949524403,0.9423889517784119,False
71,"120,125,130,150,175,190",22.228727340698242,42.56012725830078,10.578652381896973,0.009289677254855633,0.9423889517784119,False
72,"120,130,145,150,155,190",29.49985694885254,49.8309440612793,10.578652381896973,0.005988210905343294,0.9550254940986633,False
73,"120,130,150,175,185,190",24.204832077026367,46.97126007080078,10.578652381896973,0.00994795374572277,0.9423889517784119,False
74,"120,125,130,145,155,190",28.626100540161133,54.230628967285156,10.578652381896973,0.006367908790707588,0.9550254940986633,False
75,"120,125,130,145,175,190",25.085403442382812,46.94668960571289,10.578652381896973,0.009594414383172989,0.9423889517784119,False
76,"120,130,145,175,185,190",22.370805740356445,42.68401336669922,10.578652381896973,0.010176047682762146,0.9423889517784119,False
77,"120,125,145,155,185,190",18.57196044921875,31.205163955688477,10.578652381896973,0.00643090670928359,0.9550254940986633,False
78,"120,130,150,155,185,190",21.324485778808594,39.687320709228516,10.578652381896973,0.005782017484307289,0.9550254940986633,False
79,"120,130,145,150,185,190",20.38046646118164,31.71658706665039,10.578652381896973,0.006351959425956011,0.964765727519989,False
80,"120,125,130,155,175,190",22.9460506439209,38.975955963134766,10.578652381896973,0.008480088785290718,0.9423889517784119,False
81,"120,130,155,175,185,190",28.372779846191406,50.55543518066406,10.578652381896973,0.009410783648490906,0.9423889517784119,False
82,"120,125,145,150,155,190",27.82452964782715,45.71742248535156,10.578652381896973,0.005881524179130793,0.9550254940986633,False
83,"120,125,130,150,155,190",27.353160858154297,49.84406661987305,10.578652381896973,0.005772091448307037,0.9550254940986633,False
84,"120,125,145,175,185,190",25.079811096191406,39.302066802978516,10.578652381896973,0.010084600187838078,0.9423889517784119,False
85,"120,125,150,155,175,190",23.805566787719727,38.302215576171875,10.578652381896973,0.009282151237130165,0.9423889517784119,False
86,"120,125,130,145,150,190",33.28361129760742,57.81480407714844,10.578652381896973,0.006766462232917547,0.964765727519989,False
87,"120,125,145,150,185,190",20.603374481201172,27.620988845825195,10.578652381896973,0.006126454100012779,0.9679381847381592,False
88,"120,125,150,175,185,190",27.389970779418945,42.87566375732422,10.578652381896973,0.009859082289040089,0.9423889517784119,False
89,"120,125,130,150,185,190",25.631872177124023,37.004337310791016,10.578652381896973,0.006569545250386,0.964765727519989,False
90,"120,125,130,155,185,190",25.48670196533203,40.33685302734375,10.578652381896973,0.006131342612206936,0.9550254940986633,False
91,"120,125,150,155,185,190",23.003459930419922,35.59172439575195,10.578652381896973,0.005579608026891947,0.9550254940986633,False
92,"120,125,130,145,185,190",28.998201370239258,41.390899658203125,10.578652381896973,0.0071302540600299835,0.964765727519989,False
93,"120,125,155,175,185,190",31.992799758911133,46.4598388671875,10.578652381896973,0.009333771653473377,0.9423889517784119,False
94,"120,150,155,175,185,190",39.442955017089844,65.0085220336914,10.578652381896973,0.009649911895394325,0.9423889517784119,False
95,"120,125,130,175,185,190",32.94974899291992,50.18401336669922,10.578652381896973,0.009349117055535316,0.9423889517784119,False
96,"100,105,110,115,120,125",74.76969909667969,113.94316101074219,10.651773452758789,0.004409011919051409,0.9682270884513855,False
97,"115,120,125,130,145,150",49.8574104309082,83.06873321533203,10.791769981384277,0.006076065357774496,0.964765727519989,False
98,"120,145,150,155,175,185",37.564720153808594,62.389713287353516,11.76840877532959,0.009693486616015434,0.9423889517784119,False
99,"120,145,150,155,175,190",34.34429168701172,59.87080001831055,11.76840877532959,0.009812748059630394,0.9423889517784119,False
100,"120,145,155,175,185,190",33.97759246826172,60.79179763793945,11.76840877532959,0.009848544374108315,0.9423889517784119,False
