rank,diameters_nm,phase_fit_RMS_band_max,maximum_phase_error_over_band,maximum_step_drift_peak_to_peak,amplitude_CV_band_max,minimum_T_over_band,all_legacy_engineering_gates_pass
84,"100,115,120,145,150,190",24.98802375793457,41.201148986816406,18.264352798461914,0.004614581353962421,0.9679381847381592,False
85,"100,110,115,120,125,150",53.054080963134766,83.6229019165039,15.938240051269531,0.00461580092087388,0.9682270884513855,False
86,"100,105,110,115,120,130",69.39444732666016,109.84756469726562,358.2494201660156,0.004622144624590874,0.964765727519989,False
87,"100,105,110,125,150,185",38.978515625,50.612308502197266,17.041133880615234,0.004626713693141937,0.9682270884513855,False
88,"105,110,115,125,150,190",40.6229362487793,57.83409118652344,16.958717346191406,0.004648138303309679,0.9679381847381592,False
89,"100,110,120,145,185,190",38.81906509399414,66.18091583251953,18.264352798461914,0.004669752903282642,0.9679381847381592,False
90,"100,120,145,150,185,190",26.34231948852539,35.99409484863281,18.264352798461914,0.004675293806940317,0.9679381847381592,False
91,"105,115,120,125,130,155",48.64105224609375,75.28021240234375,16.459745407104492,0.0046763950958848,0.9550254940986633,False
92,"105,110,115,125,150,185",37.70954513549805,55.517791748046875,15.735498428344727,0.00469964649528265,0.9682270884513855,False
93,"100,110,115,125,150,190",38.682090759277344,57.09260940551758,18.264352798461914,0.004703139886260033,0.9679381847381592,False
94,"110,115,120,130,155,190",34.26375961303711,49.432552337646484,15.254935264587402,0.004705966450273991,0.9550254940986633,False
95,"100,110,115,120,125,130",67.44786834716797,98.07598876953125,358.2494201660156,0.0047186934389173985,0.964765727519989,False
96,"100,105,110,115,125,185",60.85633087158203,83.4334487915039,17.041133880615234,0.004729047417640686,0.9682270884513855,False
97,"100,105,115,120,145,190",45.12805938720703,68.44212341308594,18.264352798461914,0.004733748733997345,0.9679381847381592,False
98,"100,105,120,145,185,190",41.4478874206543,68.75312042236328,18.264352798461914,0.0047344183549284935,0.9679381847381592,False
99,"105,115,120,125,155,190",38.220458984375,67.28361511230469,16.958717346191406,0.004744056146591902,0.9550254940986633,False
100,"105,110,115,120,130,150",50.78459167480469,88.34771728515625,14.632604598999023,0.004755491856485605,0.964765727519989,False
