rank,diameters_nm,phase_fit_RMS_band_max,maximum_phase_error_over_band,maximum_step_drift_peak_to_peak,amplitude_CV_band_max,minimum_T_over_band,all_legacy_engineering_gates_pass
1,"100,105,110,145,150,185",36.06396484375,66.24148559570312,17.041133880615234,0.002526699798181653,0.9798742532730103,False
2,"100,105,110,115,150,185",50.19489288330078,84.40055847167969,17.041133880615234,0.0029054631013423204,0.9744033217430115,False
3,"100,105,110,115,145,150",44.450958251953125,77.6143798828125,15.938240051269531,0.0031712339259684086,0.9744033217430115,False
4,"105,110,115,150,185,190",45.80025863647461,78.2691650390625,16.958717346191406,0.003340920200571418,0.9679381847381592,False
5,"100,105,115,145,150,185",30.64118766784668,50.78679656982422,17.041133880615234,0.0034106201492249966,0.9744033217430115,False
6,"100,105,110,115,150,190",53.31717300415039,86.92073059082031,18.264352798461914,0.003424297319725156,0.9679381847381592,False
7,"100,105,110,150,185,190",52.936946868896484,89.16996002197266,18.264352798461914,0.003485481720417738,0.9679381847381592,False
8,"100,105,110,115,120,150",58.492576599121094,95.39447784423828,15.938240051269531,0.00348713924176991,0.9703324437141418,False
9,"100,105,110,115,145,185",49.53383255004883,80.5999755859375,17.041133880615234,0.003567697713151574,0.9744033217430115,False
10,"105,110,115,145,150,185",30.765586853027344,55.340694427490234,15.735498428344727,0.0035684264730662107,0.9744033217430115,False
11,"100,110,115,145,150,185",29.06129264831543,53.359004974365234,17.041133880615234,0.003577141324058175,0.9744033217430115,False
12,"100,110,115,150,185,190",45.67904281616211,76.2874755859375,18.264352798461914,0.003585914382711053,0.9679381847381592,False
13,"100,105,110,115,185,190",68.86054992675781,103.52845001220703,18.264352798461914,0.0037453309632837772,0.9679381847381592,False
14,"100,105,115,150,185,190",47.94635009765625,73.71526336669922,18.264352798461914,0.003748142160475254,0.9679381847381592,False
15,"100,105,110,120,150,190",47.83379364013672,69.20420837402344,18.264352798461914,0.003755468875169754,0.9679381847381592,False
16,"100,105,110,115,120,190",69.8340072631836,103.83966064453125,18.264352798461914,0.0038262056186795235,0.9679381847381592,False
17,"105,110,115,120,150,190",46.875282287597656,76.79660034179688,16.958717346191406,0.0038497287314385176,0.9679381847381592,False
18,"100,105,110,120,150,185",44.528533935546875,66.8681869506836,17.041133880615234,0.0038776404689997435,0.9703324437141418,False
19,"105,110,145,150,185,190",34.123470306396484,60.11008834838867,16.958717346191406,0.0038941334933042526,0.9679381847381592,False
20,"100,110,115,120,150,190",45.023048400878906,74.81491088867188,18.264352798461914,0.003894877852872014,0.9679381847381592,False
21,"100,105,110,145,150,190",38.81220245361328,68.76165771484375,18.264352798461914,0.003940250258892775,0.9679381847381592,False
22,"105,110,115,145,150,190",33.373138427734375,57.860862731933594,16.958717346191406,0.003941214177757502,0.9679381847381592,False
23,"100,105,115,120,150,190",45.08663558959961,72.24270629882812,18.264352798461914,0.00395298283547163,0.9679381847381592,False
24,"100,105,110,145,185,190",51.29988479614258,85.36937713623047,18.264352798461914,0.003987783566117287,0.9679381847381592,False
25,"100,105,145,150,185,190",39.72113800048828,70.98944091796875,18.264352798461914,0.004013948142528534,0.9679381847381592,False
26,"105,110,120,150,185,190",40.0562858581543,60.50020217895508,16.958717346191406,0.004016475286334753,0.9679381847381592,False
27,"100,110,145,150,185,190",35.29377746582031,58.12840270996094,18.264352798461914,0.0040196324698626995,0.9679381847381592,False
28,"110,115,120,125,130,155",52.313011169433594,86.721435546875,14.755962371826172,0.004042182583361864,0.9550254940986633,False
29,"100,110,120,150,185,190",40.09367370605469,62.380332946777344,18.264352798461914,0.004048558417707682,0.9679381847381592,False
30,"110,115,145,150,185,190",27.889179229736328,47.22760772705078,15.254935264587402,0.004067813046276569,0.9679381847381592,False
31,"105,110,115,120,150,185",43.937950134277344,74.27643585205078,15.735498428344727,0.004091416485607624,0.9703324437141418,False
32,"100,105,110,120,145,150",40.482181549072266,74.4837875366211,15.938240051269531,0.004094978794455528,0.9703324437141418,False
33,"100,105,120,150,185,190",42.87262725830078,64.9525375366211,18.264352798461914,0.004101293161511421,0.9679381847381592,False
34,"100,105,110,120,185,190",63.78938674926758,95.13935852050781,359.0439453125,0.00410393625497818,0.9679381847381592,False
35,"100,110,115,145,150,190",31.965482711791992,55.879173278808594,18.264352798461914,0.004127010703086853,0.9679381847381592,False
36,"100,110,115,120,150,185",41.8370361328125,72.29474639892578,17.041133880615234,0.004162890836596489,0.9703324437141418,False
37,"105,110,115,145,185,190",44.554805755615234,74.46858215332031,16.958717346191406,0.004168644547462463,0.9679381847381592,False
38,"100,105,110,115,120,185",66.59530639648438,101.52336120605469,359.0439453125,0.0041745794005692005,0.9703324437141418,False
39,"105,115,145,150,185,190",28.992887496948242,44.655399322509766,16.958717346191406,0.004176529124379158,0.9679381847381592,False
40,"100,105,115,120,150,185",41.750484466552734,69.75314331054688,17.041133880615234,0.004211663734167814,0.9703324437141418,False
41,"100,105,110,115,145,190",52.876747131347656,83.12014770507812,18.264352798461914,0.004219058435410261,0.9679381847381592,False
42,"100,105,115,145,150,190",33.6017951965332,53.30696487426758,18.264352798461914,0.00422782264649868,0.9679381847381592,False
43,"105,110,120,145,150,190",27.670608520507812,40.09189987182617,16.958717346191406,0.00426150020211935,0.9679381847381592,False
44,"105,110,115,120,185,190",61.02769470214844,93.4043197631836,359.0439453125,0.004310054704546928,0.9679381847381592,False
45,"100,110,115,145,185,190",44.26035690307617,72.48689270019531,18.264352798461914,0.0043109687976539135,0.9679381847381592,False
46,"100,115,145,150,185,190",30.56268310546875,42.673709869384766,18.264352798461914,0.004321901593357325,0.9679381847381592,False
47,"100,105,110,115,125,150",53.58221435546875,91.77649688720703,15.938240051269531,0.00432667788118124,0.9682270884513855,False
48,"105,110,115,120,145,150",44.15035629272461,78.28119659423828,14.632604598999023,0.004337077494710684,0.9703324437141418,False
49,"110,115,120,150,185,190",37.96708297729492,66.16334533691406,15.254935264587402,0.00434149568900466,0.9679381847381592,False
50,"100,105,115,145,185,190",46.386470794677734,72.30691528320312,18.264352798461914,0.00434900401160121,0.9679381847381592,False
51,"100,110,115,120,185,190",60.16630935668945,91.4226303100586,359.0439453125,0.0043689110316336155,0.9679381847381592,False
52,"105,115,120,150,185,190",37.45293045043945,63.59114074707031,16.958717346191406,0.004370243288576603,0.9679381847381592,False
53,"100,105,115,120,185,190",60.91922378540039,92.04842376708984,359.0439453125,0.004393280949443579,0.9679381847381592,False
54,"100,105,120,145,150,185",25.31912612915039,33.0178337097168,17.041133880615234,0.004393803421407938,0.9703324437141418,False
55,"110,115,120,125,150,155",41.2977294921875,72.26834869384766,14.755962371826172,0.0044038002379238605,0.9550254940986633,False
56,"100,110,115,120,145,150",41.0928840637207,69.46078491210938,15.938240051269531,0.004404610954225063,0.9703324437141418,False
57,"100,105,110,115,120,125",74.76969909667969,113.94316101074219,10.651773452758789,0.004409011919051409,0.9682270884513855,False
58,"100,105,110,115,120,145",60.19751739501953,99.78104400634766,19.454111099243164,0.0044144620187580585,0.9703324437141418,False
59,"100,115,120,150,185,190",37.65592956542969,61.60945129394531,18.264352798461914,0.004416222684085369,0.9679381847381592,False
60,"100,105,115,120,145,150",39.49981689453125,71.7490234375,15.938240051269531,0.004440362565219402,0.9703324437141418,False
61,"110,115,120,150,155,190",29.29168701171875,53.4443244934082,15.254935264587402,0.0044497353956103325,0.9550254940986633,False
62,"100,110,120,145,150,190",26.225433349609375,38.11021041870117,18.264352798461914,0.004451836924999952,0.9679381847381592,False
63,"105,110,120,145,150,185",24.825992584228516,37.57173156738281,15.735498428344727,0.004458569921553135,0.9703324437141418,False
64,"100,105,110,120,145,185",44.08941650390625,62.916748046875,17.041133880615234,0.0044832671992480755,0.9703324437141418,False
65,"100,110,120,145,150,185",22.988088607788086,35.59004592895508,17.041133880615234,0.004484332632273436,0.9703324437141418,False
66,"110,115,120,125,155,190",40.804012298583984,69.57186126708984,15.254935264587402,0.00450802082195878,0.9550254940986633,False
67,"110,115,120,130,150,155",37.05401611328125,68.1727523803711,14.755962371826172,0.004516744986176491,0.9550254940986633,False
68,"105,110,115,120,125,150",55.904659271240234,92.44331359863281,14.632604598999023,0.0045181685127317905,0.9682270884513855,False
69,"105,120,145,150,185,190",24.214513778686523,34.01240539550781,16.958717346191406,0.00452372245490551,0.9679381847381592,False
70,"105,110,120,145,185,190",38.97417449951172,64.19922637939453,16.958717346191406,0.004532788414508104,0.9679381847381592,False
71,"105,110,115,120,145,190",47.282596588134766,72.99601745605469,16.958717346191406,0.004532895516604185,0.9679381847381592,False
72,"110,120,145,150,185,190",22.478418350219727,31.440196990966797,15.254935264587402,0.004534299019724131,0.9679381847381592,False
73,"110,115,120,145,150,190",28.894657135009766,45.75504684448242,15.254935264587402,0.004560005385428667,0.9679381847381592,False
74,"110,115,125,150,155,190",22.455291748046875,32.8826904296875,15.254935264587402,0.0045675477012991905,0.9550254940986633,False
75,"100,105,110,120,145,190",47.6268196105957,70.66866302490234,18.264352798461914,0.004572694189846516,0.9679381847381592,False
76,"105,110,115,120,125,130",70.07711791992188,106.89640045166016,13.255956649780273,0.004574896767735481,0.964765727519989,False
77,"105,115,120,145,150,190",26.268613815307617,43.182838439941406,16.958717346191406,0.004575442988425493,0.9679381847381592,False
78,"100,105,120,145,150,190",28.51918601989746,40.48184585571289,18.264352798461914,0.004576125182211399,0.9679381847381592,False
79,"100,105,110,115,125,190",64.20257568359375,89.85163879394531,18.264352798461914,0.004581416957080364,0.9679381847381592,False
80,"100,105,110,125,150,190",42.47209167480469,62.75575637817383,18.264352798461914,0.004583978559821844,0.9679381847381592,False
81,"100,110,115,120,145,190",45.280941009521484,71.01432800292969,18.264352798461914,0.004584051668643951,0.9679381847381592,False
82,"100,105,110,115,130,150",49.051353454589844,87.68090057373047,15.938240051269531,0.004590087570250034,0.964765727519989,False
83,"115,120,125,130,150,155",43.2630500793457,75.0979995727539,12.618910789489746,0.004604356829077005,0.9550254940986633,False
