case_id,diameter_nm,wavelength_nm,x_count,y_count,x_min_nm,x_max_nm,y_min_nm,y_max_nm,integrated_area_nm2,A0_real,A0_imag,blank_A0_real,blank_A0_imag,txx_real,txx_imag,txx_magnitude,txx_power,wrapped_phase_deg,monitor_name,reference_z_nm,post_fsp_sha256
D100,100,445.0,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,1.1774515082352908,-0.18116961911758508,0.32646733274786555,-1.1371753394485054,0.4218050627668411,0.9143233223457858,1.0069293166658595,1.0139066487611748,65.23469200341165,transmission_monitor,893.75,92361ee4cdc8300acabdf85a36d12f63b26ccd8dcde6863a97f0ae56c90cb4dc
D100,100,445.99999999999994,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,1.1675123087870738,-0.23806650910769742,0.28018741578905376,-1.1494234152010876,0.4292136992620656,0.9111107514599939,1.0071480531978512,1.0143472010602217,64.77541956526069,transmission_monitor,893.75,92361ee4cdc8300acabdf85a36d12f63b26ccd8dcde6863a97f0ae56c90cb4dc
D100,100,446.99999999999994,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,1.1548931622808092,-0.2941436030446323,0.23366453527449565,-1.1597476819878632,0.436541805644126,0.9078602531305632,1.00736239124226,1.014778987289324,64.31956890571327,transmission_monitor,893.75,92361ee4cdc8300acabdf85a36d12f63b26ccd8dcde6863a97f0ae56c90cb4dc
D100,100,448.00000000000006,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,1.1396003003192534,-0.34918365062315593,0.18698070073852074,-1.1681510334066514,0.4437051585981138,0.9045371434221472,1.0075027104662675,1.0150617115968756,63.870533387605235,transmission_monitor,893.75,92361ee4cdc8300acabdf85a36d12f63b26ccd8dcde6863a97f0ae56c90cb4dc
D100,100,449.0,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,1.1218205568527275,-0.4030127326753913,0.140220940521873,-1.1746475142854431,0.45067470765987405,0.9012291028591836,1.0076316727677241,1.015321587964682,63.431889351301095,transmission_monitor,893.75,92361ee4cdc8300acabdf85a36d12f63b26ccd8dcde6863a97f0ae56c90cb4dc
D100,100,450.0,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,1.1016977665601133,-0.4556308321375861,0.09346171621462268,-1.1792597053654534,0.45753814915671254,0.8979662928261422,1.0078117983957495,1.015684620985675,62.9999255280534,transmission_monitor,893.75,92361ee4cdc8300acabdf85a36d12f63b26ccd8dcde6863a97f0ae56c90cb4dc
D100,100,450.9999999999999,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,1.0792196045033267,-0.5069901920791874,0.046771344008728774,-1.1820073655530992,0.4643244771048608,0.8946666116231372,1.0079809353315805,1.016025565991928,62.571065517881145,transmission_monitor,893.75,92361ee4cdc8300acabdf85a36d12f63b26ccd8dcde6863a97f0ae56c90cb4dc
D100,100,451.99999999999994,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,1.0544358864210317,-0.5568977847862099,0.00022059694645358647,-1.1829059220152647,0.47095410882508587,0.8913067182777192,1.0080800755228865,1.0162254386662286,62.14864823876032,transmission_monitor,893.75,92361ee4cdc8300acabdf85a36d12f63b26ccd8dcde6863a97f0ae56c90cb4dc
D100,100,453.00000000000006,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,1.0275428705691565,-0.60522989317243,-0.04611421753780944,-1.1819761858550433,0.47740547617003765,0.887968863595802,1.0081689795826692,1.0164046913927605,61.735852625171994,transmission_monitor,893.75,92361ee4cdc8300acabdf85a36d12f63b26ccd8dcde6863a97f0ae56c90cb4dc
D100,100,453.9999999999999,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,0.9986731434177285,-0.652006080613564,-0.09216003826435683,-1.179248959909218,0.48376048655559895,0.8846787776262185,1.0083058801448745,1.0166807479347302,61.32925754404498,transmission_monitor,893.75,92361ee4cdc8300acabdf85a36d12f63b26ccd8dcde6863a97f0ae56c90cb4dc
D100,100,455.00000000000006,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,0.9678298746186026,-0.697184698162233,-0.1378531775091377,-1.174757580422017,0.49004698778309286,0.8813600578268537,1.0084352243787589,1.0169416017678377,60.92540454764711,transmission_monitor,893.75,92361ee4cdc8300acabdf85a36d12f63b26ccd8dcde6863a97f0ae56c90cb4dc
D130,130,445.0,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,-0.45747240520749705,1.0766626558992358,0.32646733274786555,-1.1371753394485054,-0.9813933348216678,-0.1205438915675163,0.9887687836024331,0.9776637074266352,-172.99747269757862,transmission_monitor,893.75,03c977b4aa66d7e7da460710871be9e7913a46529b13947af0bb015c15d321c6
D130,130,445.99999999999994,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,-0.3713696815833018,1.111900201242079,0.28018741578905376,-1.1494234152010876,-0.9874385947660884,-0.08239071191084889,0.9908699247846833,0.9818232078428039,-175.2303560605448,transmission_monitor,893.75,03c977b4aa66d7e7da460710871be9e7913a46529b13947af0bb015c15d321c6
D130,130,446.99999999999994,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,-0.28783336110024416,1.1363997117027034,0.23366453527449565,-1.1597476819878632,-0.9896968571652375,-0.04878328776749573,0.9908984197424854,0.9818796782481547,-177.17810952007633,transmission_monitor,893.75,03c977b4aa66d7e7da460710871be9e7913a46529b13947af0bb015c15d321c6
D130,130,448.00000000000006,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,-0.19987177161004396,1.155807654010307,0.18698070073852074,-1.1681510334066514,-0.9914196366094072,-0.012408869072875537,0.9914972899037077,0.983066875886397,-179.28290838991526,transmission_monitor,893.75,03c977b4aa66d7e7da460710871be9e7913a46529b13947af0bb015c15d321c6
D130,130,449.0,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,-0.11629535611396864,1.1681739827526796,0.140220940521873,-1.1746475142854431,-0.9921691253117015,0.019433516451859662,0.9923594282231976,0.9847772347834716,178.8778968356995,transmission_monitor,893.75,03c977b4aa66d7e7da460710871be9e7913a46529b13947af0bb015c15d321c6
D130,130,450.0,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,-0.029375976904580204,1.173034860160817,0.09346171621462268,-1.1792597053654534,-0.9904742165072915,0.05358908046208592,0.991922861471851,0.983910963110505,176.9030618629244,transmission_monitor,893.75,03c977b4aa66d7e7da460710871be9e7913a46529b13947af0bb015c15d321c6
D130,130,450.9999999999999,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,0.053407936274779785,1.1738055434799286,0.046771344008728774,-1.1820073655530992,-0.989723550371807,0.08434688296219524,0.9933111812649715,0.9866671028260131,175.12887081600286,transmission_monitor,893.75,03c977b4aa66d7e7da460710871be9e7913a46529b13947af0bb015c15d321c6
D130,130,451.99999999999994,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,0.1371706988803493,1.1657955993570368,0.00022059694645358647,-1.1829059220152647,-0.9855136883864595,0.11614457044617166,0.9923340119340913,0.9847267912412093,173.27859233097593,transmission_monitor,893.75,03c977b4aa66d7e7da460710871be9e7913a46529b13947af0bb015c15d321c6
D130,130,453.00000000000006,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,0.21796296440798296,1.155323150854814,-0.04611421753780944,-1.1819761858550433,-0.9831484566379839,0.14604849460798539,0.9939371461852647,0.9879110505669083,171.55040021765313,transmission_monitor,893.75,03c977b4aa66d7e7da460710871be9e7913a46529b13947af0bb015c15d321c6
D130,130,453.9999999999999,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,0.2971616284947994,1.1361242635080444,-0.09216003826435683,-1.179248959909218,-0.977155810197979,0.17562611346518275,0.9928131793719068,0.9856780091345541,169.81090344666677,transmission_monitor,893.75,03c977b4aa66d7e7da460710871be9e7913a46529b13947af0bb015c15d321c6
D130,130,455.00000000000006,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,0.37456642770003096,1.1149443071758125,-0.1378531775091377,-1.174757580422017,-0.9731001866824179,0.20465624477584232,0.9943883305062997,0.9888081518471059,168.1230105952971,transmission_monitor,893.75,03c977b4aa66d7e7da460710871be9e7913a46529b13947af0bb015c15d321c6
D145,145,445.0,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,-1.190189559885603,0.077521765915062,0.32646733274786555,-1.1371753394485054,-0.34057103327536814,-0.9488459744161286,1.0081157234523943,1.0162973118719443,-109.74467860856508,transmission_monitor,893.75,8fe942131dc79126780114fe68b903f6a74f13600c47a8d4734813de0756add5
D145,145,445.99999999999994,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,-1.1811496377427406,0.16971068874739448,0.28018741578905376,-1.1494234152010876,-0.3758094807497673,-0.9359932434595658,1.0086208988630803,1.017316117623368,-111.87589243978522,transmission_monitor,893.75,8fe942131dc79126780114fe68b903f6a74f13600c47a8d4734813de0756add5
