case_id,diameter_nm,wavelength_nm,x_count,y_count,x_min_nm,x_max_nm,y_min_nm,y_max_nm,integrated_area_nm2,A0_real,A0_imag,blank_A0_real,blank_A0_imag,txx_real,txx_imag,txx_magnitude,txx_power,wrapped_phase_deg,monitor_name,reference_z_nm,post_fsp_sha256
D145,145,446.99999999999994,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,-1.1650877908702049,0.26083180145721335,0.23366453527449565,-1.1597476819878632,-0.4106409739301561,-0.9218691057865268,1.0091920816544082,1.0184686576739577,-114.01029032858834,transmission_monitor,893.75,8fe942131dc79126780114fe68b903f6a74f13600c47a8d4734813de0756add5
D145,145,448.00000000000006,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,-1.1420241730200484,0.35039259936085204,0.18698070073852074,-1.1681510334066514,-0.4450380636767226,-0.9063987564439128,1.009761151859289,1.0196175838041983,-116.15084853310198,transmission_monitor,893.75,8fe942131dc79126780114fe68b903f6a74f13600c47a8d4734813de0756add5
D145,145,449.0,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,-1.1119653232012234,0.43794547286196184,0.140220940521873,-1.1746475142854431,-0.47900833868303644,-0.8894568887491631,1.0102388556530697,1.0205825454712238,-118.30425198305427,transmission_monitor,893.75,8fe942131dc79126780114fe68b903f6a74f13600c47a8d4734813de0756add5
D145,145,450.0,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,-1.0749152479656905,0.5230983980884526,0.09346171621462268,-1.1792597053654534,-0.5126040863923572,-0.8708907678606401,1.010551175810032,1.0212136789310384,-120.48095835075145,transmission_monitor,893.75,8fe942131dc79126780114fe68b903f6a74f13600c47a8d4734813de0756add5
D145,145,450.9999999999999,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,-1.0308869512790015,0.6055113056353226,0.046771344008728774,-1.1820073655530992,-0.5459293756772896,-0.8505472384889001,1.0106777370302016,1.0214694881284894,-122.69464519606501,transmission_monitor,893.75,8fe942131dc79126780114fe68b903f6a74f13600c47a8d4734813de0756add5
D145,145,451.99999999999994,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,-0.9799028553875188,0.6848750969292678,0.00022059694645358647,-1.1829059220152647,-0.5791312730835464,-0.8282781264023779,1.0106620039063519,1.0214376861400027,-124.9612089620278,transmission_monitor,893.75,8fe942131dc79126780114fe68b903f6a74f13600c47a8d4734813de0756add5
D145,145,453.00000000000006,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,-0.9219701147120057,0.7608774784612636,-0.04611421753780944,-1.1819761858550433,-0.6123689721983212,-0.803915545914304,1.0105819922568984,1.0212759630739219,-127.29771982233262,transmission_monitor,893.75,8fe942131dc79126780114fe68b903f6a74f13600c47a8d4734813de0756add5
D145,145,453.9999999999999,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,-0.8570196125939101,0.833166148181792,-0.09216003826435683,-1.179248959909218,-0.6457818712430532,-0.7772191672135589,1.0104968377537444,1.0211038591103172,-129.72277624815874,transmission_monitor,893.75,8fe942131dc79126780114fe68b903f6a74f13600c47a8d4734813de0756add5
D145,145,455.00000000000006,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,-0.784803814115136,0.9013200933899305,-0.1378531775091377,-1.174757580422017,-0.6794888564699387,-0.7477913117581133,1.0103944536703202,1.0208969520077449,-132.26020215651496,transmission_monitor,893.75,8fe942131dc79126780114fe68b903f6a74f13600c47a8d4734813de0756add5
D155,155,445.0,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,-0.8182581308597057,-0.8305746530457808,0.32646733274786555,-1.1371753394485054,0.48392577687903326,-0.8584815855739453,0.9854820091191574,0.9711747902975311,-60.59005880558792,transmission_monitor,893.75,b42552351e49738ffd700eae74b9e180fb2991872149371602d2a7abedc8fc78
D155,155,445.99999999999994,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,-0.9007298307764144,-0.753463166712052,0.28018741578905376,-1.1494234152010876,0.438439789271591,-0.8905118242544658,0.9925929467579012,0.9852407579535337,-63.786862852815524,transmission_monitor,893.75,b42552351e49738ffd700eae74b9e180fb2991872149371602d2a7abedc8fc78
D155,155,446.99999999999994,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,-0.9663120213686519,-0.6720276516731163,0.23366453527449565,-1.1597476819878632,0.39553029663753664,-0.9128997977428378,0.9949021340197698,0.989830256277092,-66.57445737182813,transmission_monitor,893.75,b42552351e49738ffd700eae74b9e180fb2991872149371602d2a7abedc8fc78
D155,155,448.00000000000006,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,-1.0227008164486722,-0.5865519006745882,0.18698070073852074,-1.1681510334066514,0.3529419530145573,-0.931980642065113,0.9965720944225913,0.9931559393818302,-69.25827562755421,transmission_monitor,893.75,b42552351e49738ffd700eae74b9e180fb2991872149371602d2a7abedc8fc78
D155,155,449.0,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,-1.0709172787402736,-0.5017330127988877,0.140220940521873,-1.1746475142854431,0.3138316335088676,-0.9491554121532606,0.9996930982109811,0.9993862906106702,-71.70389102832728,transmission_monitor,893.75,b42552351e49738ffd700eae74b9e180fb2991872149371602d2a7abedc8fc78
D155,155,450.0,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,-1.1083567852807135,-0.41647616277869426,0.09346171621462268,-1.1792597053654534,0.27693854650852784,-0.9618237034325545,1.000899492969684,1.0017997950269704,-73.93726743059136,transmission_monitor,893.75,b42552351e49738ffd700eae74b9e180fb2991872149371602d2a7abedc8fc78
D155,155,450.9999999999999,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,-1.137758375797494,-0.32826289466799563,0.046771344008728774,-1.1820073655530992,0.2392537265491079,-0.9720316705553377,1.0010434127600238,1.0020879142302355,-76.1722164601738,transmission_monitor,893.75,b42552351e49738ffd700eae74b9e180fb2991872149371602d2a7abedc8fc78
D155,155,451.99999999999994,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,-1.1615545866768036,-0.23994376846350493,0.00022059694645358647,-1.1829059220152647,0.20265951879306798,-0.9819878919608869,1.0026819538194673,1.0053711005152244,-78.33919092397525,transmission_monitor,893.75,b42552351e49738ffd700eae74b9e180fb2991872149371602d2a7abedc8fc78
D155,155,453.00000000000006,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,-1.177334051410916,-0.15291459378058442,-0.04611421753780944,-1.1819761858550433,0.16797757072065647,-0.9895190031490775,1.003675406622259,1.007364321858357,-80.36549866528577,transmission_monitor,893.75,b42552351e49738ffd700eae74b9e180fb2991872149371602d2a7abedc8fc78
D155,155,453.9999999999999,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,-1.1851993085429617,-0.06479446832120785,-0.09216003826435683,-1.179248959909218,0.13268098024994532,-0.9946766664237492,1.0034868774667405,1.006985913247949,-82.40210663118802,transmission_monitor,893.75,b42552351e49738ffd700eae74b9e180fb2991872149371602d2a7abedc8fc78
D155,155,455.00000000000006,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,-1.1878163424319241,0.023401905072459192,-0.1378531775091377,-1.174757580422017,0.0973888193810711,-0.9996879388550058,1.0044205081700637,1.008860557232609,-84.4358477192604,transmission_monitor,893.75,b42552351e49738ffd700eae74b9e180fb2991872149371602d2a7abedc8fc78
D180,180,445.0,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,0.3774649250095715,-1.1292546233480087,0.32646733274786555,-1.1371753394485054,1.0054594121465097,0.04327852603955649,1.00639041146573,1.0128216602901614,2.4646914158558397,transmission_monitor,893.75,eb32d51b53f7a7524ae3131a02e9bf5b0139f6a37f9f6578ff85515caad70f52
D180,180,445.99999999999994,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,0.28739210404167326,-1.1560529046998236,0.28018741578905376,-1.1494234152010876,1.0068864019793204,0.0045894358929743796,1.0068968613580427,1.0138412894126774,0.26115506722887327,transmission_monitor,893.75,eb32d51b53f7a7524ae3131a02e9bf5b0139f6a37f9f6578ff85515caad70f52
D180,180,446.99999999999994,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,0.19611198512253492,-1.1764715110878567,0.23366453527449565,-1.1597476819878632,1.0075883238976766,-0.03390881735725273,1.0081587366826203,1.016384038349497,-1.9274728780585804,transmission_monitor,893.75,eb32d51b53f7a7524ae3131a02e9bf5b0139f6a37f9f6578ff85515caad70f52
D180,180,448.00000000000006,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,0.10528182836911497,-1.188859940046829,0.18698070073852074,-1.1681510334066514,1.0063699694773272,-0.07095823344369215,1.0088684683145002,1.0178155863592455,-4.03319854009251,transmission_monitor,893.75,eb32d51b53f7a7524ae3131a02e9bf5b0139f6a37f9f6578ff85515caad70f52
D180,180,449.0,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,0.01323455622937983,-1.19348428771513,0.140220940521873,-1.1746475142854431,1.0030872071200663,-0.1084744775167433,1.0089354079228585,1.0179506573604649,-6.172016646868455,transmission_monitor,893.75,eb32d51b53f7a7524ae3131a02e9bf5b0139f6a37f9f6578ff85515caad70f52
D180,180,450.0,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,-0.07804175679632065,-1.1921390602904753,0.09346171621462268,-1.1792597053654534,0.9993990913866352,-0.14538554169246246,1.0099185608739167,1.019935499597643,-8.276925908230817,transmission_monitor,893.75,eb32d51b53f7a7524ae3131a02e9bf5b0139f6a37f9f6578ff85515caad70f52
D180,180,450.9999999999999,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,-0.167747471936446,-1.1825997775725223,0.046771344008728774,-1.1820073655530992,0.9933303046238658,-0.1812229530634692,1.0097261276213398,1.0195468528011862,-10.339317454856374,transmission_monitor,893.75,eb32d51b53f7a7524ae3131a02e9bf5b0139f6a37f9f6578ff85515caad70f52
D180,180,451.99999999999994,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,-0.25759667014166043,-1.1662675854326436,0.00022059694645358647,-1.1829059220152647,0.9858937085857498,-0.21794983902361026,1.0096972501494599,1.019488536959381,-12.465788355998615,transmission_monitor,893.75,eb32d51b53f7a7524ae3131a02e9bf5b0139f6a37f9f6578ff85515caad70f52
D180,180,453.00000000000006,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,-0.34471889046264736,-1.1440483945389615,-0.04611421753780944,-1.1819761858550433,0.9778016341706228,-0.25349777498175746,1.0101272977736233,1.0203571577074422,-14.534106295345845,transmission_monitor,893.75,eb32d51b53f7a7524ae3131a02e9bf5b0139f6a37f9f6578ff85515caad70f52
D180,180,453.9999999999999,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,-0.4298600479178398,-1.113516432070715,-0.09216003826435683,-1.179248959909218,0.966841645595523,-0.2889600893863965,1.0090989549672782,1.018280700916053,-16.639834295502034,transmission_monitor,893.75,eb32d51b53f7a7524ae3131a02e9bf5b0139f6a37f9f6578ff85515caad70f52
D180,180,455.00000000000006,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,-0.5138153423930635,-1.0773815712074695,-0.1378531775091377,-1.174757580422017,0.955280204995905,-0.32528151943103295,1.009142376942114,1.0183683369403795,-18.804171401346082,transmission_monitor,893.75,eb32d51b53f7a7524ae3131a02e9bf5b0139f6a37f9f6578ff85515caad70f52
D230,230,445.0,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,0.44672767005745273,0.9946493229037656,0.32646733274786555,-1.1371753394485054,-0.7038754243562197,0.5949126567956451,0.9216082042974126,0.8493616822283014,139.7956406360581,transmission_monitor,893.75,eb503645f548876e56901e799b52985689346e29a66e49635f2d915d36e1dd61
D230,230,445.99999999999994,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,0.6007536905829516,0.9258003613130539,0.28018741578905376,-1.1494234152010876,-0.640013086400361,0.6786683592974947,0.9328491264268137,0.8702074926752695,133.32093645553715,transmission_monitor,893.75,eb503645f548876e56901e799b52985689346e29a66e49635f2d915d36e1dd61
D230,230,446.99999999999994,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,0.7344365877522298,0.8362274091630951,0.23366453527449565,-1.1597476819878632,-0.5703009036496389,0.7481762601007105,0.9407501458314427,0.8850108368818806,127.31663358736671,transmission_monitor,893.75,eb503645f548876e56901e799b52985689346e29a66e49635f2d915d36e1dd61
D230,230,448.00000000000006,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,0.8471858994060207,0.7307867494182444,0.18698070073852074,-1.1681510334066514,-0.4967793484362499,0.8047538573394406,0.9457370099216028,0.8944184919354539,121.68728058373677,transmission_monitor,893.75,eb503645f548876e56901e799b52985689346e29a66e49635f2d915d36e1dd61
D230,230,449.0,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,0.9381050706839973,0.6146635533270566,0.140220940521873,-1.1746475142854431,-0.42192816539483485,0.8489936110535965,0.9480577663640949,0.8988135283632768,116.42620417268888,transmission_monitor,893.75,eb503645f548876e56901e799b52985689346e29a66e49635f2d915d36e1dd61
D230,230,450.0,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,1.0085428668184901,0.4914579810495022,0.09346171621462268,-1.1792597053654534,-0.34679178161318636,0.8827187235865,0.9483970079901285,0.8994568847646278,111.44826634420212,transmission_monitor,893.75,eb503645f548876e56901e799b52985689346e29a66e49635f2d915d36e1dd61
D230,230,450.9999999999999,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,1.0586346362517578,0.36471168624462325,0.046771344008728774,-1.1820073655530992,-0.27268651092323437,0.9064144455304229,0.9465437550930814,0.8959450803057113,106.74343430724855,transmission_monitor,893.75,eb503645f548876e56901e799b52985689346e29a66e49635f2d915d36e1dd61
D230,230,451.99999999999994,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,1.0904996860714433,0.23697178369312402,0.00022059694645358647,-1.1829059220152647,-0.2001582769149464,0.9219193344794712,0.9433973686123104,0.8899985951046314,102.24940457599382,transmission_monitor,893.75,eb503645f548876e56901e799b52985689346e29a66e49635f2d915d36e1dd61
D230,230,453.00000000000006,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,1.1044739767251592,0.1102134033129636,-0.04611421753780944,-1.1819761858550433,-0.12950423041313283,0.9293774304574196,0.9383569437791429,0.8805137539385336,97.93280778136685,transmission_monitor,893.75,eb503645f548876e56901e799b52985689346e29a66e49635f2d915d36e1dd61
D230,230,453.9999999999999,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,1.1026299993846036,-0.013503677285339773,-0.09216003826435683,-1.179248959909218,-0.0612485909997991,0.9302406567132977,0.9322548306669416,0.869099069301848,93.76701214476094,transmission_monitor,893.75,eb503645f548876e56901e799b52985689346e29a66e49635f2d915d36e1dd61
D230,230,455.00000000000006,18,18,-145.0,145.0,-145.0,145.0,84099.99999999999,1.085313629351651,-0.13347980478673793,-0.1378531775091377,-1.174757580422017,0.005140941710083715,0.9244650493011802,0.9244793435556579,0.8546620566611001,89.68138197689206,transmission_monitor,893.75,eb503645f548876e56901e799b52985689346e29a66e49635f2d915d36e1dd61
