wavelength_nm,face,normal,transmission_T,power_W,sourcepower_W,source_normalized_power
400.00000000000006,ic1_flux_top,+z,0.006086661883541279,2.2471632707386244e-17,3.691946938625089e-15,0.006086661883541279
401.0000000000001,ic1_flux_top,+z,0.0067163458412915185,2.4549970602251333e-17,3.655257067216554e-15,0.0067163458412915185
402.0000000000001,ic1_flux_top,+z,0.0071050605948867925,2.57133694449664e-17,3.619021836839957e-15,0.007105060594886793
403.0000000000001,ic1_flux_top,+z,0.006991151366112102,2.5050934796478804e-17,3.5832345038196555e-15,0.006991151366112102
404.00000000000006,ic1_flux_top,+z,0.006932284606791365,2.4594972425410127e-17,3.5478884408922163e-15,0.006932284606791365
405.00000000000017,ic1_flux_top,+z,0.006729126124133404,2.3639266212042688e-17,3.5129771349154225e-15,0.006729126124133404
406.00000000000006,ic1_flux_top,+z,0.006826087237176995,2.3744504758282955e-17,3.4784941846279072e-15,0.006826087237176995
407.0000000000001,ic1_flux_top,+z,0.006948248840149965,2.39327796709854e-17,3.4444332984580984e-15,0.006948248840149965
408.00000000000006,ic1_flux_top,+z,0.007185533739421548,2.4508334352930415e-17,3.4107882923813796e-15,0.007185533739421549
409.0,ic1_flux_top,+z,0.007348255578988183,2.4819123320932732e-17,3.3775530878241718e-15,0.007348255578988183
410.00000000000017,ic1_flux_top,+z,0.007453241166979044,2.4929017538182683e-17,3.3447217096138784e-15,0.007453241166979043
411.0,ic1_flux_top,+z,0.007491649283587574,2.48145021496663e-17,3.3122882839735953e-15,0.007491649283587575
412.0000000000001,ic1_flux_top,+z,0.007674920816014194,2.517563626256607e-17,3.280247036560372e-15,0.007674920816014193
413.0000000000001,ic1_flux_top,+z,0.00780773049436519,2.5364133090657078e-17,3.248592290546181e-15,0.00780773049436519
414.00000000000006,ic1_flux_top,+z,0.007824085167845834,2.5172573680211673e-17,3.217318464740372e-15,0.007824085167845834
415.0000000000001,ic1_flux_top,+z,0.007974465628710646,2.540999734082577e-17,3.186420071752719e-15,0.007974465628710646
416.0,ic1_flux_top,+z,0.007827888638747308,2.4703968910328155e-17,3.1558917161960944e-15,0.00782788863874731
417.00000000000006,ic1_flux_top,+z,0.007625652847628615,2.3835717332747147e-17,3.1257280929277357e-15,0.007625652847628615
418.00000000000006,ic1_flux_top,+z,0.007702619810106634,2.3846725419974132e-17,3.0959239853283118e-15,0.007702619810106634
419.0000000000001,ic1_flux_top,+z,0.0077033119082978285,2.3622007711415584e-17,3.06647426361777e-15,0.0077033119082978285
420.00000000000017,ic1_flux_top,+z,0.007568063134715064,2.2987037311846535e-17,3.037373883207172e-15,0.007568063134715064
421.00000000000006,ic1_flux_top,+z,0.007192377899762554,2.1639116771135443e-17,3.008617883085624e-15,0.007192377899762555
422.00000000000006,ic1_flux_top,+z,0.006725812256957844,2.0044274998334063e-17,2.9802013842414774e-15,0.006725812256957844
423.0,ic1_flux_top,+z,0.006341177765616679,1.8719915093609278e-17,2.952119588117046e-15,0.0063411777656166785
424.00000000000006,ic1_flux_top,+z,0.006171041590292055,1.8046395165426906e-17,2.924367775095943e-15,0.006171041590292054
