candidate_id,backbone_id,common_mode_delta_nm,actual_txx_phase_deg,Txx,Tyy,sigma2_over_sigma1,matrix_projection_error,R_total,projector_preserved_from_backbone,dactual_txx_phase_deg_dstep,dTxx_dstep,dTyy_dstep,dsigma2_over_sigma1_dstep,dmatrix_projection_error_dstep,dR_total_dstep,projector_damage,phase_leverage
LP_H500_D4_B120_A_CM-1,LP_H500_D0_CTRL_B120_J2LP05,-1.0,89.10440895399822,0.9978734712922429,0.19023245169517355,0.43662094378637684,0.43662094378637684,5.245548077628858,False,,,,,,,False,
LP_H500_D4_B120_A_CM-2,LP_H500_D0_CTRL_B120_J2LP05,-2.0,85.14827160520018,0.9952518761998028,0.3501207108836445,0.5931197673157067,0.5931197673157068,2.842596411071936,False,3.9561373487980376,0.0026215950924400877,-0.15988825918847094,-0.15649882352932987,-0.15649882352932998,2.4029516665569224,0,3.9561373487980376
LP_H500_D4_B120_A_CM-3,LP_H500_D0_CTRL_B120_J2LP05,-3.0,81.17089848045201,1.0012495629176112,0.4998614626806606,0.7065675012667442,0.7065675012667442,2.003054121332144,False,3.977373124748169,-0.005997686717808426,-0.14974075179701613,-0.11344773395103747,-0.11344773395103736,0.839542289739792,0,3.977373124748169
LP_H500_D4_B120_A_CM-4,LP_H500_D0_CTRL_B120_J2LP05,-4.0,77.21086671779791,0.9987302421120796,0.6436290161413963,0.8027747555786273,0.8027747555786273,1.5517172424878254,False,3.960031762654097,0.002519320805531633,-0.14376755346073572,-0.09620725431188315,-0.09620725431188315,0.4513368788443186,0,3.960031762654097
LP_H500_D4_B120_A_CM-5,LP_H500_D0_CTRL_B120_J2LP05,-5.0,72.70715400515081,0.9922145674940854,0.7230837592994066,0.8536729181889803,0.8536729181889808,1.3721986626493154,False,4.503712712647101,0.006515674617994183,-0.07945474315801027,-0.05089816261035296,-0.050898162610353515,0.17951857983850994,0,4.503712712647101
LP_H500_D4_B120_B_CM-1,LP_H500_D1_B120_J2WP02,-1.0,91.07201246092419,1.0080406491106833,0.17676765359220234,0.418757285484009,0.41875728548400903,5.70263070548078,False,,,,,,,False,
LP_H500_D4_B120_B_CM-2,LP_H500_D1_B120_J2WP02,-2.0,86.9282534040624,1.011537375440529,0.3524966953285931,0.5903187229276713,0.5903187229276712,2.8696364784287867,False,4.143759056861782,-0.0034967263298457674,-0.17572904173639078,-0.1715614374436623,-0.17156143744366215,2.832994227051993,0,4.143759056861782
LP_H500_D4_B120_B_CM-3,LP_H500_D1_B120_J2WP02,-3.0,82.96321029510169,1.0103849844469612,0.4846811882562105,0.6926034336045661,0.692603433604566,2.0846383332559935,False,3.965043108960714,0.0011523909935677867,-0.13218449292761736,-0.10228471067689482,-0.10228471067689482,0.7849981451727932,0,3.965043108960714
