evaluation_label,wavelength_nm,angle_deg,T_TE,T_TM,T_unpolarized,energy_residual,candidate_id,static_structure_id,topology
453nm,453.0,51.0,0.0022585569151005297,0.03248814350095817,0.01737335020802935,3.3306690738754696e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
453nm,453.0,52.0,0.002098726367135115,0.03378995834854608,0.0179443423578406,4.440892098500626e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
453nm,453.0,53.0,0.0019532591445303896,0.03529481912404313,0.018624039134286757,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
453nm,453.0,54.0,0.0018205539675746679,0.037021223298722115,0.019420888633148392,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
453nm,453.0,55.0,0.001699203887516824,0.0389903564921356,0.020344780189826214,4.440892098500626e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
453nm,453.0,56.0,0.0015879701858954448,0.0412262717846885,0.02140712098529197,0.0,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
453nm,453.0,57.0,0.0014857600604266511,0.0437560584903365,0.022620909275381577,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
453nm,453.0,58.0,0.0013916075138174554,0.04660998448458046,0.024000795999198958,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
453nm,453.0,59.0,0.0013046569572712286,0.04982159068977231,0.025563123823521768,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
453nm,453.0,60.0,0.0012241491194587653,0.05342770940388277,0.027325929261670767,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-60.0,0.0011936447999591933,0.0492951799287637,0.025244412364361445,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-59.0,0.0012767194138366788,0.04630484987656449,0.023790784645200583,6.661338147750939e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-58.0,0.0013668924460032432,0.043637152405905495,0.02250202242595437,3.3306690738754696e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-57.0,0.0014650333785068378,0.041265315313466465,0.02136517434598665,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-56.0,0.001572129409934637,0.03916474651166004,0.02036843796079734,4.440892098500626e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-55.0,0.0016893039105672523,0.0373131283770178,0.019501216143792525,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-54.0,0.0018178381386018238,0.03569043935373973,0.018754138746170778,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-53.0,0.0019591968547275824,0.03427892696924708,0.01811906191198733,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-52.0,0.0021150586098633755,0.03306305116396557,0.017589054886914476,4.440892098500626e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-51.0,0.0022873516509172324,0.03202941262128246,0.017158382136099846,3.3306690738754696e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-50.0,0.002478296600344839,0.031166677484455785,0.016822487042400313,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-49.0,0.0026904573277165577,0.030465507343433607,0.016577982335575083,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-48.0,0.002926801759086754,0.029918501553560645,0.0164226516563237,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-47.0,0.0031907747802095766,0.029520157712741607,0.016355466246475592,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-46.0,0.0034863859051247857,0.0292668553951404,0.016376620650132595,4.440892098500626e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-45.0,0.0038183150314908426,0.029156867959682788,0.016487591495586814,1.1102230246251565e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-44.0,0.004192040426020773,0.029190407383511297,0.016691223904766034,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-43.0,0.004613994126483445,0.0293697075991992,0.016991850862841322,5.551115123125783e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-42.0,0.005091751274714155,0.029699152747965724,0.017395452011339938,0.0,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-41.0,0.005634261590970358,0.030185458131877396,0.017909859861423877,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-40.0,0.006252133372030118,0.030837913515475816,0.018545023443752966,3.3306690738754696e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-39.0,0.006957983184785662,0.0316687008811031,0.01931334203294438,1.1102230246251565e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-38.0,0.00776686801746253,0.03269330190674041,0.02023008496210147,4.440892098500626e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-37.0,0.008696821280450306,0.033931014474551775,0.02131391787750104,0.0,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-36.0,0.009769520025871836,0.03540560264167851,0.022587561333775173,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-35.0,0.011011118473178382,0.03714611096994885,0.02407861472156362,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-34.0,0.012453292883675303,0.039187882223261604,0.025820587553468454,0.0,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-33.0,0.014134555631617552,0.04157382754072136,0.027854191586169454,0.0,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-32.0,0.016101912698782007,0.04435601062001897,0.030228961659400488,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-31.0,0.01841295957734746,0.04759762245855564,0.03300529101795155,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-30.0,0.021138536478119398,0.05137544081522497,0.036256988646672185,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-29.0,0.024366095302414997,0.05578288823118089,0.04007449176679794,0.0,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-28.0,0.028203967727306403,0.06093382249875052,0.04456889511302846,4.440892098500626e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-27.0,0.03278676378321875,0.06696721001483592,0.04987698689902734,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-26.0,0.03828216738405503,0.07405283757631553,0.05616750248018528,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-25.0,0.04489941569688669,0.0823981967458455,0.0636488062213661,4.440892098500626e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-24.0,0.05289972504198419,0.09225659939562665,0.07257816221880542,4.440892098500626e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-23.0,0.06260880359527615,0.10393640526625064,0.0832726044307634,4.440892098500626e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-22.0,0.07443127293750941,0.11781088167286455,0.09612107730518699,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-21.0,0.0888661379662487,0.13432754378318126,0.11159684087471498,0.0,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-20.0,0.10652112610394418,0.1540146536164278,0.130267889860186,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-19.0,0.1281213679243368,0.17748064905841743,0.15280100849137712,4.440892098500626e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-18.0,0.1545040483454518,0.2053994185331093,0.17995173343928056,4.440892098500626e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-17.0,0.18658505320620733,0.2384705838019411,0.2125278185040742,5.551115123125783e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-16.0,0.22527694908933263,0.2773401645617204,0.2513085568255265,4.440892098500626e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-15.0,0.2713330446918164,0.32246581503243227,0.29689942986212436,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-14.0,0.32509768362655433,0.37391776528482884,0.34950772445569156,1.1102230246251565e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-13.0,0.3861716718629785,0.43112979448465955,0.40865073317381906,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-12.0,0.4530659231733232,0.4926596325478387,0.47286277786058095,6.661338147750939e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-11.0,0.5230050817616277,0.5560750285164466,0.5395400551390372,4.440892098500626e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-10.0,0.5920935284083546,0.6181094106932699,0.6051014695508122,6.661338147750939e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-9.0,0.6559671133992586,0.6751676662469008,0.6655673898230797,4.440892098500626e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-8.0,0.7107918547287045,0.7240877482171175,0.7174398014729111,4.440892098500626e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-7.0,0.7541956629881038,0.7628727082409135,0.7585341856145087,8.881784197001252e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-6.0,0.7856974394119793,0.7910707011918399,0.7883840703019096,5.551115123125783e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-5.0,0.8064930717051301,0.8096629735420566,0.8080780226235933,9.992007221626409e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-4.0,0.8188139575057499,0.8205802182821069,0.8196970878939285,1.3322676295501878e-15,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-3.0,0.8252090851731556,0.826104113866251,0.8256565995197034,1.3322676295501878e-15,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-2.0,0.8279956178312572,0.8283668671483133,0.8281812424897852,1.4432899320127035e-15,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,-1.0,0.8289429765219966,0.8290323287534836,0.8289876526377401,9.992007221626409e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,0.0,0.82913743546815,0.8291374354681486,0.8291374354681493,1.3322676295501878e-15,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,1.0,0.8289429765219966,0.8290323287534836,0.8289876526377401,9.992007221626409e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,2.0,0.8279956178312572,0.8283668671483133,0.8281812424897852,1.4432899320127035e-15,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,3.0,0.8252090851731556,0.826104113866251,0.8256565995197034,1.3322676295501878e-15,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,4.0,0.8188139575057499,0.8205802182821069,0.8196970878939285,1.3322676295501878e-15,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,5.0,0.8064930717051301,0.8096629735420566,0.8080780226235933,9.992007221626409e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,6.0,0.7856974394119793,0.7910707011918399,0.7883840703019096,5.551115123125783e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,7.0,0.7541956629881038,0.7628727082409135,0.7585341856145087,8.881784197001252e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,8.0,0.7107918547287045,0.7240877482171175,0.7174398014729111,4.440892098500626e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,9.0,0.6559671133992586,0.6751676662469008,0.6655673898230797,4.440892098500626e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,10.0,0.5920935284083546,0.6181094106932699,0.6051014695508122,6.661338147750939e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,11.0,0.5230050817616277,0.5560750285164466,0.5395400551390372,4.440892098500626e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,12.0,0.4530659231733232,0.4926596325478387,0.47286277786058095,6.661338147750939e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,13.0,0.3861716718629785,0.43112979448465955,0.40865073317381906,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,14.0,0.32509768362655433,0.37391776528482884,0.34950772445569156,1.1102230246251565e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,15.0,0.2713330446918164,0.32246581503243227,0.29689942986212436,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,16.0,0.22527694908933263,0.2773401645617204,0.2513085568255265,4.440892098500626e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,17.0,0.18658505320620733,0.2384705838019411,0.2125278185040742,5.551115123125783e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,18.0,0.1545040483454518,0.2053994185331093,0.17995173343928056,4.440892098500626e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,19.0,0.1281213679243368,0.17748064905841743,0.15280100849137712,4.440892098500626e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,20.0,0.10652112610394418,0.1540146536164278,0.130267889860186,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,21.0,0.0888661379662487,0.13432754378318126,0.11159684087471498,0.0,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,22.0,0.07443127293750941,0.11781088167286455,0.09612107730518699,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,23.0,0.06260880359527615,0.10393640526625064,0.0832726044307634,4.440892098500626e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,24.0,0.05289972504198419,0.09225659939562665,0.07257816221880542,4.440892098500626e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,25.0,0.04489941569688669,0.0823981967458455,0.0636488062213661,4.440892098500626e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,26.0,0.03828216738405503,0.07405283757631553,0.05616750248018528,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,27.0,0.03278676378321875,0.06696721001483592,0.04987698689902734,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,28.0,0.028203967727306403,0.06093382249875052,0.04456889511302846,4.440892098500626e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,29.0,0.024366095302414997,0.05578288823118089,0.04007449176679794,0.0,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,30.0,0.021138536478119398,0.05137544081522497,0.036256988646672185,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,31.0,0.01841295957734746,0.04759762245855564,0.03300529101795155,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,32.0,0.016101912698782007,0.04435601062001897,0.030228961659400488,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,33.0,0.014134555631617552,0.04157382754072136,0.027854191586169454,0.0,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,34.0,0.012453292883675303,0.039187882223261604,0.025820587553468454,0.0,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,35.0,0.011011118473178382,0.03714611096994885,0.02407861472156362,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,36.0,0.009769520025871836,0.03540560264167851,0.022587561333775173,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,37.0,0.008696821280450306,0.033931014474551775,0.02131391787750104,0.0,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,38.0,0.00776686801746253,0.03269330190674041,0.02023008496210147,4.440892098500626e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,39.0,0.006957983184785662,0.0316687008811031,0.01931334203294438,1.1102230246251565e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,40.0,0.006252133372030118,0.030837913515475816,0.018545023443752966,3.3306690738754696e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,41.0,0.005634261590970358,0.030185458131877396,0.017909859861423877,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,42.0,0.005091751274714155,0.029699152747965724,0.017395452011339938,0.0,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,43.0,0.004613994126483445,0.0293697075991992,0.016991850862841322,5.551115123125783e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,44.0,0.004192040426020773,0.029190407383511297,0.016691223904766034,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,45.0,0.0038183150314908426,0.029156867959682788,0.016487591495586814,1.1102230246251565e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,46.0,0.0034863859051247857,0.0292668553951404,0.016376620650132595,4.440892098500626e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,47.0,0.0031907747802095766,0.029520157712741607,0.016355466246475592,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,48.0,0.002926801759086754,0.029918501553560645,0.0164226516563237,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,49.0,0.0026904573277165577,0.030465507343433607,0.016577982335575083,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,50.0,0.002478296600344839,0.031166677484455785,0.016822487042400313,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,51.0,0.0022873516509172324,0.03202941262128246,0.017158382136099846,3.3306690738754696e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,52.0,0.0021150586098633755,0.03306305116396557,0.017589054886914476,4.440892098500626e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,53.0,0.0019591968547275824,0.03427892696924708,0.01811906191198733,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,54.0,0.0018178381386018238,0.03569043935373973,0.018754138746170778,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,55.0,0.0016893039105672523,0.0373131283770178,0.019501216143792525,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,56.0,0.001572129409934637,0.03916474651166004,0.02036843796079734,4.440892098500626e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,57.0,0.0014650333785068378,0.041265315313466465,0.02136517434598665,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,58.0,0.0013668924460032432,0.043637152405905495,0.02250202242595437,3.3306690738754696e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,59.0,0.0012767194138366788,0.04630484987656449,0.023790784645200583,6.661338147750939e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
own_peak,450.20000000000687,60.0,0.0011936447999591933,0.0492951799287637,0.025244412364361445,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G3_A3,Explicit
448nm,448.0,-60.0,0.0011596457211132175,0.049602511671909016,0.025381078696511118,4.440892098500626e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G4_A2,Explicit
448nm,448.0,-59.0,0.0012442090681126985,0.04658720915487993,0.023915709111496316,1.1102230246251565e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G4_A2,Explicit
448nm,448.0,-58.0,0.0013363903056211504,0.04391863289508783,0.02262751160035449,1.1102230246251565e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G4_A2,Explicit
448nm,448.0,-57.0,0.0014371539947574535,0.04156483110191096,0.021500992548334208,4.440892098500626e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G4_A2,Explicit
448nm,448.0,-56.0,0.0015476019450804761,0.03949731589849919,0.020522458921789832,3.3306690738754696e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G4_A2,Explicit
448nm,448.0,-55.0,0.001668995883473436,0.03769091170047428,0.019679953791973858,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G4_A2,Explicit
448nm,448.0,-54.0,0.0018027843621375122,0.03612357991578204,0.018963182138959776,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G4_A2,Explicit
448nm,448.0,-53.0,0.0019506347904590727,0.03477623703883345,0.018363435914646262,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G4_A2,Explicit
448nm,448.0,-52.0,0.0021144716807438026,0.033632578737145376,0.01787352520894459,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G4_A2,Explicit
448nm,448.0,-51.0,0.0022965224555676843,0.03267891924124983,0.017487720848408758,3.3306690738754696e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G4_A2,Explicit
448nm,448.0,-50.0,0.0024993724894827045,0.0319040530306013,0.017201712760042003,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G4_A2,Explicit
448nm,448.0,-49.0,0.0027260314692139484,0.03129914428462831,0.01701258787692113,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G4_A2,Explicit
448nm,448.0,-48.0,0.0029800136794087173,0.0308576487045372,0.01691883119197296,4.440892098500626e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G4_A2,Explicit
448nm,448.0,-47.0,0.003265435488477596,0.03057527201143257,0.016920353749955083,2.220446049250313e-16,EX_N3_L79_H45_C156,P1_EXPLICIT_FAB_G4_A2,Explicit
