evaluation_label,wavelength_nm,angle_deg,T_TE,T_TM,T_unpolarized,energy_residual,candidate_id,static_structure_id,topology
453nm,453.0,53.0,0.0004192114652060773,0.026804515609066496,0.013611863537136287,4.440892098500626e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
453nm,453.0,54.0,0.0003988502135481522,0.03021465761429647,0.01530675391392231,4.440892098500626e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
453nm,453.0,55.0,0.0003804619282971834,0.03427185219429025,0.017326157061293715,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
453nm,453.0,56.0,0.0003638176217235816,0.03910722239946144,0.019735520010592512,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
453nm,453.0,57.0,0.0003487136705917842,0.044878413467564236,0.02261356356907801,3.3306690738754696e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
453nm,453.0,58.0,0.000334967956107361,0.05177345889125276,0.02605421342368006,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
453nm,453.0,59.0,0.0003224165426307373,0.060014126543758865,0.0301682715431948,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
453nm,453.0,60.0,0.0003109108136256211,0.06985786745999556,0.03508438913681059,4.440892098500626e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-60.0,0.0002754660360224523,0.05953959070259695,0.0299075283693097,3.3306690738754696e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-59.0,0.00028736036530776474,0.05156964521019929,0.025928502787753528,4.440892098500626e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-58.0,0.00030035824523029584,0.044866628307854935,0.022583493276542615,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-57.0,0.0003146174253337833,0.03923009397722771,0.019772355701280747,4.440892098500626e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-56.0,0.0003303144023301272,0.03448799555662771,0.017409154979478918,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-55.0,0.00034764785353999224,0.030494548667106252,0.015421098260323122,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-54.0,0.0003668426787337486,0.027127361484079886,0.013747102081406818,0.0,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-53.0,0.0003881547698983835,0.024284359094402616,0.0123362569321505,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-52.0,0.0004118766565657584,0.021880807505705823,0.01114634208113579,3.3306690738754696e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-51.0,0.00043834420899482217,0.01984659623958889,0.010142470224291857,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-50.0,0.0004679446244871678,0.018123846448058697,0.009295895536272933,4.440892098500626e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-49.0,0.0005011259757293564,0.016664857126539683,0.00858299155113452,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-48.0,0.0005384086672674126,0.015430372289601249,0.007984390478434331,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-47.0,0.0005803992308852724,0.014388137724552795,0.007484268477719033,4.440892098500626e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-46.0,0.0006278069978064781,0.01351171093512785,0.007069758966467164,3.3306690738754696e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-45.0,0.0006814643218480404,0.012779488112650669,0.006730476217249355,3.3306690738754696e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-44.0,0.0007423512015813402,0.012173914918683585,0.006458133060132463,1.1102230246251565e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-43.0,0.0008116253726273619,0.01168085203022142,0.00624623870142439,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-42.0,0.0008906592285976276,0.01128907093260219,0.0060898650805999086,1.1102230246251565e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-41.0,0.0009810853010936147,0.010989859898812928,0.0059854725999532715,1.1102230246251565e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-40.0,0.0010848525126351664,0.010776724267479837,0.005930788390057501,3.3306690738754696e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-39.0,0.0012042960477315057,0.010645168975223997,0.005924732511477751,3.3306690738754696e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-38.0,0.0013422245155393176,0.01059255485070055,0.005967389683119934,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-37.0,0.001502029169001018,0.010618023530253448,0.006060026349627233,3.3306690738754696e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-36.0,0.0016878213900867148,0.01072248913821425,0.006205155264150483,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-35.0,0.0019046065713612195,0.010908698248482703,0.0064066524099219615,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-34.0,0.002158505087666017,0.01118136330027998,0.006669934193972998,4.440892098500626e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-33.0,0.0024570344860749224,0.011547378811347356,0.007002206648711139,6.661338147750939e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-32.0,0.002809471637539069,0.012016134698567592,0.007412803168053331,0.0,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-31.0,0.003227319809931449,0.012599947125734602,0.007913633467833026,5.551115123125783e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-30.0,0.0037249140038644875,0.013314634975308168,0.008519774489586327,3.3306690738754696e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-29.0,0.0043202091861075115,0.014180279793070242,0.009250244489588878,1.1102230246251565e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-28.0,0.0050358112221044965,0.015222219456294468,0.010129015339199483,4.440892098500626e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-27.0,0.005900330530362578,0.01647234144085774,0.01118633598561016,4.440892098500626e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-26.0,0.006950165082174677,0.017970760801699064,0.01246046294193687,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-25.0,0.008231853543261647,0.019767990627895537,0.01399992208557859,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-24.0,0.009805181439339965,0.02192773710331326,0.015866459271326613,6.661338147750939e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-23.0,0.011747271039776257,0.02453047244687375,0.018138871743325003,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-22.0,0.014157930859780846,0.027677945224230033,0.020917938042005438,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-21.0,0.01716656133802386,0.03149875381567545,0.024332657576849652,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-20.0,0.020940859121211994,0.03615498514180751,0.02854792213150975,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-19.0,0.025697327740609784,0.04184961235322279,0.03377347004691629,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-18.0,0.031712979951107875,0.04883368386364587,0.04027333190737688,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-17.0,0.03933623231656889,0.057411049499445733,0.04837364090800731,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-16.0,0.0489922510452,0.06793608518167607,0.058464168113438034,3.3306690738754696e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-15.0,0.061173186203323855,0.08079627376677856,0.0709847299850512,4.440892098500626e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-14.0,0.0763965935479258,0.09636686368869583,0.08638172861831081,3.3306690738754696e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-13.0,0.09510803973818908,0.11492142811188459,0.10501473392503684,0.0,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-12.0,0.11750477699282251,0.1364864864169835,0.126995631704903,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-11.0,0.1432844438642634,0.1606521448323719,0.15196829434831766,4.440892098500626e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-10.0,0.17139517311618402,0.1864033387045608,0.17889925591037242,1.1102230246251565e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-9.0,0.19996291092083185,0.21209984434909268,0.20603137763496226,4.440892098500626e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-8.0,0.22659250596457242,0.23573665487507103,0.23116458041982174,4.440892098500626e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-7.0,0.24904680193539527,0.2554777702449533,0.25226228609017426,4.440892098500626e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-6.0,0.2659758923493219,0.27022676347826335,0.2681013279137926,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-5.0,0.27725262966626507,0.2799068908054849,0.278579760235875,4.440892098500626e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-4.0,0.28376368712820926,0.28531595946952937,0.2845398232988693,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-3.0,0.2868926387567677,0.2877102174997139,0.2873014281282408,0.0,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-2.0,0.2880277144383428,0.28837628672018034,0.2882020005792616,4.440892098500626e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,-1.0,0.28826064954162267,0.2883459031656904,0.28830327635365655,4.440892098500626e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,0.0,0.2882634907451807,0.2882634907451809,0.28826349074518076,4.440892098500626e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,1.0,0.28826064954162267,0.2883459031656904,0.28830327635365655,4.440892098500626e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,2.0,0.2880277144383428,0.28837628672018034,0.2882020005792616,4.440892098500626e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,3.0,0.2868926387567677,0.2877102174997139,0.2873014281282408,0.0,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,4.0,0.28376368712820926,0.28531595946952937,0.2845398232988693,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,5.0,0.27725262966626507,0.2799068908054849,0.278579760235875,4.440892098500626e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,6.0,0.2659758923493219,0.27022676347826335,0.2681013279137926,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,7.0,0.24904680193539527,0.2554777702449533,0.25226228609017426,4.440892098500626e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,8.0,0.22659250596457242,0.23573665487507103,0.23116458041982174,4.440892098500626e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,9.0,0.19996291092083185,0.21209984434909268,0.20603137763496226,4.440892098500626e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,10.0,0.17139517311618402,0.1864033387045608,0.17889925591037242,1.1102230246251565e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,11.0,0.1432844438642634,0.1606521448323719,0.15196829434831766,4.440892098500626e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,12.0,0.11750477699282251,0.1364864864169835,0.126995631704903,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,13.0,0.09510803973818908,0.11492142811188459,0.10501473392503684,0.0,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,14.0,0.0763965935479258,0.09636686368869583,0.08638172861831081,3.3306690738754696e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,15.0,0.061173186203323855,0.08079627376677856,0.0709847299850512,4.440892098500626e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,16.0,0.0489922510452,0.06793608518167607,0.058464168113438034,3.3306690738754696e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,17.0,0.03933623231656889,0.057411049499445733,0.04837364090800731,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,18.0,0.031712979951107875,0.04883368386364587,0.04027333190737688,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,19.0,0.025697327740609784,0.04184961235322279,0.03377347004691629,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,20.0,0.020940859121211994,0.03615498514180751,0.02854792213150975,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,21.0,0.01716656133802386,0.03149875381567545,0.024332657576849652,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,22.0,0.014157930859780846,0.027677945224230033,0.020917938042005438,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,23.0,0.011747271039776257,0.02453047244687375,0.018138871743325003,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,24.0,0.009805181439339965,0.02192773710331326,0.015866459271326613,6.661338147750939e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,25.0,0.008231853543261647,0.019767990627895537,0.01399992208557859,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,26.0,0.006950165082174677,0.017970760801699064,0.01246046294193687,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,27.0,0.005900330530362578,0.01647234144085774,0.01118633598561016,4.440892098500626e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,28.0,0.0050358112221044965,0.015222219456294468,0.010129015339199483,4.440892098500626e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,29.0,0.0043202091861075115,0.014180279793070242,0.009250244489588878,1.1102230246251565e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,30.0,0.0037249140038644875,0.013314634975308168,0.008519774489586327,3.3306690738754696e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,31.0,0.003227319809931449,0.012599947125734602,0.007913633467833026,5.551115123125783e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,32.0,0.002809471637539069,0.012016134698567592,0.007412803168053331,0.0,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,33.0,0.0024570344860749224,0.011547378811347356,0.007002206648711139,6.661338147750939e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,34.0,0.002158505087666017,0.01118136330027998,0.006669934193972998,4.440892098500626e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,35.0,0.0019046065713612195,0.010908698248482703,0.0064066524099219615,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,36.0,0.0016878213900867148,0.01072248913821425,0.006205155264150483,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,37.0,0.001502029169001018,0.010618023530253448,0.006060026349627233,3.3306690738754696e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,38.0,0.0013422245155393176,0.01059255485070055,0.005967389683119934,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,39.0,0.0012042960477315057,0.010645168975223997,0.005924732511477751,3.3306690738754696e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,40.0,0.0010848525126351664,0.010776724267479837,0.005930788390057501,3.3306690738754696e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,41.0,0.0009810853010936147,0.010989859898812928,0.0059854725999532715,1.1102230246251565e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,42.0,0.0008906592285976276,0.01128907093260219,0.0060898650805999086,1.1102230246251565e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,43.0,0.0008116253726273619,0.01168085203022142,0.00624623870142439,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,44.0,0.0007423512015813402,0.012173914918683585,0.006458133060132463,1.1102230246251565e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,45.0,0.0006814643218480404,0.012779488112650669,0.006730476217249355,3.3306690738754696e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,46.0,0.0006278069978064781,0.01351171093512785,0.007069758966467164,3.3306690738754696e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,47.0,0.0005803992308852724,0.014388137724552795,0.007484268477719033,4.440892098500626e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,48.0,0.0005384086672674126,0.015430372289601249,0.007984390478434331,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,49.0,0.0005011259757293564,0.016664857126539683,0.00858299155113452,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,50.0,0.0004679446244871678,0.018123846448058697,0.009295895536272933,4.440892098500626e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,51.0,0.00043834420899482217,0.01984659623958889,0.010142470224291857,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,52.0,0.0004118766565657584,0.021880807505705823,0.01114634208113579,3.3306690738754696e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,53.0,0.0003881547698983835,0.024284359094402616,0.0123362569321505,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,54.0,0.0003668426787337486,0.027127361484079886,0.013747102081406818,0.0,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,55.0,0.00034764785353999224,0.030494548667106252,0.015421098260323122,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,56.0,0.0003303144023301272,0.03448799555662771,0.017409154979478918,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,57.0,0.0003146174253337833,0.03923009397722771,0.019772355701280747,4.440892098500626e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,58.0,0.00030035824523029584,0.044866628307854935,0.022583493276542615,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,59.0,0.00028736036530776474,0.05156964521019929,0.025928502787753528,4.440892098500626e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
own_peak,450.20000000000687,60.0,0.0002754660360224523,0.05953959070259695,0.0299075283693097,3.3306690738754696e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G2_A4,ZL-1 nominal
448nm,448.0,-60.0,0.0002459418023361568,0.04798353928902905,0.024114740545682602,1.1102230246251565e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G3_A3,ZL-1 nominal
448nm,448.0,-59.0,0.0002577041681918482,0.042041496532461094,0.02114960035032647,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G3_A3,ZL-1 nominal
448nm,448.0,-58.0,0.0002705921993522793,0.03699563114698971,0.018633111673170995,3.3306690738754696e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G3_A3,ZL-1 nominal
448nm,448.0,-57.0,0.00028476849036143735,0.03271301617048555,0.016498892330423492,4.440892098500626e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G3_A3,ZL-1 nominal
448nm,448.0,-56.0,0.0003004168161147591,0.029078195341998993,0.014689306079056877,2.220446049250313e-16,ZL1_N3_M3_L78_H46,P1_ZL1_NOMINAL_G3_A3,ZL-1 nominal
