trace,source_x_um,angle_deg,intensity_proxy
case,-0.7,-49.89653459989347,2.5683552624591397e-06
case,-0.7,-49.80762683918137,2.3210578403323428e-06
case,-0.7,-49.71888207854712,2.079663486141002e-06
case,-0.7,-49.63029921300947,1.846414446916992e-06
case,-0.7,-49.54187714917329,1.6233879481197655e-06
case,-0.7,-49.45361480505946,1.4124708313632215e-06
case,-0.7,-49.36551110993778,1.2153374803345878e-06
case,-0.7,-49.277565004163215,1.0334313276139155e-06
case,-0.7,-49.18977543901511,8.679501695077204e-07
case,-0.7,-49.10214137653926,7.198354479213192e-07
case,-0.7,-49.01466178939312,5.897655890800708e-07
case,-0.7,-48.92733566069365,4.781534199132883e-07
case,-0.7,-48.840161983868065,3.8514761542389474e-07
case,-0.7,-48.753139762507345,3.106380655878926e-07
case,-0.7,-48.666268010222204,2.5426498936145066e-07
case,-0.7,-48.57954575050194,2.154315671964433e-07
case,-0.7,-48.49297201657554,1.933198129145339e-07
case,-0.7,-48.406545851275546,1.8690936155191434e-07
case,-0.7,-48.320266306904145,1.9499881239127873e-07
case,-0.7,-48.23413244510175,2.1622923621502906e-07
case,-0.7,-48.14814333671792,2.4910943305766134e-07
case,-0.7,-48.06229806168447,2.920425114676274e-07
case,-0.7,-47.9765957088909,3.4335335242906914e-07
case,-0.7,-47.89103537606197,4.0131652043005263e-07
case,-0.7,-47.805616169637425,4.641841903676564e-07
case,-0.7,-47.72033720465376,5.302136716213307e-07
case,-0.7,-47.63519760462815,5.976941291893334e-07
case,-0.7,-47.55019650144421,6.649721256860132e-07
case,-0.7,-47.465333035239944,7.304756366066776e-07
case,-0.7,-47.38060635429738,7.927362239140714e-07
