case_id,candidate_id,family_id,source_x_um,source_y_nm,dipole_orientation,theta_readback_deg,phi_readback_deg,wavelength_nm,top_pair_count,bottom_pair_count,cavity_nm,top_termination_nm,bottom_termination_nm,top_layer_count,bottom_layer_count,monitor_y_um,monitor_y_above_top_structure_um,monitor_y_to_top_pml_um,source_inside_cavity,result_fsp,setup_status,status,runtime_s,extraction_mode,signed_peak_angle_deg,peak_abs_angle_deg,angular_fwhm_deg,eta_5deg,eta_10deg,eta_20deg,eta_30deg,normal_offaxis_ratio,offaxis_20_60_fraction,offaxis_30_40_fraction,normal_10_fraction,thirty_forty_lobe_flag
E1_0236_xm0p7_xdipole_453,E1_0236,E0C_MQW_lateral_extent_robust_cavity,-0.7,130.0,x,90.0,0.0,453.0,6,6,260.0,45.0,75.0,13,13,1.3817571100000001,0.3500000000000001,0.44999999999999996,True,D:\project\worktrees\blue_apcd_rcled_mdc\outputs\r2_4e2_e1_0236_tri_point_xdipole_fdtd_guard\runtime_solve_fsp\E1_0236_xm0p7_xdipole_453.fsp,ok,ok,9.62,farfield2d_farfieldangle,-51.43403612574782,51.43403612574782,105.95548781363948,0.03921265660571372,0.07843495409616176,0.1754656114254765,0.28695073733180665,0.09280454480248898,0.8451628555809495,0.2800931516178744,0.07843495409616176,False
E1_0236_x0p0_xdipole_453,E1_0236,E0C_MQW_lateral_extent_robust_cavity,0.0,130.0,x,90.0,0.0,453.0,6,6,260.0,45.0,75.0,13,13,1.3817571100000001,0.3500000000000001,0.44999999999999996,True,D:\project\worktrees\blue_apcd_rcled_mdc\outputs\r2_4e2_e1_0236_tri_point_xdipole_fdtd_guard\runtime_solve_fsp\E1_0236_x0p0_xdipole_453.fsp,ok,ok,8.633,farfield2d_farfieldangle,49.014661789393124,49.014661789393124,162.98344358922242,0.004420785093358659,0.012683204846429206,0.04988852258698976,0.15587789999950089,0.018694312678810804,0.6784525895303479,0.6750905606943642,0.012683204846429206,False
E1_0236_xp0p7_xdipole_453,E1_0236,E0C_MQW_lateral_extent_robust_cavity,0.7,130.0,x,90.0,0.0,453.0,6,6,260.0,45.0,75.0,13,13,1.3817571100000001,0.3500000000000001,0.44999999999999996,True,D:\project\worktrees\blue_apcd_rcled_mdc\outputs\r2_4e2_e1_0236_tri_point_xdipole_fdtd_guard\runtime_solve_fsp\E1_0236_xp0p7_xdipole_453.fsp,ok,ok,9.053,farfield2d_farfieldangle,51.43403612574782,51.43403612574782,105.95548781363948,0.03921265552211898,0.07843494592032176,0.17546559259830727,0.2869506757511914,0.09280454042173764,0.8451628073786562,0.2800929883119537,0.07843494592032176,False
