geometry_id,wavelength_nm,polarization,lf_T_proxy,lf_eta_m-3,lf_eta_m-2,lf_eta_m-1,lf_eta_m+0,lf_eta_m+1,lf_eta_m+2,lf_eta_m+3,lf_source,lf_scope
K6X_D100_D140_D145_D155_D225_D230,453,p,0.791432797908783,0.03071674518287182,0.002825727453455329,0.3242146372795105,0.028627153486013412,0.43859100341796875,0.14430804550647736,0.03071674518287182,FORMAL_M7A_LF_BASELINE,FULL_TRACKED_ORDER_VECTOR
K6X_D100_D140_D145_D155_D225_D230,454,p,0.767915666103363,0.07247238606214523,0.024549851194024086,0.3460489511489868,0.004391030874103308,0.4174756705760956,0.06258971989154816,0.07247238606214523,FORMAL_M7A_LF_BASELINE,FULL_TRACKED_ORDER_VECTOR
K6X_D100_D140_D145_D155_D225_D230,455,p,0.7586917281150818,0.08620589971542358,0.03491181507706642,0.29349449276924133,8.194512338377535e-05,0.4651152789592743,0.03398463502526283,0.08620589971542358,FORMAL_M7A_LF_BASELINE,FULL_TRACKED_ORDER_VECTOR
K6X_D100_D140_D145_D155_D225_D230,445,s,0.6404154300689697,0.08799850940704346,0.05480121821165085,0.22641293704509735,0.02867003343999386,0.38533246517181396,0.12878628075122833,0.08799850940704346,FORMAL_M7A_LF_BASELINE,FULL_TRACKED_ORDER_VECTOR
K6X_D100_D140_D145_D155_D225_D230,446,s,0.65725177526474,0.08610610663890839,0.05024607479572296,0.22281838953495026,0.027077529579401016,0.4073558449745178,0.12028992921113968,0.08610610663890839,FORMAL_M7A_LF_BASELINE,FULL_TRACKED_ORDER_VECTOR
K6X_D100_D140_D145_D155_D225_D230,447,s,0.6726520657539368,0.08363764733076096,0.0461139902472496,0.21733520925045013,0.02614544704556465,0.4291714131832123,0.1139587014913559,0.08363764733076096,FORMAL_M7A_LF_BASELINE,FULL_TRACKED_ORDER_VECTOR
K6X_D100_D140_D145_D155_D225_D230,448,s,0.6867940425872803,0.08063898235559464,0.041867781430482864,0.20966258645057678,0.02587895281612873,0.4512525200843811,0.11006014049053192,0.08063898235559464,FORMAL_M7A_LF_BASELINE,FULL_TRACKED_ORDER_VECTOR
K6X_D100_D140_D145_D155_D225_D230,449,s,0.700767993927002,0.076292023062706,0.037498295307159424,0.199995756149292,0.02658582478761673,0.4741864502429962,0.10914959758520126,0.076292023062706,FORMAL_M7A_LF_BASELINE,FULL_TRACKED_ORDER_VECTOR
K6X_D100_D140_D145_D155_D225_D230,450,s,0.7154313921928406,0.06959767639636993,0.03205372765660286,0.18851858377456665,0.02875128574669361,0.49816152453422546,0.11331953853368759,0.06959767639636993,FORMAL_M7A_LF_BASELINE,FULL_TRACKED_ORDER_VECTOR
K6X_D100_D140_D145_D155_D225_D230,451,s,0.7343689203262329,0.05731863155961037,0.024033403024077415,0.17907850444316864,0.033398933708667755,0.5218914747238159,0.1269604116678238,0.05731863155961037,FORMAL_M7A_LF_BASELINE,FULL_TRACKED_ORDER_VECTOR
K6X_D100_D140_D145_D155_D225_D230,452,s,0.7648477554321289,0.03448446840047836,0.009721743874251842,0.19982105493545532,0.04042757675051689,0.5245991349220276,0.15646155178546906,0.03448446840047836,FORMAL_M7A_LF_BASELINE,FULL_TRACKED_ORDER_VECTOR
K6X_D100_D140_D145_D155_D225_D230,453,s,0.791432797908783,0.03071674518287182,0.002825727453455329,0.3242146372795105,0.028627153486013412,0.43859100341796875,0.14430804550647736,0.03071674518287182,FORMAL_M7A_LF_BASELINE,FULL_TRACKED_ORDER_VECTOR
K6X_D100_D140_D145_D155_D225_D230,454,s,0.767915666103363,0.07247238606214523,0.024549851194024086,0.3460489511489868,0.004391030874103308,0.4174756705760956,0.06258971989154816,0.07247238606214523,FORMAL_M7A_LF_BASELINE,FULL_TRACKED_ORDER_VECTOR
K6X_D100_D140_D145_D155_D225_D230,455,s,0.7586917281150818,0.08620589971542358,0.03491181507706642,0.29349449276924133,8.194512338377535e-05,0.4651152789592743,0.03398463502526283,0.08620589971542358,FORMAL_M7A_LF_BASELINE,FULL_TRACKED_ORDER_VECTOR
K6X_D100_D200_D205_D210_D215_D220,445,p,0.8555229902267456,0.010379963554441929,0.04836726188659668,0.04272471368312836,0.7414090633392334,0.07138922065496445,0.07534977793693542,0.010379963554441929,FORMAL_M7A_LF_BASELINE,FULL_TRACKED_ORDER_VECTOR
K6X_D100_D200_D205_D210_D215_D220,446,p,0.8103240132331848,0.007144157309085131,0.06658609956502914,0.06167197972536087,0.6730244755744934,0.07562757283449173,0.10880153626203537,0.007144157309085131,FORMAL_M7A_LF_BASELINE,FULL_TRACKED_ORDER_VECTOR
K6X_D100_D200_D205_D210_D215_D220,447,p,0.7270935773849487,0.003760948311537504,0.09251007437705994,0.012116632424294949,0.6981786489486694,0.016798313707113266,0.17287445068359375,0.003760948311537504,FORMAL_M7A_LF_BASELINE,FULL_TRACKED_ORDER_VECTOR
K6X_D100_D200_D205_D210_D215_D220,448,p,0.9081931710243225,0.0028144079260528088,0.018448544666171074,0.01495382096618414,0.8455411195755005,0.0476982444524765,0.06772933900356293,0.0028144079260528088,FORMAL_M7A_LF_BASELINE,FULL_TRACKED_ORDER_VECTOR
