angle,intensity
-17.737248244869182,8.787538738809266e-07
-17.677072901991007,8.804505384387169e-07
-17.616917694095722,8.821291844866882e-07
-17.556782534742098,8.837880858242043e-07
-17.496667337721124,8.854255359957025e-07
-17.436572017054687,8.870398505987742e-07
-17.376496486994107,8.88629369579769e-07
-17.31644066201879,8.901924595129022e-07
-17.256404456834897,8.917275158587196e-07
-17.196387786373904,8.932329651978523e-07
-17.136390565791313,8.947072674358622e-07
-17.07641271046529,8.961489179750678e-07
-17.01645413599531,8.975564498491772e-07
-16.956514758200846,8.989284358166166e-07
-16.896594493120016,9.002634904084382e-07
-16.836693257008335,9.015602719267673e-07
-16.776810966337333,9.02817484389777e-07
-16.71694753779329,9.040338794192538e-07
-16.657102888275954,9.052082580669109e-07
-16.597276934897238,9.063394725756716e-07
-16.537469594979928,9.074264280722756e-07
-16.477680786056467,9.084680841876642e-07
-16.41791042586764,9.094634566017131e-07
-16.358158432361318,9.104116185090643e-07
-16.298424723691262,9.113117020028955e-07
-16.238709218215828,9.121628993736905e-07
-16.179011834496734,9.129644643201842e-07
-16.119332491297886,9.137157130698748e-07
-16.05967110758409,9.144160254066719e-07
-16.000027602519868,9.150648456034301e-07
-15.940401895468272,9.156616832573408e-07
-15.880793905989638,9.162061140263599e-07
-15.82120355384042,9.166977802650485e-07
-15.761630758972014,9.171363915584474e-07
-15.702075441529539,9.175217251528223e-07
-15.642537521850683,9.178536262823379e-07
-15.58301692046457,9.181320083909737e-07
-15.523513558090514,9.183568532491905e-07
-15.464027355636947,9.185282109651542e-07
-15.404558234200234,9.186461998904862e-07
-15.345106115063517,9.187110064208116e-07
-15.28567091969561,9.187228846915814e-07
-15.226252569749828,9.186821561698639e-07
-15.166850987062928,9.185892091430786e-07
-15.107466093653908,9.184444981058291e-07
-15.048097811722947,9.182485430462374e-07
-14.988746063650304,9.180019286334012e-07
-14.929410771995178,9.177053033077957e-07
-14.870091859494638,9.173593782766729e-07
-14.81078924906255,9.169649264166754e-07
-14.751502863788446,9.165227810861176e-07
-14.692232626936486,9.160338348495331e-07
-14.632978461944392,9.154990381172811e-07
-14.573740292422332,9.149193977031713e-07
-14.514518042151908,9.142959753032145e-07
-14.455311635085087,9.136298858987576e-07
-14.396120995343137,9.129222960873882e-07
-14.33694604721559,9.121744223451313e-07
-14.277786715159225,9.113875292235579e-07
-14.218642923796994,9.10562927485536e-07
-14.159514597917008,9.0970197218343e-07
-14.10040166247155,9.088060606836507e-07
-14.041304042576,9.078766306415024e-07
-13.982221663507842,9.069151579303298e-07
-13.923154450705697,9.059231545290119e-07
-13.864102329768253,9.049021663718823e-07
-13.805065226453298,9.038537711651392e-07
-13.746043066676762,9.027795761738585e-07
-13.687035776511658,9.016812159836633e-07
-13.628043282187159,9.005603502411283e-07
-13.56906551008758,8.994186613769311e-07
-13.510102386751448,8.982578523157226e-07
-13.451153838870486,8.970796441766666e-07
-13.39221979328867,8.958857739684896e-07
-13.333300177001297,8.946779922828318e-07
-13.274394917153975,8.934580609896077e-07
-13.215503941041714,8.922277509379831e-07
-13.156627176107984,8.909888396664832e-07
-13.097764549943738,8.897431091256249e-07
-13.038915990286512,8.884923434163633e-07
-12.980081425019481,8.872383265475232e-07
-12.92126078217053,8.859828402152423e-07
-12.862453989911316,8.84727661607333e-07
-12.803660976556403,8.834745612353292e-07
-12.74488167056228,8.822253007968513e-07
-12.686116000526487,8.809816310707535e-07
-12.62736389518673,8.797452898474138e-07
-12.568625283419928,8.785179998963219e-07
-12.509900094241347,8.773014669730402e-07
-12.45118825680373,8.760973778673963e-07
-12.392489700396359,8.749073984946698e-07
-12.33380435444419,8.737331720313456e-07
-12.275132148507009,8.725763170969093e-07
-12.216473012278493,8.714384259829597e-07
-12.157826875585382,8.703210629308147e-07
-12.099193668386587,8.692257624586491e-07
-12.040573320772364,8.681540277390294e-07
-11.981965762963396,8.671073290276351e-07
-11.923370925309976,8.660871021437977e-07
-11.864788738291155,8.650947470033807e-07
-11.806219132513872,8.64131626204412e-07
-11.747662038712114,8.631990636657874e-07
-11.689117387746105,8.622983433192222e-07
-11.630585110601421,8.614307078546086e-07
-11.572065138388181,8.605973575187662e-07
-11.513557402340233,8.597994489675702e-07
-11.45506183381429,8.590380941713243e-07
-11.396578364289125,8.583143593731904e-07
-11.338106925364778,8.576292641004678e-07
-11.279647448761692,8.569837802284086e-07
-11.22119986631992,8.563788310962654e-07
-11.162764109998344,8.558152906752097e-07
-11.104340111873823,8.552939827877493e-07
-11.045927804140415,8.548156803782401e-07
-10.987527119108599,8.543811048340932e-07
-10.929137989204433,8.539909253572658e-07
-10.870760346968789,8.536457583856216e-07
-10.81239412505658,8.533461670637827e-07
-10.75403925623594,8.530926607630652e-07
-10.695695673387453,8.528856946501635e-07
-10.63736330950341,8.527256693042249e-07
-10.579042097686974,8.52612930382028e-07
-10.52073197115145,8.525477683309771e-07
-10.462432863219489,8.52530418149697e-07
-10.404144707322363,8.525610591960143e-07
-10.34586743699915,8.526398150422089e-07
-10.287600985896,8.527667533773971e-07
-10.2293452877654,8.529418859570156e-07
-10.171100276465369,8.531651685993903e-07
-10.112865885958742,8.534365012294318e-07
-10.054642050312435,8.537557279695423e-07
-9.996428703696656,8.54122637277878e-07
-9.938225780384188,8.54536962134137e-07
-9.880033214749675,8.54998380273102e-07
-9.82185094126883,8.555065144662112e-07
-9.763678894517737,8.560609328514437e-07
-9.705517009172134,8.566611493118745e-07
-9.647365220006645,8.573066239032475e-07
-9.589223461894079,8.579967633309839e-07
-9.531091669804718,8.587309214770161e-07
-9.472969778805567,8.595083999768836e-07
-9.414857724059656,8.60328448847542e-07
-9.356755440825346,8.611902671662998e-07
-9.298662864455565,8.620930038013377e-07
-9.24057993039714,8.630357581942365e-07
-9.182506574190096,8.64017581194908e-07
-9.124442731466916,8.650374759493278e-07
-9.06638833795186,8.660943988404153e-07
-9.00834332946029,8.671872604823644e-07
-8.950307641897924,8.683149267687072e-07
-8.892281211260185,8.694762199742931e-07
-8.834263973631478,8.706699199113604e-07
-8.77625586518454,8.718947651397442e-07
-8.718256822179717,8.731494542312405e-07
-8.660266780964285,8.744326470880311e-07
-8.602285677971805,8.757429663149834e-07
-8.544313449721392,8.770789986455556e-07
-8.486350032817063,8.784392964209155e-07
-8.428395363947088,8.798223791217771e-07
-8.370449379883262,8.812267349523398e-07
-8.312512017480273,8.82650822475591e-07
-8.254583213675051,8.840930722991083e-07
-8.19666290548605,8.855518888103504e-07
-8.138751030012616,8.870256519603108e-07
-8.080847524434345,8.885127190942518e-07
-8.022952326010383,8.90011426828094e-07
-7.965065372078785,8.915200929688985e-07
-7.9071866000558915,8.930370184777139e-07
-7.849315947435625,8.945604894729504e-07
-7.791453351788864,8.960887792722353e-07
-7.733598750762819,8.976201504706126e-07
-7.6757520820803355,8.991528570527626e-07
-7.617913283539282,9.006851465367929e-07
-7.560082293011924,9.022152621469939e-07
-7.5022590484442375,9.037414450128247e-07
-7.444443487855302,9.052619363912455e-07
-7.386635549336671,9.067749799093874e-07
-7.328835171051712,9.082788238244209e-07
-7.271042291234995,9.097717232973607e-07
-7.21325684819164,9.112519426774331e-07
-7.155478780296731,9.127177577935114e-07
-7.097708025994637,9.141674582490507e-07
-7.039944523798415,9.155993497168259e-07
-6.982188212289202,9.170117562297151e-07
-6.924439030115557,9.184030224636972e-07
-6.866696915992858,9.197715160091473e-07
-6.80896180870271,9.21115629626493e-07
-6.751233647092286,9.22433783482201e-07
-6.693512370073728,9.237244273610794e-07
-6.635797916623568,9.249860428508411e-07
-6.578090225782063,9.262171454948367e-07
-6.520389236652612,9.274162869089216e-07
-6.462694888401171,9.285820568583717e-07
-6.405007120255606,9.29713085290852e-07
-6.347325871505104,9.308080443214199e-07
-6.2896510814996,9.318656501656456e-07
-6.231982689649127,9.328846650169518e-07
-6.17432063542324,9.338638988643907e-07
-6.116664858350446,9.348022112471184e-07
-6.059015298017551,9.356985129419687e-07
-6.001371894069101,9.365517675805984e-07
-5.943734586206805,9.373609931928351e-07
-5.886103314188896,9.381252636729518e-07
-5.828478017829571,9.388437101657793e-07
-5.770858636998417,9.395155223696742e-07
-5.713245111619783,9.401399497535661e-07
-5.655637381672225,9.407163026854425e-07
-5.5980353871879025,9.412439534698523e-07
-5.540439068252032,9.417223372921506e-07
-5.48284836500225,9.421509530674557e-07
-5.42526321762807,9.425293641924334e-07
-5.367683566370311,9.428571991983108e-07
-5.310109351520487,9.431341523036536e-07
-5.252540513420245,9.433599838657392e-07
-5.194976992460815,9.435345207295085e-07
-5.1374187290823965,9.436576564733906e-07
-5.0798656637735995,9.437293515514341e-07
-5.022317737070904,9.437496333315027e-07
-4.96477488955804,9.437185960294392e-07
-4.907237061865443,9.436364005394144e-07
-4.84970419466971,9.43503274160849e-07
-4.792176228692987,9.433195102225686e-07
-4.734653104702426,9.430854676050536e-07
-4.677134763509646,9.428015701619004e-07
-4.619621145970121,9.424683060417927e-07
-4.562112192982646,9.420862269125579e-07
-4.504607845488793,9.416559470890268e-07
-4.447108044472315,9.411781425666818e-07
-4.389612730958599,9.406535499632404e-07
-4.332121846014141,9.400829653705374e-07
-4.27463533074594,9.39467243119228e-07
-4.217153126300966,9.388072944590461e-07
-4.159675173865628,9.381040861574725e-07
-4.102201414665177,9.37358639019875e-07
-4.0447317899631825,9.365720263342882e-07
-3.987266241060967,9.357453722441597e-07
-3.929804709297088,9.348798500525076e-07
-3.8723471360467374,9.339766804610524e-07
-3.814893462721221,9.330371297479912e-07
-3.7574436307674346,9.320625078881487e-07
-3.6999975816672674,9.310541666193651e-07
-3.642555256937082,9.300134974590079e-07
-3.5851165981271924,9.289419296745564e-07
-3.5276815468212726,9.278409282122699e-07
-3.47025004463584,9.267119915879551e-07
-3.4128220332197325,9.255566497438888e-07
-3.3553974542535228,9.243764618759381e-07
-3.2979762494490004,9.23173014234924e-07
-3.240558360548656,9.219479179062656e-07
-3.183143729325094,9.207028065718932e-07
-3.12573229758052,9.194393342583892e-07
-3.068324007146224,9.181591730752739e-07
-3.0109187998819995,9.168640109472728e-07
-2.95351661767563,9.155555493443393e-07
-2.8961174024423735,9.142355010131438e-07
-2.8387210961243885,9.129055877136058e-07
-2.781327640690216,9.11567537964006e-07
-2.723936978134275,9.102230847980548e-07
-2.6665490504762794,9.088739635372289e-07
-2.609163799760731,9.075219095815107e-07
-2.551781168056411,9.061686562216178e-07
-2.494401097455805,9.048159324755911e-07
-2.437023530074599,9.034654609525453e-07
-2.3796484080511395,9.021189557462069e-07
-2.3222756735459296,9.007781203607339e-07
-2.264905268741063,8.994446456711662e-07
-2.2075371358397082,8.981202079207111e-07
-2.1501712170656146,8.968064667569047e-07
-2.0928074546625317,8.955050633085701e-07
-2.0354457908937102,8.942176183052975e-07
-1.9780861680413977,8.92945730241091e-07
-1.920728528406267,8.916909735835993e-07
-1.8633728143069153,8.904548970302796e-07
-1.8060189680793624,8.892390218126478e-07
-1.7486669320764798,8.880448400496515e-07
-1.6913166486674902,8.868738131510738e-07
-1.6339680602374684,8.857273702717315e-07
-1.5766211091867715,8.846069068171073e-07
-1.5192757379305402,8.835137830009549e-07
-1.4619318888981994,8.824493224552682e-07
-1.40458950453289,8.814148108929324e-07
-1.3472485272909716,8.804114948232504e-07
-1.2899088996415236,8.79440580320453e-07
-1.2325705640657787,8.78503231845204e-07
-1.1752334630566268,8.776005711190502e-07
-1.1178975391181156,8.767336760516733e-07
-1.0605627347648865,8.759035797207471e-07
-1.0032289925216769,8.751112694041347e-07
-0.9458962549228255,8.743576856641351e-07
-0.8885644645117057,8.736437214834076e-07
-0.831233563840238,8.729702214522108e-07
-0.7739034954683566,8.723379810065259e-07
-0.7165742019635202,8.717477457166532e-07
-0.6592456259001497,8.712002106258176e-07
-0.6019177098591315,8.706960196383553e-07
-0.5445903964273235,8.702357649570193e-07
-0.48726362819699115,8.6981998656897e-07
-0.4299373477653125,8.694491717800319e-07
-0.37261149773388463,8.691237547967961e-07
-0.3152860207081592,8.688441163562021e-07
-0.25796085929694884,8.686105834022348e-07
-0.2006359561119329,8.68423428809435e-07
-0.14331125376709405,8.682828711529266e-07
-0.08598669487822447,8.681890745247343e-07
-0.028662222062431738,8.681421483961955e-07
0.02866222206242409,8.681421475263145e-07
0.08598669487822447,8.68189071915967e-07
0.14331125376708642,8.682828668079e-07
0.20063595611192525,8.684234227325274e-07
0.25796085929694884,8.686105755995716e-07
0.3152860207081516,8.688441068356507e-07
0.372611497733877,8.691237435679612e-07
0.4299373477653125,8.694491588542489e-07
0.4872636281969835,8.698199719592952e-07
0.5445903964273159,8.702357486782256e-07
0.6019177098591315,8.706960017069189e-07
0.659245625900142,8.712001910599039e-07
0.7165742019635126,8.717477245361088e-07
0.7739034954683489,8.723379582328626e-07
0.8312335638402304,8.729701971085868e-07
0.888564464511698,8.736436955946174e-07
0.9458962549228179,8.743576582565848e-07
1.0032289925216769,8.751112405058285e-07
1.0605627347648787,8.759035493612589e-07
1.117897539118108,8.767336442621328e-07
1.1752334630566268,8.776005379321085e-07
1.2325705640657711,8.785031972950187e-07
1.2899088996415158,8.794405444426558e-07
1.3472485272909716,8.804114576549184e-07
1.4045895045328822,8.814147724725586e-07
1.4619318888981918,8.824492828227327e-07
1.5192757379305402,8.835137421974899e-07
1.5766211091867637,8.84606864885263e-07
1.6339680602374609,8.857273272553371e-07
1.6913166486674902,8.868737690952049e-07
1.748666932076472,8.880447950005867e-07
1.8060189680793548,8.892389758178302e-07
1.8633728143069153,8.904548501382721e-07
1.920728528406259,8.916909258440408e-07
1.9780861680413901,8.929456817046526e-07
2.0354457908937102,8.942175690236316e-07
2.092807454662524,8.95505013334264e-07
2.150171217065607,8.968064161434304e-07
2.2075371358397007,8.981201567223692e-07
2.2649052687410554,8.994445939430369e-07
2.322275673545922,9.007780681586211e-07
2.3796484080511315,9.021189031265789e-07
2.4370235300745913,9.03465407972478e-07
2.4944010974557975,9.048158791927112e-07
2.5517811680564035,9.061686026940408e-07
2.609163799760731,9.075218558677794e-07
2.666549050476272,9.088739096962487e-07
2.7239369781342675,9.102230308890338e-07
2.781327640690216,9.115674840463834e-07
2.8387210961243805,9.129055338469937e-07
2.8961174024423655,9.142354472572546e-07
2.95351661767563,9.155554957589202e-07
3.010918799881992,9.16863957592036e-07
3.0683240071462166,9.181591200098292e-07
3.12573229758052,9.194392815421724e-07
3.1831437293250864,9.20702754264096e-07
3.2405583605486483,9.219478660657665e-07
3.2979762494490004,9.231729629202142e-07
3.3553974542535148,9.243764111450537e-07
3.412822033219725,9.255565996543392e-07
3.47025004463584,9.267119421966502e-07
3.527681546821265,9.278408795754521e-07
3.5851165981271844,9.289418818477281e-07
3.642555256937082,9.300134504968646e-07
3.69999758166726,9.310541205757236e-07
3.7574436307674275,9.320624628158793e-07
3.814893462721214,9.330370856989502e-07
3.8723471360467294,9.339766374860174e-07
3.92980470929708,9.348798082011056e-07
3.987266241060959,9.357453315648114e-07
4.0447317899631745,9.365719868741353e-07
4.102201414665169,9.373586008247236e-07
4.15967517386562,9.381040492717304e-07
4.217153126300966,9.388072589256656e-07
4.274635330745933,9.394672089796459e-07
4.332121846014134,9.400829326646221e-07
4.389612730958599,9.406535187292394e-07
4.447108044472307,9.411781128411694e-07
4.504607845488785,9.41655918906855e-07
4.562112192982646,9.420862003068112e-07
4.619621145970113,9.424682810437427e-07
4.677134763509638,9.428015468009656e-07
4.734653104702426,9.43085445908761e-07
4.79217622869298,9.433194902165122e-07
4.849704194669703,9.435032558686599e-07
4.907237061865443,9.436363839827296e-07
4.964774889558032,9.437185812278727e-07
5.022317737070896,9.437496203026191e-07
5.0798656637735995,9.43729340310728e-07
5.1374187290823885,9.436576470342621e-07
5.194976992460808,9.435345131032553e-07
5.252540513420245,9.433599780615355e-07
5.31010935152048,9.431341483285437e-07
5.367683566370304,9.428571970571986e-07
5.425263217628063,9.425293638880859e-07
5.482848365002242,9.421509546004945e-07
5.540439068252025,9.417223406610582e-07
5.598035387187895,9.412439586709723e-07
5.655637381672217,9.407163097129937e-07
5.713245111619775,9.401399585996508e-07
5.770858636998409,9.395155330242923e-07
5.828478017829571,9.38843722616847e-07
5.8861033141888885,9.381252779063184e-07
5.943734586206797,9.373610091923136e-07
6.001371894069101,9.365517853279833e-07
6.059015298017544,9.356985324170685e-07
6.116664858350439,9.348022324277868e-07
6.17432063542324,9.338639217265629e-07
6.2319826896491195,9.328846895346768e-07
6.289651081499592,9.3186567631113e-07
6.347325871505104,9.308080720650673e-07
6.405007120255598,9.297131146013058e-07
6.462694888401163,9.285820877025614e-07
6.520389236652612,9.274163192521142e-07
6.578090225782056,9.262171793006845e-07
6.635797916623561,9.249860780814317e-07
6.693512370073728,9.237244639769935e-07
6.751233647092278,9.224338214425654e-07
6.808961808702702,9.211156688890404e-07
6.866696915992858,9.197715565302707e-07
6.924439030115549,9.184030641985123e-07
6.982188212289194,9.170117991321251e-07
7.039944523798407,9.155993937395788e-07
7.0977080259946295,9.141675033438024e-07
7.155478780296724,9.127178039108926e-07
7.213256848191632,9.11251989767117e-07
7.271042291234989,9.097717713081233e-07
7.328835171051706,9.082788727042111e-07
7.386635549336663,9.067750296053922e-07
7.444443487855302,9.052619868499607e-07
7.502259048444231,9.037414961801167e-07
7.560082293011917,9.022153139681706e-07
7.617913283539282,9.006851989566709e-07
7.6757520820803276,8.991529100157322e-07
7.733598750762809,8.976202039207086e-07
7.791453351788864,8.960888331531996e-07
7.849315947435617,8.945605437283047e-07
7.9071866000558835,8.930370730508184e-07
7.965065372078785,8.915201478030229e-07
8.022952326010376,8.900114818664823e-07
8.080847524434338,8.88512774280181e-07
8.138751030012616,8.870257072371639e-07
8.196662905486043,8.855519441216719e-07
8.254583213675044,8.840931275886704e-07
8.312512017480273,8.826508776874512e-07
8.370449379883253,8.812267900309049e-07
8.428395363947079,8.798224340118581e-07
8.486350032817063,8.784393510677892e-07
8.544313449721384,8.770790529950166e-07
8.602285677971798,8.757430203134055e-07
8.660266780964278,8.744327006824161e-07
8.71825682217971,8.731495073692757e-07
8.776255865184533,8.718948177698511e-07
8.834263973631469,8.706699719827493e-07
8.892281211260176,8.694762714370078e-07
8.950307641897917,8.683149775736765e-07
9.008343329460281,8.671873105814476e-07
9.06638833795186,8.660944481864464e-07
9.124442731466907,8.650375244961618e-07
9.182506574190088,8.640176288974595e-07
9.24057993039714,8.630358050085262e-07
9.298662864455558,8.620930496845291e-07
9.356755440825337,8.611903120767361e-07
9.414857724059656,8.603284927447903e-07
9.47296977880556,8.595084428217622e-07
9.53109166980471,8.587309632316362e-07
9.589223461894079,8.57996803958781e-07
9.64736522000664,8.573066633690107e-07
9.705517009172128,8.566611875817806e-07
9.763678894517737,8.560609698930856e-07
9.821850941268822,8.555065502486244e-07
9.880033214749668,8.549984147667952e-07
9.938225780384188,8.545369953111148e-07
9.996428703696647,8.541226691116661e-07
10.054642050312427,8.537557584352096e-07
10.112865885958742,8.534365303036138e-07
10.17110027646536,8.531651962603119e-07
10.229345287765389,8.529419121845063e-07
10.287600985895992,8.527667781529109e-07
10.345867436999143,8.526398383488424e-07
10.404144707322354,8.525610810185196e-07
10.46243286321948,8.525304384744993e-07
10.520731971151443,8.525477871461887e-07
10.579042097686967,8.526129476774561e-07
10.637363309503403,8.527256850713873e-07
10.695695673387453,8.528857088822948e-07
10.75403925623593,8.530926734551289e-07
10.812394125056572,8.533461782124751e-07
10.870760346968789,8.5364576798938e-07
10.929137989204426,8.539909334162705e-07
10.987527119108593,8.54381111350275e-07
11.045927804140415,8.548156853552802e-07
11.104340111873814,8.552939862310801e-07
11.162764109998335,8.558152925920154e-07
11.22119986631992,8.56378831495476e-07
11.279647448761684,8.569837791207016e-07
11.338106925364771,8.576292614982588e-07
11.396578364289125,8.583143552906288e-07
11.455061833814282,8.590380886242878e-07
11.513557402340224,8.597994419736541e-07
11.572065138388181,8.605973490972698e-07
11.630585110601407,8.614306980265288e-07
11.689117387746098,8.622983321072357e-07
11.747662038712114,8.631990510942353e-07
11.806219132513856,8.641316122992847e-07
11.864788738291146,8.650947317922928e-07
11.923370925309976,8.660870856559748e-07
11.981965762963382,8.67107311293886e-07
12.040573320772358,8.681540087917246e-07
12.099193668386587,8.692257423316947e-07
12.157826875585368,8.703210416596242e-07
12.216473012278485,8.714384036044267e-07
12.275132148507009,8.725762936493755e-07
12.333804354444183,8.73733147554567e-07
12.39248970039635,8.749073730297821e-07
12.45118825680373,8.760973514568828e-07
12.50990009424134,8.773014396606849e-07
12.56862528341992,8.785179717271765e-07
12.62736389518673,8.797452608677503e-07
12.68611600052648,8.809816013280253e-07
12.744881670562274,8.82225270339639e-07
12.803660976556403,8.834745301133049e-07
12.862453989911309,8.847276298712024e-07
12.92126078217052,8.85982807916699e-07
12.980081425019481,8.872382937391926e-07
13.038915990286503,8.884923101517515e-07
13.097764549943733,8.897430754590632e-07
13.156627176107984,8.909888056530687e-07
13.215503941041707,8.922277166335214e-07
13.274394917153968,8.934580264505515e-07
13.333300177001297,8.946779575662202e-07
13.392219793288664,8.958857391318822e-07
13.451153838870479,8.970796092780806e-07
13.510102386751448,8.982578174135668e-07
13.56906551008757,8.994186265299415e-07
13.62804328218715,9.005603155082997e-07
13.687035776511658,9.016811814241781e-07
13.746043066676753,9.027795418470251e-07
13.805065226453298,9.038537371303156e-07
13.864102329768253,9.049021326884075e-07
13.92315445070569,9.059231212561365e-07
13.982221663507842,9.069151251271415e-07
14.041304042576,9.078765983668592e-07
14.10040166247154,9.088060289961015e-07
14.159514597917008,9.097019411411468e-07
14.218642923796994,9.105628971462443e-07
14.277786715159218,9.113874996444601e-07
14.33694604721559,9.121743935828365e-07
14.396120995343122,9.129222681978416e-07
14.45531163508508,9.136298589371732e-07
14.514518042151908,9.142959493240009e-07
14.573740292422318,9.149193727598658e-07
14.632978461944383,9.154990142624784e-07
14.692232626936486,9.160338121348251e-07
14.75150286378843,9.165227595620195e-07
14.81078924906254,9.16964906132565e-07
14.870091859494638,9.173593592807287e-07
14.929410771995162,9.177052856469331e-07
14.988746063650296,9.180019123532102e-07
15.048097811722947,9.182485281909281e-07
15.107466093653892,9.184444847181734e-07
15.16685098706292,9.185891972643574e-07
15.226252569749828,9.186821458398118e-07
15.285670919695594,9.187228759483414e-07
15.34510611506351,9.187109993008822e-07
15.404558234200234,9.186461944286796e-07
15.464027355636937,9.185282071945531e-07
15.523513558090508,9.183568512011059e-07
15.58301692046457,9.181320080949064e-07
15.642537521850677,9.178536277659464e-07
15.702075441529532,9.175217284418839e-07
15.761630758972014,9.17136396676836e-07
15.821203553840412,9.166977872347052e-07
15.88079390598963,9.16206122867268e-07
15.940401895468272,9.156616939875064e-07
16.00002760251986,9.150648582388651e-07
16.059671107584084,9.144160399613793e-07
16.119332491297886,9.137157295558354e-07
16.179011834496727,9.129644827473466e-07
16.238709218215824,9.12162919749967e-07
16.298424723691262,9.113117243341566e-07
16.35815843236131,9.104116427991415e-07
16.41791042586763,9.094634828524009e-07
16.477680786056467,9.084681123987245e-07
16.537469594979918,9.074264582414519e-07
16.597276934897227,9.063395046986948e-07
16.657102888275954,9.052082921375209e-07
16.716947537793278,9.040339154292143e-07
16.776810966337326,9.02817522328891e-07
16.836693257008335,9.015603117829087e-07
16.896594493120006,9.002635321675701e-07
16.956514758200836,8.989284794628261e-07
17.01645413599531,8.97556495364701e-07
17.076412710465284,8.961489653403303e-07
17.136390565791313,8.947073166295096e-07
17.196387786373904,8.932330161967906e-07
17.256404456834886,8.917275686381556e-07
17.31644066201879,8.901925140463867e-07
17.376496486994107,8.886294258392414e-07
17.43657201705468,8.870399085546052e-07
17.496667337721124,8.854255956167476e-07
17.556782534742084,8.83788147077848e-07
17.616917694095715,8.821292473388968e-07
17.677072901991007,8.80450602854092e-07
17.73724824486916,8.787539398227595e-07
17.797443809405102,8.770410018728123e-07
17.85765968250875,8.753135477396809e-07
17.917895951326507,8.73573348944582e-07
17.978152703242728,8.71822187475896e-07
18.038430025881063,8.700618534773516e-07
18.098728007105937,8.682941429465894e-07
18.159046735024077,8.665208554475954e-07
18.219386297985853,8.647437918403478e-07
18.279746784586813,8.62964752030926e-07
18.340128283669205,8.611855327451743e-07
18.40053088432336,8.594079253288985e-07
18.46095467588926,8.576337135774208e-07
18.521399747958082,8.558646715971817e-07
18.5818661903736,8.541025617019101e-07
18.642354093233813,8.523491323457739e-07
18.702863546892452,8.506061160957121e-07
18.76339464196049,8.488752276450578e-07
18.823947469307726,8.471581618703492e-07
18.884522120064375,8.454565919331181e-07
18.94511868562259,8.437721674282542e-07
19.005737257638046,8.42106512580426e-07
19.066377928031617,8.404612244898507e-07
19.12704078899086,8.388378714285955e-07
19.187725932971695,8.37237991188413e-07
19.248433452700056,8.356630894810113e-07
19.30916344117345,8.341146383914753e-07
19.369915991662626,8.325940748854772e-07
19.430691197713312,8.311027993707388e-07
19.491489153147736,8.296421743131348e-07
19.55230995206639,8.282135229076646e-07
19.61315368884976,8.268181278044574e-07
19.674020458159895,8.254572298898471e-07
19.73491035494219,8.241320271224713e-07
19.79582347442716,8.228436734242527e-07
19.85675991213204,8.215932776260667e-07
19.917719763862618,8.203819024678006e-07
19.978703125714993,8.192105636524606e-07
20.039710094077275,8.180802289539413e-07
20.10074076563138,8.169918173779965e-07
20.16179523735489,8.159461983759355e-07
20.222873606522736,8.149441911105344e-07
20.283975970709072,8.1398656377362e-07
20.345102427789126,8.130740329547733e-07
20.40625307594096,8.122072630605986e-07
20.467428013647332,8.113868657839851e-07
20.528627339697643,8.106133996228171e-07
20.589851153189677,8.098873694475726e-07
20.65109955353154,8.092092261172926e-07
20.71237264044362,8.085793661434235e-07
20.773670513960365,8.079981314010329e-07
20.834993274432286,8.07465808886989e-07
20.896341022527917,8.069826305246636e-07
20.957713859235657,8.065487730148278e-07
21.019111885865854,8.061643577323921e-07
21.080535204052648,8.058294506687417e-07
21.141983915756054,8.055440624194146e-07
21.203458123263946,8.053081482169817e-07
21.264957929194022,8.051216080089762e-07
21.326483436495845,8.049842865808148e-07
21.388034748452952,8.048959737236961e-07
21.449611968684803,8.048564044474836e-07
21.51121520114889,8.048652592386757e-07
21.572844550142882,8.049221643635719e-07
21.63450012030661,8.050266922168098e-07
21.696182016624224,8.051783617154807e-07
21.75789034442639,8.053766387390802e-07
21.8196252093923,8.056209366155522e-07
21.88138671755188,8.059106166537615e-07
21.94317497528804,8.062449887227129e-07
22.00499008933872,8.06623311877867e-07
22.066832166799152,8.070447950349167e-07
22.12870131512414,8.075085976914016e-07
22.190597642130154,8.080138306965075e-07
22.25252125599766,8.085595570694288e-07
22.314472265273416,8.091447928666347e-07
22.37645077887265,8.097685080983513e-07
22.438456906081395,8.104296276945696e-07
22.50049075655886,8.111270325208216e-07
22.562552440339648,8.118595604439496e-07
22.624642067836152,8.126260074480133e-07
22.68675974984096,8.134251288004484e-07
22.74890559752912,8.142556402684977e-07
22.811079722460608,8.151162193858827e-07
22.873282236582753,8.16005506769584e-07
22.935513252232596,8.169221074865133e-07
22.997772882139355,8.17864592469779e-07
23.06006123942695,8.188314999841283e-07
23.12237843761638,8.198213371400368e-07
23.184724590628274,8.208325814558278e-07
23.247099812785436,8.218636824670515e-07
23.309504218815306,8.229130633822523e-07
23.371937923852535,8.239791227841093e-07
23.434401043441614,8.25060236374827e-07
23.496893693539366,8.261547587644711e-07
23.559415990517607,8.272610253008543e-07
23.621968051165787,8.283773539394094e-07
23.6845499926936,8.295020471513516e-07
23.74716193273363,8.306333938682718e-07
23.809803989344122,8.317696714612002e-07
23.872476281011586,8.329091477519872e-07
23.935178926653556,8.340500830547358e-07
23.997912045621394,8.351907322448788e-07
24.060675757702942,8.363293468533426e-07
24.123470183125377,8.374641771831144e-07
