angle,intensity
-29.455397465887266,8.105943802248401e-07
-29.389584538284925,8.12433610230243e-07
-29.323814161335118,8.142602247230687e-07
-29.25808616611452,8.160726918519693e-07
-29.19240038446624,8.178694842890109e-07
-29.126756648994427,8.196490811663055e-07
-29.06115479305883,8.214099700335287e-07
-28.9955946507695,8.231506488332292e-07
-28.9300760569815,8.248696278907359e-07
-28.864598847289628,8.265654319153134e-07
-28.799162858023244,8.282366020091486e-07
-28.733767926241114,8.298816976805856e-07
-28.668413889726263,8.314992988579927e-07
-28.603100586980954,8.330880079005094e-07
-28.53782785722165,8.346464516018872e-07
-28.472595540374005,8.361732831835371e-07
-28.407403477067962,8.376671842728695e-07
-28.342251508632845,8.391268668629669e-07
-28.277139477092476,8.405510752495877e-07
-28.2120672251604,8.419385879414951e-07
-28.147034596235113,8.432882195400983e-07
-28.082041434395272,8.445988225844013e-07
-28.017087584395068,8.458692893572695e-07
-27.952172891659558,8.470985536490594e-07
-27.887297202280003,8.482855924747177e-07
-27.82246036300936,8.49429427740496e-07
-27.75766222125768,8.505291278565015e-07
-27.69290262508767,8.515838092914059e-07
-27.62818142321019,8.52592638065708e-07
-27.563498464979816,8.535548311800723e-07
-27.498853600390504,8.544696579753715e-07
-27.43424668007119,8.553364414212032e-07
-27.36967755528148,8.561545593297944e-07
-27.3051460779074,8.569234454923494e-07
-27.24065210045712,8.576425907350559e-07
-27.17619547605673,8.583115438921754e-07
-27.111776058446118,8.589299126937648e-07
-27.04739370197477,8.594973645658136e-07
-26.98304826159769,8.600136273407582e-07
-26.918739592871344,8.604784898765341e-07
-26.854467551949547,8.608918025825626e-07
-26.790231995579546,8.612534778512396e-07
-26.726032781097974,8.615634903937649e-07
-26.661869766426925,8.618218774793255e-07
-26.597742810070063,8.62028739076925e-07
-26.533651771108715,8.621842378993255e-07
-26.469596509198013,8.622885993488463e-07
-26.40557688456311,8.62342111364963e-07
-26.341592757995357,8.623451241739081e-07
-26.27764399084856,8.622980499406705e-07
-26.21373044503525,8.6220136232406e-07
-26.149851983022977,8.620555959356935e-07
-26.086008467830652,8.618613457040091e-07
-26.022199763024894,8.616192661446122e-07
-25.95842573271641,8.613300705384713e-07
-25.89468624155645,8.609945300197276e-07
-25.830981154733205,8.606134725750062e-07
-25.7673103379683,8.601877819564001e-07
-25.703673657513303,8.597183965104113e-07
