case_id,result_status,run_returned,monitor_fields,raw_monitor_power,angle_size,intensity_finite,normalization
BARE_GAN_AIR_2D_RUNTIME_PROBE,runtime_probe_only,True,"['lambda', 'f', 'T', 'Lumerical_dataset']",0.2419705725290247,2000,True,raw farfield intensity
