candidate_id,role,status,wavelength_nm,amplitude_abs_sum_diagnostic,runtime_seconds,error_or_stage
BARE_GaN_Air,bare_reference,ok,450.0,122.57863140106201,11.333868265151978,
MDC-A0-INT,rounded_reference,ok,450.0,227.28271865844727,1.9330132007598877,
MDC1B_FAB_0126,baseline_fab,ok,450.0,280.1814489364624,1.1809625625610352,
MDC1B_PERF_0890,performance_anchor,ok,450.0,206.7767276763916,2.0781774520874023,
