geometry_uid,exact_hash,parent_uid,role,d_nm,J1_length_nm,J1_width_nm,wavelength_nm,Re_txx,Im_txx,Re_txy,Im_txy,Re_tyx,Im_tyx,Re_tyy,Im_tyy,phi_txx,projector_error,Txx,Txy,Tyx,Tyy,full_jones_frobenius_norm,full_jones_finite,throughput,x_source_T,y_source_T,x_accepted,y_accepted,full_jones_accepted,broadband_status,solver_replay,ml_admitted,projector_pass_count,failed_wavelengths,worst_projector_error,median_projector_error,min_Txx,median_Txx,max_Txx,min_throughput,median_throughput,max_throughput
H1E1_A_small_N_GLOBAL_015,2af4abb9d253f62ee10a513544658f3b40a62313473c2ba396aa2e38848918a8,GLOBAL_015,A,-2,107,111,452.5,0.18125107925323536,0.9626083856763304,0.006772935198352186,-0.01625445747745866,0.004299871237742582,-0.010343816158503785,0.008913317542662542,-0.0004762502643226282,79.33653569180166,0.0005367157479938545,0.9594668579048535,0.0003100800390875896,0.00012548342538208992,7.967404393060321e-05,0.9797867601745055,True,0.479991047706627,0.9595923413302357,0.00038975408301819293,True,True,True,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,False,False,9,[],0.1382565494527126,0.04778318804389148,0.1692319708108286,0.9471199559948279,1.0434471452034049,0.0981916199672597,0.4854808087089256,0.5505979859908983
H1E1_A_small_N_GLOBAL_015,2af4abb9d253f62ee10a513544658f3b40a62313473c2ba396aa2e38848918a8,GLOBAL_015,A,-2,107,111,453.0,0.2602238974268365,0.9136623331923178,0.002087654533989926,-0.007232241679971758,0.00231017443896603,-0.00793689917919213,-0.06408345789781293,0.019195538043002038,74.10230070668092,0.005071299778443894,0.9024953358864427,5.6663621170809406e-05,6.833127451911273e-05,0.004475158256901101,0.9524156073054629,True,0.45354774451951685,0.9025636671609618,0.004531821878071911,True,True,True,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,False,False,9,[],0.1382565494527126,0.04778318804389148,0.1692319708108286,0.9471199559948279,1.0434471452034049,0.0981916199672597,0.4854808087089256,0.5505979859908983
H1E1_A_small_N_GLOBAL_015,2af4abb9d253f62ee10a513544658f3b40a62313473c2ba396aa2e38848918a8,GLOBAL_015,A,-2,107,111,453.5,0.3429942959836412,0.9107551091910021,-0.0008430756643174463,-0.008303868153398562,-0.0008396941240735429,-0.00852906080280671,-0.13801165454581096,0.06820065736682061,69.36340994331647,0.024554689902601234,0.9471199559948279,6.966500288479117e-05,7.344996439997747e-05,0.023698546455738722,0.9853738465262062,True,0.4854808087089256,0.9471934059592277,0.02376821145862352,True,True,True,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,False,False,9,[],0.1382565494527126,0.04778318804389148,0.1692319708108286,0.9471199559948279,1.0434471452034049,0.0981916199672597,0.4854808087089256,0.5505979859908983
H1E1_A_small_N_GLOBAL_015,2af4abb9d253f62ee10a513544658f3b40a62313473c2ba396aa2e38848918a8,GLOBAL_015,A,-2,107,111,454.0,0.3785659854982688,0.9196997832859545,-0.0003161193153363165,-0.009547282253282857,-0.0003267449904213145,-0.00965535244113706,-0.2057733165173261,0.13494025170073037,67.62699910194101,0.0578496459749972,0.9891598967525069,9.12505298453785e-05,9.33325930513368e-05,0.06055152931959614,1.0246443330224395,True,0.5249480045974999,0.9892532293455583,0.06064277984944152,True,True,True,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,False,False,9,[],0.1382565494527126,0.04778318804389148,0.1692319708108286,0.9471199559948279,1.0434471452034049,0.0981916199672597,0.4854808087089256,0.5505979859908983
H1E1_A_large_P_GLOBAL_015,acd7bff31ada717181d8ad9875140a70079f117146f215ca6bb3fefc5c51869a,GLOBAL_015,A,3,112,106,450.0,-0.00884653747880667,0.972907609765046,-0.0004457546259627131,-0.0058436892179978845,-0.0010642423913142355,-0.013899664208689525,0.0076592045203763,-0.0004190335656758207,90.52096960393061,0.0003036383217634997,0.946627478364099,3.4347400863111885e-05,0.00019433327698179488,5.883900301411575e-05,0.9730955749796409,True,0.4734574990224791,0.9468218116410809,9.318640387722765e-05,True,True,True,CENTER_ONLY_COMPATIBLE,False,False,4,"[452.0, 452.5, 453.0, 453.5, 454.0]",0.6044918028911804,0.29552094459875067,0.12344021211279715,0.9281158372653037,1.0701557056560118,0.1560526596100282,0.5167170595338757,0.7400237936789207
H1E1_A_large_P_GLOBAL_015,acd7bff31ada717181d8ad9875140a70079f117146f215ca6bb3fefc5c51869a,GLOBAL_015,A,3,112,106,450.5,0.09070394249984065,0.9610272707193499,-0.003345516276851046,-0.010813480987117525,-0.0035154412093311633,-0.011461841775659334,-0.0903660782945225,0.031345232051132405,84.60826586842603,0.010008709318206965,0.9318006202512971,0.0001281238502174275,0.00014373214378651328,0.00914855167867111,0.9701654641987479,True,0.47061051396198617,0.9319443523950838,0.009276675528888539,True,True,True,CENTER_ONLY_COMPATIBLE,False,False,4,"[452.0, 452.5, 453.0, 453.5, 454.0]",0.6044918028911804,0.29552094459875067,0.12344021211279715,0.9281158372653037,1.0701557056560118,0.1560526596100282,0.5167170595338757,0.7400237936789207
H1E1_A_large_P_GLOBAL_015,acd7bff31ada717181d8ad9875140a70079f117146f215ca6bb3fefc5c51869a,GLOBAL_015,A,3,112,106,451.0,0.24147038712645383,0.9636330799900127,-0.004879748862318975,-0.012539669849028314,-0.004904508259949199,-0.012898539366900816,-0.19363755155240053,0.09311538647587599,75.93230446707355,0.045031857860174274,0.9868966607100378,0.00018105526888193308,0.0001904265190714,0.04616597656976031,1.0165796176727877,True,0.5167170595338757,0.9870870872291091,0.04634703183864225,True,True,True,CENTER_ONLY_COMPATIBLE,False,False,4,"[452.0, 452.5, 453.0, 453.5, 454.0]",0.6044918028911804,0.29552094459875067,0.12344021211279715,0.9281158372653037,1.0701557056560118,0.1560526596100282,0.5167170595338757,0.7400237936789207
H1E1_A_large_P_GLOBAL_015,acd7bff31ada717181d8ad9875140a70079f117146f215ca6bb3fefc5c51869a,GLOBAL_015,A,3,112,106,451.5,0.44184120136792177,0.9353780296916125,-0.0011957808152601487,-0.013916162356671839,-0.0011183320559247202,-0.01411671026309144,-0.26675451383085236,0.18508428053027376,64.71552114015276,0.08997694591708238,1.0701557056560118,0.00019508946649539452,0.00020053217523938,0.10541416154854348,1.0844194247828143,True,0.5879827444231447,1.0703562378312506,0.10560925101503883,True,True,True,CENTER_ONLY_COMPATIBLE,False,False,4,"[452.0, 452.5, 453.0, 453.5, 454.0]",0.6044918028911804,0.29552094459875067,0.12344021211279715,0.9281158372653037,1.0701557056560118,0.1560526596100282,0.5167170595338757,0.7400237936789207
H1E1_A_large_P_GLOBAL_015,acd7bff31ada717181d8ad9875140a70079f117146f215ca6bb3fefc5c51869a,GLOBAL_015,A,3,112,106,452.0,0.3094533238923901,0.1663696259680494,-0.007240769590583139,-0.022084572912041998,-0.007653113168722922,-0.023755249762228304,-0.30946028533130093,0.30288017395088573,28.26355474251602,0.6044918028911804,0.12344021211279715,0.0005401571049712127,0.000622882032439128,0.187502067969849,0.5586638696211313,True,0.1560526596100282,0.12406309414523625,0.18804222507482016,True,True,True,CENTER_ONLY_COMPATIBLE,False,False,4,"[452.0, 452.5, 453.0, 453.5, 454.0]",0.6044918028911804,0.29552094459875067,0.12344021211279715,0.9281158372653037,1.0701557056560118,0.1560526596100282,0.5167170595338757,0.7400237936789207
H1E1_A_large_P_GLOBAL_015,acd7bff31ada717181d8ad9875140a70079f117146f215ca6bb3fefc5c51869a,GLOBAL_015,A,3,112,106,452.5,-0.2386166739566335,0.7901099569516208,-0.016547073800315965,-0.006114616910944202,-0.016717018901843284,-0.006307825714473029,-0.3232476452438153,0.4250188888011283,106.80454654620968,0.29552094459875067,0.6812116611642183,0.0003111941913207079,0.0003192473862087528,0.2851300959934173,0.9833474455832817,True,0.4834860993675827,0.6815309085504273,0.2854412901847381,True,True,True,CENTER_ONLY_COMPATIBLE,False,False,4,"[452.0, 452.5, 453.0, 453.5, 454.0]",0.6044918028911804,0.29552094459875067,0.12344021211279715,0.9281158372653037,1.0701557056560118,0.1560526596100282,0.5167170595338757,0.7400237936789207
H1E1_A_large_P_GLOBAL_015,acd7bff31ada717181d8ad9875140a70079f117146f215ca6bb3fefc5c51869a,GLOBAL_015,A,3,112,106,453.0,-0.020412332905574464,0.8706141698367156,-0.01331953435356788,-0.006207160540872631,-0.013372527776152254,-0.0063004434265495025,-0.302371506431988,0.5344102394207844,91.34310505603287,0.3323146730525206,0.7583856960551214,0.00021593883737604117,0.0002185200864951144,0.3770228318997299,1.0657593475446145,True,0.567921493439361,0.7586042161416162,0.37723877073710577,True,True,True,CENTER_ONLY_COMPATIBLE,False,False,4,"[452.0, 452.5, 453.0, 453.5, 454.0]",0.6044918028911804,0.29552094459875067,0.12344021211279715,0.9281158372653037,1.0701557056560118,0.1560526596100282,0.5167170595338757,0.7400237936789207
H1E1_A_large_P_GLOBAL_015,acd7bff31ada717181d8ad9875140a70079f117146f215ca6bb3fefc5c51869a,GLOBAL_015,A,3,112,106,453.5,0.12426164167844812,0.9133900242295728,-0.008335512236123187,-0.004454962650457783,-0.008410772777904762,-0.004476070248435786,-0.2508453299439799,0.6330753895727151,82.2527890322097,0.3531397089245527,0.8497222919547227,8.932745645553321e-05,9.077630359047581e-05,0.4637078284373492,1.1461283628599888,True,0.6568051120760591,0.8498130682583134,0.4637971558938048,True,True,True,CENTER_ONLY_COMPATIBLE,False,False,4,"[452.0, 452.5, 453.0, 453.5, 454.0]",0.6044918028911804,0.29552094459875067,0.12344021211279715,0.9281158372653037,1.0701557056560118,0.1560526596100282,0.5167170595338757,0.7400237936789207
H1E1_A_large_P_GLOBAL_015,acd7bff31ada717181d8ad9875140a70079f117146f215ca6bb3fefc5c51869a,GLOBAL_015,A,3,112,106,454.0,0.185082231709023,0.9454419097812996,-0.007354417450077084,-0.0004230621767952551,-0.007449454406312954,-0.00046899985795130684,-0.18602050934498635,0.7191787951727411,78.92370005365478,0.37291486760762727,0.9281158372653037,5.426643763543306e-05,5.571433181849383e-05,0.5518217693230837,1.2165720641860231,True,0.7400237936789207,0.9281715515971223,0.5518760357607191,True,True,True,CENTER_ONLY_COMPATIBLE,False,False,4,"[452.0, 452.5, 453.0, 453.5, 454.0]",0.6044918028911804,0.29552094459875067,0.12344021211279715,0.9281158372653037,1.0701557056560118,0.1560526596100282,0.5167170595338757,0.7400237936789207
H1E1_B_large_P_H1C1B_V2_012,2f9bd5e7f87e7cfa19baaa08227852e28219d087f34b9a3d1334be241847a8e6,H1C1B_V2_012,B,3,112,106,450.0,-0.0058703067034958775,0.9726173865885674,-0.0018952902111434749,-0.012441754535473654,-0.0019356172989777284,-0.01256315058593223,0.03725386032166115,-0.0016032343405778897,90.34580886497963,0.0018047231226645533,0.9460190411951681,0.0001583893809054355,0.0001615793669729112,0.001390420469216647,0.9735139600500153,True,0.47386471520613155,0.946180620562141,0.0015488098501220834,True,True,True,CENTER_ONLY_COMPATIBLE,False,False,4,"[452.0, 452.5, 453.0, 453.5, 454.0]",0.5849584399183296,0.28192376675607056,0.12356573418424274,0.9252209766970606,1.0708187280871002,0.14885947103698227,0.5149837991225343,0.7322799661043226
H1E1_B_large_P_H1C1B_V2_012,2f9bd5e7f87e7cfa19baaa08227852e28219d087f34b9a3d1334be241847a8e6,H1C1B_V2_012,B,3,112,106,450.5,0.09785487042149495,0.9588329701031789,-0.0017850878417682257,-0.009602613403989945,-0.0019341475890453546,-0.0105586393748008,-0.06976691748652536,0.021320183835580618,84.17278438992196,0.005920577891757484,0.9289362402220912,9.53967227893161e-05,0.00011522579234330378,0.005321973014354591,0.9666792827776844,True,0.4672344178757893,0.9290514660144347,0.0054173697371439076,True,True,True,CENTER_ONLY_COMPATIBLE,False,False,4,"[452.0, 452.5, 453.0, 453.5, 454.0]",0.5849584399183296,0.28192376675607056,0.12356573418424274,0.9252209766970606,1.0708187280871002,0.14885947103698227,0.5149837991225343,0.7322799661043226
H1E1_B_large_P_H1C1B_V2_012,2f9bd5e7f87e7cfa19baaa08227852e28219d087f34b9a3d1334be241847a8e6,H1C1B_V2_012,B,3,112,106,451.0,0.2486668244025657,0.9650288705085827,-0.0029134637931546386,-0.0096344729396178,-0.0028971071642470893,-0.00995575469190461,-0.17500755310545754,0.07755786553327122,75.5504644165863,0.035779463193144845,0.9931159104735272,0.00010131134009825067,0.00010751028140651249,0.03664286615003652,1.0148731931847783,True,0.5149837991225343,0.993223420754934,0.03674417749013478,True,True,True,CENTER_ONLY_COMPATIBLE,False,False,4,"[452.0, 452.5, 453.0, 453.5, 454.0]",0.5849584399183296,0.28192376675607056,0.12356573418424274,0.9252209766970606,1.0708187280871002,0.14885947103698227,0.5149837991225343,0.7322799661043226
H1E1_B_large_P_H1C1B_V2_012,2f9bd5e7f87e7cfa19baaa08227852e28219d087f34b9a3d1334be241847a8e6,H1C1B_V2_012,B,3,112,106,451.5,0.4419617820815063,0.9356754305134017,-0.0011294783728232423,-0.011253371026856461,-0.001065348407196565,-0.011397196932474134,-0.2546139296076683,0.1675014967426257,64.716517493114,0.08002314119193932,1.0708187280871002,0.00012791408086276787,0.00013103106514631406,0.09288500456127854,1.078871019999327,True,0.5819813388971943,1.0709497591522472,0.09301291864214134,True,True,True,CENTER_ONLY_COMPATIBLE,False,False,4,"[452.0, 452.5, 453.0, 453.5, 454.0]",0.5849584399183296,0.28192376675607056,0.12356573418424274,0.9252209766970606,1.0708187280871002,0.14885947103698227,0.5149837991225343,0.7322799661043226
H1E1_B_large_P_H1C1B_V2_012,2f9bd5e7f87e7cfa19baaa08227852e28219d087f34b9a3d1334be241847a8e6,H1C1B_V2_012,B,3,112,106,452.0,0.31020431995408476,0.16534513620323563,-0.006026758004870792,-0.02101034857046602,-0.0063932197205624885,-0.02265941812270907,-0.30564293633858214,0.28231812607215695,28.058512374221152,0.5849584399183296,0.12356573418424274,0.00047775655910175775,0.0005543224880551453,0.1731211288425649,0.5456362726890182,True,0.14885947103698227,0.12412005667229793,0.1735988854016666,True,True,True,CENTER_ONLY_COMPATIBLE,False,False,4,"[452.0, 452.5, 453.0, 453.5, 454.0]",0.5849584399183296,0.28192376675607056,0.12356573418424274,0.9252209766970606,1.0708187280871002,0.14885947103698227,0.5149837991225343,0.7322799661043226
H1E1_B_large_P_H1C1B_V2_012,2f9bd5e7f87e7cfa19baaa08227852e28219d087f34b9a3d1334be241847a8e6,H1C1B_V2_012,B,3,112,106,452.5,-0.23278166886954324,0.792318213007461,-0.01302459760481753,-0.005385921471161315,-0.013162701070200998,-0.005566006523879259,-0.32476474253432147,0.4023274440054727,106.37269342243019,0.28192376675607056,0.6819554560250259,0.000198648292860935,0.00020423712808733698,0.2673395101933609,0.9745244233159758,True,0.4748489258196676,0.6821596931531134,0.26753815848622176,True,True,True,CENTER_ONLY_COMPATIBLE,False,False,4,"[452.0, 452.5, 453.0, 453.5, 454.0]",0.5849584399183296,0.28192376675607056,0.12356573418424274,0.9252209766970606,1.0708187280871002,0.14885947103698227,0.5149837991225343,0.7322799661043226
H1E1_B_large_P_H1C1B_V2_012,2f9bd5e7f87e7cfa19baaa08227852e28219d087f34b9a3d1334be241847a8e6,H1C1B_V2_012,B,3,112,106,453.0,-0.01415544859353852,0.8755689368842076,-0.010876262455186126,-0.004032730286689188,-0.01091283295067736,-0.004096152096308663,-0.3073583845900522,0.5147867018736751,90.92622839335405,0.3193287006619937,0.7668213399614258,0.0001345559985592716,0.00013586838500548342,0.3594745250037825,1.0613982708431238,True,0.5632831446743867,0.7669572083464313,0.3596090810023419,True,True,True,CENTER_ONLY_COMPATIBLE,False,False,4,"[452.0, 452.5, 453.0, 453.5, 454.0]",0.5849584399183296,0.28192376675607056,0.12356573418424274,0.9252209766970606,1.0708187280871002,0.14885947103698227,0.5149837991225343,0.7322799661043226
H1E1_B_large_P_H1C1B_V2_012,2f9bd5e7f87e7cfa19baaa08227852e28219d087f34b9a3d1334be241847a8e6,H1C1B_V2_012,B,3,112,106,453.5,0.1268049477236331,0.9149075493725319,-0.00753655046784252,-0.003841319805058597,-0.007613164429407407,-0.0038516351477800854,-0.2608629761280682,0.6184716080375872,82.10915290638752,0.34567297739330805,0.8531353186660452,7.155533079907273e-05,7.279536594080912e-05,0.450556622262992,1.1418565109617658,True,0.6519181458128886,0.8532081140319863,0.45062817759379103,True,True,True,CENTER_ONLY_COMPATIBLE,False,False,4,"[452.0, 452.5, 453.0, 453.5, 454.0]",0.5849584399183296,0.28192376675607056,0.12356573418424274,0.9252209766970606,1.0708187280871002,0.14885947103698227,0.5149837991225343,0.7322799661043226
