geometry_uid,exact_hash,parent_uid,role,d_nm,J1_length_nm,J1_width_nm,wavelength_nm,Re_txx,Im_txx,Re_txy,Im_txy,Re_tyx,Im_tyx,Re_tyy,Im_tyy,phi_txx,projector_error,Txx,Txy,Tyx,Tyy,full_jones_frobenius_norm,full_jones_finite,throughput,x_source_T,y_source_T,x_accepted,y_accepted,full_jones_accepted,broadband_status,solver_replay,ml_admitted,projector_pass_count,failed_wavelengths,worst_projector_error,median_projector_error,min_Txx,median_Txx,max_Txx,min_throughput,median_throughput,max_throughput
H1E1_A_small_P_GLOBAL_015,63ce99c7bf764f34850a5b8d52d69c1c4e563e30e66e434678b4eb607fe6ffaa,GLOBAL_015,A,2,111,107,450.0,0.06879124701802314,0.9917129388853277,0.0008203807193249776,-0.01488214570669231,0.0007959508781337168,-0.01450968321457036,0.12640342571801658,0.0044684047698497435,86.03197202854648,0.016354928827011506,0.9882267888188684,0.00022215128535986052,0.0002111644447875867,0.01599779267443735,1.0023262429086914,True,0.5023289486117268,0.9884379532636565,0.01621994395979721,True,True,True,CENTER_ONLY_COMPATIBLE,False,False,5,"[452.0, 453.0, 453.5, 454.0]",0.46787531338599486,0.16613811512524534,0.10236970080103715,0.9161772425400679,0.9882267888188684,0.09618958054026025,0.5015119497965435,0.6704488011345711
H1E1_A_small_P_GLOBAL_015,63ce99c7bf764f34850a5b8d52d69c1c4e563e30e66e434678b4eb607fe6ffaa,GLOBAL_015,A,2,111,107,450.5,0.12968251239819625,0.9828052552101952,-0.00011306541984995155,-0.010564161482253198,-0.0001086011059948746,-0.01168898425269337,0.018964980587145342,5.632351788747161e-05,82.48316755090616,0.0006182370882720223,0.9827237236906853,0.00011161429161228793,0.00013664414705993687,0.0003596736610094669,0.9916308061926913,True,0.49166582789518354,0.9828603678377453,0.00047128795262175484,True,True,True,CENTER_ONLY_COMPATIBLE,False,False,5,"[452.0, 453.0, 453.5, 454.0]",0.46787531338599486,0.16613811512524534,0.10236970080103715,0.9161772425400679,0.9882267888188684,0.09618958054026025,0.5015119497965435,0.6704488011345711
H1E1_A_small_P_GLOBAL_015,63ce99c7bf764f34850a5b8d52d69c1c4e563e30e66e434678b4eb607fe6ffaa,GLOBAL_015,A,2,111,107,451.0,0.2714940926944141,0.9193004205360755,-0.002769489789722302,-0.011427255096617897,-0.0029494560210903066,-0.012638064537808092,-0.07467694670181865,0.02080683196527806,73.54671470353509,0.0068273480063628655,0.9188223055657686,0.00013825223273855575,0.00016841996608214834,0.006009570625137579,0.9618412282646895,True,0.4625692741948635,0.9189907255318508,0.006147822857876137,True,True,True,CENTER_ONLY_COMPATIBLE,False,False,5,"[452.0, 453.0, 453.5, 454.0]",0.46787531338599486,0.16613811512524534,0.10236970080103715,0.9161772425400679,0.9882267888188684,0.09618958054026025,0.5015119497965435,0.6704488011345711
H1E1_A_small_P_GLOBAL_015,63ce99c7bf764f34850a5b8d52d69c1c4e563e30e66e434678b4eb607fe6ffaa,GLOBAL_015,A,2,111,107,451.5,0.6188260583287933,0.7645010237277126,0.0003184273904660633,-0.017283090494322386,0.00046390657436748206,-0.017781086641998345,-0.1700015093362914,0.07810692545786736,51.01152890711376,0.035509018140111315,0.9674075057474715,0.0002988066130379359,0.0003163822514799934,0.03500120498109803,1.0015108085253437,True,0.5015119497965435,0.967723887998951,0.035300011594135955,True,True,True,CENTER_ONLY_COMPATIBLE,False,False,5,"[452.0, 453.0, 453.5, 454.0]",0.46787531338599486,0.16613811512524534,0.10236970080103715,0.9161772425400679,0.9882267888188684,0.09618958054026025,0.5015119497965435,0.6704488011345711
H1E1_A_small_P_GLOBAL_015,63ce99c7bf764f34850a5b8d52d69c1c4e563e30e66e434678b4eb607fe6ffaa,GLOBAL_015,A,2,111,107,452.0,-0.1343663875373166,0.2903710982539564,-0.01189826968161253,-0.02006420136910903,-0.012685947939559487,-0.021579151630818055,-0.24764869623046498,0.1658579195474446,114.83187883196786,0.46787531338599486,0.10236970080103715,0.0005441409979965367,0.0006265930602310511,0.08883872622125573,0.4386104890224588,True,0.09618958054026025,0.10299629386126818,0.08938286721925232,True,True,True,CENTER_ONLY_COMPATIBLE,False,False,5,"[452.0, 453.0, 453.5, 454.0]",0.46787531338599486,0.16613811512524534,0.10236970080103715,0.9161772425400679,0.9882267888188684,0.09618958054026025,0.5015119497965435,0.6704488011345711
H1E1_A_small_P_GLOBAL_015,63ce99c7bf764f34850a5b8d52d69c1c4e563e30e66e434678b4eb607fe6ffaa,GLOBAL_015,A,2,111,107,452.5,-0.03278560735845268,0.9024524406749633,-0.010765082809571475,-0.0067318818701030125,-0.010895811530648197,-0.006908387712281992,-0.29906931512169865,0.2696454414284572,92.08060954410814,0.16613811512524534,0.8154953037300608,0.00016120524140995294,0.00016644452969461504,0.1621511193305094,0.9889257165387473,True,0.48898703641583763,0.8156617482597559,0.16231232457191933,True,True,True,CENTER_ONLY_COMPATIBLE,False,False,5,"[452.0, 453.0, 453.5, 454.0]",0.46787531338599486,0.16613811512524534,0.10236970080103715,0.9161772425400679,0.9882267888188684,0.09618958054026025,0.5015119497965435,0.6704488011345711
H1E1_A_small_P_GLOBAL_015,63ce99c7bf764f34850a5b8d52d69c1c4e563e30e66e434678b4eb607fe6ffaa,GLOBAL_015,A,2,111,107,453.0,0.06015102656871824,0.9395247852257328,-0.012095790465978487,-0.0060567519213424945,-0.012172581970270708,-0.006144256577287461,-0.315872844908878,0.37995071223462806,86.33676224853326,0.21621876298913667,0.8863249680507299,0.00018299239083354203,0.0001859236407104997,0.24413819787842928,1.0634058876838623,True,0.5654160409803516,0.8865108916914403,0.24432119026926283,True,True,True,CENTER_ONLY_COMPATIBLE,False,False,5,"[452.0, 453.0, 453.5, 454.0]",0.46787531338599486,0.16613811512524534,0.10236970080103715,0.9161772425400679,0.9882267888188684,0.09618958054026025,0.5015119497965435,0.6704488011345711
H1E1_A_small_P_GLOBAL_015,63ce99c7bf764f34850a5b8d52d69c1c4e563e30e66e434678b4eb607fe6ffaa,GLOBAL_015,A,2,111,107,453.5,0.15961973575362198,0.9152917370550275,-0.009384402647788045,-0.006667883386886753,-0.009477930808064864,-0.006712302175194019,-0.3011004224113572,0.4923445409230187,80.1075477839828,0.2785730702373551,0.8632374239632657,0.00013252768191693163,0.00013488617289357947,0.33306461135299575,1.0938781692542694,True,0.598284724585536,0.8633723101361594,0.33319713903491266,True,True,True,CENTER_ONLY_COMPATIBLE,False,False,5,"[452.0, 453.0, 453.5, 454.0]",0.46787531338599486,0.16613811512524534,0.10236970080103715,0.9161772425400679,0.9882267888188684,0.09618958054026025,0.5015119497965435,0.6704488011345711
H1E1_A_small_P_GLOBAL_015,63ce99c7bf764f34850a5b8d52d69c1c4e563e30e66e434678b4eb607fe6ffaa,GLOBAL_015,A,2,111,107,454.0,0.24700523396423144,0.9247516731178934,-0.006762681798110194,-0.0031889042870327264,-0.00685004756643021,-0.0032556819691942707,-0.26483352325116744,0.5953739489590103,75.04517057760233,0.3167433210487801,0.9161772425400679,5.590297565434662e-05,5.752261674689312e-05,0.42460693413667283,1.1579713305039734,True,0.6704488011345711,0.9162347651568147,0.42466283711232733,True,True,True,CENTER_ONLY_COMPATIBLE,False,False,5,"[452.0, 453.0, 453.5, 454.0]",0.46787531338599486,0.16613811512524534,0.10236970080103715,0.9161772425400679,0.9882267888188684,0.09618958054026025,0.5015119497965435,0.6704488011345711
H1E1_A_small_N_GLOBAL_015,2af4abb9d253f62ee10a513544658f3b40a62313473c2ba396aa2e38848918a8,GLOBAL_015,A,-2,107,111,450.0,0.19917404910251235,0.9692263017667518,0.0054834556651286,-0.009340727048629635,0.005489242078586701,-0.009294120178607567,0.3229147409283762,0.1327338927489546,78.38749490324489,0.11090309919102215,0.9790699258723449,0.00011731746782843225,0.0001165124484917272,0.12189221619313129,1.0493788505500747,True,0.5505979859908983,0.9791864383208367,0.12200953366095975,True,True,True,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,False,False,9,[],0.1382565494527126,0.04778318804389148,0.1692319708108286,0.9471199559948279,1.0434471452034049,0.0981916199672597,0.4854808087089256,0.5505979859908983
H1E1_A_small_N_GLOBAL_015,2af4abb9d253f62ee10a513544658f3b40a62313473c2ba396aa2e38848918a8,GLOBAL_015,A,-2,107,111,450.5,0.31504988048952753,0.9040758611575231,0.005742582828361251,-0.011434906486575665,0.00567885189706494,-0.011378023841176761,0.27726670327972247,0.08336693665264558,70.78771580014813,0.0840882468381896,0.9166095899241825,0.00016373434389731973,0.0001617087853991849,0.08382687087445187,1.0003808794293956,True,0.5003809519639655,0.9167712987095817,0.0839906052183492,True,True,True,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,False,False,9,[],0.1382565494527126,0.04778318804389148,0.1692319708108286,0.9471199559948279,1.0434471452034049,0.0981916199672597,0.4854808087089256,0.5505979859908983
H1E1_A_small_N_GLOBAL_015,2af4abb9d253f62ee10a513544658f3b40a62313473c2ba396aa2e38848918a8,GLOBAL_015,A,-2,107,111,451.0,0.5986370298112047,0.8276961107448938,0.003918090973882768,-0.010683136491765558,0.0039305395657597,-0.010784985467279021,0.22523893200088163,0.03697829970286948,54.123400711974455,0.04778318804389148,1.0434471452034049,0.00012948084218131453,0.00013176505280742214,0.05209997113781302,1.0468086559807415,True,0.5479041811181031,1.0435789102562119,0.05222945197999435,True,True,True,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,False,False,9,[],0.1382565494527126,0.04778318804389148,0.1692319708108286,0.9471199559948279,1.0434471452034049,0.0981916199672597,0.4854808087089256,0.5505979859908983
H1E1_A_small_N_GLOBAL_015,2af4abb9d253f62ee10a513544658f3b40a62313473c2ba396aa2e38848918a8,GLOBAL_015,A,-2,107,111,451.5,-0.07515859803024946,0.4044541456740875,0.0026699662606984153,-0.0037778323813709392,0.002627308171176196,-0.003770322865580932,0.16437069242777047,0.009540742865941873,100.52704028079205,0.1382565494527126,0.1692319708108286,2.1400737335002694e-05,2.111808273705162e-05,0.027108750303618742,0.4431514864406069,True,0.0981916199672597,0.16925308889356566,0.027130151040953742,True,True,True,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,False,False,9,[],0.1382565494527126,0.04778318804389148,0.1692319708108286,0.9471199559948279,1.0434471452034049,0.0981916199672597,0.4854808087089256,0.5505979859908983
H1E1_A_small_N_GLOBAL_015,2af4abb9d253f62ee10a513544658f3b40a62313473c2ba396aa2e38848918a8,GLOBAL_015,A,-2,107,111,452.0,0.12149881314259964,0.9648953478742529,0.0034919722166176725,-0.010661774420703821,0.003394706307908674,-0.010316055678264985,0.0905771944522782,-0.0008723767177417338,82.82313567240328,0.008854016254128294,0.945784993944436,0.00012586730375960405,0.0001179450356740182,0.008204989195983477,0.9768489112855955,True,0.47711689773992655,0.94590293898011,0.00833085649974308,True,True,True,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,False,False,9,[],0.1382565494527126,0.04778318804389148,0.1692319708108286,0.9471199559948279,1.0434471452034049,0.0981916199672597,0.4854808087089256,0.5505979859908983
