candidate_id,scan_mode,count,spectral_peak_nm_mean,spectral_peak_nm_std,spectral_peak_nm_min,spectral_peak_nm_max,spectral_peak_nm_valid_count,spectral_FWHM_nm_mean,spectral_FWHM_nm_std,spectral_FWHM_nm_min,spectral_FWHM_nm_max,spectral_FWHM_nm_valid_count,T450_mean,T450_std,T450_min,T450_max,T450_valid_count,max_angle_450_deg_mean,max_angle_450_deg_std,max_angle_450_deg_min,max_angle_450_deg_max,max_angle_450_deg_valid_count,angular_FWHM_450_deg_mean,angular_FWHM_450_deg_std,angular_FWHM_450_deg_min,angular_FWHM_450_deg_max,angular_FWHM_450_deg_valid_count,I0_over_Imax_450_mean,I0_over_Imax_450_std,I0_over_Imax_450_min,I0_over_Imax_450_max,I0_over_Imax_450_valid_count,strict_normal_rate,near_normal_rate,spectral_target_pass_rate,angular_target_pass_rate,combined_pass_rate,boundary_spectral_count,boundary_angular_count
ZL1_N3_M3_L78_H46,nominal,1,450.30000000000234,0.0,450.30000000000234,450.30000000000234,1,3.3664630286809825,0.0,3.3664630286809825,3.3664630286809825,1,0.9604979466108747,0.0,0.9604979466108747,0.9604979466108747,1,-3.0,0.0,-3.0,-3.0,1,17.726413267750956,0.0,17.726413267750956,17.726413267750956,1,0.9695926362441876,0.0,0.9695926362441876,0.9695926362441876,1,0.0,1.0,1.0,1.0,1.0,0,0
ZL1_N3_M3_L78_H46,local_basin_pm1nm,27,450.31481481481717,2.0566826406198166,446.54000000000144,454.1000000000032,27,3.372182724799765,0.06341304067556519,3.268232199321801,3.4803421801459535,27,0.5386597113547544,0.2707410652827371,0.14883266145640853,0.9813578380598905,27,-4.481481481481482,4.589604762862124,-13.0,0.0,27,13.324485041569757,4.586957398647747,5.6276839401239105,21.103691324949917,27,0.7382971820579057,0.3143261309683942,0.1522035869672721,1.0,27,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.3333333333333333,0,0
ZL1_N3_M3_L78_H46,local_basin_pm2nm,125,450.32048000000236,3.564727166222649,442.78000000000065,457.92000000000405,125,3.380813082266679,0.10568437816549082,3.1757217778023232,3.5940747242067346,125,0.37333610966007913,0.29495123810109514,0.048789032818110756,0.9917873049040362,125,-5.568,5.973723796761949,-18.0,0.0,125,12.914320035754757,5.791350308834803,4.2910573100612215,23.153628280956237,125,0.6661150524091037,0.382297135071814,0.051365941233136904,1.0,125,0.472,0.536,0.256,0.536,0.192,0,0
ZL1_N3_M3_L78_H46,local_basin_pm3nm,343,450.33102040816556,5.042940145833958,439.03999999999974,461.760000000005,343,3.392738395501379,0.15015286020983745,3.0924268812187847,3.730865615245648,343,0.28497772185304066,0.2861886300201693,0.0246128064193639,0.9921045479993513,343,-10.113702623906706,14.459813175755357,-60.0,0.0,343,12.301701285698538,6.445976919559237,3.6837586656394805,23.36404355935837,322,0.6070575002171885,0.404817521562323,0.028840945669545703,1.0,343,0.4198250728862974,0.46647230320699706,0.1749271137026239,0.46647230320699706,0.13411078717201166,0,21
ZL1_N3_M3_L78_H46,local_basin_full_pm3nm,343,450.33102040816556,5.042940145833958,439.03999999999974,461.760000000005,343,3.392738395501379,0.15015286020983745,3.0924268812187847,3.730865615245648,343,0.28497772185304066,0.2861886300201693,0.0246128064193639,0.9921045479993513,343,-10.113702623906706,14.459813175755357,-60.0,0.0,343,12.301701285698538,6.445976919559237,3.6837586656394805,23.36404355935837,322,0.6070575002171885,0.404817521562323,0.028840945669545703,1.0,343,0.4198250728862974,0.46647230320699706,0.1749271137026239,0.46647230320699706,0.13411078717201166,0,21
ZL1_N3_M3_L78_H46,independent_layer_1nm,300,450.2619333333357,1.3007373276554821,447.04000000000156,453.00000000000296,300,3.3713027569600142,0.03258298346390951,3.2923447975271074,3.458030111707842,300,0.7152599763784294,0.23243910666446874,0.24060665239889512,0.9938768325690792,300,-3.5733333333333333,3.6429780247606343,-11.0,0.0,300,15.801868250707212,4.177932712411297,6.526128026458055,23.12219967462778,300,0.825405803377551,0.23223616074193673,0.24303694488810584,1.0,300,0.44666666666666666,0.6333333333333333,0.6966666666666667,0.6333333333333333,0.5233333333333333,0,0
ZL1_N3_M3_L78_H46,independent_layer_3nm,300,450.473466666669,2.9767955895939937,442.6000000000006,458.5200000000042,300,3.4148506866742037,0.07372189278880181,3.19715757372461,3.5934232729572955,300,0.4672526408560723,0.30722617977770206,0.040653783858045855,0.9972000966744059,300,-5.15,5.51490404872711,-18.0,0.0,300,13.482834374431965,5.6123164622306545,3.910248659518924,23.358452821223096,300,0.6930201189397909,0.3595911144517836,0.04258193184663793,1.0,300,0.4666666666666667,0.55,0.33,0.55,0.27,0,0
ZL1_N3_M3_L78_H46,independent_layer_5nm,300,450.257866666669,4.47442936200413,433.9199999999986,462.30000000000507,300,3.4803607776050254,0.11842554144229586,3.0978456223094213,3.7700792132517336,300,0.35233932365044723,0.30416879561243354,0.012290557718712344,0.9937563342343985,300,-7.596666666666667,11.225001361049163,-60.0,0.0,300,12.93277693600129,6.165530876593619,3.3835815469809205,23.88800073574367,291,0.6481030729294717,0.39128047809822764,0.02021736883023293,1.0,300,0.46,0.5166666666666667,0.23,0.5166666666666667,0.18333333333333332,0,9
ZL1_N3_M3_L79_H44_C316,nominal,1,449.7000000000022,0.0,449.7000000000022,449.7000000000022,1,3.3288264345748075,0.0,3.3288264345748075,3.3288264345748075,1,0.960593300342243,0.0,0.960593300342243,0.960593300342243,1,0.0,0.0,0.0,0.0,1,14.92088273169665,0.0,14.92088273169665,14.92088273169665,1,1.0,0.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,0,0
ZL1_N3_M3_L79_H44_C316,local_basin_pm1nm,27,449.69703703703925,2.049619322947701,445.9200000000013,453.4800000000031,27,3.336177455885956,0.04653182935501767,3.255396571459926,3.424694074690194,27,0.5371618990530023,0.27142113305806004,0.1452715427305508,0.9818850700514791,27,-3.3703703703703702,4.11994379814371,-12.0,0.0,27,14.38050929256315,4.265534917806342,6.022259867228474,21.573220162674406,27,0.8067973250532782,0.2760947481452045,0.19304173316382028,1.0,27,0.5555555555555556,0.6666666666666666,0.4444444444444444,0.6666666666666666,0.3333333333333333,0,0
ZL1_N3_M3_L79_H44_C316,local_basin_pm2nm,125,449.70112000000233,3.5543607506281303,442.1800000000005,457.28000000000395,125,3.3451742796590818,0.07775379962860522,3.1799372933782593,3.514277791387201,125,0.37216574105746925,0.2951291877832572,0.046594463954637615,0.992154024850793,125,-6.12,10.103939825632377,-60.0,0.0,125,13.35143400595467,5.5902098512853735,4.1560345952331215,22.079590096706085,122,0.7071294101712952,0.36384419746187896,0.053952365690239326,1.0,125,0.512,0.576,0.256,0.576,0.2,0,3
ZL1_N3_M3_L79_H44_C316,local_basin_pm3nm,343,449.70489795918587,5.0293296539424475,438.4199999999996,461.0800000000048,343,3.3567180219670236,0.11082882391522439,3.1215748101243435,3.631345256485531,343,0.2840243584446482,0.2861522210639298,0.024076137460482733,0.992154024850793,343,-12.871720116618075,18.490905154319474,-60.0,0.0,343,12.290111110662277,6.259791011290934,3.536161034920138,22.741273019734816,302,0.6151050495895956,0.3922308720016975,0.026751305290354296,1.0,343,0.40233236151603496,0.4518950437317784,0.1749271137026239,0.4518950437317784,0.13994169096209913,0,41
ZL1_N3_M3_L79_H44_C316,local_basin_full_pm3nm,343,449.70489795918587,5.0293296539424475,438.4199999999996,461.0800000000048,343,3.3567180219670236,0.11082882391522439,3.1215748101243435,3.631345256485531,343,0.2840243584446482,0.2861522210639298,0.024076137460482733,0.992154024850793,343,-12.871720116618075,18.490905154319474,-60.0,0.0,343,12.290111110662277,6.259791011290934,3.536161034920138,22.741273019734816,302,0.6151050495895956,0.3922308720016975,0.026751305290354296,1.0,343,0.40233236151603496,0.4518950437317784,0.1749271137026239,0.4518950437317784,0.13994169096209913,0,41
