spectral_peak_nm,spectral_FWHM_nm,T448,T450,T453,max_angle_450_deg,angular_FWHM_450_deg,I0_over_Imax_450,strict_normal,near_normal,angle_symmetry_error_max,energy_residual_max,spectral_boundary_clipped,angular_boundary_clipped,sequence_json,spectral_target_pass,angular_target_pass,combined_pass,candidate_id,scan_mode,sample_index,sample_id
450.30000000000234,3.3664630286809825,0.3398689873537695,0.9604979466108747,0.28492814222199636,-3.0,17.726413267750956,0.9695926362441876,False,True,0.0,5.551115123125783e-16,False,False,"[[""H"",46],[""L"",78],[""H"",46],[""L"",78],[""H"",46],[""L"",312],[""H"",46],[""L"",78],[""H"",46],[""L"",78],[""H"",46],[""L"",78]]",True,True,True,ZL1_N3_M3_L78_H46,nominal,0,nominal_ZL1_N3_M3_L78_H46_0000
449.7000000000022,3.3288264345748075,0.4814166445388499,0.960593300342243,0.20923240732963397,0.0,14.92088273169665,1.0,True,True,0.0,6.661338147750939e-16,False,False,"[[""H"",44],[""L"",79],[""H"",44],[""L"",79],[""H"",44],[""L"",316],[""H"",44],[""L"",79],[""H"",44],[""L"",79],[""H"",44],[""L"",79]]",True,True,True,ZL1_N3_M3_L79_H44_C316,nominal,1,nominal_ZL1_N3_M3_L79_H44_C316_0001
