spectral_peak_nm,spectral_FWHM_nm,T448,T450,T453,max_angle_450_deg,angular_FWHM_450_deg,I0_over_Imax_450,strict_normal,near_normal,angle_symmetry_error_max,energy_residual_max,spectral_boundary_clipped,angular_boundary_clipped,sequence_json,spectral_target_pass,angular_target_pass,combined_pass,candidate_id,scan_mode,sample_index,sample_id,delta_H_nm,delta_L_nm,delta_center_nm
439.03999999999974,3.0924268812187847,0.03456128179256027,0.0246128064193639,0.01668268580830963,-60.0,,0.3335033020941018,False,False,0.0,5.551115123125783e-16,False,True,"[[""H"",43],[""L"",75],[""H"",43],[""L"",75],[""H"",43],[""L"",309],[""H"",43],[""L"",75],[""H"",43],[""L"",75],[""H"",43],[""L"",75]]",False,False,False,ZL1_N3_M3_L78_H46,local_basin,0,local_basin_ZL1_N3_M3_L78_H46_0000,-3,-3,-3
439.86,3.1115976601567468,0.0413365411502129,0.0284662683466377,0.0186680707331928,-60.0,,0.3940842280497903,False,False,0.0,5.551115123125783e-16,False,True,"[[""H"",43],[""L"",75],[""H"",43],[""L"",75],[""H"",43],[""L"",310],[""H"",43],[""L"",75],[""H"",43],[""L"",75],[""H"",43],[""L"",75]]",False,False,False,ZL1_N3_M3_L78_H46,local_basin,1,local_basin_ZL1_N3_M3_L78_H46_0001,-3,-3,-2
440.6600000000002,3.131247471452866,0.050318361395503365,0.03331651963072409,0.02104443028991082,-60.0,,0.47094515481885674,False,False,0.0,4.440892098500626e-16,False,True,"[[""H"",43],[""L"",75],[""H"",43],[""L"",75],[""H"",43],[""L"",311],[""H"",43],[""L"",75],[""H"",43],[""L"",75],[""H"",43],[""L"",75]]",False,False,False,ZL1_N3_M3_L78_H46,local_basin,2,local_basin_ZL1_N3_M3_L78_H46_0002,-3,-3,-1
441.4600000000004,3.1534348868136703,0.06255319622866895,0.03953366936762949,0.023920476534330028,-60.0,,0.5702512938527895,False,False,0.0,5.551115123125783e-16,False,True,"[[""H"",43],[""L"",75],[""H"",43],[""L"",75],[""H"",43],[""L"",312],[""H"",43],[""L"",75],[""H"",43],[""L"",75],[""H"",43],[""L"",75]]",False,False,False,ZL1_N3_M3_L78_H46,local_basin,3,local_basin_ZL1_N3_M3_L78_H46_0003,-3,-3,0
442.28000000000054,3.1797984099102905,0.0797658830744907,0.04767342465344365,0.027445107591338933,-60.0,,0.701299753834834,False,False,0.0,6.661338147750939e-16,False,True,"[[""H"",43],[""L"",75],[""H"",43],[""L"",75],[""H"",43],[""L"",313],[""H"",43],[""L"",75],[""H"",43],[""L"",75],[""H"",43],[""L"",75]]",False,False,False,ZL1_N3_M3_L78_H46,local_basin,4,local_basin_ZL1_N3_M3_L78_H46_0004,-3,-3,1
443.0800000000007,3.206846794266596,0.10493326755539796,0.05859793834948514,0.03182640613647585,-60.0,,0.8785792977957515,False,False,0.0,6.661338147750939e-16,False,True,"[[""H"",43],[""L"",75],[""H"",43],[""L"",75],[""H"",43],[""L"",314],[""H"",43],[""L"",75],[""H"",43],[""L"",75],[""H"",43],[""L"",75]]",False,False,False,ZL1_N3_M3_L78_H46,local_basin,5,local_basin_ZL1_N3_M3_L78_H46_0005,-3,-3,2
443.9000000000009,3.2348346932658387,0.1434568030632206,0.07369579220375619,0.03736182791430233,0.0,21.38789155132088,1.0,True,True,0.0,5.551115123125783e-16,False,False,"[[""H"",43],[""L"",75],[""H"",43],[""L"",75],[""H"",43],[""L"",315],[""H"",43],[""L"",75],[""H"",43],[""L"",75],[""H"",43],[""L"",75]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,6,local_basin_ZL1_N3_M3_L78_H46_0006,-3,-3,3
439.69999999999993,3.1026246519368215,0.03938171304359324,0.027201463163863418,0.017863024184116463,-60.0,,0.4150187507831045,False,False,0.0,5.551115123125783e-16,False,True,"[[""H"",43],[""L"",76],[""H"",43],[""L"",76],[""H"",43],[""L"",309],[""H"",43],[""L"",76],[""H"",43],[""L"",76],[""H"",43],[""L"",76]]",False,False,False,ZL1_N3_M3_L78_H46,local_basin,7,local_basin_ZL1_N3_M3_L78_H46_0007,-3,-2,-3
440.5200000000001,3.120294501929152,0.04781386316877554,0.03178387965579531,0.020118616105496985,-60.0,,0.49502963316092374,False,False,0.0,5.551115123125783e-16,False,True,"[[""H"",43],[""L"",76],[""H"",43],[""L"",76],[""H"",43],[""L"",310],[""H"",43],[""L"",76],[""H"",43],[""L"",76],[""H"",43],[""L"",76]]",False,False,False,ZL1_N3_M3_L78_H46,local_basin,8,local_basin_ZL1_N3_M3_L78_H46_0008,-3,-2,-2
441.3200000000003,3.139655375941061,0.05925559403706907,0.03764339590907895,0.0228448958459711,-60.0,,0.5981300928590406,False,False,0.0,6.661338147750939e-16,False,True,"[[""H"",43],[""L"",76],[""H"",43],[""L"",76],[""H"",43],[""L"",311],[""H"",43],[""L"",76],[""H"",43],[""L"",76],[""H"",43],[""L"",76]]",False,False,False,ZL1_N3_M3_L78_H46,local_basin,9,local_basin_ZL1_N3_M3_L78_H46_0009,-3,-2,-1
442.14000000000044,3.1638445038631744,0.07527977038730857,0.045293385553520395,0.026181038625155792,-60.0,,0.7337728046068853,False,False,0.0,5.551115123125783e-16,False,True,"[[""H"",43],[""L"",76],[""H"",43],[""L"",76],[""H"",43],[""L"",312],[""H"",43],[""L"",76],[""H"",43],[""L"",76],[""H"",43],[""L"",76]]",False,False,False,ZL1_N3_M3_L78_H46,local_basin,10,local_basin_ZL1_N3_M3_L78_H46_0010,-3,-2,0
442.9400000000006,3.1889739443715257,0.09858629715980877,0.0555272099395898,0.03032111402673317,-60.0,,0.9166290151352363,False,False,0.0,4.440892098500626e-16,False,True,"[[""H"",43],[""L"",76],[""H"",43],[""L"",76],[""H"",43],[""L"",313],[""H"",43],[""L"",76],[""H"",43],[""L"",76],[""H"",43],[""L"",76]]",False,False,False,ZL1_N3_M3_L78_H46,local_basin,11,local_basin_ZL1_N3_M3_L78_H46_0011,-3,-2,1
443.7600000000009,3.2147579508002764,0.1340497253381422,0.0696171956231103,0.03554187586156793,0.0,21.51631924504997,1.0,True,True,0.0,6.661338147750939e-16,False,False,"[[""H"",43],[""L"",76],[""H"",43],[""L"",76],[""H"",43],[""L"",314],[""H"",43],[""L"",76],[""H"",43],[""L"",76],[""H"",43],[""L"",76]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,12,local_basin_ZL1_N3_M3_L78_H46_0012,-3,-2,2
444.58000000000106,3.240240261176666,0.19092575288633895,0.08969176851018401,0.042248139745221305,0.0,20.126058384352223,1.0,True,True,0.0,8.881784197001252e-16,False,False,"[[""H"",43],[""L"",76],[""H"",43],[""L"",76],[""H"",43],[""L"",315],[""H"",43],[""L"",76],[""H"",43],[""L"",76],[""H"",43],[""L"",76]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,13,local_basin_ZL1_N3_M3_L78_H46_0013,-3,-2,3
440.3800000000001,3.1164616066433837,0.0456129521794707,0.03043965391290234,0.01930773327980792,-60.0,,0.5209401032399854,False,False,0.0,4.440892098500626e-16,False,True,"[[""H"",43],[""L"",77],[""H"",43],[""L"",77],[""H"",43],[""L"",309],[""H"",43],[""L"",77],[""H"",43],[""L"",77],[""H"",43],[""L"",77]]",False,False,False,ZL1_N3_M3_L78_H46,local_basin,14,local_basin_ZL1_N3_M3_L78_H46_0014,-3,-1,-3
441.2000000000003,3.1331420885500734,0.056347302944615464,0.03597992011255238,0.021900406493207722,-60.0,,0.6280274082434809,False,False,0.0,5.551115123125783e-16,False,True,"[[""H"",43],[""L"",77],[""H"",43],[""L"",77],[""H"",43],[""L"",310],[""H"",43],[""L"",77],[""H"",43],[""L"",77],[""H"",43],[""L"",77]]",False,False,False,ZL1_N3_M3_L78_H46,local_basin,15,local_basin_ZL1_N3_M3_L78_H46_0015,-3,-1,-2
442.00000000000045,3.1551122568919823,0.07130940027544874,0.043191659408274075,0.025068001572003264,-60.0,,0.7684654515357782,False,False,0.0,6.661338147750939e-16,False,True,"[[""H"",43],[""L"",77],[""H"",43],[""L"",77],[""H"",43],[""L"",311],[""H"",43],[""L"",77],[""H"",43],[""L"",77],[""H"",43],[""L"",77]]",False,False,False,ZL1_N3_M3_L78_H46,local_basin,16,local_basin_ZL1_N3_M3_L78_H46_0016,-3,-1,-1
442.8200000000006,3.178254299775517,0.09294966344832398,0.052805953669125785,0.02899183852324242,-60.0,,0.9570900804381622,False,False,0.0,6.661338147750939e-16,False,True,"[[""H"",43],[""L"",77],[""H"",43],[""L"",77],[""H"",43],[""L"",312],[""H"",43],[""L"",77],[""H"",43],[""L"",77],[""H"",43],[""L"",77]]",False,False,False,ZL1_N3_M3_L78_H46,local_basin,17,local_basin_ZL1_N3_M3_L78_H46_0017,-3,-1,0
443.6200000000008,3.2019540424811908,0.1256652834012585,0.06598967150452281,0.033929796063700224,0.0,21.64909093948296,1.0,True,True,0.0,6.661338147750939e-16,False,False,"[[""H"",43],[""L"",77],[""H"",43],[""L"",77],[""H"",43],[""L"",313],[""H"",43],[""L"",77],[""H"",43],[""L"",77],[""H"",43],[""L"",77]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,18,local_basin_ZL1_N3_M3_L78_H46_0018,-3,-1,1
444.44000000000096,3.2261640022099414,0.1777687083183271,0.08468474331933899,0.04025795545550995,0.0,20.279015424613217,1.0,True,True,0.0,6.661338147750939e-16,False,False,"[[""H"",43],[""L"",77],[""H"",43],[""L"",77],[""H"",43],[""L"",314],[""H"",43],[""L"",77],[""H"",43],[""L"",77],[""H"",43],[""L"",77]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,19,local_basin_ZL1_N3_M3_L78_H46_0019,-3,-1,2
445.26000000000124,3.2458881513164215,0.26559275665661086,0.11227866338590124,0.04854065857010095,0.0,18.8975773190994,1.0,True,True,0.0,8.881784197001252e-16,False,False,"[[""H"",43],[""L"",77],[""H"",43],[""L"",77],[""H"",43],[""L"",315],[""H"",43],[""L"",77],[""H"",43],[""L"",77],[""H"",43],[""L"",77]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,20,local_basin_ZL1_N3_M3_L78_H46_0020,-3,-1,3
441.0600000000003,3.1343788474748067,0.05380587825000448,0.0345296640071241,0.021078341444336485,-60.0,,0.6601835352391713,False,False,0.0,7.771561172376096e-16,False,True,"[[""H"",43],[""L"",78],[""H"",43],[""L"",78],[""H"",43],[""L"",309],[""H"",43],[""L"",78],[""H"",43],[""L"",78],[""H"",43],[""L"",78]]",False,False,False,ZL1_N3_M3_L78_H46,local_basin,21,local_basin_ZL1_N3_M3_L78_H46_0021,-3,0,-3
441.86000000000047,3.15349475578887,0.06782607409190508,0.04135206207217071,0.02409622385673192,-60.0,,0.8056719334271792,False,False,0.0,6.661338147750939e-16,False,True,"[[""H"",43],[""L"",78],[""H"",43],[""L"",78],[""H"",43],[""L"",310],[""H"",43],[""L"",78],[""H"",43],[""L"",78],[""H"",43],[""L"",78]]",False,False,False,ZL1_N3_M3_L78_H46,local_basin,22,local_basin_ZL1_N3_M3_L78_H46_0022,-3,0,-2
442.68000000000063,3.1745210548810405,0.08798630174000546,0.050414682737764865,0.02782750074398279,0.0,23.126376615555333,1.0,True,True,0.0,4.440892098500626e-16,False,False,"[[""H"",43],[""L"",78],[""H"",43],[""L"",78],[""H"",43],[""L"",311],[""H"",43],[""L"",78],[""H"",43],[""L"",78],[""H"",43],[""L"",78]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,23,local_basin_ZL1_N3_M3_L78_H46_0023,-3,0,-1
443.4800000000008,3.196291499031645,0.11825677495776682,0.06278961110355435,0.03251296939486593,0.0,21.78361865763829,1.0,True,True,0.0,6.661338147750939e-16,False,False,"[[""H"",43],[""L"",78],[""H"",43],[""L"",78],[""H"",43],[""L"",312],[""H"",43],[""L"",78],[""H"",43],[""L"",78],[""H"",43],[""L"",78]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,24,local_basin_ZL1_N3_M3_L78_H46_0024,-3,0,0
444.300000000001,3.218723414682472,0.16609758539805253,0.08025088672822964,0.03850266240382231,0.0,20.434921475281936,1.0,True,True,0.0,4.440892098500626e-16,False,False,"[[""H"",43],[""L"",78],[""H"",43],[""L"",78],[""H"",43],[""L"",313],[""H"",43],[""L"",78],[""H"",43],[""L"",78],[""H"",43],[""L"",78]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,25,local_basin_ZL1_N3_M3_L78_H46_0025,-3,0,1
445.12000000000114,3.2369604790890776,0.2461569192759932,0.1058744778972476,0.046319928657607284,0.0,19.060663870520102,1.0,True,True,0.0,6.661338147750939e-16,False,False,"[[""H"",43],[""L"",78],[""H"",43],[""L"",78],[""H"",43],[""L"",314],[""H"",43],[""L"",78],[""H"",43],[""L"",78],[""H"",43],[""L"",78]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,26,local_basin_ZL1_N3_M3_L78_H46_0026,-3,0,2
