spectral_peak_nm,spectral_FWHM_nm,T448,T450,T453,max_angle_450_deg,angular_FWHM_450_deg,I0_over_Imax_450,strict_normal,near_normal,angle_symmetry_error_max,energy_residual_max,spectral_boundary_clipped,angular_boundary_clipped,sequence_json,spectral_target_pass,angular_target_pass,combined_pass,candidate_id,scan_mode,sample_index,sample_id,delta_H_nm,delta_L_nm,delta_center_nm
445.9200000000013,3.255396571459926,0.3868494010569746,0.1452715427305508,0.05677281250713645,0.0,17.650360697554312,1.0,True,True,0.0,4.440892098500626e-16,False,False,"[[""H"",43],[""L"",78],[""H"",43],[""L"",78],[""H"",43],[""L"",315],[""H"",43],[""L"",78],[""H"",43],[""L"",78],[""H"",43],[""L"",78]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,27,local_basin_ZL1_N3_M3_L78_H46_0027,-3,0,3
441.72000000000037,3.158973123466751,0.06480190670669081,0.03975981176530975,0.023257150022541355,-60.0,,0.8457386677248477,False,False,0.0,6.661338147750939e-16,False,True,"[[""H"",43],[""L"",79],[""H"",43],[""L"",79],[""H"",43],[""L"",309],[""H"",43],[""L"",79],[""H"",43],[""L"",79],[""H"",43],[""L"",79]]",False,False,False,ZL1_N3_M3_L78_H46,local_basin,28,local_basin_ZL1_N3_M3_L78_H46_0028,-3,1,-3
442.54000000000053,3.1779394720445566,0.08365802691321245,0.04833504100591438,0.026818270883724613,0.0,23.24719484448234,1.0,True,True,0.0,4.440892098500626e-16,False,False,"[[""H"",43],[""L"",79],[""H"",43],[""L"",79],[""H"",43],[""L"",310],[""H"",43],[""L"",79],[""H"",43],[""L"",79],[""H"",43],[""L"",79]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,29,local_basin_ZL1_N3_M3_L78_H46_0029,-3,1,-2
443.3600000000008,3.1977342433444846,0.11177109410472011,0.05999379638729469,0.031280007134044545,0.0,21.917508486556525,1.0,True,True,0.0,6.661338147750939e-16,False,False,"[[""H"",43],[""L"",79],[""H"",43],[""L"",79],[""H"",43],[""L"",311],[""H"",43],[""L"",79],[""H"",43],[""L"",79],[""H"",43],[""L"",79]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,30,local_basin_ZL1_N3_M3_L78_H46_0030,-3,1,-1
444.160000000001,3.2181161179739206,0.1558421184294861,0.07636036915073643,0.036968955041861304,0.0,20.59106952796679,1.0,True,True,0.0,4.440892098500626e-16,False,False,"[[""H"",43],[""L"",79],[""H"",43],[""L"",79],[""H"",43],[""L"",312],[""H"",43],[""L"",79],[""H"",43],[""L"",79],[""H"",43],[""L"",79]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,31,local_basin_ZL1_N3_M3_L78_H46_0031,-3,1,0
444.98000000000116,3.2352642248063717,0.22898201729423495,0.10023238787450217,0.044371532291527245,0.0,19.22583745970082,1.0,True,True,0.0,4.440892098500626e-16,False,False,"[[""H"",43],[""L"",79],[""H"",43],[""L"",79],[""H"",43],[""L"",313],[""H"",43],[""L"",79],[""H"",43],[""L"",79],[""H"",43],[""L"",79]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,32,local_basin_ZL1_N3_M3_L78_H46_0032,-3,1,1
445.8000000000013,3.2516580333564207,0.3569706294323104,0.13667949041235486,0.05423549072451478,0.0,17.821013231011225,1.0,True,True,0.0,6.661338147750939e-16,False,False,"[[""H"",43],[""L"",79],[""H"",43],[""L"",79],[""H"",43],[""L"",314],[""H"",43],[""L"",79],[""H"",43],[""L"",79],[""H"",43],[""L"",79]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,33,local_basin_ZL1_N3_M3_L78_H46_0033,-3,1,2
446.6200000000015,3.268852192881866,0.58077283506457,0.19536086844467876,0.0677527317973704,0.0,16.43363898206606,1.0,True,True,0.0,4.440892098500626e-16,False,False,"[[""H"",43],[""L"",79],[""H"",43],[""L"",79],[""H"",43],[""L"",315],[""H"",43],[""L"",79],[""H"",43],[""L"",79],[""H"",43],[""L"",79]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,34,local_basin_ZL1_N3_M3_L78_H46_0034,-3,1,3
442.40000000000055,3.1885405453713815,0.07992774933285712,0.04655033614710516,0.02595563186754149,0.0,23.36404355935837,1.0,True,True,0.0,6.661338147750939e-16,False,False,"[[""H"",43],[""L"",80],[""H"",43],[""L"",80],[""H"",43],[""L"",309],[""H"",43],[""L"",80],[""H"",43],[""L"",80],[""H"",43],[""L"",80]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,35,local_basin_ZL1_N3_M3_L78_H46_0035,-3,2,-3
443.2200000000007,3.2062436384051125,0.10615331978497031,0.057580363744362775,0.030220882219241664,0.0,22.052334830116596,1.0,True,True,0.0,4.440892098500626e-16,False,False,"[[""H"",43],[""L"",80],[""H"",43],[""L"",80],[""H"",43],[""L"",310],[""H"",43],[""L"",80],[""H"",43],[""L"",80],[""H"",43],[""L"",80]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,36,local_basin_ZL1_N3_M3_L78_H46_0036,-3,2,-2
444.0400000000009,3.224691866442754,0.146920672791174,0.07298373666681462,0.035644879886077535,0.0,20.74499011488944,1.0,True,True,0.0,5.551115123125783e-16,False,False,"[[""H"",43],[""L"",80],[""H"",43],[""L"",80],[""H"",43],[""L"",311],[""H"",43],[""L"",80],[""H"",43],[""L"",80],[""H"",43],[""L"",80]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,37,local_basin_ZL1_N3_M3_L78_H46_0037,-3,2,-1
444.84000000000106,3.2407739159495463,0.2139652942737648,0.09531172995470166,0.04268102463138638,0.0,19.390471726289764,1.0,True,True,0.0,5.551115123125783e-16,False,False,"[[""H"",43],[""L"",80],[""H"",43],[""L"",80],[""H"",43],[""L"",312],[""H"",43],[""L"",80],[""H"",43],[""L"",80],[""H"",43],[""L"",80]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,38,local_basin_ZL1_N3_M3_L78_H46_0038,-3,2,0
445.66000000000133,3.255170991009777,0.3305202934629379,0.1291532737949293,0.05202311273703558,0.0,17.99354509263381,1.0,True,True,0.0,6.661338147750939e-16,False,False,"[[""H"",43],[""L"",80],[""H"",43],[""L"",80],[""H"",43],[""L"",313],[""H"",43],[""L"",80],[""H"",43],[""L"",80],[""H"",43],[""L"",80]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,39,local_basin_ZL1_N3_M3_L78_H46_0039,-3,2,1
446.4800000000015,3.2702686110164336,0.5362894490295438,0.18319737752349158,0.0647713158397404,0.0,16.62183571160132,1.0,True,True,0.0,5.551115123125783e-16,False,False,"[[""H"",43],[""L"",80],[""H"",43],[""L"",80],[""H"",43],[""L"",314],[""H"",43],[""L"",80],[""H"",43],[""L"",80],[""H"",43],[""L"",80]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,40,local_basin_ZL1_N3_M3_L78_H46_0040,-3,2,2
447.30000000000166,3.286182037177525,0.8382872572275699,0.2744933196242605,0.08274270358034136,0.0,15.27223054438156,1.0,True,True,0.0,6.661338147750939e-16,False,False,"[[""H"",43],[""L"",80],[""H"",43],[""L"",80],[""H"",43],[""L"",315],[""H"",43],[""L"",80],[""H"",43],[""L"",80],[""H"",43],[""L"",80]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,41,local_basin_ZL1_N3_M3_L78_H46_0041,-3,2,3
443.0800000000007,3.221999601000448,0.10135024409646923,0.05552956711993483,0.029327037784191552,0.0,22.18802922264201,1.0,True,True,0.0,4.440892098500626e-16,False,False,"[[""H"",43],[""L"",81],[""H"",43],[""L"",81],[""H"",43],[""L"",309],[""H"",43],[""L"",81],[""H"",43],[""L"",81],[""H"",43],[""L"",81]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,42,local_basin_ZL1_N3_M3_L78_H46_0042,-3,3,-3
443.9000000000009,3.2383733113589983,0.13924830585109815,0.07009333073414839,0.034520032934570635,0.0,20.894433984629117,1.0,True,True,0.0,5.551115123125783e-16,False,False,"[[""H"",43],[""L"",81],[""H"",43],[""L"",81],[""H"",43],[""L"",310],[""H"",43],[""L"",81],[""H"",43],[""L"",81],[""H"",43],[""L"",81]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,43,local_basin_ZL1_N3_M3_L78_H46_0043,-3,3,-2
444.72000000000105,3.2535174650668637,0.20097914156938407,0.09107231181927354,0.041235524126364165,0.0,19.552174081915723,1.0,True,True,0.0,6.661338147750939e-16,False,False,"[[""H"",43],[""L"",81],[""H"",43],[""L"",81],[""H"",43],[""L"",311],[""H"",43],[""L"",81],[""H"",43],[""L"",81],[""H"",43],[""L"",81]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,44,local_basin_ZL1_N3_M3_L78_H46_0044,-3,3,-1
445.52000000000123,3.265938962246423,0.30741054519258015,0.12263294586620069,0.050119397978576355,0.0,18.179743508447892,1.0,True,True,0.0,4.440892098500626e-16,False,False,"[[""H"",43],[""L"",81],[""H"",43],[""L"",81],[""H"",43],[""L"",312],[""H"",43],[""L"",81],[""H"",43],[""L"",81],[""H"",43],[""L"",81]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,45,local_basin_ZL1_N3_M3_L78_H46_0045,-3,3,0
446.3400000000014,3.278965066881483,0.4959857053119653,0.17260533018694374,0.062190323289822935,0.0,16.81169326563896,1.0,True,True,0.0,4.440892098500626e-16,False,False,"[[""H"",43],[""L"",81],[""H"",43],[""L"",81],[""H"",43],[""L"",313],[""H"",43],[""L"",81],[""H"",43],[""L"",81],[""H"",43],[""L"",81]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,46,local_basin_ZL1_N3_M3_L78_H46_0046,-3,3,1
447.1600000000017,3.292808893466429,0.7891134642092397,0.25631333583440036,0.07912051873717131,0.0,15.451136513406327,1.0,True,True,0.0,1.3322676295501878e-15,False,False,"[[""H"",43],[""L"",81],[""H"",43],[""L"",81],[""H"",43],[""L"",314],[""H"",43],[""L"",81],[""H"",43],[""L"",81],[""H"",43],[""L"",81]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,47,local_basin_ZL1_N3_M3_L78_H46_0047,-3,3,2
447.98000000000184,3.3073942568874486,0.9927029989228802,0.40303909107998026,0.10378222207306773,0.0,14.245957751471153,1.0,True,True,0.0,8.881784197001252e-16,False,False,"[[""H"",43],[""L"",81],[""H"",43],[""L"",81],[""H"",43],[""L"",315],[""H"",43],[""L"",81],[""H"",43],[""L"",81],[""H"",43],[""L"",81]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,48,local_basin_ZL1_N3_M3_L78_H46_0048,-3,3,3
441.3000000000003,3.1383647367557046,0.0580559409420012,0.03684081570496068,0.02229783879202512,-60.0,,0.6546404423383994,False,False,0.0,4.440892098500626e-16,False,True,"[[""H"",44],[""L"",75],[""H"",44],[""L"",75],[""H"",44],[""L"",309],[""H"",44],[""L"",75],[""H"",44],[""L"",75],[""H"",44],[""L"",75]]",False,False,False,ZL1_N3_M3_L78_H46,local_basin,49,local_basin_ZL1_N3_M3_L78_H46_0049,-2,-3,-3
442.1000000000005,3.160665454510024,0.07369573610521857,0.04430823984572567,0.025549758554923425,-60.0,,0.8020908586043438,False,False,0.0,5.551115123125783e-16,False,True,"[[""H"",44],[""L"",75],[""H"",44],[""L"",75],[""H"",44],[""L"",310],[""H"",44],[""L"",75],[""H"",44],[""L"",75],[""H"",44],[""L"",75]]",False,False,False,ZL1_N3_M3_L78_H46,local_basin,50,local_basin_ZL1_N3_M3_L78_H46_0050,-2,-3,-2
442.92000000000064,3.183844890852015,0.09641960394005095,0.054292068797937576,0.029584479415607313,0.0,22.932250560951058,1.0,True,True,0.0,4.440892098500626e-16,False,False,"[[""H"",44],[""L"",75],[""H"",44],[""L"",75],[""H"",44],[""L"",311],[""H"",44],[""L"",75],[""H"",44],[""L"",75],[""H"",44],[""L"",75]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,51,local_basin_ZL1_N3_M3_L78_H46_0051,-2,-3,-1
443.7200000000008,3.2076305650449513,0.13095912769066437,0.06802914350578548,0.03467126189969366,0.0,21.56982059954659,1.0,True,True,0.0,8.881784197001252e-16,False,False,"[[""H"",44],[""L"",75],[""H"",44],[""L"",75],[""H"",44],[""L"",312],[""H"",44],[""L"",75],[""H"",44],[""L"",75],[""H"",44],[""L"",75]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,52,local_basin_ZL1_N3_M3_L78_H46_0052,-2,-3,0
444.540000000001,3.2312464246544437,0.18630336169375966,0.08758775075839509,0.04120390816558996,0.0,20.185463870617426,1.0,True,True,0.0,6.661338147750939e-16,False,False,"[[""H"",44],[""L"",75],[""H"",44],[""L"",75],[""H"",44],[""L"",313],[""H"",44],[""L"",75],[""H"",44],[""L"",75],[""H"",44],[""L"",75]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,53,local_basin_ZL1_N3_M3_L78_H46_0053,-2,-3,1
445.34000000000117,3.2509170596775903,0.2801259042436782,0.11659468977893134,0.04977526977739977,0.0,18.79795030068503,1.0,True,True,0.0,6.661338147750939e-16,False,False,"[[""H"",44],[""L"",75],[""H"",44],[""L"",75],[""H"",44],[""L"",314],[""H"",44],[""L"",75],[""H"",44],[""L"",75],[""H"",44],[""L"",75]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,54,local_basin_ZL1_N3_M3_L78_H46_0054,-2,-3,2
446.16000000000145,3.2712030211770866,0.4453255240612318,0.16173686962329523,0.06130780733085067,0.0,17.38144320005818,1.0,True,True,0.0,6.661338147750939e-16,False,False,"[[""H"",44],[""L"",75],[""H"",44],[""L"",75],[""H"",44],[""L"",315],[""H"",44],[""L"",75],[""H"",44],[""L"",75],[""H"",44],[""L"",75]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,55,local_basin_ZL1_N3_M3_L78_H46_0055,-2,-3,3
441.9600000000005,3.15465349107933,0.06989973316336731,0.04230703364301451,0.02449530006620416,-60.0,,0.8388556833842596,False,False,0.0,6.661338147750939e-16,False,True,"[[""H"",44],[""L"",76],[""H"",44],[""L"",76],[""H"",44],[""L"",309],[""H"",44],[""L"",76],[""H"",44],[""L"",76],[""H"",44],[""L"",76]]",False,False,False,ZL1_N3_M3_L78_H46,local_basin,56,local_basin_ZL1_N3_M3_L78_H46_0056,-2,-2,-3
442.78000000000065,3.1757217778023232,0.09101357789215767,0.05169369132816919,0.028322399015426387,0.0,23.057399701586615,1.0,True,True,0.0,6.661338147750939e-16,False,False,"[[""H"",44],[""L"",76],[""H"",44],[""L"",76],[""H"",44],[""L"",310],[""H"",44],[""L"",76],[""H"",44],[""L"",76],[""H"",44],[""L"",76]]",False,True,False,ZL1_N3_M3_L78_H46,local_basin,57,local_basin_ZL1_N3_M3_L78_H46_0057,-2,-2,-2
