setting,target_value,property_used_for_set,set_status,readback_property,readback_value,status
projection direction,auto,none,"projection direction:failed: ""in setnamed, the requested property 'projection direction'  was not found""",none,projection direction:unknown,requires_manual_gui_audit
material index,auto,none,"material index:failed: ""in setnamed, the requested property 'material index'  was not found""",none,material index:unknown,requires_manual_gui_audit
far field filter,1,none,"far field filter:failed: ""in setnamed, the requested property 'far field filter'  was not found""",none,far field filter:unknown,requires_manual_gui_audit
2D resolution,1001,none,"2D resolution:failed: ""in setnamed, the requested property '2D resolution'  was not found""; 2d resolution:failed: ""in setnamed, the requested property '2d resolution'  was not found""",none,2D resolution:unknown; 2d resolution:unknown,requires_manual_gui_audit
3D resolution,1001,none,"3D resolution:failed: ""in setnamed, the requested property '3D resolution'  was not found""; 3d resolution:failed: ""in setnamed, the requested property '3d resolution'  was not found""",none,3D resolution:unknown; 3d resolution:unknown,requires_manual_gui_audit
Assume structure is periodic,0,none,"Assume structure is periodic:failed: ""in setnamed, the requested property 'Assume structure is periodic'  was not found""; assume structure is periodic:failed: ""in setnamed, the requested property 'assume structure is periodic'  was not found""",none,Assume structure is periodic:unknown; assume structure is periodic:unknown,requires_manual_gui_audit
override near field mesh,0,none,"override near field mesh:failed: ""in setnamed, the requested property 'override near field mesh'  was not found""; Override near field mesh:failed: ""in setnamed, the requested property 'Override near field mesh'  was not found""",none,override near field mesh:unknown; Override near field mesh:unknown,requires_manual_gui_audit
