wavelength_nm,order_n,transmitted_power_fraction,absolute_efficiency
445.0,-3,0.0002736847864358788,0.00021383427569758617
445.0,-2,0.010359118891197555,0.008093744317364135
445.0,-1,0.0004896164986110434,0.00038254515610282167
445.0,0,0.06593711924524194,0.051517719779046095
445.0,1,0.8841836538464982,0.6908267487795045
445.0,2,0.036470982257450234,0.028495358388613036
445.0,3,0.0022858244745650983,0.0017859510104883398
445.99999999999994,-3,0.00044898745696264023,0.00035235615549393084
445.99999999999994,-2,0.010472215685657389,0.008218380271608598
445.99999999999994,-1,0.0006504805157191753,0.0005104837789746755
445.99999999999994,0,0.06579394381714639,0.0516337388465674
445.99999999999994,1,0.8809277695592848,0.6913340614225246
445.99999999999994,2,0.03897042522622324,0.03058319112869628
445.99999999999994,3,0.0027361777390063156,0.002147296219334172
446.99999999999994,-3,0.0008791556530130115,0.0006793807912139304
446.99999999999994,-2,0.011371290472393098,0.008787336226277458
446.99999999999994,-1,0.0008275871921385343,0.0006395304852635364
446.99999999999994,0,0.06553492904988734,0.05064310488987132
446.99999999999994,1,0.8732409208349319,0.6748100927111219
446.99999999999994,2,0.04430261717275259,0.03423551563880698
446.99999999999994,3,0.003843499624883588,0.002970122306823421
448.00000000000006,-3,0.002825757555946936,0.002191190865008396
448.00000000000006,-2,0.012962992560499674,0.010051956092963582
448.00000000000006,-1,0.00024810781104440385,0.0001923914413512183
448.00000000000006,0,0.04078102587061071,0.03162302836819568
448.00000000000006,1,0.9017753138741393,0.6992679983789094
448.00000000000006,2,0.03540588803078338,0.027454959204582064
448.00000000000006,3,0.006000914296975519,0.004653318032029341
449.0,-3,0.008545338132424096,0.00612681061512156
449.0,-2,0.02031078228647987,0.014562363078654123
449.0,-1,0.005733172741025315,0.004110552802440727
449.0,0,0.07105193103410741,0.05094259800356953
449.0,1,0.8077588424216492,0.5791444848073394
449.0,2,0.07206450742226292,0.05166859195108027
449.0,3,0.014535425962051148,0.01042156561853283
450.0,-3,0.00320940060633674,0.0023325094556298867
450.0,-2,0.008877906137039373,0.006452232846829035
450.0,-1,0.003218488429232801,0.0023391142505546146
450.0,0,0.07375235692985058,0.05360130784988615
450.0,1,0.8376543549337157,0.6087855469257185
450.0,2,0.07062383475361107,0.05132757874800388
450.0,3,0.002663658210213732,0.0019358779797145158
450.9999999999999,-3,0.0030714160909306905,0.002298006996314203
450.9999999999999,-2,0.00808763854529751,0.006051101319561817
450.9999999999999,-1,0.003833901142863741,0.0028684917278037105
450.9999999999999,0,0.06785106507764982,0.050765580969709165
450.9999999999999,1,0.8447440302039246,0.6320301886922298
450.9999999999999,2,0.06854501410444719,0.05128478763902845
450.9999999999999,3,0.0038669348348864003,0.0028932072509157735
451.99999999999994,-3,0.0026025392466780656,0.001963173345933743
451.99999999999994,-2,0.007865922366440745,0.00593350096475634
451.99999999999994,-1,0.005366182312288304,0.0040478721304019775
451.99999999999994,0,0.06349449163505881,0.04789579782539962
451.99999999999994,1,0.8536551851642532,0.6439376882679924
451.99999999999994,2,0.06249547952022515,0.047142213049066385
451.99999999999994,3,0.00452019975505568,0.00340972213531397
453.00000000000006,-3,0.0032089636263272574,0.0024230294346201334
453.00000000000006,-2,0.007360359471648896,0.005557672110357407
453.00000000000006,-1,0.006265514377718838,0.0047309747096211385
453.00000000000006,0,0.05921281908635557,0.044710511012331595
453.00000000000006,1,0.8535247169282593,0.6444808209496602
453.00000000000006,2,0.06475609665874499,0.04889613798920759
453.00000000000006,3,0.005671529850945384,0.004282467914382628
453.9999999999999,-3,0.0032739268489886744,0.0024987487645974768
453.9999999999999,-2,0.006696243197678984,0.005110752374572222
453.9999999999999,-1,0.007832790784888197,0.005978195970730313
453.9999999999999,0,0.05528445831761807,0.04219458109311799
453.9999999999999,1,0.8593876128677796,0.6559076714334883
453.9999999999999,2,0.06129521265011009,0.04678214998374634
453.9999999999999,3,0.0062297553329364866,0.004754716326886826
455.00000000000006,-3,0.003550776118014261,0.0027069990020596097
455.00000000000006,-2,0.006333896232132963,0.004828761434027475
455.00000000000006,-1,0.009346831759114575,0.007125727841858995
455.00000000000006,0,0.05257351869344846,0.040080381839876854
455.00000000000006,1,0.8590250619331015,0.6548934396622977
455.00000000000006,2,0.061619759250896876,0.046976948491085156
455.00000000000006,3,0.00755015601329138,0.005755999284123844
