variant_id,case_id,step,status,detail
axis_x_absolute_interfaces,single_TiO2_45nm,addrcwa,ok,None
axis_x_absolute_interfaces,single_TiO2_45nm,set RCWA.x,ok,None
axis_x_absolute_interfaces,single_TiO2_45nm,set RCWA.y,ok,None
axis_x_absolute_interfaces,single_TiO2_45nm,set RCWA.z,ok,None
axis_x_absolute_interfaces,single_TiO2_45nm,set RCWA.x span,ok,None
axis_x_absolute_interfaces,single_TiO2_45nm,set RCWA.y span,ok,None
axis_x_absolute_interfaces,single_TiO2_45nm,set RCWA.z span,ok,None
axis_x_absolute_interfaces,single_TiO2_45nm,set RCWA.minimum wavelength,ok,None
axis_x_absolute_interfaces,single_TiO2_45nm,set RCWA.maximum wavelength,ok,None
axis_x_absolute_interfaces,single_TiO2_45nm,set RCWA.wavelength center,ok,None
axis_x_absolute_interfaces,single_TiO2_45nm,set RCWA.frequency points,ok,None
axis_x_absolute_interfaces,single_TiO2_45nm,set RCWA.angle theta,ok,None
axis_x_absolute_interfaces,single_TiO2_45nm,set RCWA.angle phi,ok,None
axis_x_absolute_interfaces,single_TiO2_45nm,set RCWA.background material,ok,None
axis_x_absolute_interfaces,single_TiO2_45nm,set RCWA.background index,failed,"LumApiError: ""in setnamed, the requested property 'background index'  was not found"""
axis_x_absolute_interfaces,single_TiO2_45nm,set interface absolute positions,ok,None
axis_x_absolute_interfaces,single_TiO2_45nm,get interface absolute positions,ok,"[[-2.2500000000000003e-08], [2.2500000000000003e-08]]"
axis_x_absolute_interfaces,single_TiO2_45nm,add layer axis_x_absolute_interfaces_01_TiO2,ok,<lumapi.SimObject object at 0x00000184A3A04220>
axis_x_absolute_interfaces,single_TiO2_45nm,name layer axis_x_absolute_interfaces_01_TiO2,ok,None
axis_x_absolute_interfaces,single_TiO2_45nm,set axis_x_absolute_interfaces_01_TiO2.material,ok,None
axis_x_absolute_interfaces,single_TiO2_45nm,set axis_x_absolute_interfaces_01_TiO2.index,ok,None
axis_x_absolute_interfaces,single_TiO2_45nm,set axis_x_absolute_interfaces_01_TiO2.x,ok,None
axis_x_absolute_interfaces,single_TiO2_45nm,set axis_x_absolute_interfaces_01_TiO2.y,ok,None
axis_x_absolute_interfaces,single_TiO2_45nm,set axis_x_absolute_interfaces_01_TiO2.z,ok,None
axis_x_absolute_interfaces,single_TiO2_45nm,set axis_x_absolute_interfaces_01_TiO2.x span,ok,None
axis_x_absolute_interfaces,single_TiO2_45nm,set axis_x_absolute_interfaces_01_TiO2.y span,ok,None
axis_x_absolute_interfaces,single_TiO2_45nm,set axis_x_absolute_interfaces_01_TiO2.z span,ok,None
axis_x_absolute_interfaces,single_TiO2_45nm,run_tiny_rcwa,ok,None
axis_x_absolute_interfaces,single_TiO2_45nm,discover getresult names,ok,"x
y
z
num_k
peak_memory
simulation_run_time
total_threads
total_energy
substrate"
axis_x_absolute_interfaces,single_TiO2_45nm,getresult total_energy,ok,"{""lambda"": ""[[4.53e-07]]"", ""f"": ""[[6.61793506e+14]]"", ""theta"": ""[[0.]]"", ""phi"": ""[[0.]]"", ""Rs"": ""[[0.0048178]]"", ""Ts"": ""[[0.9951822]]"", ""Rp"": ""[[0.00332806]]"", ""Tp"": ""[[0.99667194]]"", ""Lumerical_dataset"": {""parameters"": [[""lambda"", ""f""], [""theta"", ""phi""]], ""attributes"": [""Rs"", ""Ts"", ""Rp"", ""Tp""]}}"
axis_x_absolute_interfaces,single_TiO2_45nm,getresult substrate,ok,"{""lambda"": ""[[4.53e-07]]"", ""f"": ""[[6.61793506e+14]]"", ""n_upper"": ""[1.0300692+0.j]"", ""n_lower"": ""[1.0300692+0.j]"", ""Lumerical_dataset"": {""parameters"": [[""lambda"", ""f""]], ""attributes"": [""n_upper"", ""n_lower""]}}"
axis_x_absolute_interfaces,single_TiO2_45nm,getresult simulation_run_time,ok,0.0897251
axis_x_absolute_interfaces,single_TiO2_45nm,close_lumerical_session,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,open_lumerical_session,ok,blank project; no H1J4 FSP
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,switch_to_layout,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,addrcwa,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set RCWA.x,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set RCWA.y,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set RCWA.z,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set RCWA.x span,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set RCWA.y span,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set RCWA.z span,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set RCWA.minimum wavelength,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set RCWA.maximum wavelength,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set RCWA.wavelength center,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set RCWA.frequency points,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set RCWA.angle theta,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set RCWA.angle phi,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set RCWA.background material,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set RCWA.background index,failed,"LumApiError: ""in setnamed, the requested property 'background index'  was not found"""
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set interface absolute positions,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,get interface absolute positions,ok,"[[-6.2e-07], [-5.75e-07], [-4.96e-07], [-4.51e-07], [-3.72e-07], [-3.27e-07], [-2.48e-07], [-2.03e-07], [-1.24e-07], [-7.899999999999999e-08], [1.3234889800848443e-23], [4.500000000000002e-08], [1.2400000000000003e-07], [1.6900000000000004e-07], [2.4800000000000005e-07], [2.9300000000000004e-07], [3.7200000000000005e-07], [4.1700000000000004e-07], [4.96e-07], [5.41e-07], [6.2e-07]]"
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,add layer axis_x_absolute_interfaces_01_TiO2,ok,<lumapi.SimObject object at 0x00000184A3A04430>
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,name layer axis_x_absolute_interfaces_01_TiO2,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_01_TiO2.material,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_01_TiO2.index,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_01_TiO2.x,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_01_TiO2.y,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_01_TiO2.z,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_01_TiO2.x span,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_01_TiO2.y span,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_01_TiO2.z span,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,add layer axis_x_absolute_interfaces_02_SiO2,ok,<lumapi.SimObject object at 0x00000184A3A04430>
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,name layer axis_x_absolute_interfaces_02_SiO2,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_02_SiO2.material,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_02_SiO2.index,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_02_SiO2.x,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_02_SiO2.y,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_02_SiO2.z,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_02_SiO2.x span,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_02_SiO2.y span,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_02_SiO2.z span,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,add layer axis_x_absolute_interfaces_03_TiO2,ok,<lumapi.SimObject object at 0x00000184A3A04430>
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,name layer axis_x_absolute_interfaces_03_TiO2,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_03_TiO2.material,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_03_TiO2.index,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_03_TiO2.x,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_03_TiO2.y,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_03_TiO2.z,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_03_TiO2.x span,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_03_TiO2.y span,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_03_TiO2.z span,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,add layer axis_x_absolute_interfaces_04_SiO2,ok,<lumapi.SimObject object at 0x00000184A3A04430>
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,name layer axis_x_absolute_interfaces_04_SiO2,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_04_SiO2.material,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_04_SiO2.index,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_04_SiO2.x,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_04_SiO2.y,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_04_SiO2.z,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_04_SiO2.x span,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_04_SiO2.y span,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_04_SiO2.z span,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,add layer axis_x_absolute_interfaces_05_TiO2,ok,<lumapi.SimObject object at 0x00000184A3A04430>
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,name layer axis_x_absolute_interfaces_05_TiO2,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_05_TiO2.material,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_05_TiO2.index,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_05_TiO2.x,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_05_TiO2.y,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_05_TiO2.z,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_05_TiO2.x span,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_05_TiO2.y span,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_05_TiO2.z span,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,add layer axis_x_absolute_interfaces_06_SiO2,ok,<lumapi.SimObject object at 0x00000184A3A04430>
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,name layer axis_x_absolute_interfaces_06_SiO2,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_06_SiO2.material,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_06_SiO2.index,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_06_SiO2.x,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_06_SiO2.y,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_06_SiO2.z,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_06_SiO2.x span,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_06_SiO2.y span,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_06_SiO2.z span,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,add layer axis_x_absolute_interfaces_07_TiO2,ok,<lumapi.SimObject object at 0x00000184A3A04430>
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,name layer axis_x_absolute_interfaces_07_TiO2,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_07_TiO2.material,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_07_TiO2.index,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_07_TiO2.x,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_07_TiO2.y,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_07_TiO2.z,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_07_TiO2.x span,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_07_TiO2.y span,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_07_TiO2.z span,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,add layer axis_x_absolute_interfaces_08_SiO2,ok,<lumapi.SimObject object at 0x00000184A3A04430>
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,name layer axis_x_absolute_interfaces_08_SiO2,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_08_SiO2.material,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_08_SiO2.index,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_08_SiO2.x,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_08_SiO2.y,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_08_SiO2.z,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_08_SiO2.x span,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_08_SiO2.y span,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_08_SiO2.z span,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,add layer axis_x_absolute_interfaces_09_TiO2,ok,<lumapi.SimObject object at 0x00000184A3A04430>
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,name layer axis_x_absolute_interfaces_09_TiO2,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_09_TiO2.material,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_09_TiO2.index,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_09_TiO2.x,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_09_TiO2.y,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_09_TiO2.z,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_09_TiO2.x span,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_09_TiO2.y span,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_09_TiO2.z span,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,add layer axis_x_absolute_interfaces_10_SiO2,ok,<lumapi.SimObject object at 0x00000184A3A04430>
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,name layer axis_x_absolute_interfaces_10_SiO2,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_10_SiO2.material,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_10_SiO2.index,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_10_SiO2.x,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_10_SiO2.y,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_10_SiO2.z,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_10_SiO2.x span,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_10_SiO2.y span,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_10_SiO2.z span,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,add layer axis_x_absolute_interfaces_11_TiO2,ok,<lumapi.SimObject object at 0x00000184A3A04430>
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,name layer axis_x_absolute_interfaces_11_TiO2,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_11_TiO2.material,ok,None
axis_x_absolute_interfaces,TiO2_SiO2_10pair_QWinteger453_proxy,set axis_x_absolute_interfaces_11_TiO2.index,ok,None
