variant_id,dbr_R_avg,dbr_ratio_to_tmm,single_layer_ratio_mean,ok_cases,trend_ok_cases,quantitative_close_cases
axis_x_absolute_interfaces,0.06416871743389567,0.06417130289349057,0.009065302118464565,4,4,1
axis_z_absolute_interfaces,0.9999597100342542,0.9999999999999917,0.9999999999999963,4,4,4
index_grid_or_explicit_material_variant,0.05837564225632552,0.05837799430371584,0.004360391088369539,4,3,1
