candidate_id,wavelength_nm,source_position_label,position_id,source_x_nm,source_y_nm,dipole_axis,result_csv,cone_half_angle_deg,R_power,L_power,L_fraction,DoCP_RminusL,total_cone_power,peak_abs_theta_deg,status
BW2_J1J2_D194_T90_PSI99_H525,442.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,10.0,2.2164256644779153e-12,6.870237264458632e-12,0.7560792469345714,-0.5121584938691428,9.086662928936547e-12,77.23767601290066,ok
BW2_J1J2_D194_T90_PSI99_H525,442.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,20.0,1.2655779374963952e-11,2.2900698968353213e-11,0.6440654427931386,-0.2881308855862772,3.5556478343317165e-11,77.23767601290066,ok
BW2_J1J2_D194_T90_PSI99_H525,444.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,5.0,1.0181303333178522e-12,3.10311572288373e-12,0.7529557033398221,-0.5059114066796442,4.121246056201582e-12,13.181416539512536,ok
BW2_J1J2_D194_T90_PSI99_H525,444.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,10.0,4.007285313113601e-12,1.3987554159489613e-11,0.7773091936043879,-0.5546183872087757,1.7994839472603215e-11,13.181416539512536,ok
BW2_J1J2_D194_T90_PSI99_H525,444.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,20.0,1.413529493139105e-11,5.755511024182076e-11,0.8028286365903688,-0.6056572731807376,7.169040517321181e-11,13.181416539512536,ok
BW2_J1J2_D194_T90_PSI99_H525,444.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,5.0,4.905148483066365e-13,1.928755003722265e-12,0.7972467404182836,-0.5944934808365672,2.4192698520289015e-12,77.23767601290064,ok
BW2_J1J2_D194_T90_PSI99_H525,444.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,10.0,2.201510216216025e-12,7.279396945265799e-12,0.7677954040980253,-0.5355908081960505,9.480907161481824e-12,77.23767601290064,ok
BW2_J1J2_D194_T90_PSI99_H525,444.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,20.0,1.2791654083933384e-11,2.362599443330511e-11,0.6487512345043809,-0.2975024690087618,3.6417648517238494e-11,77.23767601290064,ok
BW2_J1J2_D194_T90_PSI99_H525,446.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,5.0,1.0366124849613593e-12,2.961459075111455e-12,0.7407218781890738,-0.48144375637814746,3.998071560072814e-12,10.434287000400207,ok
BW2_J1J2_D194_T90_PSI99_H525,446.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,10.0,4.016178967650588e-12,1.3631104930696508e-11,0.7724194277836286,-0.5448388555672573,1.7647283898347097e-11,10.434287000400207,ok
BW2_J1J2_D194_T90_PSI99_H525,446.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,20.0,1.4044152641104709e-11,5.675926942484934e-11,0.8016458494333445,-0.603291698866689,7.080342206595405e-11,10.434287000400207,ok
BW2_J1J2_D194_T90_PSI99_H525,446.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,5.0,4.924157254817335e-13,2.1335534085789033e-12,0.8124822873602127,-0.6249645747204254,2.625969134060637e-12,16.302785877802556,ok
BW2_J1J2_D194_T90_PSI99_H525,446.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,10.0,2.178903729877568e-12,7.792597695604745e-12,0.7814868958139696,-0.562973791627939,9.971501425482313e-12,16.302785877802556,ok
BW2_J1J2_D194_T90_PSI99_H525,446.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,20.0,1.2943582779229407e-11,2.4629410180836082e-11,0.6555083383166598,-0.31101667663331944,3.7572992960065486e-11,16.302785877802556,ok
BW2_J1J2_D194_T90_PSI99_H525,455.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,5.0,7.520581265169265e-13,2.4110737683363193e-12,0.7622425648008527,-0.5244851296017055,3.163131894853246e-12,11.76867089803796,ok
BW2_J1J2_D194_T90_PSI99_H525,455.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,10.0,3.1380041132824387e-12,1.1920154180422137e-11,0.7916077084543363,-0.5832154169086725,1.5058158293704575e-11,11.76867089803796,ok
BW2_J1J2_D194_T90_PSI99_H525,455.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,20.0,1.2127611925366942e-11,5.246648222815211e-11,0.8122489047289126,-0.6244978094578253,6.459409415351905e-11,11.76867089803796,ok
BW2_J1J2_D194_T90_PSI99_H525,455.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,5.0,3.634504589206298e-13,2.774301348826273e-12,0.8841685126199929,-0.7683370252399858,3.137751807746903e-12,16.429940189444558,ok
BW2_J1J2_D194_T90_PSI99_H525,455.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,10.0,1.8410215235685925e-12,9.595492011267802e-12,0.839022485483822,-0.6780449709676439,1.1436513534836395e-11,16.429940189444558,ok
BW2_J1J2_D194_T90_PSI99_H525,455.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,20.0,1.3330038439780079e-11,2.896988303787248e-11,0.6848684826324686,-0.36973696526493727,4.229992147765256e-11,16.429940189444558,ok
BW2_J1J2_D194_T90_PSI99_H525,456.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,5.0,7.198193572954296e-13,2.330837719470219e-12,0.7640444864230389,-0.5280889728460777,3.0506570767656483e-12,11.768670898037966,ok
BW2_J1J2_D194_T90_PSI99_H525,456.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,10.0,3.024073112172657e-12,1.1649263875433464e-11,0.7939069269160145,-0.587813853832029,1.467333698760612e-11,11.768670898037966,ok
BW2_J1J2_D194_T90_PSI99_H525,456.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,20.0,1.1806420347426479e-11,5.191043717543851e-11,0.8147049178753094,-0.6294098357506188,6.371685752286499e-11,11.768670898037966,ok
BW2_J1J2_D194_T90_PSI99_H525,456.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,5.0,3.516882666372581e-13,2.819001278397526e-12,0.8890814563702736,-0.7781629127405472,3.170689545034784e-12,16.429940189444558,ok
BW2_J1J2_D194_T90_PSI99_H525,456.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,10.0,1.8206692415406918e-12,9.762914223323177e-12,0.8428233156809141,-0.6856466313618281,1.158358346486387e-11,16.429940189444558,ok
BW2_J1J2_D194_T90_PSI99_H525,456.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,20.0,1.3398321610612206e-11,2.935099851737676e-11,0.6865839837803639,-0.3731679675607279,4.274932012798897e-11,16.429940189444558,ok
BW2_J1J2_D194_T90_PSI99_H525,458.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,5.0,6.467243410573776e-13,2.1885252179344884e-12,0.771898618586741,-0.5437972371734823,2.8352495589918662e-12,11.768670898037968,ok
BW2_J1J2_D194_T90_PSI99_H525,458.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,10.0,2.763109224410209e-12,1.1093027955676905e-11,0.8005858928431281,-0.6011717856862562,1.3856137180087114e-11,11.768670898037968,ok
BW2_J1J2_D194_T90_PSI99_H525,458.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,20.0,1.105937831139309e-11,5.064252020885358e-11,0.8207611341527182,-0.6415222683054365,6.170189852024667e-11,11.768670898037968,ok
BW2_J1J2_D194_T90_PSI99_H525,458.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,5.0,3.3309504130236275e-13,2.9329100666975695e-12,0.89801147570576,-0.7960229514115201,3.2660051079999324e-12,16.429940189444558,ok
BW2_J1J2_D194_T90_PSI99_H525,458.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,10.0,1.8124864283727848e-12,1.0180279684870024e-11,0.8488683585372871,-0.6977367170745742,1.1992766113242809e-11,16.429940189444558,ok
BW2_J1J2_D194_T90_PSI99_H525,458.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,20.0,1.3718488878224502e-11,3.035215958771428e-11,0.6887159741062759,-0.3774319482125517,4.4070648465938776e-11,16.429940189444558,ok
BW2_J1J2_D194_T90_PSI99_H525,460.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,5.0,5.91046372517459e-13,2.109157383596886e-12,0.7811104546539893,-0.5622209093079787,2.7002037561143453e-12,15.070062144888828,ok
BW2_J1J2_D194_T90_PSI99_H525,460.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,10.0,2.553967216289315e-12,1.0647878079184648e-11,0.8065446792377653,-0.6130893584755305,1.3201845295473963e-11,15.070062144888828,ok
BW2_J1J2_D194_T90_PSI99_H525,460.0,center,center,0.0,0.0,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,20.0,1.0477940312098692e-11,4.921832072551422e-11,0.8244791192953133,-0.6489582385906265,5.969626103761292e-11,15.070062144888828,ok
BW2_J1J2_D194_T90_PSI99_H525,460.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,5.0,3.1834647558426607e-13,3.0201615774052643e-12,0.9046440893562631,-0.8092881787125261,3.3385080529895303e-12,16.42994018944455,ok
BW2_J1J2_D194_T90_PSI99_H525,460.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,10.0,1.7959893248022743e-12,1.0510485680147481e-11,0.8540614331821326,-0.7081228663642652,1.2306475004949757e-11,16.42994018944455,ok
BW2_J1J2_D194_T90_PSI99_H525,460.0,center,center,0.0,0.0,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_scout\stage10_cp_dipole_bw2a_center_spectral_case_results.csv,20.0,1.3808911766916133e-11,3.118218742343027e-11,0.6930745855198162,-0.3861491710396323,4.499109919034641e-11,16.42994018944455,ok
