wavelength_nm,refined_T,refined_R,refined_residual,original_T,original_R,original_residual
445.0,0.7854676321032746,0.2110780178905813,0.0034543500061440524,0.798202425399808,0.19716664201724737,0.0046309325829446135
445.99999999999994,0.7871431455238945,0.20958900311346024,0.0032678513626452355,0.7941150473261219,0.19827226156441038,0.00761269110946769
446.99999999999994,0.7781491053329134,0.2169664981539021,0.004884396513184536,0.7986076182672975,0.19962158440419256,0.0017707973285099043
448.00000000000006,0.7869937185498883,0.21553880140970672,-0.0025325199595950254,0.7868185947934396,0.20157298253168307,0.0116084226748773
449.0,0.5897838387979802,0.32745908697327863,0.08275707422874112,0.8034309855772098,0.2049082352155996,-0.00833922079280941
450.0,0.5703648932644687,0.3864821448017938,0.043152961933737466,0.7337437248947121,0.2288122661595252,0.03744400894576272
450.9999999999999,0.7588533425545482,0.25122566058842416,-0.010079003142972331,0.7969954584506863,0.22602194818527763,-0.02301740663596394
451.99999999999994,0.7491595583534932,0.2411526206707171,0.009687820975789657,0.7681834721673008,0.2636137583578037,-0.03179723052510447
453.00000000000006,0.762931707187793,0.23939434768935275,-0.0023260548771457668,0.7510947200726475,0.2325838782855594,0.01632140164179305
453.9999999999999,0.7626354509426144,0.23282152106027293,0.0045430279971126475,0.773979481680557,0.2280908779176495,-0.002070359598206478
455.00000000000006,0.7666415777198577,0.23191516265919537,0.0014432596209468795,0.772424721220395,0.22299064813578606,0.0045846306438189766
