case_id,peak_ux,peak_uy,peak_theta_x_deg,peak_theta_y_deg,peak_polar_angle_deg,nearest_order,distance_to_plus_target_deg,distance_to_minus_target_deg,within_3deg_plus_target,peak_value,source_x_nm,source_y_nm,source_z_nm,status,notes
center_x_repeat,-0.33999999999999997,-0.11999999999999995,-19.876874070078827,-6.8921025793463775,21.134292214786235,other,30.736468388405292,12.147831986605695,False,2.712601347340163e-13,0.0,0.0,-200.0,ok,global Ex^2 peak on numeric farfieldux/farfielduy grid
center_mid_120_180_x,-0.36,-0.13999999999999999,-21.10019602409302,-8.047846247311515,22.722243202603646,other,32.23562102902156,13.85893719818721,False,2.1757880876947316e-13,0.0,0.0,-350.0,ok,global Ex^2 peak on numeric farfieldux/farfielduy grid
source_shift_to_cell_mid_x,0.0,0.020000000000000035,0.0,1.1459919983885944,1.1459919983885944,zero_order,10.064786890245724,10.064786890245724,False,2.5013906374651135e-13,-50.0,0.0,-200.0,ok,global Ex^2 peak on numeric farfieldux/farfielduy grid
