case_id,position_id,orientation,fdtd_status,result_fsp,notes,candidate_id,wavelength_nm
BW2A_SMOKE_BW2_J1J2_D194_T90_PSI99_H525_453NM_CENTER_XDIP,center,x,ok,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_smoke_run\_runtime_fsp_artifacts_not_for_git\results\BW2_J1J2_D194_T90_PSI99_H525\BW2A_SMOKE_BW2_J1J2_D194_T90_PSI99_H525_453NM_CENTER_XDIP.fsp,setup/save/load/run/save lifecycle complete,BW2_J1J2_D194_T90_PSI99_H525,453.0
BW2A_SMOKE_BW2_J1J2_D194_T90_PSI99_H525_453NM_CENTER_YDIP,center,y,ok,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_smoke_run\_runtime_fsp_artifacts_not_for_git\results\BW2_J1J2_D194_T90_PSI99_H525\BW2A_SMOKE_BW2_J1J2_D194_T90_PSI99_H525_453NM_CENTER_YDIP.fsp,setup/save/load/run/save lifecycle complete,BW2_J1J2_D194_T90_PSI99_H525,453.0
BW2A_SMOKE_BW2_J1J2_D194_T90_PSI97_H525_453NM_CENTER_XDIP,center,x,ok,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_smoke_run\_runtime_fsp_artifacts_not_for_git\results\BW2_J1J2_D194_T90_PSI97_H525\BW2A_SMOKE_BW2_J1J2_D194_T90_PSI97_H525_453NM_CENTER_XDIP.fsp,setup/save/load/run/save lifecycle complete,BW2_J1J2_D194_T90_PSI97_H525,453.0
BW2A_SMOKE_BW2_J1J2_D194_T90_PSI97_H525_453NM_CENTER_YDIP,center,y,ok,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_smoke_run\_runtime_fsp_artifacts_not_for_git\results\BW2_J1J2_D194_T90_PSI97_H525\BW2A_SMOKE_BW2_J1J2_D194_T90_PSI97_H525_453NM_CENTER_YDIP.fsp,setup/save/load/run/save lifecycle complete,BW2_J1J2_D194_T90_PSI97_H525,453.0
