candidate_id,wavelength_nm,source_position_label,cone_half_angle_deg,R_power_incoh,L_power_incoh,L_fraction_incoh,DoCP_RminusL_incoh,total_cone_power_incoh,status
BW2_J1J2_D194_T90_PSI97_H525,453.0,center,5.0,1.2573794090242595e-12,5.454099232527259e-12,0.8126524010313193,-0.6253048020626387,6.711478641551518e-12,ok
BW2_J1J2_D194_T90_PSI97_H525,453.0,center,10.0,5.451983927734824e-12,2.235738624958593e-11,0.8039515496765528,-0.6079030993531056,2.7809370177320753e-11,ok
BW2_J1J2_D194_T90_PSI97_H525,453.0,center,20.0,2.685031069825802e-11,8.318962523174102e-11,0.7559948534017812,-0.5119897068035624,1.1003993592999904e-10,ok
BW2_J1J2_D194_T90_PSI99_H525,453.0,center,5.0,1.2635802855935891e-12,5.404590468328157e-12,0.8105057095530374,-0.6210114191060747,6.668170753921746e-12,ok
BW2_J1J2_D194_T90_PSI99_H525,453.0,center,10.0,5.4478710058525905e-12,2.2317057398864877e-11,0.8037858795657129,-0.6075717591314259,2.7764928404717467e-11,ok
BW2_J1J2_D194_T90_PSI99_H525,453.0,center,20.0,2.6629887673050484e-11,8.397496112716709e-11,0.7592339941519987,-0.5184679883039974,1.1060484880021757e-10,ok
