variant,order_profile_mae,order_profile_rmse,eta_plus1_mae,eta_plus1_rmse,R_mae,T_mae,negative_power_rate,energy_residual_mae,bookkeeping_max
M5_ORIGINAL_RESIDUAL,0.16474317661456772,0.3287513208510297,0.49751050333320745,0.62988161855346,0.08037612926294405,0.9791026499415326,0.4659090909090909,1.0011901790567888,0.0
M5B_CORRECTED_NO_REFIT_RESIDUAL,0.059898191045734024,0.11644731653454113,0.14731592369530458,0.22087227274814503,0.08037612926294405,0.09495340407536905,0.1464160839160839,0.052726347036880554,0.0
